date,NEJ
2009-05-29,1689.0
2009-06-01,1689.0
2009-06-02,1680.0
2009-06-03,1680.0
2009-06-04,1680.0
2009-06-05,1680.0
2009-06-08,1680.0
2009-06-09,1680.0
2009-06-10,1600.0
2009-06-11,1600.0
2009-06-12,1600.0
2009-06-15,1600.0
2009-06-16,1600.0
2009-06-17,1600.0
2009-06-18,1600.0
2009-06-19,1600.0
2009-06-22,1600.0
2009-06-23,1600.0
2009-06-24,1600.0
2009-06-25,1600.0
2009-06-26,1680.0
2009-06-29,1680.0
2009-06-30,1680.0
2009-07-01,1680.0
2009-07-02,1680.0
2009-07-03,1680.0
2009-07-06,1630.0
2009-07-07,1630.0
2009-07-08,1630.0
2009-07-09,1630.0
2009-07-10,1630.0
2009-07-13,1630.0
2009-07-14,1630.0
2009-07-15,1630.0
2009-07-16,1630.0
2009-07-17,1630.0
2009-07-20,1650.0
2009-07-21,1610.0
2009-07-22,1610.0
2009-07-23,1610.0
2009-07-24,1610.0
2009-07-27,1610.0
2009-07-28,1545.0
2009-07-29,1547.0
2009-07-31,1548.0
2009-08-03,1548.0
2009-08-04,1548.0
2009-08-05,1639.0
2009-08-06,1639.0
2009-08-07,1639.0
2009-08-10,1639.0
2009-08-11,1639.0
2009-08-12,1639.0
2009-08-13,1639.0
2009-08-17,1639.0
2009-08-18,1639.0
2009-08-19,1639.0
2009-08-24,1639.0
2009-08-25,1639.0
2009-08-26,1639.0
2009-08-27,1639.0
2009-08-28,1565.0
2009-08-31,1565.0
2009-09-01,1565.0
2009-09-02,1565.0
2009-09-03,1565.0
2009-09-04,1565.0
2009-09-07,1565.0
2009-09-08,1565.0
2009-09-09,1565.0
2009-09-10,1565.0
2009-09-11,1565.0
2009-09-14,1566.0
2009-09-15,1566.0
2009-09-16,1566.0
2009-09-17,1566.0
2009-09-18,1566.0
2009-09-23,1566.0
2009-09-24,1566.0
2009-09-25,1566.0
2009-09-28,1565.0
2009-09-29,1565.0
2009-09-30,1565.0
2009-10-01,1565.0
2009-10-02,1565.0
2009-10-05,1565.0
2009-10-06,1565.0
2009-10-07,1565.0
2009-10-08,1565.0
2009-10-09,1565.0
2009-10-12,1565.0
2009-10-13,1565.0
2009-10-14,1565.0
2009-10-15,1565.0
2009-10-16,1565.0
2009-10-19,1565.0
2009-10-20,1563.0
2009-10-21,1563.0
2009-10-22,1563.0
2009-10-23,1563.0
2009-10-26,1471.0
2009-10-27,1471.0
2009-10-28,1471.0
2009-10-29,1471.0
2009-10-30,1471.0
2009-11-02,1471.0
2009-11-03,1471.0
2009-11-04,1471.0
2009-11-05,1471.0
2009-11-09,1471.0
2009-11-10,1559.0
2009-11-11,1559.0
2009-11-12,1559.0
2009-11-13,1559.0
2009-11-16,1559.0
2009-11-17,1559.0
2009-11-19,1559.0
2009-11-20,1559.0
2009-11-23,1559.0
2009-11-24,1466.0
2009-11-25,1466.0
2009-11-26,1466.0
2009-11-27,1466.0
2009-11-30,1466.0
2009-12-01,1466.0
2009-12-02,1466.0
2009-12-03,1466.0
2009-12-04,1549.0
2009-12-07,1549.0
2009-12-08,1549.0
2009-12-09,1549.0
2009-12-10,1549.0
2009-12-11,1549.0
2009-12-14,1549.0
2009-12-15,1549.0
2009-12-16,1549.0
2009-12-17,1549.0
2009-12-21,1549.0
2009-12-22,1544.0
2009-12-23,1544.0
2009-12-24,1544.0
2009-12-25,1544.0
2009-12-28,1544.0
2009-12-29,1544.0
2009-12-30,1544.0
2009-12-31,1544.0
2010-01-04,1544.0
2010-01-05,1544.0
2010-01-06,1544.0
2010-01-07,1480.0
2010-01-08,1480.0
2010-01-12,1544.0
2010-01-13,1544.0
2010-01-14,1544.0
2010-01-15,1544.0
2010-01-18,1544.0
2010-01-19,1544.0
2010-01-20,1544.0
2010-01-21,1544.0
2010-01-22,1544.0
2010-01-25,1544.0
2010-01-26,1544.0
2010-01-27,1544.0
2010-01-28,1544.0
2010-01-29,1544.0
2010-02-01,1544.0
2010-02-02,1544.0
2010-02-03,1452.0
2010-02-04,1452.0
2010-02-05,1535.0
2010-02-08,1535.0
2010-02-09,1535.0
2010-02-10,1535.0
2010-02-11,1535.0
2010-02-12,1535.0
2010-02-15,1535.0
2010-02-16,1535.0
2010-02-17,1535.0
2010-02-18,1535.0
2010-02-19,1535.0
2010-02-22,1535.0
2010-02-23,1535.0
2010-02-24,1535.0
2010-02-25,1535.0
2010-02-26,1535.0
2010-03-01,1535.0
2010-03-02,1535.0
2010-03-03,1535.0
2010-03-04,1535.0
2010-03-05,1535.0
2010-03-08,1535.0
2010-03-09,1535.0
2010-03-10,1535.0
2010-03-11,1535.0
2010-03-12,1574.0
2010-03-15,1574.0
2010-03-16,1574.0
2010-03-17,1574.0
2010-03-18,1574.0
2010-03-19,1574.0
2010-03-22,1574.0
2010-03-23,1574.0
2010-03-24,1575.0
2010-03-25,1620.0
2010-03-26,1620.0
2010-03-29,1620.0
2010-03-30,1620.0
2010-03-31,1620.0
2010-04-02,1620.0
2010-04-05,1620.0
2010-04-06,1620.0
2010-04-07,1531.0
2010-04-08,1532.0
2010-04-09,1532.0
2010-04-12,1532.0
2010-04-13,1532.0
2010-04-14,1531.0
2010-04-15,1531.0
2010-04-16,1531.0
2010-04-19,1531.0
2010-04-20,1531.0
2010-04-21,1580.0
2010-04-22,1612.0
2010-04-23,1612.0
2010-04-26,1612.0
2010-04-27,1600.0
2010-04-28,1599.0
2010-04-29,1599.0
2010-04-30,1599.0
2010-05-03,1599.0
2010-05-04,1599.0
2010-05-05,1599.0
2010-05-06,1599.0
2010-05-07,1599.0
2010-05-10,1599.0
2010-05-11,1599.0
2010-05-12,1599.0
2010-05-13,1599.0
2010-05-14,1599.0
2010-05-17,1599.0
2010-05-18,1599.0
2010-05-19,1599.0
2010-05-20,1599.0
2010-05-21,1599.0
2010-05-24,1599.0
2010-05-25,1599.0
2010-05-26,1599.0
2010-05-27,1599.0
2010-05-28,1597.0
2010-05-31,1597.0
2010-06-01,1597.0
2010-06-02,1597.0
2010-06-03,1597.0
2010-06-04,1597.0
2010-06-07,1597.0
2010-06-08,1597.0
2010-06-09,1597.0
2010-06-10,1597.0
2010-06-11,1550.0
2010-06-14,1550.0
2010-06-15,1550.0
2010-06-16,1550.0
2010-06-17,1550.0
2010-06-18,1550.0
2010-06-21,1550.0
2010-06-22,1550.0
2010-06-23,1550.0
2010-06-24,1525.0
2010-06-25,1485.0
2010-06-29,1485.0
2010-06-30,1485.0
2010-07-01,1485.0
2010-07-02,1485.0
2010-07-05,1485.0
2010-07-06,1485.0
2010-07-07,1485.0
2010-07-08,1485.0
2010-07-09,1485.0
2010-07-12,1485.0
2010-07-13,1485.0
2010-07-14,1574.0
2010-07-15,1668.0
2010-07-16,1668.0
2010-07-19,1668.0
2010-07-20,1668.0
2010-07-21,1668.0
2010-07-22,1668.0
2010-07-26,1668.0
2010-07-27,1668.0
2010-07-28,1668.0
2010-07-29,1668.0
2010-08-02,1668.0
2010-08-03,1568.0
2010-08-04,1568.0
2010-08-05,1568.0
2010-08-06,1568.0
2010-08-10,1570.0
2010-08-11,1570.0
2010-08-12,1570.0
2010-08-13,1570.0
2010-08-16,1570.0
2010-08-17,1570.0
2010-08-18,1570.0
2010-08-19,1570.0
2010-08-23,1570.0
2010-08-24,1570.0
2010-08-25,1570.0
2010-08-26,1500.0
2010-08-27,1500.0
2010-08-30,1500.0
2010-09-15,1500.0
2010-09-16,1500.0
2010-09-20,1500.0
2010-09-21,1500.0
2010-09-22,1500.0
2010-09-23,1500.0
2010-09-24,1500.0
2010-09-27,1500.0
2010-09-28,1589.0
2010-09-29,1600.0
2010-09-30,1599.0
2010-10-01,1599.0
2010-10-04,1600.0
2010-10-05,1504.0
2010-10-06,1590.0
2010-10-07,1590.0
2010-10-08,1590.0
2010-10-11,1590.0
2010-10-12,1495.0
2010-10-13,1495.0
2010-10-14,1495.0
2010-10-15,1495.0
2010-10-18,1511.0
2010-10-19,1511.0
2010-10-20,1511.0
2010-10-21,1511.0
2010-10-22,1511.0
2010-10-25,1511.0
2010-10-26,1511.0
2010-10-27,1511.0
2010-10-28,1436.0
2010-10-29,1436.0
2010-11-01,1436.0
2010-11-02,1436.0
2010-11-03,1436.0
2010-11-04,1436.0
2010-11-05,1436.0
2010-11-08,1436.0
2010-11-09,1436.0
2010-11-10,1436.0
2010-11-11,1436.0
2010-11-12,1436.0
2010-11-15,1436.0
2010-11-16,1436.0
2010-11-19,1436.0
2010-11-22,1436.0
2010-11-23,1436.0
2010-11-24,1436.0
2010-11-25,1436.0
2010-11-26,1436.0
2010-11-29,1436.0
2010-11-30,1436.0
2010-12-01,1436.0
2010-12-02,1436.0
2010-12-03,1522.0
2010-12-08,1522.0
2010-12-09,1522.0
2010-12-10,1613.0
2010-12-13,1631.0
2010-12-14,1632.0
2010-12-15,1632.0
2010-12-16,1535.0
2010-12-17,1443.0
2010-12-20,1443.0
2010-12-21,1448.0
2010-12-22,1448.0
2010-12-23,1529.0
2010-12-24,1528.0
2010-12-27,1528.0
2010-12-28,1460.0
2010-12-29,1529.0
2010-12-30,1529.0
2010-12-31,1529.0
2011-01-03,1529.0
2011-01-04,1529.0
2011-01-05,1529.0
2011-01-06,1529.0
2011-01-07,1529.0
2011-01-10,1529.0
2011-01-12,1529.0
2011-01-13,1529.0
2011-01-14,1442.0
2011-01-17,1442.0
2011-01-18,1442.0
2011-01-19,1442.0
2011-01-20,1442.0
2011-01-21,1442.0
2011-01-24,1524.0
2011-01-25,1524.0
2011-01-26,1442.0
2011-01-27,1442.0
2011-01-28,1442.0
2011-01-31,1442.0
2011-02-01,1442.0
2011-02-02,1442.0
2011-02-03,1442.0
2011-02-04,1442.0
2011-02-07,1442.0
2011-02-08,1442.0
2011-02-09,1442.0
2011-02-10,1442.0
2011-02-11,1442.0
2011-02-14,1442.0
2011-02-15,1442.0
2011-02-18,1450.0
2011-02-21,1450.0
2011-02-22,1450.0
2011-02-23,1450.0
2011-02-24,1450.0
2011-02-25,1450.0
2011-02-28,1450.0
2011-03-01,1450.0
2011-03-02,1450.0
2011-03-03,1450.0
2011-03-04,1450.0
2011-03-07,1450.0
2011-03-08,1500.0
2011-03-09,1500.0
2011-03-10,1500.0
2011-03-11,1425.0
2011-03-14,1425.0
2011-03-15,1425.0
2011-03-16,1425.0
2011-03-17,1425.0
2011-03-18,1425.0
2011-03-21,1425.0
2011-03-22,1425.0
2011-03-23,1425.0
2011-03-24,1425.0
2011-03-25,1425.0
2011-03-28,1425.0
2011-03-29,1425.0
2011-03-30,1425.0
2011-03-31,1425.0
2011-04-01,1425.0
2011-04-04,1425.0
2011-04-05,1425.0
2011-04-06,1425.0
2011-04-07,1425.0
2011-04-08,1425.0
2011-04-11,1425.0
2011-04-12,1425.0
2011-04-13,1425.0
2011-04-14,1425.0
2011-04-15,1450.0
2011-04-18,1450.0
2011-04-19,1450.0
2011-04-20,1450.0
2011-04-21,1450.0
2011-04-22,1450.0
2011-04-25,1450.0
2011-04-26,1450.0
2011-04-27,1450.0
2011-04-28,1450.0
2011-04-29,1450.0
2011-05-02,1450.0
2011-05-03,1450.0
2011-05-04,1450.0
2011-05-05,1450.0
2011-05-06,1450.0
2011-05-09,1450.0
2011-05-10,1450.0
2011-05-11,1450.0
2011-05-12,1450.0
2011-05-13,1450.0
2011-05-16,1450.0
2011-05-17,1450.0
2011-05-18,1450.0
2011-05-19,1450.0
2011-05-20,1451.0
2011-05-23,1451.0
2011-05-24,1451.0
2011-05-25,1451.0
2011-05-26,1455.0
2011-05-27,1455.0
2011-05-30,1540.0
2011-05-31,1540.0
2011-06-01,1540.0
2011-06-02,1540.0
2011-06-03,1448.0
2011-06-06,1364.0
2011-06-07,1364.0
2011-06-08,1364.0
2011-06-09,1364.0
2011-06-10,1364.0
2011-06-13,1364.0
2011-06-14,1370.0
2011-06-15,1370.0
2011-06-16,1370.0
2011-06-17,1290.0
2011-06-20,1290.0
2011-06-21,1290.0
2011-06-22,1367.0
2011-06-23,1400.0
2011-06-24,1400.0
2011-06-27,1400.0
2011-06-28,1400.0
2011-06-29,1400.0
2011-06-30,1400.0
2011-07-01,1400.0
2011-07-04,1400.0
2011-07-05,1400.0
2011-07-06,1400.0
2011-07-07,1400.0
2011-07-08,1400.0
2011-07-11,1400.0
2011-07-12,1410.0
2011-07-13,1410.0
2011-07-14,1410.0
2011-07-15,1410.0
2011-07-18,1410.0
2011-07-19,1410.0
2011-07-20,1410.0
2011-07-21,1410.0
2011-07-22,1410.0
2011-07-25,1410.0
2011-07-26,1410.0
2011-07-27,1410.0
2011-07-28,1410.0
2011-07-29,1410.0
2011-08-01,1410.0
2011-08-02,1410.0
2011-08-03,1410.0
2011-08-04,1410.0
2011-08-05,1410.0
2011-08-08,1410.0
2011-08-09,1410.0
2011-08-10,1410.0
2011-08-11,1410.0
2011-08-12,1410.0
2011-08-15,1410.0
2011-08-16,1420.0
2011-08-17,1420.0
2011-08-18,1420.0
2011-08-19,1420.0
2011-08-22,1450.0
2011-08-23,1450.0
2011-08-24,1450.0
2011-08-25,1450.0
2011-08-26,1450.0
2011-08-29,1450.0
2011-08-30,1426.0
2011-09-02,1426.0
2011-09-05,1426.0
2011-09-06,1426.0
2011-09-07,1426.0
2011-09-08,1450.0
2011-09-09,1450.0
2011-09-12,1450.0
2011-09-13,1450.0
2011-09-14,1450.0
2011-09-15,1450.0
2011-09-16,1450.0
2011-09-19,1450.0
2011-09-20,1450.0
2011-09-21,1450.0
2011-09-22,1450.0
2011-09-23,1400.0
2011-09-26,1400.0
2011-09-27,1400.0
2011-09-28,1484.0
2011-09-29,1484.0
2011-09-30,1484.0
2011-10-03,1484.0
2011-10-04,1484.0
2011-10-05,1400.0
2011-10-06,1480.0
2011-10-07,1480.0
2011-10-10,1500.0
2011-10-11,1500.0
2011-10-12,1500.0
2011-10-13,1500.0
2011-10-14,1500.0
2011-10-17,1500.0
2011-10-18,1500.0
2011-10-19,1500.0
2011-10-20,1500.0
2011-10-21,1480.0
2011-10-24,1480.0
2011-10-25,1480.0
2011-10-26,1480.0
2011-10-27,1480.0
2011-10-28,1480.0
2011-10-31,1480.0
2011-11-01,1480.0
2011-11-02,1480.0
2011-11-03,1500.0
2011-11-04,1500.0
2011-11-09,1500.0
2011-11-10,1500.0
2011-11-11,1500.0
2011-11-14,1500.0
2011-11-15,1500.0
2011-11-16,1500.0
2011-11-17,1500.0
2011-11-21,1500.0
2011-11-22,1500.0
2011-11-23,1500.0
2011-11-24,1410.0
2011-11-25,1410.0
2011-11-28,1410.0
2011-11-29,1410.0
2011-11-30,1410.0
2011-12-01,1494.0
2011-12-02,1494.0
2011-12-05,1494.0
2011-12-06,1494.0
2011-12-07,1494.0
2011-12-08,1494.0
2011-12-09,1494.0
2011-12-12,1494.0
2011-12-13,1494.0
2011-12-14,1494.0
2011-12-15,1494.0
2011-12-16,1494.0
2011-12-19,1494.0
2011-12-20,1494.0
2011-12-21,1500.0
2011-12-22,1500.0
2011-12-23,1500.0
2011-12-26,1500.0
2011-12-27,1500.0
2011-12-28,1510.0
2011-12-29,1500.0
2011-12-30,1500.0
2012-01-02,1500.0
2012-01-03,1500.0
2012-01-04,1500.0
2012-01-05,1500.0
2012-01-06,1500.0
2012-01-09,1500.0
2012-01-10,1500.0
2012-01-12,1500.0
2012-01-13,1500.0
2012-01-16,1500.0
2012-01-17,1500.0
2012-01-18,1500.0
2012-01-19,1420.0
2012-01-20,1420.0
2012-01-23,1420.0
2012-01-24,1421.0
2012-01-25,1421.0
2012-01-26,1421.0
2012-01-27,1500.0
2012-01-30,1500.0
2012-01-31,1500.0
2012-02-01,1500.0
2012-02-02,1420.0
2012-02-03,1420.0
2012-02-07,1420.0
2012-02-08,1420.0
2012-02-09,1420.0
2012-02-10,1420.0
2012-02-13,1420.0
2012-02-14,1420.0
2012-02-15,1420.0
2012-02-16,1420.0
2012-02-17,1420.0
2012-02-20,1420.0
2012-02-21,1420.0
2012-02-22,1420.0
2012-02-23,1420.0
2012-02-24,1425.0
2012-02-27,1425.0
2012-02-28,1425.0
2012-02-29,1400.0
2012-03-01,1400.0
2012-03-02,1400.0
2012-03-05,1400.0
2012-03-06,1400.0
2012-03-07,1400.0
2012-03-08,1400.0
2012-03-09,1400.0
2012-03-12,1400.0
2012-03-13,1400.0
2012-03-14,1400.0
2012-03-15,1400.0
2012-03-16,1400.0
2012-03-19,1400.0
2012-03-20,1400.0
2012-03-21,1400.0
2012-03-22,1400.0
2012-03-23,1400.0
2012-03-26,1400.0
2012-03-27,1400.0
2012-03-28,1400.0
2012-03-29,1320.0
2012-03-30,1320.0
2012-04-02,1320.0
2012-04-03,1320.0
2012-04-04,1320.0
2012-04-05,1320.0
2012-04-06,1320.0
2012-04-09,1320.0
2012-04-10,1320.0
2012-04-11,1320.0
2012-04-12,1320.0
2012-04-13,1320.0
2012-04-16,1399.0
2012-04-17,1399.0
2012-04-18,1399.0
2012-04-19,1482.0
2012-04-20,1482.0
2012-04-23,1568.0
2012-04-24,1568.0
2012-04-25,1568.0
2012-04-26,1568.0
2012-04-27,1500.0
2012-04-30,1500.0
2012-05-02,1500.0
2012-05-03,1500.0
2012-05-04,1500.0
2012-05-07,1500.0
2012-05-08,1500.0
2012-05-09,1500.0
2012-05-10,1500.0
2012-05-11,1500.0
2012-05-14,1500.0
2012-05-15,1500.0
2012-05-16,1500.0
2012-05-17,1500.0
2012-05-18,1500.0
2012-05-21,1500.0
2012-05-22,1500.0
2012-05-23,1500.0
2012-05-24,1500.0
2012-05-25,1500.0
2012-05-28,1500.0
2012-05-29,1500.0
2012-05-30,1500.0
2012-05-31,1500.0
2012-06-01,1500.0
2012-06-04,1590.0
2012-06-05,1590.0
2012-06-06,1590.0
2012-06-07,1590.0
2012-06-08,1590.0
2012-06-11,1590.0
2012-06-12,1590.0
2012-06-13,1590.0
2012-06-14,1590.0
2012-06-15,1590.0
2012-06-18,1590.0
2012-06-19,1590.0
2012-06-20,1590.0
2012-06-21,1590.0
2012-06-22,1590.0
2012-06-25,1590.0
2012-06-26,1590.0
2012-06-27,1590.0
2012-06-28,1540.0
2012-06-29,1540.0
2012-07-02,1540.0
2012-07-03,1540.0
2012-07-04,1540.0
2012-07-05,1540.0
2012-07-06,1540.0
2012-07-09,1540.0
2012-07-10,1540.0
2012-07-11,1540.0
2012-07-12,1540.0
2012-07-13,1540.0
2012-07-16,1540.0
2012-07-17,1540.0
2012-07-18,1540.0
2012-07-19,1540.0
2012-07-20,1540.0
2012-07-23,1540.0
2012-07-24,1540.0
2012-07-25,1540.0
2012-07-26,1540.0
2012-07-27,1500.0
2012-07-31,1500.0
2012-08-01,1500.0
2012-08-02,1500.0
2012-08-03,1500.0
2012-08-06,1500.0
2012-08-07,1500.0
2012-08-08,1460.0
2012-08-09,1460.0
2012-08-10,1460.0
2012-08-13,1547.0
2012-08-15,1639.0
2012-08-16,1737.0
2012-08-17,1737.0
2012-08-22,1737.0
2012-08-23,1737.0
2012-08-24,1737.0
2012-08-27,1737.0
2012-08-28,1737.0
2012-08-29,1737.0
2012-08-30,1737.0
2012-08-31,1737.0
2012-09-03,1737.0
2012-09-04,1737.0
2012-09-05,1737.0
2012-09-06,1737.0
2012-09-07,1737.0
2012-09-10,1737.0
2012-09-11,1737.0
2012-09-12,1737.0
2012-09-13,1737.0
2012-09-14,1737.0
2012-09-17,1737.0
2012-09-18,1737.0
2012-09-19,1737.0
2012-09-20,1737.0
2012-09-21,1737.0
2012-09-24,1737.0
2012-09-25,1737.0
2012-09-26,1737.0
2012-09-27,1737.0
2012-09-28,1737.0
2012-10-01,1737.0
2012-10-02,1737.0
2012-10-03,1737.0
2012-10-04,1737.0
2012-10-05,1737.0
2012-10-08,1737.0
2012-10-09,1737.0
2012-10-10,1737.0
2012-10-11,1737.0
2012-10-12,1737.0
2012-10-15,1737.0
2012-10-16,1737.0
2012-10-17,1633.0
2012-10-18,1633.0
2012-10-19,1633.0
2012-10-22,1633.0
2012-10-23,1633.0
2012-10-24,1633.0
2012-10-25,1633.0
2012-10-29,1633.0
2012-10-30,1633.0
2012-10-31,1633.0
2012-11-01,1600.0
2012-11-02,1600.0
2012-11-05,1600.0
2012-11-07,1600.0
2012-11-08,1600.0
2012-11-09,1600.0
2012-11-12,1600.0
2012-11-13,1600.0
2012-11-14,1600.0
2012-11-15,1600.0
2012-11-19,1600.0
2012-11-20,1600.0
2012-11-21,1600.0
2012-11-22,1600.0
2012-11-23,1600.0
2012-11-26,1600.0
2012-11-27,1600.0
2012-11-28,1600.0
2012-11-29,1600.0
2012-11-30,1600.0
2012-12-03,1600.0
2012-12-04,1600.0
2012-12-05,1600.0
2012-12-06,1600.0
2012-12-07,1600.0
2012-12-10,1600.0
2012-12-11,1600.0
2012-12-12,1600.0
2012-12-13,1600.0
2012-12-14,1600.0
2012-12-17,1600.0
2012-12-18,1600.0
2012-12-19,1600.0
2012-12-20,1600.0
2012-12-21,1600.0
2012-12-24,1600.0
2012-12-25,1600.0
2012-12-26,1600.0
2012-12-27,1600.0
2012-12-28,1600.0
2012-12-31,1600.0
2013-01-02,1600.0
2013-01-03,1600.0
2013-01-04,1600.0
2013-01-07,1600.0
2013-01-08,1600.0
2013-01-09,1600.0
2013-01-10,1504.0
2013-01-14,1414.0
2013-01-15,1414.0
2013-01-16,1331.0
2013-01-17,1331.0
2013-01-18,1331.0
2013-01-21,1331.0
2013-01-22,1331.0
2013-01-23,1331.0
2013-01-28,1331.0
2013-01-29,1331.0
2013-01-30,1331.0
2013-01-31,1331.0
2013-02-01,1331.0
2013-02-04,1331.0
2013-02-05,1331.0
2013-02-06,1331.0
2013-02-07,1331.0
2013-02-08,1331.0
2013-02-11,1331.0
2013-02-12,1331.0
2013-02-13,1331.0
2013-02-14,1331.0
2013-02-15,1331.0
2013-02-18,1331.0
2013-02-19,1331.0
2013-02-20,1331.0
2013-02-21,1331.0
2013-02-22,1331.0
2013-02-25,1331.0
2013-02-26,1331.0
2013-02-27,1331.0
2013-02-28,1331.0
2013-03-01,1331.0
2013-03-04,1331.0
2013-03-05,1410.0
2013-03-06,1490.0
2013-03-07,1520.0
2013-03-08,1520.0
2013-03-11,1520.0
2013-03-12,1520.0
2013-03-13,1520.0
2013-03-14,1520.0
2013-03-15,1430.0
2013-03-18,1430.0
2013-03-19,1430.0
2013-03-20,1430.0
2013-03-21,1430.0
2013-03-22,1430.0
2013-03-25,1430.0
2013-03-26,1430.0
2013-03-27,1430.0
2013-03-28,1430.0
2013-03-29,1430.0
2013-04-01,1430.0
2013-04-02,1430.0
2013-04-03,1430.0
2013-04-04,1430.0
2013-04-05,1430.0
2013-04-08,1430.0
2013-04-09,1430.0
2013-04-10,1430.0
2013-04-11,1430.0
2013-04-12,1430.0
2013-04-15,1430.0
2013-04-16,1430.0
2013-04-17,1430.0
2013-04-18,1430.0
2013-04-19,1430.0
2013-04-22,1430.0
2013-04-23,1430.0
2013-04-24,1430.0
2013-04-25,1430.0
2013-04-26,1430.0
2013-04-29,1345.0
2013-04-30,1345.0
2013-05-02,1345.0
2013-05-03,1345.0
2013-05-06,1345.0
2013-05-07,1345.0
2013-05-08,1345.0
2013-05-09,1345.0
2013-05-10,1345.0
2013-05-13,1345.0
2013-05-14,1345.0
2013-05-15,1399.0
2013-05-16,1399.0
2013-05-17,1399.0
2013-05-20,1399.0
2013-05-21,1399.0
2013-05-22,1399.0
2013-05-23,1399.0
2013-05-24,1399.0
2013-05-27,1399.0
2013-05-28,1399.0
2013-05-29,1399.0
2013-05-30,1482.0
2013-05-31,1501.0
2013-06-03,1501.0
2013-06-04,1501.0
2013-06-05,1501.0
2013-06-06,1501.0
2013-06-07,1501.0
2013-06-10,1501.0
2013-06-11,1501.0
2013-06-12,1501.0
2013-06-13,1501.0
2013-06-14,1501.0
2013-06-17,1501.0
2013-06-18,1501.0
2013-06-19,1502.0
2013-06-20,1412.0
2013-06-21,1412.0
2013-06-24,1412.0
2013-06-25,1412.0
2013-06-26,1412.0
2013-06-27,1412.0
2013-06-28,1281.0
2013-07-01,1281.0
2013-07-02,1281.0
2013-07-03,1281.0
2013-07-04,1281.0
2013-07-05,1281.0
2013-07-08,1281.0
2013-07-09,1281.0
2013-07-10,1281.0
2013-07-11,1281.0
2013-07-12,1281.0
2013-07-15,1281.0
2013-07-16,1281.0
2013-07-17,1281.0
2013-07-18,1281.0
2013-07-19,1281.0
2013-07-22,1281.0
2013-07-23,1281.0
2013-07-24,1281.0
2013-07-25,1281.0
2013-07-26,1281.0
2013-07-29,1281.0
2013-07-31,1281.0
2013-08-01,1281.0
2013-08-02,1281.0
2013-08-05,1281.0
2013-08-06,1281.0
2013-08-08,1281.0
2013-08-13,1281.0
2013-08-15,1281.0
2013-08-16,1281.0
2013-08-19,1281.0
2013-08-22,1281.0
2013-08-23,1281.0
2013-08-26,1281.0
2013-08-27,1281.0
2013-08-28,1281.0
2013-08-29,1281.0
2013-08-30,1281.0
2013-09-02,1281.0
2013-09-03,1281.0
2013-09-04,1281.0
2013-09-05,1281.0
2013-09-06,1281.0
2013-09-09,1281.0
2013-09-10,1281.0
2013-09-11,1281.0
2013-09-12,1281.0
2013-09-13,1281.0
2013-09-16,1281.0
2013-09-17,1281.0
2013-09-18,1281.0
2013-09-19,1281.0
2013-09-20,1281.0
2013-09-23,1281.0
2013-09-24,1281.0
2013-09-25,1281.0
2013-09-26,1281.0
2013-09-27,1281.0
2013-09-30,1281.0
2013-10-01,1281.0
2013-10-02,1281.0
2013-10-03,1281.0
2013-10-04,1281.0
2013-10-07,1281.0
2013-10-08,1281.0
2013-10-09,1281.0
2013-10-10,1281.0
2013-10-11,1281.0
2013-10-14,1355.0
2013-10-15,1436.0
2013-10-21,1475.0
2013-10-22,1475.0
2013-10-23,1475.0
2013-10-24,1475.0
2013-10-25,1387.0
2013-10-28,1387.0
2013-10-29,1387.0
2013-10-30,1387.0
2013-10-31,1387.0
2013-11-01,1387.0
2013-11-07,1387.0
2013-11-08,1387.0
2013-11-11,1387.0
2013-11-12,1387.0
2013-11-13,1387.0
2013-11-14,1387.0
2013-11-15,1387.0
2013-11-19,1387.0
2013-11-20,1387.0
2013-11-21,1456.0
2013-11-22,1456.0
2013-11-25,1456.0
2013-11-26,1456.0
2013-11-27,1435.0
2013-11-28,1435.0
2013-11-29,1435.0
2013-12-02,1435.0
2013-12-03,1400.0
2013-12-04,1400.0
2013-12-05,1440.0
2013-12-06,1440.0
2013-12-09,1440.0
2013-12-10,1440.0
2013-12-11,1440.0
2013-12-12,1438.0
2013-12-13,1438.0
2013-12-16,1438.0
2013-12-17,1438.0
2013-12-18,1438.0
2013-12-19,1438.0
2013-12-20,1438.0
2013-12-23,1438.0
2013-12-24,1438.0
2013-12-25,1438.0
2013-12-26,1438.0
2013-12-27,1438.0
2013-12-30,1438.0
2013-12-31,1438.0
2014-01-02,1438.0
2014-01-03,1470.0
2014-01-06,1470.0
2014-01-07,1470.0
2014-01-08,1470.0
2014-01-09,1470.0
2014-01-10,1470.0
2014-01-13,1470.0
2014-01-16,1478.0
2014-01-17,1478.0
2014-01-20,1478.0
2014-01-21,1478.0
2014-01-22,1478.0
2014-01-23,1478.0
2014-01-24,1478.0
2014-01-27,1478.0
2014-01-28,1475.0
2014-01-29,1475.0
2014-01-30,1475.0
2014-01-31,1392.0
2014-02-03,1392.0
2014-02-04,1392.0
2014-02-05,1392.0
2014-02-06,1392.0
2014-02-07,1392.0
2014-02-10,1392.0
2014-02-11,1475.0
2014-02-12,1475.0
2014-02-13,1475.0
2014-02-14,1475.0
2014-02-17,1475.0
2014-02-18,1475.0
2014-02-19,1475.0
2014-02-20,1475.0
2014-02-21,1475.0
2014-02-24,1412.0
2014-02-25,1478.0
2014-02-26,1478.0
