date,SAH
2019-01-02,1390.0
2019-01-03,1401.0
2019-01-04,1403.0
2019-01-07,1403.0
2019-01-08,1404.0
2019-01-09,1404.0
2019-01-10,1410.0
2019-01-14,1420.0
2019-01-15,1430.0
2019-01-16,1423.0
2019-01-17,1420.0
2019-01-18,1380.0
2019-01-21,1380.0
2019-01-22,1380.0
2019-01-23,1380.0
2019-01-24,1380.0
2019-01-25,1285.0
2019-01-28,1285.0
2019-01-29,1286.0
2019-01-30,1323.0
2019-01-31,1390.0
2019-02-01,1390.0
2019-02-04,1390.0
2019-02-05,1390.0
2019-02-06,1390.0
2019-02-07,1390.0
2019-02-08,1399.0
2019-02-11,1399.0
2019-02-12,1308.0
2019-02-13,1310.0
2019-02-14,1310.0
2019-02-15,1400.0
2019-02-18,1400.0
2019-02-19,1400.0
2019-02-20,1360.0
2019-02-21,1350.0
2019-02-22,1350.0
2019-02-25,1350.0
2019-02-26,1350.0
2019-02-27,1350.0
2019-02-28,1300.0
2019-03-01,1300.0
2019-03-04,1400.0
2019-03-05,1400.0
2019-03-06,1400.0
2019-03-07,1400.0
2019-03-08,1296.0
2019-03-11,1296.0
2019-03-12,1296.0
2019-03-13,1292.0
2019-03-14,1254.0
2019-03-15,1210.0
2019-03-18,1210.0
2019-03-19,1200.0
2019-03-20,1200.0
2019-03-21,1181.0
2019-03-22,1063.0
2019-03-25,1063.0
2019-03-26,1169.0
2019-03-27,1169.0
2019-03-28,1199.0
2019-03-29,1100.0
2019-04-01,1100.0
2019-04-02,1100.0
2019-04-03,1110.0
2019-04-04,1110.0
2019-04-05,1110.0
2019-04-08,1110.0
2019-04-09,1110.0
2019-04-10,1110.0
2019-04-11,1051.0
2019-04-12,1020.0
2019-04-15,1026.0
2019-04-16,1035.0
2019-04-17,1035.0
2019-04-18,1070.0
2019-04-19,1060.0
2019-04-22,1060.0
2019-04-23,1060.0
2019-04-24,1060.0
2019-04-25,1060.0
2019-04-26,1100.0
2019-04-29,1100.0
2019-04-30,1100.0
2019-05-02,1139.0
2019-05-03,1139.0
2019-05-06,1139.0
2019-05-07,1139.0
2019-05-08,1167.0
2019-05-09,1180.0
2019-05-10,1135.0
2019-05-13,1135.0
2019-05-14,1150.0
2019-05-15,1229.0
2019-05-16,1200.0
2019-05-17,1161.0
2019-05-20,1161.0
2019-05-21,1161.0
2019-05-22,1249.0
2019-05-23,1160.0
2019-05-24,1160.0
2019-05-27,1160.0
2019-05-28,1160.0
2019-05-29,1189.0
2019-05-30,1228.0
2019-05-31,1228.0
2019-06-03,1228.0
2019-06-04,1228.0
2019-06-10,1228.0
2019-06-11,1228.0
2019-06-12,1228.0
2019-06-13,1228.0
2019-06-14,1228.0
2019-06-17,1240.0
2019-06-18,1240.0
2019-06-19,1240.0
2019-06-20,1240.0
2019-06-21,1180.0
2019-06-24,1180.0
2019-06-25,1180.0
2019-06-26,1097.0
2019-06-27,1206.0
2019-06-28,1300.0
2019-07-01,1300.0
2019-07-02,1300.0
2019-07-03,1300.0
2019-07-04,1300.0
2019-07-05,1300.0
2019-07-08,1300.0
2019-07-09,1300.0
2019-07-10,1300.0
2019-07-11,1300.0
2019-07-12,1300.0
2019-07-15,1300.0
2019-07-16,1350.0
2019-07-17,1350.0
2019-07-18,1318.0
2019-07-19,1278.0
2019-07-22,1280.0
2019-07-23,1280.0
2019-07-24,1280.0
2019-07-25,1255.0
2019-07-26,1340.0
2019-07-29,1471.0
2019-07-31,1388.0
2019-08-01,1305.0
2019-08-02,1360.0
2019-08-05,1360.0
2019-08-06,1360.0
2019-08-07,1256.0
2019-08-08,1256.0
2019-08-09,1353.0
2019-08-15,1353.0
2019-08-16,1360.0
2019-08-19,1272.0
2019-08-22,1274.0
2019-08-23,1274.0
2019-08-26,1274.0
2019-08-27,1360.0
2019-08-28,1395.0
2019-08-29,1395.0
2019-08-30,1350.0
2019-09-02,1350.0
2019-09-03,1372.0
2019-09-04,1372.0
2019-09-05,1370.0
2019-09-06,1400.0
2019-09-09,1350.0
2019-09-10,1400.0
2019-09-11,1450.0
2019-09-12,1450.0
2019-09-13,1450.0
2019-09-16,1450.0
2019-09-17,1450.0
2019-09-18,1450.0
2019-09-19,1450.0
2019-09-20,1390.0
2019-09-23,1390.0
2019-09-24,1390.0
2019-09-25,1390.0
2019-09-26,1390.0
2019-09-27,1390.0
2019-09-30,1390.0
2019-10-01,1390.0
2019-10-02,1390.0
2019-10-03,1440.0
2019-10-04,1440.0
2019-10-07,1440.0
2019-10-08,1440.0
2019-10-09,1440.0
2019-10-10,1440.0
2019-10-11,1400.0
2019-10-14,1400.0
2019-10-15,1400.0
2019-10-16,1400.0
2019-10-17,1400.0
2019-10-18,1400.0
2019-10-21,1400.0
2019-10-22,1400.0
2019-10-23,1380.0
2019-10-24,1380.0
2019-10-25,1380.0
2019-10-28,1380.0
2019-10-29,1273.0
2019-10-30,1275.0
2019-10-31,1379.0
2019-11-01,1379.0
2019-11-04,1379.0
2019-11-05,1379.0
2019-11-07,1379.0
2019-11-08,1379.0
2019-11-12,1379.0
2019-11-13,1379.0
2019-11-14,1379.0
2019-11-15,1379.0
2019-11-19,1379.0
2019-11-20,1370.0
2019-11-21,1350.0
2019-11-22,1370.0
2019-11-25,1310.0
2019-11-26,1360.0
2019-11-27,1360.0
2019-11-28,1360.0
2019-11-29,1360.0
2019-12-02,1360.0
2019-12-03,1360.0
2019-12-04,1360.0
2019-12-05,1359.0
2019-12-06,1359.0
2019-12-09,1359.0
2019-12-10,1300.0
2019-12-11,1340.0
2019-12-12,1350.0
2019-12-13,1350.0
2019-12-16,1380.0
2019-12-17,1380.0
2019-12-18,1380.0
2019-12-19,1395.0
2019-12-20,1395.0
2019-12-23,1400.0
2019-12-24,1400.0
2019-12-25,1400.0
2019-12-26,1400.0
2019-12-27,1400.0
2019-12-30,1400.0
2019-12-31,1362.0
2020-01-02,1362.0
2020-01-03,1362.0
2020-01-06,1362.0
2020-01-07,1362.0
2020-01-08,1362.0
2020-01-09,1362.0
2020-01-10,1362.0
2020-01-13,1362.0
2020-01-14,1370.0
2020-01-15,1393.0
2020-01-16,1400.0
2020-01-17,1402.0
2020-01-20,1391.0
2020-01-21,1410.0
2020-01-22,1425.0
2020-01-23,1440.0
2020-01-24,1440.0
2020-01-27,1440.0
2020-01-28,1440.0
2020-01-29,1440.0
2020-01-30,1440.0
2020-01-31,1440.0
2020-02-03,1440.0
2020-02-04,1440.0
2020-02-05,1400.0
2020-02-06,1400.0
2020-02-07,1450.0
2020-02-10,1450.0
2020-02-11,1400.0
2020-02-12,1400.0
2020-02-13,1400.0
2020-02-14,1450.0
2020-02-17,1450.0
2020-02-18,1450.0
2020-02-19,1450.0
2020-02-20,1450.0
2020-02-21,1450.0
2020-02-24,1450.0
2020-02-25,1450.0
2020-02-26,1400.0
2020-02-27,1450.0
2020-02-28,1450.0
2020-03-02,1450.0
2020-03-03,1400.0
2020-03-04,1400.0
2020-03-05,1400.0
2020-03-06,1310.0
2020-03-09,1310.0
2020-03-10,1310.0
2020-03-11,1300.0
2020-03-12,1200.0
2020-03-13,1164.0
2020-03-16,1100.0
2020-03-17,1070.0
2020-03-18,1070.0
2020-03-19,1069.0
2020-03-20,1069.0
2020-03-23,1110.0
2020-03-24,1154.0
2020-03-25,1110.0
2020-03-26,1110.0
2020-03-27,1110.0
2020-03-30,1110.0
2020-03-31,1150.0
2020-04-01,1150.0
2020-04-02,1150.0
2020-04-03,1105.0
2020-04-06,1105.0
2020-04-07,1099.0
2020-04-08,1099.0
2020-04-09,1099.0
2020-04-10,1099.0
2020-04-13,1056.0
2020-04-14,1025.0
2020-04-15,1025.0
2020-04-16,989.0
2020-04-17,989.0
2020-04-20,989.0
2020-04-21,989.0
2020-04-22,989.0
2020-04-23,1023.0
2020-04-24,1023.0
2020-04-27,1023.0
2020-04-28,990.0
2020-04-29,1026.0
2020-04-30,1000.0
2020-05-04,960.1
2020-05-05,960.1
2020-05-06,997.9
2020-05-07,998.0
2020-05-08,998.0
2020-05-11,998.0
2020-05-12,970.0
2020-05-13,970.0
2020-05-14,970.0
2020-05-15,950.0
2020-05-18,986.9
2020-05-19,986.9
2020-05-20,986.9
2020-05-21,986.9
2020-05-22,980.0
2020-05-26,980.0
2020-05-27,1000.0
2020-05-28,1029.0
2020-05-29,1038.0
2020-06-01,1049.0
2020-06-02,1020.0
2020-06-03,1060.0
2020-06-04,1070.0
2020-06-05,1100.0
2020-06-08,1100.0
2020-06-09,1100.0
2020-06-10,1140.0
2020-06-11,1100.0
2020-06-12,1100.0
2020-06-15,1100.0
2020-06-16,1100.0
2020-06-17,1120.0
2020-06-18,1140.0
2020-06-19,1119.0
2020-06-22,1152.0
2020-06-23,1106.0
2020-06-24,1100.0
2020-06-25,1100.0
2020-06-26,1070.0
2020-06-29,1090.0
2020-06-30,1090.0
2020-07-01,1090.0
2020-07-02,1090.0
2020-07-03,1090.0
2020-07-06,1090.0
2020-07-07,1090.0
2020-07-08,1090.0
2020-07-09,1090.0
2020-07-10,1090.0
2020-07-13,1090.0
2020-07-14,1090.0
2020-07-15,1090.0
2020-07-16,1090.0
2020-07-17,1060.0
2020-07-20,1060.0
2020-07-21,1060.0
2020-07-22,1020.0
2020-07-23,1060.0
2020-07-24,1090.0
2020-07-27,1090.0
2020-07-28,1099.0
2020-07-29,1099.0
2020-08-03,1099.0
2020-08-04,1078.0
2020-08-05,1078.0
2020-08-06,1090.0
2020-08-07,1086.0
2020-08-10,1086.0
2020-08-11,1086.0
2020-08-12,1070.0
2020-08-13,1100.0
2020-08-17,1100.0
2020-08-18,1100.0
2020-08-19,1100.0
2020-08-24,1100.0
2020-08-25,1100.0
2020-08-26,1100.0
2020-08-27,1100.0
2020-08-28,1095.0
2020-08-31,1095.0
2020-09-01,1095.0
2020-09-02,1095.0
2020-09-03,1095.0
2020-09-04,1120.0
2020-09-07,1120.0
2020-09-08,1140.0
2020-09-09,1140.0
2020-09-10,1160.0
2020-09-11,1160.0
2020-09-14,1160.0
2020-09-15,1160.0
2020-09-16,1160.0
2020-09-17,1172.0
2020-09-18,1172.0
2020-09-21,1172.0
2020-09-22,1172.0
2020-09-23,1172.0
2020-09-24,1172.0
2020-09-25,1165.0
2020-09-28,1165.0
2020-09-29,1165.0
2020-09-30,1165.0
2020-10-01,1165.0
2020-10-02,1165.0
2020-10-05,1165.0
2020-10-06,1165.0
2020-10-07,1165.0
2020-10-08,1165.0
2020-10-09,1165.0
2020-10-12,1165.0
2020-10-13,1165.0
2020-10-14,1165.0
2020-10-15,1165.0
2020-10-16,1165.0
2020-10-19,1165.0
2020-10-20,1165.0
2020-10-21,1165.0
2020-10-22,1165.0
2020-10-23,1165.0
2020-10-26,1165.0
2020-10-27,1160.0
2020-10-28,1160.0
2020-11-02,1160.0
2020-11-03,1160.0
2020-11-04,1160.0
2020-11-05,1160.0
2020-11-09,1160.0
2020-11-10,1160.0
2020-11-11,1160.0
2020-11-12,1160.0
2020-11-13,1160.0
2020-11-16,1160.0
2020-11-17,1160.0
2020-11-19,1160.0
2020-11-20,1165.0
2020-11-23,1165.0
2020-11-24,1165.0
2020-11-25,1160.0
2020-11-26,1160.0
2020-11-27,1160.0
2020-11-30,1160.0
2020-12-01,1160.0
2020-12-02,1160.0
2020-12-03,1160.0
2020-12-04,1180.0
2020-12-07,1180.0
2020-12-08,1180.0
2020-12-09,1180.0
2020-12-10,1195.0
2020-12-11,1210.0
2020-12-14,1210.0
2020-12-15,1210.0
2020-12-16,1210.0
2020-12-17,1230.0
2020-12-18,1240.0
2020-12-21,1240.0
2020-12-22,1240.0
2020-12-23,1235.0
2020-12-24,1250.0
2020-12-25,1250.0
2020-12-28,1290.0
2020-12-29,1239.0
2020-12-30,1230.0
2020-12-31,1278.0
2021-01-04,1230.0
2021-01-05,1230.0
2021-01-06,1220.0
2021-01-07,1220.0
2021-01-08,1220.0
2021-01-12,1220.0
2021-01-13,1220.0
2021-01-14,1220.0
2021-01-15,1220.0
2021-01-18,1220.0
2021-01-19,1220.0
2021-01-20,1220.0
2021-01-21,1220.0
2021-01-22,1220.0
2021-01-25,1220.0
2021-01-26,1220.0
2021-01-27,1220.0
2021-01-28,1220.0
2021-01-29,1220.0
2021-02-01,1220.0
2021-02-02,1220.0
2021-02-03,1220.0
2021-02-04,1244.0
2021-02-05,1244.0
2021-02-08,1244.0
2021-02-09,1220.0
2021-02-10,1220.0
2021-02-11,1220.0
2021-02-12,1220.0
2021-02-15,1220.0
2021-02-16,1220.0
2021-02-17,1220.0
2021-02-18,1220.0
2021-02-19,1220.0
2021-02-22,1220.0
2021-02-23,1220.0
2021-02-24,1220.0
2021-02-25,1220.0
2021-02-26,1220.0
2021-03-01,1220.0
2021-03-02,1220.0
2021-03-03,1220.0
2021-03-04,1220.0
2021-03-05,1220.0
2021-03-08,1220.0
2021-03-09,1220.0
2021-03-10,1220.0
2021-03-11,1220.0
2021-03-12,1220.0
2021-03-15,1220.0
2021-03-16,1220.0
2021-03-17,1220.0
2021-03-18,1220.0
2021-03-19,1220.0
2021-03-22,1220.0
2021-03-23,1220.0
2021-03-24,1220.0
2021-03-25,1220.0
2021-03-26,1220.0
2021-03-29,1220.0
2021-03-30,1220.0
2021-03-31,1220.0
2021-04-01,1220.0
2021-04-02,1220.0
2021-04-05,1220.0
2021-04-06,1200.0
2021-04-07,1200.0
2021-04-08,1200.0
2021-04-09,1200.0
2021-04-12,1200.0
2021-04-13,1200.0
2021-04-14,1200.0
2021-04-15,1200.0
2021-04-16,1200.0
2021-04-19,1200.0
2021-04-20,1200.0
2021-04-21,1200.0
2021-04-22,1200.0
2021-04-23,1200.0
2021-04-26,1200.0
2021-04-27,1200.0
2021-04-28,1200.0
2021-04-29,1200.0
2021-04-30,1200.0
2021-05-03,1200.0
2021-05-04,1200.0
2021-05-05,1200.0
2021-05-06,1200.0
2021-05-07,1223.0
2021-05-10,1223.0
2021-05-11,1223.0
2021-05-12,1223.0
2021-05-17,1223.0
2021-05-18,1200.0
2021-05-19,1200.0
2021-05-20,1177.0
2021-05-21,1200.0
2021-05-24,1200.0
2021-05-25,1200.0
2021-05-26,1180.0
2021-05-27,1180.0
2021-05-28,1180.0
2021-05-31,1180.0
2021-06-01,1180.0
2021-06-02,1200.0
2021-06-03,1200.0
2021-06-04,1200.0
2021-06-07,1205.0
2021-06-08,1210.0
2021-06-09,1210.0
2021-06-10,1229.0
2021-06-11,1229.0
2021-06-14,1205.0
2021-06-15,1215.0
2021-06-16,1215.0
2021-06-17,1220.0
2021-06-18,1225.0
2021-06-21,1230.0
2021-06-22,1230.0
2021-06-23,1231.0
2021-06-24,1240.0
2021-06-25,1242.0
2021-06-28,1250.0
2021-06-29,1250.0
2021-06-30,1250.0
2021-07-01,1228.0
2021-07-02,1228.0
2021-07-05,1204.0
2021-07-06,1184.0
2021-07-07,1184.0
2021-07-08,1184.0
2021-07-09,1207.0
2021-07-12,1231.0
2021-07-13,1230.0
2021-07-14,1240.0
2021-07-15,1240.0
2021-07-16,1240.0
2021-07-19,1240.0
2021-07-20,1240.0
2021-07-23,1240.0
2021-07-26,1240.0
2021-07-27,1238.0
2021-07-28,1238.0
2021-07-29,1238.0
2021-08-02,1238.0
2021-08-03,1238.0
2021-08-04,1238.0
2021-08-05,1238.0
2021-08-06,1235.0
2021-08-09,1235.0
2021-08-11,1235.0
2021-08-12,1211.0
2021-08-13,1201.0
2021-08-16,1225.0
2021-08-17,1225.0
2021-08-18,1240.0
2021-08-19,1245.0
2021-08-23,1245.0
2021-08-24,1250.0
2021-08-25,1260.0
2021-08-26,1260.0
2021-08-27,1260.0
2021-08-30,1260.0
2021-08-31,1260.0
2021-09-01,1265.0
2021-09-02,1265.0
2021-09-03,1290.0
2021-09-06,1290.0
2021-09-07,1290.0
2021-09-08,1290.0
2021-09-09,1290.0
2021-09-10,1290.0
2021-09-13,1290.0
2021-09-14,1315.0
2021-09-15,1340.0
2021-09-16,1340.0
2021-09-17,1340.0
2021-09-20,1314.0
2021-09-21,1325.0
2021-09-22,1335.0
2021-09-23,1350.0
2021-09-24,1350.0
2021-09-27,1350.0
2021-09-28,1340.0
2021-09-29,1340.0
2021-09-30,1350.0
2021-10-01,1350.0
2021-10-04,1350.0
2021-10-05,1350.0
2021-10-06,1350.0
2021-10-07,1350.0
2021-10-08,1324.0
2021-10-11,1324.0
2021-10-12,1324.0
2021-10-13,1324.0
2021-10-14,1324.0
2021-10-15,1350.0
2021-10-18,1297.0
2021-10-21,1348.0
2021-10-22,1350.0
2021-10-25,1350.0
2021-10-26,1350.0
2021-10-27,1400.0
2021-10-28,1400.0
2021-10-29,1450.0
2021-11-01,1450.0
2021-11-02,1450.0
2021-11-03,1450.0
2021-11-04,1450.0
2021-11-05,1450.0
2021-11-08,1450.0
2021-11-09,1450.0
2021-11-10,1450.0
2021-11-11,1450.0
2021-11-12,1450.0
2021-11-15,1450.0
2021-11-16,1450.0
2021-11-17,1450.0
2021-11-19,1450.0
2021-11-22,1450.0
2021-11-23,1393.0
2021-11-24,1393.0
2021-11-25,1393.0
2021-11-26,1440.0
2021-11-29,1440.0
2021-11-30,1440.0
2021-12-01,1450.0
2021-12-02,1450.0
2021-12-03,1450.0
2021-12-06,1450.0
2021-12-07,1450.0
2021-12-08,1450.0
2021-12-09,1450.0
2021-12-10,1457.0
2021-12-13,1469.0
2021-12-14,1484.0
2021-12-15,1484.0
2021-12-16,1450.0
2021-12-17,1451.0
2021-12-20,1450.0
2021-12-21,1450.0
2021-12-22,1450.0
2021-12-23,1484.0
2021-12-24,1485.0
2021-12-27,1485.0
2021-12-28,1485.0
2021-12-29,1485.0
2021-12-30,1497.0
2021-12-31,1450.0
2022-01-03,1450.0
2022-01-04,1450.0
2022-01-05,1485.0
2022-01-06,1485.0
2022-01-07,1500.0
2022-01-10,1500.0
2022-01-12,1500.0
2022-01-13,1441.0
2022-01-14,1441.0
2022-01-17,1450.0
2022-01-18,1450.0
2022-01-19,1393.0
2022-01-20,1448.0
2022-01-21,1460.0
2022-01-24,1460.0
2022-01-25,1406.0
2022-01-26,1406.0
2022-01-27,1405.0
2022-01-28,1403.0
2022-01-31,1403.0
2022-02-01,1403.0
2022-02-02,1403.0
2022-02-03,1403.0
2022-02-04,1403.0
2022-02-07,1403.0
2022-02-08,1403.0
2022-02-09,1403.0
2022-02-10,1404.0
2022-02-11,1404.0
2022-02-14,1404.0
2022-02-15,1404.0
2022-02-16,1404.0
2022-02-17,1403.0
2022-02-18,1403.0
2022-02-21,1403.0
2022-02-22,1403.0
2022-02-23,1403.0
2022-02-24,1403.0
2022-02-25,1403.0
2022-02-28,1430.0
2022-03-01,1373.0
2022-03-02,1373.0
2022-03-03,1373.0
2022-03-04,1373.0
2022-03-07,1373.0
2022-03-08,1395.0
2022-03-09,1395.0
2022-03-10,1390.0
2022-03-11,1335.0
2022-03-14,1335.0
2022-03-15,1335.0
2022-03-16,1335.0
2022-03-17,1350.0
2022-03-18,1350.0
2022-03-21,1400.0
2022-03-22,1400.0
2022-03-23,1449.0
2022-03-24,1449.0
2022-03-25,1449.0
2022-03-28,1392.0
2022-03-29,1446.0
2022-03-30,1400.0
2022-03-31,1449.0
2022-04-01,1400.0
2022-04-04,1455.0
2022-04-05,1400.0
2022-04-06,1400.0
2022-04-07,1400.0
2022-04-08,1400.0
2022-04-11,1400.0
2022-04-12,1355.0
2022-04-13,1362.0
2022-04-14,1357.0
2022-04-15,1357.0
2022-04-18,1357.0
2022-04-19,1370.0
2022-04-20,1370.0
2022-04-21,1395.0
2022-04-22,1399.0
2022-04-25,1360.0
2022-04-26,1360.0
2022-04-27,1360.0
2022-04-28,1360.0
2022-04-29,1390.0
2022-05-04,1445.0
2022-05-05,1450.0
2022-05-06,1393.0
2022-05-09,1395.0
2022-05-10,1395.0
2022-05-11,1390.0
2022-05-12,1390.0
2022-05-13,1389.0
2022-05-16,1389.0
2022-05-17,1385.0
2022-05-18,1385.0
2022-05-19,1385.0
2022-05-20,1380.0
2022-05-23,1380.0
2022-05-24,1380.0
2022-05-25,1380.0
2022-05-26,1380.0
2022-05-27,1380.0
2022-05-30,1380.0
2022-05-31,1380.0
2022-06-01,1380.0
2022-06-02,1380.0
2022-06-03,1379.0
2022-06-06,1429.0
2022-06-07,1400.0
2022-06-08,1410.0
2022-06-09,1400.0
2022-06-10,1400.0
2022-06-13,1410.0
2022-06-14,1410.0
2022-06-15,1410.0
2022-06-16,1410.0
2022-06-17,1354.0
2022-06-20,1354.0
2022-06-21,1408.0
2022-06-22,1408.0
2022-06-23,1460.0
2022-06-24,1402.0
2022-06-27,1402.0
2022-06-28,1402.0
2022-06-29,1420.0
2022-06-30,1400.0
2022-07-01,1350.0
2022-07-04,1315.0
2022-07-05,1315.0
2022-07-06,1315.0
2022-07-07,1315.0
2022-07-08,1315.0
2022-07-12,1315.0
2022-07-13,1360.0
2022-07-14,1350.0
2022-07-15,1350.0
2022-07-18,1330.0
2022-07-19,1330.0
2022-07-20,1330.0
2022-07-21,1330.0
2022-07-22,1330.0
2022-07-25,1330.0
2022-07-26,1330.0
2022-07-27,1330.0
2022-07-28,1330.0
2022-07-29,1330.0
2022-08-01,1330.0
2022-08-02,1330.0
2022-08-03,1330.0
2022-08-04,1330.0
2022-08-05,1330.0
2022-08-08,1330.0
2022-08-09,1330.0
2022-08-10,1330.0
2022-08-11,1300.0
2022-08-12,1250.0
2022-08-15,1323.0
2022-08-16,1284.0
2022-08-17,1263.0
2022-08-18,1263.0
2022-08-19,1300.0
2022-08-22,1300.0
2022-08-23,1300.0
2022-08-24,1300.0
2022-08-25,1300.0
2022-08-26,1260.0
2022-08-29,1200.0
2022-08-30,1200.0
2022-08-31,1250.0
2022-09-01,1250.0
2022-09-02,1200.0
2022-09-05,1200.0
2022-09-06,1200.0
2022-09-07,1249.0
2022-09-08,1270.0
2022-09-09,1270.0
2022-09-12,1217.0
2022-09-13,1270.0
2022-09-14,1270.0
2022-09-15,1235.0
2022-09-16,1300.0
2022-09-19,1223.0
2022-09-20,1250.0
2022-09-21,1300.0
2022-09-22,1300.0
2022-09-23,1250.0
2022-09-26,1300.0
2022-09-27,1260.0
2022-09-28,1200.0
2022-09-29,1185.0
2022-09-30,1129.0
2022-10-03,1129.0
2022-10-04,1129.0
2022-10-05,1185.0
2022-10-06,1114.0
2022-10-07,1092.0
2022-10-11,1092.0
2022-10-12,1092.0
2022-10-13,1092.0
2022-10-14,1100.0
2022-10-17,1100.0
2022-10-18,1120.0
2022-10-19,1120.0
2022-10-20,1120.0
2022-10-21,1053.0
2022-10-24,1067.0
2022-10-25,1067.0
2022-10-26,1041.0
2022-10-27,1050.0
2022-10-28,1050.0
2022-10-31,1050.0
2022-11-01,1050.0
2022-11-02,1050.0
2022-11-03,1045.0
2022-11-04,1025.0
2022-11-07,1025.0
2022-11-08,1025.0
2022-11-09,1035.0
2022-11-10,977.0
2022-11-11,1035.0
2022-11-14,1035.0
2022-11-15,1066.0
2022-11-16,1003.0
2022-11-17,1005.0
2022-11-21,1005.0
2022-11-22,1005.0
2022-11-23,1005.0
2022-11-24,1059.0
2022-11-25,1059.0
2022-11-28,1059.0
2022-11-29,1030.0
2022-11-30,1030.0
2022-12-01,1000.0
2022-12-02,971.0
2022-12-05,1000.0
2022-12-06,1000.0
2022-12-07,1000.0
2022-12-08,1029.0
2022-12-09,1059.0
2022-12-12,1100.0
2022-12-13,1071.0
2022-12-14,1025.0
2022-12-15,1050.0
2022-12-16,1050.0
2022-12-19,1050.0
2022-12-20,1050.0
2022-12-21,1112.0
2022-12-22,1112.0
2022-12-23,1046.0
2022-12-26,1108.0
2022-12-27,1050.0
2022-12-28,1112.0
2022-12-29,1046.0
2022-12-30,990.0
2023-01-02,950.0
2023-01-03,950.0
2023-01-04,950.0
2023-01-05,893.1
2023-01-06,841.0
2023-01-09,889.0
2023-01-10,889.0
2023-01-12,915.0
2023-01-13,905.0
2023-01-16,905.0
2023-01-17,932.0
2023-01-18,959.0
2023-01-19,950.0
2023-01-20,950.0
2023-01-23,950.0
2023-01-24,950.0
2023-01-25,950.0
2023-01-26,901.0
2023-01-27,950.0
2023-01-30,950.0
2023-01-31,950.0
2023-02-01,970.0
2023-02-02,1000.0
2023-02-03,995.0
2023-02-06,995.0
2023-02-07,1020.0
2023-02-08,1030.0
2023-02-09,1040.0
2023-02-10,1000.0
2023-02-13,1000.0
2023-02-14,1000.0
2023-02-15,1000.0
2023-02-16,1000.0
2023-02-17,1000.0
2023-02-20,1000.0
2023-02-21,1000.0
2023-02-22,1000.0
2023-02-23,1018.0
2023-02-24,1030.0
2023-02-27,1002.0
2023-02-28,1040.0
2023-03-01,1040.0
2023-03-02,1040.0
2023-03-03,1040.0
2023-03-06,1040.0
2023-03-07,1040.0
2023-03-08,1040.0
2023-03-09,1040.0
2023-03-10,1000.0
2023-03-13,1000.0
2023-03-14,1000.0
2023-03-15,1000.0
2023-03-16,1000.0
2023-03-17,1000.0
2023-03-20,1000.0
2023-03-21,1000.0
2023-03-22,1000.0
2023-03-23,1000.0
2023-03-24,1000.0
2023-03-27,1000.0
2023-03-28,1000.0
2023-03-29,1000.0
2023-03-30,1000.0
2023-03-31,945.0
2023-04-03,950.0
2023-04-04,993.9
2023-04-05,1000.0
2023-04-06,1000.0
2023-04-07,973.0
2023-04-10,999.0
2023-04-11,999.0
2023-04-12,999.0
2023-04-13,952.0
2023-04-14,900.0
2023-04-17,900.0
2023-04-18,900.0
2023-04-19,905.0
2023-04-20,910.0
2023-04-21,856.0
2023-04-25,906.0
2023-04-26,959.0
2023-04-27,990.0
2023-04-28,950.0
2023-05-02,1000.0
2023-05-03,960.0
2023-05-04,945.0
2023-05-05,945.0
2023-05-08,945.0
2023-05-09,945.0
2023-05-10,973.0
2023-05-11,989.0
2023-05-12,988.0
2023-05-15,988.0
2023-05-16,988.0
2023-05-17,988.0
2023-05-18,988.0
2023-05-19,988.0
2023-05-22,987.0
2023-05-23,989.0
2023-05-24,989.0
2023-05-25,989.0
2023-05-26,989.0
2023-05-29,980.0
2023-05-30,1000.0
2023-05-31,1000.0
2023-06-01,1000.0
2023-06-02,1000.0
2023-06-05,973.0
2023-06-06,989.0
2023-06-07,960.0
2023-06-08,950.0
2023-06-09,950.1
2023-06-12,950.1
2023-06-13,985.0
2023-06-14,985.0
2023-06-15,985.0
2023-06-16,980.0
2023-06-19,951.0
2023-06-20,1000.0
2023-06-21,1000.0
2023-06-22,1000.0
2023-06-23,999.0
2023-06-26,999.0
2023-06-27,999.0
2023-06-28,1000.0
2023-07-03,1000.0
2023-07-04,1000.0
2023-07-05,1004.0
2023-07-06,1004.0
2023-07-07,1020.0
2023-07-10,1021.0
2023-07-11,1020.0
2023-07-12,1013.0
2023-07-13,1013.0
2023-07-14,1020.0
2023-07-17,1020.0
2023-07-18,1020.0
2023-07-20,1020.0
2023-07-21,1060.0
2023-07-24,1060.0
2023-07-25,1060.0
2023-07-26,1060.0
2023-07-27,1050.0
2023-07-28,1050.0
2023-07-31,1055.0
2023-08-01,1060.0
2023-08-02,1090.0
2023-08-03,1080.0
2023-08-04,1080.0
2023-08-07,1120.0
2023-08-08,1148.0
2023-08-09,1149.0
2023-08-10,1200.0
2023-08-11,1215.0
2023-08-15,1230.0
2023-08-16,1230.0
2023-08-17,1200.0
2023-08-18,1200.0
2023-08-22,1125.0
2023-08-23,1125.0
2023-08-24,1125.0
2023-08-25,1106.0
2023-08-28,1159.0
2023-08-29,1185.0
2023-08-30,1215.0
2023-08-31,1215.0
2023-09-01,1150.0
2023-09-04,1150.0
2023-09-05,1150.0
2023-11-28,1276.0
2023-11-29,1279.0
2023-11-30,1279.0
2023-12-01,1279.0
2023-12-04,1279.0
2023-12-05,1295.0
