"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/2022","12,250.74","12,231.15","12,261.71","12,219.45","","0.16%"
"09/23/2022","12,259.05","12,250.74","12,262.69","12,219.20","","0.07%"
"09/26/2022","12,191.83","12,259.05","12,267.30","12,164.26","","-0.55%"
"09/27/2022","12,044.51","12,191.83","12,214.31","12,044.51","","-1.21%"
"09/28/2022","11,809.94","12,044.51","12,044.51","11,807.86","","-1.95%"
"09/29/2022","11,684.05","11,809.94","11,853.57","11,666.85","","-1.07%"
"09/30/2022","11,613.11","11,684.05","11,737.85","11,548.23","","-0.61%"
"10/03/2022","11,586.14","11,613.11","11,632.44","11,581.81","","-0.23%"
"10/04/2022","11,617.87","11,586.14","11,646.57","11,585.43","","0.27%"
"10/05/2022","11,662.85","11,617.87","11,681.19","11,616.45","","0.39%"
"10/06/2022","11,738.69","11,662.85","11,767.05","11,652.61","","0.65%"
"10/07/2022","11,724.44","11,738.69","11,743.64","11,689.32","","-0.12%"
"10/11/2022","11,782.08","11,724.44","11,782.10","11,714.73","","0.49%"
"10/12/2022","11,661.28","11,782.08","11,782.26","11,661.28","","-1.03%"
"10/13/2022","11,556.43","11,661.28","11,688.28","11,528.80","","-0.90%"
"10/14/2022","11,442.19","11,556.43","11,580.78","11,442.19","","-0.99%"
"10/17/2022","11,359.71","11,442.19","11,442.19","11,313.23","","-0.72%"
"10/18/2022","11,323.89","11,359.71","11,359.71","11,295.30","","-0.32%"
"10/19/2022","11,310.82","11,323.89","11,337.04","11,271.15","","-0.12%"
"10/20/2022","11,066.31","11,310.82","11,329.85","11,055.17","","-2.16%"
"10/21/2022","10,954.52","11,066.31","11,066.31","10,944.89","","-1.01%"
"10/24/2022","10,843.45","10,954.52","11,004.47","10,841.81","","-1.01%"
"10/25/2022","10,903.97","10,843.45","10,987.36","10,827.35","","0.56%"
"10/26/2022","10,741.26","10,903.97","10,930.99","10,734.13","","-1.49%"
"10/27/2022","10,844.40","10,741.26","10,857.68","10,715.72","","0.96%"
"10/28/2022","10,850.63","10,844.40","10,909.75","10,824.32","","0.06%"
"10/31/2022","10,822.58","10,850.63","10,880.86","10,801.80","","-0.26%"
"11/01/2022","10,912.36","10,822.58","10,914.20","10,819.46","","0.83%"
"11/02/2022","10,861.39","10,912.36","10,960.51","10,861.36","","-0.47%"
"11/03/2022","10,811.04","10,861.39","10,896.41","10,811.04","","-0.46%"
"11/04/2022","10,740.88","10,811.04","10,831.75","10,740.88","","-0.65%"
"11/07/2022","10,768.18","10,740.88","10,830.34","10,728.26","","0.25%"
"11/08/2022","10,686.41","10,768.18","10,773.85","10,685.38","","-0.76%"
"11/09/2022","10,656.17","10,686.41","10,715.49","10,650.80","","-0.28%"
"11/10/2022","10,421.01","10,656.17","10,667.16","10,421.01","","-2.21%"
"11/11/2022","10,355.27","10,421.01","10,480.39","10,292.88","","-0.63%"
"11/14/2022","10,466.66","10,355.27","10,530.38","10,355.27","","1.08%"
"11/15/2022","10,581.12","10,466.66","10,581.12","10,466.66","","1.09%"
"11/16/2022","10,621.27","10,581.12","10,695.14","10,581.12","","0.38%"
"11/17/2022","10,821.89","10,621.27","10,832.16","10,621.27","","1.89%"
"11/21/2022","10,783.87","10,821.89","10,866.16","10,777.45","","-0.35%"
"11/22/2022","10,810.67","10,783.87","10,857.94","10,783.87","","0.25%"
"11/23/2022","10,852.14","10,810.67","10,858.89","10,808.61","","0.38%"
"11/24/2022","10,805.97","10,852.14","10,911.06","10,770.60","","-0.43%"
"11/25/2022","10,835.23","10,805.97","10,859.18","10,789.56","","0.27%"
"11/28/2022","10,870.17","10,835.23","10,882.91","10,834.37","","0.32%"
"11/29/2022","10,918.63","10,870.17","10,920.19","10,815.34","","0.45%"
"11/30/2022","10,910.91","10,918.63","10,921.24","10,814.62","","-0.07%"
"12/01/2022","11,022.18","10,910.91","11,056.21","10,855.38","","1.02%"
"12/02/2022","11,028.15","11,022.18","11,078.62","10,970.09","","0.05%"
"12/05/2022","11,194.26","11,028.15","11,194.26","11,020.45","","1.51%"
"12/06/2022","11,248.58","11,194.26","11,299.10","11,194.20","","0.49%"
"12/07/2022","11,291.05","11,248.58","11,302.67","11,239.58","","0.38%"
"12/08/2022","11,275.93","11,291.05","11,345.40","11,228.89","","-0.13%"
"12/09/2022","11,257.38","11,275.93","11,353.59","11,256.13","","-0.16%"
"12/12/2022","11,285.68","11,257.38","11,300.54","11,239.81","","0.25%"
"12/13/2022","11,317.05","11,285.20","11,365.06","11,277.34","","0.28%"
"12/14/2022","11,271.86","11,317.05","11,328.88","11,271.86","","-0.40%"
"12/15/2022","11,228.47","11,271.86","11,288.63","11,214.44","","-0.38%"
"12/16/2022","11,049.64","11,228.47","11,259.77","11,019.49","","-1.59%"
"12/19/2022","11,065.16","11,049.59","11,073.12","11,023.30","","0.14%"
"12/20/2022","10,899.12","11,065.16","11,088.38","10,895.61","","-1.50%"
"12/21/2022","10,950.62","10,892.30","10,954.13","10,890.28","","0.47%"
"12/22/2022","10,968.04","10,950.62","11,022.17","10,950.62","","0.16%"
"12/23/2022","10,955.07","10,968.04","11,014.28","10,955.07","","-0.12%"
"12/26/2022","11,001.32","10,955.07","11,001.32","10,950.78","","0.42%"
"12/27/2022","10,962.71","11,001.32","11,001.32","10,919.00","","-0.35%"
"12/28/2022","10,958.35","10,962.71","11,012.13","10,935.21","","-0.04%"
"12/29/2022","10,848.85","10,958.35","10,985.98","10,817.23","","-1.00%"
"12/30/2022","10,720.25","10,848.85","10,908.54","10,696.38","","-1.19%"
"01/02/2023","10,709.14","10,720.25","10,833.46","10,709.06","","-0.10%"
"01/03/2023","10,631.58","10,709.14","10,718.52","10,577.08","","-0.72%"
"01/04/2023","10,439.60","10,631.58","10,647.79","10,439.60","","-1.81%"
"01/05/2023","10,040.91","10,439.60","10,476.84","10,040.91","","-3.82%"
"01/06/2023","9,717.99","10,040.91","10,114.82","9,717.99","","-3.22%"
"01/09/2023","9,806.32","9,717.99","9,945.92","9,717.99","","0.91%"
"01/10/2023","9,982.54","9,806.32","9,982.54","9,777.86","","1.80%"
"01/12/2023","10,162.67","9,982.54","10,214.45","9,982.54","","1.80%"
"01/13/2023","10,324.62","10,162.67","10,363.65","10,162.67","","1.59%"
"01/16/2023","10,382.73","10,324.62","10,446.85","10,324.62","","0.56%"
"01/17/2023","10,416.12","10,382.73","10,460.86","10,382.21","","0.32%"
"01/18/2023","10,375.25","10,416.12","10,426.18","10,375.25","","-0.39%"
"01/19/2023","10,258.44","10,363.13","10,397.68","10,247.16","","-1.13%"
"01/20/2023","10,212.84","10,258.44","10,359.72","10,212.84","","-0.44%"
"01/23/2023","10,291.49","10,212.84","10,300.58","10,150.00","","0.77%"
"01/24/2023","10,233.43","10,291.49","10,313.71","10,233.43","","-0.56%"
"01/25/2023","10,288.80","10,233.43","10,317.29","10,233.43","","0.54%"
"01/26/2023","10,107.41","10,288.80","10,333.43","10,107.41","","-1.76%"
"01/27/2023","10,070.12","10,107.41","10,223.84","10,069.39","","-0.37%"
"01/30/2023","10,119.82","10,070.12","10,149.31","10,046.23","","0.49%"
"01/31/2023","10,275.45","10,119.82","10,275.45","10,115.87","","1.54%"
"02/01/2023","10,212.03","10,275.45","10,284.99","10,212.03","","-0.62%"
"02/02/2023","10,343.77","10,212.03","10,343.77","10,206.98","","1.29%"
"02/03/2023","10,335.31","10,343.77","10,371.74","10,332.95","","-0.08%"
"02/06/2023","10,325.32","10,335.31","10,414.11","10,292.03","","-0.10%"
"02/07/2023","10,463.34","10,325.32","10,484.35","10,322.68","","1.34%"
"02/08/2023","10,647.04","10,463.34","10,647.25","10,406.04","","1.76%"
"02/09/2023","10,719.22","10,647.04","10,743.57","10,629.71","","0.68%"
"02/10/2023","10,728.31","10,719.22","10,760.87","10,713.13","","0.08%"
"02/13/2023","10,664.00","10,728.31","10,750.48","10,663.50","","-0.60%"
"02/14/2023","10,522.20","10,664.00","10,690.40","10,522.20","","-1.33%"
"02/15/2023","10,555.07","10,522.20","10,584.79","10,490.60","","0.31%"
"02/16/2023","10,573.37","10,555.07","10,600.48","10,544.25","","0.17%"
"02/17/2023","10,684.60","10,573.37","10,692.83","10,548.92","","1.05%"
"02/20/2023","10,691.34","10,684.60","10,725.94","10,667.18","","0.06%"
"02/21/2023","10,565.37","10,691.34","10,704.01","10,551.04","","-1.18%"
"02/22/2023","10,625.35","10,565.37","10,628.12","10,515.46","","0.57%"
"02/23/2023","10,663.22","10,625.35","10,679.93","10,596.68","","0.36%"
"02/24/2023","10,844.54","10,663.22","10,852.08","10,663.06","","1.70%"
"02/27/2023","10,834.84","10,844.54","10,901.01","10,826.31","","-0.09%"
"02/28/2023","10,907.51","10,834.84","10,925.75","10,834.84","","0.67%"
"03/01/2023","10,842.62","10,907.51","10,958.40","10,842.08","","-0.59%"
"03/02/2023","10,767.75","10,842.62","10,873.22","10,767.75","","-0.69%"
"03/03/2023","10,712.89","10,767.75","10,785.77","10,652.80","","-0.51%"
"03/06/2023","10,643.91","10,712.89","10,738.16","10,643.91","","-0.64%"
"03/07/2023","10,603.47","10,643.91","10,651.72","10,595.55","","-0.38%"
"03/08/2023","10,592.56","10,603.47","10,632.78","10,581.31","","-0.10%"
"03/09/2023","10,557.47","10,592.56","10,622.15","10,543.94","","-0.33%"
"03/10/2023","10,557.71","10,557.47","10,577.54","10,525.79","","0.00%"
"03/13/2023","10,566.67","10,557.71","10,594.03","10,511.46","","0.08%"
"03/14/2023","10,559.68","10,566.67","10,581.12","10,523.47","","-0.07%"
"03/15/2023","10,497.54","10,559.68","10,579.14","10,483.38","","-0.59%"
"03/16/2023","10,513.91","10,497.54","10,529.64","10,492.84","","0.16%"
"03/17/2023","10,415.50","10,513.91","10,534.72","10,412.30","","-0.94%"
"03/20/2023","10,446.57","10,415.50","10,492.51","10,415.50","","0.30%"
"03/21/2023","10,316.49","10,446.57","10,446.57","10,315.38","","-1.25%"
"03/22/2023","10,454.29","10,316.49","10,454.29","10,316.49","","1.34%"
"03/23/2023","10,474.61","10,454.29","10,507.16","10,447.13","","0.19%"
"03/24/2023","10,404.52","10,474.61","10,487.46","10,404.52","","-0.67%"
"03/27/2023","10,492.32","10,404.52","10,492.32","10,380.97","","0.84%"
"03/28/2023","10,517.82","10,492.32","10,517.91","10,429.99","","0.24%"
"03/29/2023","10,528.66","10,517.82","10,569.44","10,501.79","","0.10%"
"03/30/2023","10,474.35","10,528.66","10,546.51","10,473.63","","-0.52%"
"03/31/2023","10,391.39","10,474.35","10,504.73","10,391.39","","-0.79%"
"04/03/2023","10,471.03","10,391.39","10,471.59","10,383.94","","0.77%"
"04/04/2023","10,472.04","10,471.03","10,498.01","10,454.30","","0.01%"
"04/05/2023","10,483.37","10,472.04","10,499.51","10,448.04","","0.11%"
"04/06/2023","10,450.48","10,483.37","10,510.18","10,450.48","","-0.31%"
"04/07/2023","10,461.41","10,450.48","10,520.68","10,450.48","","0.10%"
"04/10/2023","10,488.37","10,461.41","10,506.47","10,447.02","","0.26%"
"04/11/2023","10,492.80","10,488.37","10,531.72","10,483.00","","0.04%"
"04/12/2023","10,493.74","10,492.80","10,508.80","10,444.24","","0.01%"
"04/13/2023","10,462.33","10,493.74","10,525.11","10,447.00","","-0.30%"
"04/14/2023","10,470.49","10,462.33","10,551.85","10,455.51","","0.08%"
"04/17/2023","10,477.34","10,470.49","10,533.98","10,461.45","","0.07%"
"04/18/2023","10,477.73","10,476.38","10,482.72","10,464.26","","0.00%"
"04/19/2023","10,466.76","10,477.73","10,489.29","10,430.18","","-0.10%"
"04/20/2023","10,482.19","10,466.76","10,524.02","10,461.94","","0.15%"
"04/21/2023","10,494.69","10,482.19","10,535.42","10,476.84","","0.12%"
"04/25/2023","10,499.26","10,494.69","10,516.93","10,483.28","","0.04%"
"04/26/2023","10,454.85","10,499.26","10,509.56","10,418.76","","-0.42%"
"04/27/2023","10,469.77","10,454.85","10,492.08","10,447.95","","0.14%"
"04/28/2023","10,525.22","10,469.77","10,525.22","10,469.58","","0.53%"
"05/02/2023","10,431.19","10,525.17","10,563.17","10,431.19","","-0.89%"
"05/03/2023","10,410.67","10,431.19","10,436.53","10,377.63","","-0.20%"
"05/04/2023","10,408.41","10,410.67","10,411.37","10,347.00","","-0.02%"
"05/05/2023","10,390.66","10,408.41","10,454.65","10,378.37","","-0.17%"
"05/08/2023","10,420.74","10,390.66","10,480.05","10,390.66","","0.29%"
"05/09/2023","10,409.17","10,420.74","10,475.27","10,405.83","","-0.11%"
"05/10/2023","10,482.49","10,409.17","10,506.62","10,409.17","","0.70%"
"05/11/2023","10,578.97","10,482.49","10,579.08","10,482.13","","0.92%"
"05/12/2023","10,733.63","10,578.97","10,734.86","10,573.78","","1.46%"
"05/15/2023","10,743.83","10,733.63","10,800.89","10,716.46","","0.10%"
"05/16/2023","10,804.60","10,743.83","10,805.90","10,700.41","","0.57%"
"05/17/2023","10,777.63","10,804.60","10,804.60","10,751.18","","-0.25%"
"05/18/2023","10,746.37","10,777.63","10,797.83","10,715.84","","-0.29%"
"05/19/2023","10,764.97","10,746.37","10,775.92","10,713.22","","0.17%"
"05/22/2023","10,760.76","10,755.60","10,762.58","10,724.96","","-0.04%"
"05/23/2023","10,775.85","10,760.76","10,801.87","10,739.37","","0.14%"
"05/24/2023","10,912.72","10,775.85","10,912.72","10,764.64","","1.27%"
"05/25/2023","10,813.03","10,912.72","10,912.72","10,799.69","","-0.91%"
"05/26/2023","10,943.66","10,813.03","10,943.87","10,780.86","","1.21%"
"05/29/2023","11,005.83","10,943.66","11,022.39","10,926.15","","0.57%"
"05/30/2023","11,029.71","11,005.83","11,071.58","10,991.39","","0.22%"
"05/31/2023","11,049.08","11,029.71","11,079.71","11,007.54","","0.18%"
"06/01/2023","11,016.24","11,040.92","11,056.72","11,011.11","","-0.30%"
"06/02/2023","11,150.78","11,016.24","11,150.78","10,982.74","","1.22%"
"06/05/2023","11,051.91","11,150.78","11,159.62","11,043.42","","-0.89%"
"06/06/2023","11,017.43","11,045.69","11,102.83","11,014.77","","-0.31%"
"06/07/2023","11,025.23","11,017.43","11,052.24","10,995.96","","0.07%"
"06/08/2023","11,003.59","11,016.60","11,035.18","10,992.92","","-0.20%"
"06/09/2023","11,060.42","11,002.85","11,060.42","11,000.17","","0.52%"
"06/12/2023","11,041.27","11,056.65","11,059.86","10,990.53","","-0.17%"
"06/13/2023","11,056.72","11,041.27","11,056.72","11,012.40","","0.14%"
"06/14/2023","11,195.69","11,056.72","11,195.83","11,056.72","","1.26%"
"06/15/2023","11,385.36","11,194.74","11,408.55","11,168.64","","1.69%"
"06/16/2023","11,452.87","11,385.36","11,462.51","11,384.02","","0.59%"
"06/19/2023","11,404.49","11,446.81","11,476.65","11,376.68","","-0.42%"
"06/20/2023","11,704.88","11,395.66","11,822.93","11,378.34","","2.63%"
"06/21/2023","11,491.86","11,704.45","11,723.23","11,491.86","","-1.82%"
"06/22/2023","11,474.39","11,489.86","11,606.98","11,461.47","","-0.15%"
"06/23/2023","11,537.23","11,474.39","11,677.18","11,474.39","","0.55%"
"06/26/2023","11,504.06","11,537.23","11,614.63","11,483.60","","-0.29%"
"06/27/2023","11,542.87","11,504.06","11,574.55","11,485.16","","0.34%"
"06/28/2023","11,579.76","11,542.87","11,646.37","11,529.24","","0.32%"
"07/03/2023","11,544.61","11,494.06","11,580.27","11,488.74","","-0.30%"
"07/04/2023","11,601.91","11,537.34","11,623.30","11,537.34","","0.50%"
"07/05/2023","11,677.95","11,599.83","11,681.39","11,596.97","","0.66%"
"07/06/2023","11,621.72","11,616.59","11,652.35","11,596.51","","-0.48%"
"07/07/2023","11,575.81","11,621.72","11,624.46","11,526.53","","-0.40%"
"07/10/2023","11,546.59","11,575.81","11,620.52","11,546.59","","-0.25%"
"07/11/2023","11,532.99","11,544.73","11,554.29","11,509.24","","-0.12%"
"07/12/2023","11,540.53","11,531.56","11,568.18","11,501.19","","0.07%"
"07/13/2023","11,488.31","11,452.82","11,537.98","11,448.90","","-0.45%"
"07/14/2023","11,546.96","11,488.31","11,548.68","11,464.68","","0.51%"
"07/17/2023","11,537.16","11,546.96","11,564.86","11,504.19","","-0.08%"
"07/18/2023","11,684.77","11,537.16","11,684.88","11,520.40","","1.28%"
"07/20/2023","11,735.54","11,684.77","11,735.54","11,683.75","","0.43%"
"07/21/2023","11,793.50","11,731.63","11,799.05","11,695.19","","0.49%"
"07/24/2023","11,755.83","11,793.50","11,804.09","11,728.22","","-0.32%"
"07/25/2023","11,774.05","11,753.68","11,774.10","11,700.24","","0.15%"
"07/26/2023","11,832.89","11,774.05","11,859.64","11,767.99","","0.50%"
"07/27/2023","11,993.58","11,832.89","11,997.16","11,828.79","","1.36%"
"07/28/2023","12,058.66","11,992.00","12,070.59","11,947.43","","0.54%"
"07/31/2023","12,083.34","12,058.66","12,083.74","12,043.54","","0.20%"
"08/01/2023","12,131.19","12,083.34","12,131.19","12,032.93","","0.40%"
"08/02/2023","12,203.87","12,131.19","12,231.76","12,119.86","","0.60%"
"08/03/2023","12,142.00","12,203.87","12,224.23","12,140.41","","-0.51%"
"08/04/2023","12,106.05","12,142.00","12,206.66","12,105.90","","-0.30%"
"08/07/2023","12,083.53","12,106.05","12,176.00","12,079.44","","-0.19%"
"08/08/2023","12,074.06","12,083.53","12,085.69","12,019.56","","-0.08%"
"08/09/2023","12,034.04","12,074.06","12,091.20","12,034.04","","-0.33%"
"08/10/2023","12,055.65","12,034.04","12,057.02","11,986.59","","0.18%"
"08/11/2023","12,016.87","12,055.65","12,065.99","12,015.67","","-0.32%"
"08/15/2023","12,021.95","12,016.87","12,047.23","12,005.21","","0.04%"
"08/16/2023","12,011.59","12,021.95","12,022.03","11,978.72","","-0.09%"
"08/17/2023","11,988.62","12,011.59","12,011.59","11,965.89","","-0.19%"
"08/18/2023","11,971.99","11,988.62","12,011.51","11,966.53","","-0.14%"
"08/22/2023","11,891.60","11,969.75","11,988.29","11,889.60","","-0.67%"
"08/23/2023","11,863.61","11,887.79","11,892.01","11,855.18","","-0.24%"
"08/24/2023","11,876.75","11,863.61","11,894.41","11,854.55","","0.11%"
"08/25/2023","11,898.62","11,876.75","11,902.98","11,833.85","","0.18%"
"08/28/2023","11,863.66","11,897.37","11,921.23","11,857.91","","-0.29%"
"08/29/2023","11,899.92","11,863.66","11,907.98","11,841.16","","0.31%"
"08/30/2023","11,903.46","11,899.92","11,938.75","11,869.76","","0.03%"
"08/31/2023","11,954.29","11,903.46","11,988.17","11,903.46","","0.43%"
"09/01/2023","11,886.92","11,954.29","11,968.68","11,886.92","","-0.56%"
"09/04/2023","11,871.36","11,886.92","11,916.00","11,849.16","","-0.13%"
"09/05/2023","11,852.24","11,871.36","11,911.61","11,852.24","","-0.16%"
"09/06/2023","11,745.08","11,822.98","11,877.87","11,745.05","","-0.90%"
"09/07/2023","11,752.38","11,745.08","11,765.22","11,737.41","","0.06%"
"09/08/2023","11,712.37","11,752.38","11,792.74","11,707.52","","-0.34%"
"09/11/2023","11,725.83","11,712.06","11,789.73","11,694.36","","0.11%"
"09/12/2023","11,736.88","11,725.83","11,822.68","11,725.83","","0.09%"
"09/13/2023","11,734.78","11,727.34","11,797.31","11,704.49","","-0.02%"
"09/14/2023","11,775.53","11,733.04","11,786.80","11,722.34","","0.35%"
"09/15/2023","11,769.31","11,775.23","11,824.68","11,752.63","","-0.05%"
"09/18/2023","11,807.52","11,768.83","11,818.34","11,752.77","","0.32%"
"09/19/2023","11,799.28","11,807.52","11,855.29","11,754.60","","-0.07%"
"09/20/2023","11,772.24","11,799.28","11,857.04","11,771.40","","-0.23%"
"09/21/2023","11,769.52","11,772.24","11,859.31","11,763.17","","-0.02%"
"09/22/2023","11,778.13","11,769.52","11,800.73","11,740.98","","0.07%"
"09/25/2023","11,816.41","11,778.13","11,816.41","11,717.12","","0.33%"
"09/26/2023","11,853.84","11,816.41","11,867.21","11,788.69","","0.32%"
"09/27/2023","11,865.32","11,853.84","11,875.39","11,772.93","","0.10%"
"10/02/2023","11,789.09","11,865.32","11,886.54","11,785.95","","-0.64%"
"10/03/2023","11,715.45","11,789.09","11,854.75","11,705.17","","-0.62%"
"10/04/2023","11,660.21","11,715.45","11,721.58","11,621.20","","-0.47%"
"10/05/2023","12,252.30","11,660.21","12,252.30","11,660.21","","5.08%"
"10/06/2023","12,294.36","12,252.30","12,552.70","12,252.30","","0.34%"
"10/09/2023","12,229.44","12,294.36","12,305.77","12,194.59","","-0.53%"
"10/10/2023","12,225.36","12,229.44","12,252.99","12,183.17","","-0.03%"
"10/11/2023","12,278.56","12,225.36","12,278.56","12,167.95","","0.44%"
"10/12/2023","12,269.23","12,278.56","12,278.56","12,199.56","","-0.08%"
"10/13/2023","12,237.11","12,269.23","12,272.39","12,210.53","","-0.26%"
"10/16/2023","12,192.99","12,237.11","12,247.48","12,165.81","","-0.36%"
"10/17/2023","12,136.49","12,192.99","12,235.01","12,136.31","","-0.46%"
"10/18/2023","12,249.95","12,136.49","12,283.52","12,131.16","","0.93%"
"10/19/2023","12,262.69","12,249.95","12,295.88","12,234.37","","0.10%"
"10/20/2023","12,236.22","12,262.69","12,267.97","12,185.42","","-0.22%"
"10/23/2023","12,243.53","12,236.22","12,243.53","12,145.01","","0.06%"
"10/24/2023","12,211.87","12,243.53","12,243.54","12,197.47","","-0.26%"
"10/25/2023","12,141.63","12,211.87","12,215.25","12,137.51","","-0.58%"
"10/26/2023","12,035.24","12,141.63","12,172.09","12,034.98","","-0.88%"
"10/27/2023","11,987.77","12,035.24","12,035.24","11,987.59","","-0.39%"
"10/30/2023","11,924.90","11,987.77","12,023.34","11,898.30","","-0.52%"
"10/31/2023","12,021.64","11,924.90","12,030.02","11,906.39","","0.81%"
"11/01/2023","12,029.74","12,021.64","12,032.26","11,918.43","","0.07%"
"11/02/2023","12,007.23","12,029.74","12,029.74","11,927.45","","-0.19%"
"11/03/2023","11,977.33","12,007.23","12,012.86","11,943.99","","-0.25%"
"11/07/2023","11,988.80","11,977.33","12,008.94","11,957.56","","0.10%"
