date,JET
2017-08-28,238.0
2017-08-29,236.7
2017-08-30,233.5
2017-08-31,240.0
2017-09-04,244.2
2017-09-05,239.0
2017-09-06,239.95
2017-09-07,235.0
2017-09-08,234.0
2017-09-11,235.0
2017-09-12,234.1
2017-09-13,235.0
2017-09-14,242.0
2017-09-15,246.5
2017-09-18,245.0
2017-09-19,236.95
2017-09-20,229.9
2017-09-21,233.0
2017-09-25,227.1
2017-09-26,249.8
2017-09-27,274.75
2017-09-28,285.0
2017-09-29,312.0
2017-10-02,315.0
2017-10-03,346.45
2017-10-04,370.0
2017-10-05,355.0
2017-10-06,370.0
2017-10-09,377.0
2017-10-10,388.7
2017-10-11,389.0
2017-10-12,427.85
2017-10-13,424.9
2017-10-16,415.0
2017-10-17,388.5
2017-10-18,403.0
2017-10-19,395.0
2017-10-20,390.0
2017-10-23,389.1
2017-10-24,385.0
2017-10-25,376.0
2017-10-26,378.0
2017-10-27,383.0
2017-10-30,386.5
2017-10-31,389.5
2017-11-01,386.5
2017-11-02,387.0
2017-11-03,389.0
2017-11-07,388.0
2017-11-08,390.0
2017-11-09,387.9
2017-11-10,395.0
2017-11-13,392.9
2017-11-14,386.0
2017-11-15,385.0
2017-11-16,375.0
2017-11-17,360.0
2017-11-20,363.0
2017-11-21,369.0
2017-11-22,362.8
2017-11-23,368.4
2017-11-24,367.9
2017-11-27,361.0
2017-11-28,350.0
2017-11-29,348.05
2017-11-30,344.05
2017-12-04,325.0
2017-12-05,341.0
2017-12-06,325.0
2017-12-07,341.0
2017-12-08,354.0
2017-12-11,349.0
2017-12-12,350.0
2017-12-13,354.4
2017-12-14,361.0
2017-12-15,367.6
2017-12-18,358.1
2017-12-19,358.0
2017-12-20,365.0
2017-12-21,363.0
2017-12-22,362.0
2017-12-25,358.2
2017-12-26,365.0
2017-12-27,368.6
2017-12-28,370.0
2017-12-29,370.0
2018-01-02,389.9
2018-01-03,400.0
2018-01-04,395.0
2018-01-05,393.8
2018-01-08,392.5
2018-01-09,390.0
2018-01-10,390.0
2018-01-12,396.9
2018-01-15,403.05
2018-01-16,400.05
2018-01-17,402.0
2018-01-18,398.0
2018-01-19,409.0
2018-01-22,409.75
2018-01-23,407.0
2018-01-24,406.1
2018-01-25,406.5
2018-01-26,410.0
2018-01-29,407.0
2018-01-30,424.8
2018-01-31,424.95
2018-02-01,428.0
2018-02-02,422.0
2018-02-05,414.5
2018-02-06,395.1
2018-02-07,395.1
2018-02-08,395.0
2018-02-09,402.8
2018-02-12,400.0
2018-02-13,404.0
2018-02-14,400.0
2018-02-15,402.0
2018-02-16,408.0
2018-02-19,412.0
2018-02-20,410.0
2018-02-21,414.0
2018-02-22,420.0
2018-02-23,420.3
2018-02-26,422.0
2018-02-27,412.0
2018-02-28,417.0
2018-03-01,416.0
2018-03-02,419.9
2018-03-05,414.0
2018-03-06,417.0
2018-03-07,409.0
2018-03-08,415.0
2018-03-09,424.0
2018-03-12,415.5
2018-03-13,420.0
2018-03-14,417.0
2018-03-15,422.9
2018-03-16,419.8
2018-03-19,413.0
2018-03-20,405.15
2018-03-21,390.0
2018-03-22,385.95
2018-03-23,392.9
2018-03-26,385.3
2018-03-27,385.0
2018-03-28,385.0
2018-03-29,387.0
2018-03-30,390.0
2018-04-02,390.0
2018-04-03,370.05
2018-04-04,360.0
2018-04-05,370.0
2018-04-06,383.9
2018-04-09,383.0
2018-04-10,381.0
2018-04-11,388.0
2018-04-12,376.0
2018-04-13,381.5
2018-04-16,369.9
2018-04-17,367.0
2018-04-18,368.0
2018-04-19,373.5
2018-04-20,377.0
2018-04-23,370.0
2018-04-24,368.25
2018-04-25,366.1
2018-04-26,371.0
2018-04-27,378.0
2018-04-30,379.9
2018-05-02,370.0
2018-05-03,376.0
2018-05-04,379.0
2018-05-07,379.0
2018-05-08,384.95
2018-05-09,372.1
2018-05-10,370.0
2018-05-11,367.0
2018-05-14,367.0
2018-05-15,370.0
2018-05-16,360.0
2018-05-17,364.0
2018-05-18,368.5
2018-05-21,368.5
2018-05-22,360.0
2018-05-23,368.4
2018-05-24,370.0
2018-05-25,370.0
2018-05-28,370.0
2018-05-29,364.0
2018-05-30,371.0
2018-05-31,372.0
2018-06-01,370.0
2018-06-04,371.0
2018-06-05,374.0
2018-06-06,382.0
2018-06-07,384.0
2018-06-08,381.5
2018-06-11,381.5
2018-06-12,388.0
2018-06-13,375.0
2018-06-14,375.0
2018-06-18,375.0
2018-06-19,374.0
2018-06-20,371.0
2018-06-21,376.8
2018-06-22,376.7
2018-06-25,376.7
2018-06-26,377.0
2018-06-27,372.0
2018-06-28,360.25
2018-06-29,369.0
2018-07-02,370.0
2018-07-03,359.0
2018-07-04,349.9
2018-07-05,360.0
2018-07-06,360.0
2018-07-09,368.0
2018-07-10,357.0
2018-07-11,352.0
2018-07-12,359.0
2018-07-13,349.0
2018-07-16,350.0
2018-07-17,349.0
2018-07-18,354.95
2018-07-19,348.0
2018-07-20,355.0
2018-07-23,351.9
2018-07-24,342.0
2018-07-25,340.0
2018-07-26,336.1
2018-07-27,343.9
2018-07-31,342.0
2018-08-01,339.0
2018-08-02,347.0
2018-08-03,341.0
2018-08-06,347.0
2018-08-07,345.0
2018-08-08,350.0
2018-08-09,350.0
2018-08-10,355.0
2018-08-13,359.75
2018-08-15,359.7
2018-08-16,354.0
2018-08-17,351.0
2018-08-24,354.9
2018-08-27,354.9
2018-08-28,346.0
2018-08-29,335.5
2018-08-30,340.0
2018-08-31,340.0
2018-09-03,345.0
2018-09-04,345.0
2018-09-05,349.0
2018-09-06,354.5
2018-09-07,345.0
2018-09-10,350.0
2018-09-12,335.0
2018-09-13,349.9
2018-09-14,344.0
2018-09-17,350.0
2018-09-18,345.0
2018-09-19,340.1
2018-09-20,346.0
2018-09-21,320.35
2018-09-24,329.0
2018-09-25,334.95
2018-09-26,330.0
2018-09-27,339.0
2018-09-28,334.95
2018-10-01,333.0
2018-10-02,330.0
2018-10-03,329.0
2018-10-04,328.0
2018-10-05,332.95
2018-10-08,323.0
2018-10-09,320.0
2018-10-10,320.0
2018-10-11,320.0
2018-10-12,320.0
2018-10-15,328.4
2018-10-16,314.0
2018-10-17,312.0
2018-10-18,315.0
2018-10-19,312.15
2018-10-22,320.0
2018-10-23,313.6
2018-10-24,315.1
2018-10-25,325.0
2018-10-26,323.0
2018-10-29,330.0
2018-10-30,320.0
2018-10-31,326.8
2018-11-01,317.0
2018-11-02,320.0
2018-11-05,320.0
2018-11-07,320.0
2018-11-08,319.0
2018-11-09,318.0
2018-11-12,309.0
2018-11-13,310.0
2018-11-14,306.2
2018-11-15,310.0
2018-11-16,306.0
2018-11-19,303.0
2018-11-22,304.0
2018-11-23,303.0
2018-11-26,303.0
2018-11-27,300.0
2018-11-28,311.4
2018-11-29,310.0
2018-11-30,305.0
2018-12-03,303.0
2018-12-04,333.25
2018-12-05,330.0
2018-12-06,336.15
2018-12-07,330.0
2018-12-10,325.05
2018-12-11,338.8
2018-12-12,327.05
2018-12-13,320.0
2018-12-14,330.05
2018-12-17,340.0
2018-12-18,347.0
2018-12-19,342.5
2018-12-20,346.0
2018-12-21,340.0
2018-12-24,340.0
2018-12-25,339.0
2018-12-26,340.0
2018-12-27,339.9
2018-12-28,325.0
2018-12-31,330.0
2019-01-02,329.0
2019-01-03,345.0
2019-01-04,346.95
2019-01-07,345.2
2019-01-08,340.8
2019-01-09,341.05
2019-01-10,340.0
2019-01-14,340.0
2019-01-15,339.0
2019-01-16,339.0
2019-01-17,339.0
2019-01-18,338.5
2019-01-21,339.0
2019-01-22,330.25
2019-01-23,331.5
2019-01-24,339.0
2019-01-25,331.1
2019-01-28,338.0
2019-01-29,339.45
2019-01-30,335.05
2019-01-31,338.9
2019-02-01,339.0
2019-02-04,339.0
2019-02-05,334.0
2019-02-06,334.0
2019-02-07,330.0
2019-02-08,336.5
2019-02-11,330.0
2019-02-12,326.0
2019-02-13,330.0
2019-02-14,339.8
2019-02-15,334.5
2019-02-18,340.95
2019-02-19,339.95
2019-02-20,340.45
2019-02-21,335.2
2019-02-22,335.5
2019-02-25,335.2
2019-02-26,339.9
2019-02-27,339.9
2019-02-28,335.0
2019-03-01,335.0
2019-03-04,329.9
2019-03-05,325.0
2019-03-06,322.0
2019-03-07,322.0
2019-03-08,324.9
2019-03-11,324.9
2019-03-12,324.9
2019-03-13,310.05
2019-03-14,323.0
2019-03-15,316.0
2019-03-18,310.15
2019-03-19,305.0
2019-03-20,305.0
2019-03-21,305.0
2019-03-22,303.05
2019-03-25,305.0
2019-03-26,319.5
2019-03-27,319.0
2019-03-28,309.95
2019-03-29,300.0
2019-04-01,300.0
2019-04-02,300.0
2019-04-03,300.0
2019-04-04,295.0
2019-04-05,287.0
2019-04-08,281.1
2019-04-09,289.0
2019-04-10,299.0
2019-04-11,300.0
2019-04-12,304.95
2019-04-15,300.0
2019-04-16,304.0
2019-04-17,303.5
2019-04-18,300.0
2019-04-19,300.0
2019-04-22,294.3
2019-04-23,294.3
2019-04-24,295.0
2019-04-25,300.0
2019-04-26,295.0
2019-04-29,299.0
2019-04-30,303.9
2019-05-02,295.0
2019-05-03,300.0
2019-05-06,293.0
2019-05-07,284.25
2019-05-08,284.3
2019-05-09,287.0
2019-05-10,293.0
2019-05-13,293.0
2019-05-14,290.0
2019-05-15,298.0
2019-05-16,307.8
2019-05-17,307.0
2019-05-20,289.0
2019-05-21,289.0
2019-05-22,286.0
2019-05-23,290.0
2019-05-24,305.0
2019-05-27,295.0
2019-05-28,295.0
2019-05-29,278.0
2019-05-30,279.2
2019-05-31,290.0
2019-06-03,278.35
2019-06-04,290.0
2019-06-10,282.0
2019-06-11,278.05
2019-06-12,280.0
2019-06-13,280.0
2019-06-14,286.9
2019-06-17,294.0
2019-06-18,294.75
2019-06-19,281.25
2019-06-20,294.0
2019-06-21,294.0
2019-06-24,294.0
2019-06-25,283.0
2019-06-26,283.0
2019-06-27,283.0
2019-06-28,289.9
2019-07-01,280.05
2019-07-02,280.25
2019-07-03,289.7
2019-07-04,289.7
2019-07-05,295.0
2019-07-08,294.85
2019-07-09,295.0
2019-07-10,287.55
2019-07-11,284.1
2019-07-12,293.0
2019-07-15,286.0
2019-07-16,290.0
2019-07-17,285.0
2019-07-18,280.3
2019-07-19,289.8
2019-07-22,284.5
2019-07-23,284.5
2019-07-24,284.5
2019-07-25,288.0
2019-07-26,290.0
2019-07-29,294.5
2019-07-31,294.5
2019-08-01,294.0
2019-08-02,294.0
2019-08-05,290.0
2019-08-06,288.0
2019-08-07,288.1
2019-08-08,288.0
2019-08-09,288.1
2019-08-15,294.0
2019-08-16,301.0
2019-08-19,319.7
2019-08-22,321.0
2019-08-23,340.0
2019-08-26,336.0
2019-08-27,327.5
2019-08-28,340.0
2019-08-29,343.9
2019-08-30,309.55
2019-09-02,302.0
2019-09-03,310.0
2019-09-04,308.0
2019-09-05,316.0
2019-09-06,320.0
2019-09-09,320.0
2019-09-10,314.9
2019-09-11,317.0
2019-09-12,319.0
2019-09-13,319.9
2019-09-16,311.0
2019-09-17,314.8
2019-09-18,307.0
2019-09-19,305.05
2019-09-20,296.0
2019-09-23,313.0
2019-09-24,305.0
2019-09-25,302.0
2019-09-26,310.0
2019-09-27,318.0
2019-09-30,300.0
2019-10-01,317.95
2019-10-02,317.95
2019-10-03,314.95
2019-10-04,318.95
2019-10-07,306.25
2019-10-08,317.4
2019-10-09,304.0
2019-10-10,300.0
2019-10-11,301.0
2019-10-14,308.9
2019-10-15,312.5
2019-10-16,300.2
2019-10-17,311.6
2019-10-18,300.0
2019-10-21,315.95
2019-10-22,315.95
2019-10-23,315.95
2019-10-24,310.0
2019-10-25,309.0
2019-10-28,302.0
2019-10-29,303.05
2019-10-30,305.0
2019-10-31,305.0
2019-11-01,310.0
2019-11-04,303.0
2019-11-05,301.75
2019-11-07,302.1
2019-11-08,307.0
2019-11-12,302.0
2019-11-13,302.5
2019-11-14,301.75
2019-11-15,309.0
2019-11-19,300.2
2019-11-20,300.65
2019-11-21,310.0
2019-11-22,312.0
2019-11-25,302.0
2019-11-26,309.8
2019-11-27,309.8
2019-11-28,309.8
2019-11-29,300.0
2019-12-02,297.0
2019-12-03,299.0
2019-12-04,302.0
2019-12-05,300.0
2019-12-06,305.0
2019-12-09,300.05
2019-12-10,300.0
2019-12-11,300.05
2019-12-12,299.1
2019-12-13,305.0
2019-12-16,300.1
2019-12-17,299.05
2019-12-18,300.0
2019-12-19,305.0
2019-12-20,307.0
2019-12-23,301.0
2019-12-24,276.2
2019-12-25,279.0
2019-12-26,266.0
2019-12-27,290.0
2019-12-30,284.0
2019-12-31,280.1
2020-01-02,276.5
2020-01-03,274.0
2020-01-06,270.0
2020-01-07,270.0
2020-01-08,277.95
2020-01-09,294.9
2020-01-10,291.05
2020-01-13,288.0
2020-01-14,288.2
2020-01-15,289.0
2020-01-16,294.0
2020-01-17,293.0
2020-01-20,293.2
2020-01-21,292.0
2020-01-22,293.0
2020-01-23,300.0
2020-01-24,298.9
2020-01-27,293.0
2020-01-28,295.0
2020-01-29,295.0
2020-01-30,292.0
2020-01-31,294.9
2020-02-03,290.0
2020-02-04,289.05
2020-02-05,289.05
2020-02-06,294.9
2020-02-07,294.9
2020-02-10,287.0
2020-02-11,285.0
2020-02-12,285.0
2020-02-13,285.0
2020-02-14,300.0
2020-02-17,300.0
2020-02-18,292.0
2020-02-19,289.15
2020-02-20,292.0
2020-02-21,286.15
2020-02-24,286.15
2020-02-25,286.15
2020-02-26,286.0
2020-02-27,286.0
2020-02-28,280.0
2020-03-02,281.0
2020-03-03,278.0
2020-03-04,275.0
2020-03-05,275.0
2020-03-06,260.0
2020-03-09,250.0
2020-03-10,272.0
2020-03-11,272.0
2020-03-12,245.5
2020-03-13,231.0
2020-03-16,208.0
2020-03-17,199.7
2020-03-18,191.8
2020-03-19,195.3
2020-03-20,203.1
2020-03-23,211.0
2020-03-24,219.0
2020-03-25,211.5
2020-03-26,211.5
2020-03-27,203.05
2020-03-30,194.95
2020-03-31,187.2
2020-04-01,179.75
2020-04-02,173.4
2020-04-03,178.0
2020-04-06,179.9
2020-04-07,173.0
2020-04-08,169.1
2020-04-09,170.1
2020-04-10,171.9
2020-04-13,171.9
2020-04-14,168.0
2020-04-15,171.0
2020-04-16,164.9
2020-04-17,167.0
2020-04-20,170.85
2020-04-21,170.85
2020-04-22,164.05
2020-04-23,157.5
2020-04-24,157.5
2020-04-27,157.5
2020-04-28,163.0
2020-04-29,159.0
2020-04-30,165.35
2020-05-04,171.95
2020-05-05,178.8
2020-05-06,180.0
2020-05-07,180.0
2020-05-08,177.0
2020-05-11,180.0
2020-05-12,175.0
2020-05-13,175.0
2020-05-14,175.0
2020-05-15,175.0
2020-05-18,175.1
2020-05-19,176.0
2020-05-20,173.0
2020-05-21,177.0
2020-05-22,184.05
2020-05-26,191.4
2020-05-27,186.15
2020-05-28,191.1
2020-05-29,183.5
2020-06-01,179.0
2020-06-02,186.15
2020-06-03,193.55
2020-06-04,196.0
2020-06-05,193.0
2020-06-08,195.0
2020-06-09,195.0
2020-06-10,192.0
2020-06-11,187.5
2020-06-12,192.0
2020-06-15,189.0
2020-06-16,189.0
2020-06-17,194.0
2020-06-18,194.0
2020-06-19,191.0
2020-06-22,196.0
2020-06-23,188.2
2020-06-24,185.0
2020-06-25,192.0
2020-06-26,188.0
2020-06-29,191.3
2020-06-30,188.0
2020-07-01,189.85
2020-07-02,190.0
2020-07-03,183.0
2020-07-06,187.9
2020-07-07,181.5
2020-07-08,185.0
2020-07-09,184.5
2020-07-10,184.0
2020-07-13,181.0
2020-07-14,179.1
2020-07-15,183.5
2020-07-16,183.0
2020-07-17,189.0
2020-07-20,188.0
2020-07-21,188.0
2020-07-22,185.0
2020-07-23,188.0
2020-07-24,188.0
2020-07-27,180.5
2020-07-28,174.0
2020-07-29,178.95
2020-08-03,179.45
2020-08-04,175.0
2020-08-05,175.0
2020-08-06,180.85
2020-08-07,180.0
2020-08-10,179.9
2020-08-11,179.9
2020-08-12,185.5
2020-08-13,180.0
2020-08-17,184.0
2020-08-18,184.95
2020-08-19,177.6
2020-08-24,174.0
2020-08-25,167.1
2020-08-26,160.45
2020-08-27,160.0
2020-08-28,156.1
2020-08-31,162.3
2020-09-01,168.75
2020-09-02,175.45
2020-09-03,177.5
2020-09-04,178.0
2020-09-07,177.45
2020-09-08,175.0
2020-09-09,174.95
2020-09-10,174.0
2020-09-11,175.0
2020-09-14,177.7
2020-09-15,177.7
2020-09-16,176.8
2020-09-17,175.6
2020-09-18,175.4
2020-09-21,175.4
2020-09-22,175.0
2020-09-23,175.9
2020-09-24,175.9
2020-09-25,175.0
2020-09-28,175.0
2020-09-29,176.0
2020-09-30,177.8
2020-10-01,177.8
2020-10-02,177.0
2020-10-05,177.0
2020-10-06,179.0
2020-10-07,179.0
2020-10-08,179.0
2020-10-09,178.95
2020-10-12,180.0
2020-10-13,181.9
2020-10-14,181.75
2020-10-15,181.0
2020-10-16,182.0
2020-10-19,182.0
2020-10-20,180.95
2020-10-21,181.5
2020-10-22,182.85
2020-10-23,183.7
2020-10-26,186.0
2020-10-27,184.0
2020-10-28,185.95
2020-11-02,179.95
2020-11-03,181.4
2020-11-04,182.0
2020-11-05,181.45
2020-11-09,180.0
2020-11-10,183.0
2020-11-11,182.0
2020-11-12,182.85
2020-11-13,182.5
2020-11-16,180.05
2020-11-17,187.1
2020-11-19,191.95
2020-11-20,190.0
2020-11-23,185.05
2020-11-24,188.95
2020-11-25,189.9
2020-11-26,187.0
2020-11-27,187.9
2020-11-30,187.0
2020-12-01,185.0
2020-12-02,182.5
2020-12-03,183.0
2020-12-04,185.0
2020-12-07,184.0
2020-12-08,184.5
2020-12-09,183.3
2020-12-10,183.0
2020-12-11,188.85
2020-12-14,187.0
2020-12-15,185.0
2020-12-16,185.0
2020-12-17,189.9
2020-12-18,189.0
2020-12-21,181.45
2020-12-22,185.0
2020-12-23,192.0
2020-12-24,199.65
2020-12-25,207.6
2020-12-28,210.0
2020-12-29,209.4
2020-12-30,208.5
2020-12-31,202.0
2021-01-04,205.0
2021-01-05,213.15
2021-01-06,220.0
2021-01-07,214.6
2021-01-08,220.0
2021-01-12,224.0
2021-01-13,227.0
2021-01-14,228.55
2021-01-15,227.0
2021-01-18,236.05
2021-01-19,239.0
2021-01-20,248.55
2021-01-21,246.0
2021-01-22,243.95
2021-01-25,247.0
2021-01-26,249.0
2021-01-27,241.15
2021-01-28,238.0
2021-01-29,236.05
2021-02-01,244.0
2021-02-02,246.5
2021-02-03,241.05
2021-02-04,241.0
2021-02-05,238.0
2021-02-08,235.05
2021-02-09,234.2
2021-02-10,227.5
2021-02-11,230.0
2021-02-12,236.7
2021-02-15,231.1
2021-02-16,228.7
2021-02-17,232.0
2021-02-18,231.5
2021-02-19,232.9
2021-02-22,227.0
2021-02-23,227.0
2021-02-24,220.0
2021-02-25,215.0
2021-02-26,222.0
2021-03-01,228.0
2021-03-02,222.9
2021-03-03,220.0
2021-03-04,216.0
2021-03-05,223.0
2021-03-08,218.5
2021-03-09,218.0
2021-03-10,220.0
2021-03-11,216.5
2021-03-12,219.9
2021-03-15,215.1
2021-03-16,218.0
2021-03-17,215.0
2021-03-18,217.0
2021-03-19,213.0
2021-03-22,212.0
2021-03-23,206.0
2021-03-24,197.8
2021-03-25,198.0
2021-03-26,196.0
2021-03-29,203.8
2021-03-30,203.9
2021-03-31,201.0
2021-04-01,204.5
2021-04-02,212.65
2021-04-05,216.0
2021-04-06,214.8
2021-04-07,213.1
2021-04-08,214.0
2021-04-09,215.8
2021-04-12,215.0
2021-04-13,213.3
2021-04-14,213.4
2021-04-15,213.3
2021-04-16,212.3
2021-04-19,213.0
2021-04-20,215.0
2021-04-21,216.0
2021-04-22,219.5
2021-04-23,221.9
2021-04-26,223.95
2021-04-27,224.4
2021-04-28,223.7
2021-04-29,222.0
2021-04-30,218.0
2021-05-03,218.0
2021-05-04,221.0
2021-05-05,222.85
2021-05-06,228.85
2021-05-07,229.5
2021-05-10,230.0
2021-05-11,223.2
2021-05-12,225.0
2021-05-17,229.85
2021-05-18,229.0
2021-05-19,232.5
2021-05-20,230.0
2021-05-21,235.0
2021-05-24,237.5
2021-05-25,233.05
2021-05-26,235.8
2021-05-27,231.6
2021-05-28,227.0
2021-05-31,236.05
2021-06-01,245.45
2021-06-02,237.6
2021-06-03,245.0
2021-06-04,241.25
2021-06-07,240.6
2021-06-08,245.0
2021-06-09,250.0
2021-06-10,257.0
2021-06-11,260.0
2021-06-14,265.0
2021-06-15,255.0
2021-06-16,250.0
2021-06-17,249.0
2021-06-18,247.5
2021-06-21,253.0
2021-06-22,254.0
2021-06-23,253.0
2021-06-24,254.0
2021-06-25,248.0
2021-06-28,248.0
2021-06-29,250.0
2021-06-30,255.0
2021-07-01,257.0
2021-07-02,256.95
2021-07-05,246.7
2021-07-06,243.05
2021-07-07,252.0
2021-07-08,258.1
2021-07-09,264.0
2021-07-12,274.55
2021-07-13,283.0
2021-07-14,274.0
2021-07-15,276.95
2021-07-16,275.0
2021-07-19,270.0
2021-07-20,265.5
2021-07-23,269.0
2021-07-26,270.0
2021-07-27,270.0
2021-07-28,265.0
2021-07-29,266.0
2021-08-02,269.9
2021-08-03,270.1
2021-08-04,277.9
2021-08-05,274.4
2021-08-06,270.0
2021-08-09,269.0
2021-08-11,267.2
2021-08-12,267.05
2021-08-13,268.0
2021-08-16,278.7
2021-08-17,279.0
2021-08-18,283.95
2021-08-19,281.0
2021-08-23,285.0
2021-08-24,289.9
2021-08-25,292.0
2021-08-26,295.1
2021-08-27,299.9
2021-08-30,304.95
2021-08-31,292.8
2021-09-01,281.1
2021-09-02,274.0
2021-09-03,270.0
2021-09-06,270.05
2021-09-07,275.0
2021-09-08,272.0
2021-09-09,278.0
2021-09-10,277.0
2021-09-13,276.0
2021-09-14,278.0
2021-09-15,279.0
2021-09-16,279.0
2021-09-17,277.0
2021-09-20,273.0
2021-09-21,272.0
2021-09-22,272.0
2021-09-23,265.0
2021-09-24,269.0
2021-09-27,268.95
2021-09-28,267.0
2021-09-29,263.95
2021-09-30,253.4
2021-10-01,243.3
2021-10-04,241.5
2021-10-05,245.5
2021-10-06,250.0
2021-10-07,259.95
2021-10-08,260.1
2021-10-11,261.4
2021-10-12,263.0
2021-10-13,264.75
2021-10-14,264.9
2021-10-15,266.0
2021-10-18,265.0
2021-10-21,260.25
2021-10-22,265.0
2021-10-25,260.2
2021-10-26,261.0
2021-10-27,261.0
2021-10-28,267.0
2021-10-29,267.0
2021-11-01,260.0
2021-11-02,260.5
2021-11-03,260.0
2021-11-04,261.8
2021-11-05,264.0
2021-11-08,264.0
2021-11-09,264.0
2021-11-10,260.0
2021-11-11,260.0
2021-11-12,260.0
2021-11-15,256.1
2021-11-16,256.1
2021-11-17,256.0
2021-11-19,256.0
2021-11-22,256.0
2021-11-23,257.0
2021-11-24,255.0
2021-11-25,255.0
2021-11-26,250.0
2021-11-29,246.0
2021-11-30,244.0
2021-12-01,239.0
2021-12-02,238.0
2021-12-03,245.0
2021-12-06,245.0
2021-12-07,245.0
2021-12-08,235.0
2021-12-09,239.95
2021-12-10,235.0
2021-12-13,240.0
2021-12-14,239.0
2021-12-15,239.95
2021-12-16,246.95
2021-12-17,245.0
2021-12-20,237.0
2021-12-21,235.0
2021-12-22,238.0
2021-12-23,241.0
2021-12-24,234.0
2021-12-27,235.95
2021-12-28,239.65
2021-12-29,230.0
2021-12-30,230.0
2021-12-31,230.0
2022-01-03,230.0
2022-01-04,229.0
2022-01-05,230.0
2022-01-06,234.95
2022-01-07,236.0
2022-01-10,232.0
2022-01-12,240.0
2022-01-13,254.3
2022-01-14,258.2
2022-01-17,251.05
2022-01-18,255.0
2022-01-19,251.3
2022-01-20,252.9
2022-01-21,250.0
2022-01-24,246.0
2022-01-25,242.05
2022-01-26,242.1
2022-01-27,252.25
2022-01-28,252.9
2022-01-31,248.5
2022-02-01,250.0
2022-02-02,247.5
2022-02-03,247.0
2022-02-04,250.0
2022-02-07,247.1
2022-02-08,249.8
2022-02-09,249.8
2022-02-10,245.3
2022-02-11,245.75
2022-02-14,245.0
2022-02-15,245.0
2022-02-16,245.0
2022-02-17,238.0
2022-02-18,247.0
2022-02-21,244.9
2022-02-22,236.75
2022-02-23,235.0
2022-02-24,220.95
2022-02-25,230.0
2022-02-28,230.0
2022-03-01,228.0
2022-03-02,220.1
2022-03-03,210.3
2022-03-04,197.7
2022-03-07,185.85
2022-03-08,195.0
2022-03-09,206.65
2022-03-10,208.0
2022-03-11,200.5
2022-03-14,200.2
2022-03-15,200.0
2022-03-16,203.0
2022-03-17,208.0
2022-03-18,205.0
2022-03-21,208.75
2022-03-22,205.9
2022-03-23,201.95
2022-03-24,197.0
2022-03-25,201.95
2022-03-28,206.0
2022-03-29,204.0
2022-03-30,200.1
2022-03-31,200.0
2022-04-01,203.5
2022-04-04,205.8
2022-04-05,200.0
2022-04-06,205.0
2022-04-07,207.5
2022-04-08,207.0
2022-04-11,206.4
2022-04-12,205.8
2022-04-13,205.5
2022-04-14,202.0
2022-04-15,206.0
2022-04-18,202.5
2022-04-19,206.0
2022-04-20,202.05
2022-04-21,200.05
2022-04-22,203.45
2022-04-25,200.0
2022-04-26,200.0
2022-04-27,200.0
2022-04-28,200.0
2022-04-29,203.0
2022-05-04,199.0
2022-05-05,199.0
2022-05-06,198.9
2022-05-09,199.95
2022-05-10,198.0
2022-05-11,198.0
2022-05-12,197.0
2022-05-13,208.0
2022-05-16,208.0
2022-05-17,204.0
2022-05-18,204.5
2022-05-19,202.65
2022-05-20,202.65
2022-05-23,202.65
2022-05-24,193.0
2022-05-25,197.9
2022-05-26,186.05
2022-05-27,186.0
2022-05-30,185.0
2022-05-31,185.0
2022-06-01,192.95
2022-06-02,194.0
2022-06-03,197.2
2022-06-06,197.2
2022-06-07,197.2
2022-06-08,196.35
2022-06-09,194.0
2022-06-10,190.0
2022-06-13,193.0
2022-06-14,183.1
2022-06-15,190.0
2022-06-16,195.5
2022-06-17,195.0
2022-06-20,196.8
2022-06-21,196.8
2022-06-22,196.8
2022-06-23,196.8
2022-06-24,200.0
2022-06-27,194.0
2022-06-28,194.0
2022-06-29,192.9
2022-06-30,195.0
2022-07-01,193.0
2022-07-04,187.0
2022-07-05,183.95
2022-07-06,183.95
2022-07-07,180.05
2022-07-08,182.0
2022-07-12,174.0
2022-07-13,175.0
2022-07-14,179.85
2022-07-15,175.0
2022-07-18,176.0
2022-07-19,177.0
2022-07-20,184.0
2022-07-21,185.0
2022-07-22,187.0
2022-07-25,186.0
2022-07-26,185.0
2022-07-27,185.0
2022-07-28,187.0
2022-07-29,187.0
2022-08-01,187.0
2022-08-02,190.0
2022-08-03,190.0
2022-08-04,190.0
2022-08-05,193.85
2022-08-08,198.7
2022-08-09,195.2
2022-08-10,195.0
2022-08-11,193.05
2022-08-12,199.0
2022-08-15,191.0
2022-08-16,193.5
2022-08-17,193.05
2022-08-18,193.05
2022-08-19,197.5
2022-08-22,197.5
2022-08-23,193.1
2022-08-24,189.0
2022-08-25,194.95
2022-08-26,195.0
2022-08-29,195.0
2022-08-30,194.5
2022-08-31,194.5
2022-09-01,194.5
2022-09-02,195.0
2022-09-05,190.0
2022-09-06,195.0
2022-09-07,195.0
2022-09-08,194.9
2022-09-09,195.0
2022-09-12,190.0
2022-09-13,195.0
2022-09-14,190.7
2022-09-15,195.0
2022-09-16,194.0
2022-09-19,191.25
2022-09-20,191.2
2022-09-21,190.0
2022-09-22,190.0
2022-09-23,200.0
2022-09-26,203.95
2022-09-27,200.0
2022-09-28,203.0
2022-09-29,204.0
2022-09-30,199.9
2022-10-03,202.9
2022-10-04,202.9
2022-10-05,202.9
