date,CMT
2013-11-13,1660.0
2013-11-14,1600.0
2013-11-15,1591.0
2013-11-19,1640.0
2013-11-20,1600.0
2013-11-21,1605.0
2013-11-22,1600.0
2013-11-25,1600.0
2013-11-26,1590.0
2013-11-27,1575.0
2013-11-28,1575.0
2013-11-29,1575.0
2013-12-02,1576.0
2013-12-03,1574.0
2013-12-04,1585.0
2013-12-05,1585.0
2013-12-06,1506.0
2013-12-09,1502.0
2013-12-10,1575.0
2013-12-11,1583.0
2013-12-12,1575.0
2013-12-13,1575.0
2013-12-16,1568.0
2013-12-17,1560.0
2013-12-18,1520.0
2013-12-19,1580.0
2013-12-20,1550.0
2013-12-23,1572.0
2013-12-24,1560.0
2013-12-25,1560.0
2013-12-26,1550.0
2013-12-27,1520.0
2013-12-30,1518.0
2013-12-31,1515.0
2014-01-02,1516.0
2014-01-03,1500.0
2014-01-06,1500.0
2014-01-07,1500.0
2014-01-08,1500.0
2014-01-09,1548.0
2014-01-10,1461.0
2014-01-13,1461.0
2014-01-16,1500.0
2014-01-17,1500.0
2014-01-20,1538.0
2014-01-21,1480.0
2014-01-22,1483.0
2014-01-23,1539.0
2014-01-24,1534.0
2014-01-27,1534.0
2014-01-28,1534.0
2014-01-29,1533.0
2014-01-30,1500.0
2014-01-31,1482.0
2014-02-03,1520.0
2014-02-04,1518.0
2014-02-05,1520.0
2014-02-06,1520.0
2014-02-07,1501.0
2014-02-10,1495.0
2014-02-11,1500.0
2014-02-12,1495.0
2014-02-13,1495.0
2014-02-14,1475.0
2014-02-17,1470.0
2014-02-18,1500.0
2014-02-19,1499.0
2014-02-20,1477.0
2014-02-21,1482.0
2014-02-24,1500.0
2014-02-25,1450.0
2014-02-26,1427.0
2014-02-27,1500.0
2014-02-28,1500.0
2014-03-03,1500.0
2014-03-04,1569.0
2014-03-05,1550.0
2014-03-06,1535.0
2014-03-07,1550.0
2014-03-10,1590.0
2014-03-11,1642.0
2014-03-12,1600.0
2014-03-13,1600.0
2014-03-14,1600.0
2014-03-17,1629.0
2014-03-18,1636.0
2014-03-19,1630.0
2014-03-20,1628.0
2014-03-21,1649.0
2014-03-24,1630.0
2014-03-25,1630.0
2014-03-26,1630.0
2014-03-27,1620.0
2014-03-28,1640.0
2014-03-31,1690.0
2014-04-01,1685.0
2014-04-02,1675.0
2014-04-03,1687.0
2014-04-04,1668.0
2014-04-07,1668.0
2014-04-08,1652.0
2014-04-09,1610.0
2014-04-10,1657.0
2014-04-11,1663.0
2014-04-14,1640.0
2014-04-15,1606.0
2014-04-16,1652.0
2014-04-17,1652.0
2014-04-18,1652.0
2014-04-21,1646.0
2014-04-22,1647.0
2014-04-23,1648.0
2014-04-24,1646.0
2014-04-25,1646.0
2014-04-28,1647.0
2014-04-29,1636.0
2014-04-30,1605.0
2014-05-02,1636.0
2014-05-05,1637.0
2014-05-06,1612.0
2014-05-07,1633.0
2014-05-08,1615.0
2014-05-09,1620.0
2014-05-12,1621.0
2014-05-13,1619.0
2014-05-14,1620.0
2014-05-15,1620.0
2014-05-16,1601.0
2014-05-19,1620.0
2014-05-20,1618.0
2014-05-21,1618.0
2014-05-22,1601.0
2014-05-23,1614.0
2014-05-26,1613.0
2014-05-27,1613.0
2014-05-28,1690.0
2014-05-29,1700.0
2014-05-30,1690.0
2014-06-02,1689.0
2014-06-03,1686.0
2014-06-04,1651.0
2014-06-05,1499.0
2014-06-06,1470.0
2014-06-09,1465.0
2014-06-10,1426.0
2014-06-11,1450.0
2014-06-12,1450.0
2014-06-13,1450.0
2014-06-16,1440.0
2014-06-17,1444.0
2014-06-18,1444.0
2014-06-19,1444.0
2014-06-20,1430.0
2014-06-23,1430.0
2014-06-24,1411.0
2014-06-25,1411.0
2014-06-26,1431.0
2014-06-27,1400.0
2014-06-30,1445.0
2014-07-01,1435.0
2014-07-02,1435.0
2014-07-03,1435.0
2014-07-04,1435.0
2014-07-07,1435.0
2014-07-08,1435.0
2014-07-09,1435.0
2014-07-10,1435.0
2014-07-11,1407.0
2014-07-14,1400.0
2014-07-15,1431.0
2014-07-16,1440.0
2014-07-17,1439.0
2014-07-18,1431.0
2014-07-21,1439.0
2014-07-22,1450.0
2014-07-23,1450.0
2014-07-24,1480.0
2014-07-25,1480.0
2014-07-31,1495.0
2014-08-01,1495.0
2014-08-04,1495.0
2014-08-05,1480.0
2014-08-06,1480.0
2014-08-07,1482.0
2014-08-08,1460.0
2014-08-11,1482.0
2014-08-12,1482.0
2014-08-13,1482.0
2014-08-15,1471.0
2014-08-18,1492.0
2014-08-19,1460.0
2014-08-22,1460.0
2014-08-25,1509.0
2014-08-26,1530.0
2014-08-27,1530.0
2014-08-28,1530.0
2014-08-29,1530.0
2014-09-01,1524.0
2014-09-02,1524.0
2014-09-03,1525.0
2014-09-04,1524.0
2014-09-05,1500.0
2014-09-08,1523.0
2014-09-09,1550.0
2014-09-10,1589.0
2014-09-11,1494.0
2014-09-12,1494.0
2014-09-15,1519.0
2014-09-16,1494.0
2014-09-17,1510.0
2014-09-18,1509.0
2014-09-19,1477.0
2014-09-22,1452.0
2014-09-23,1477.0
2014-09-24,1440.0
2014-09-25,1440.0
2014-09-26,1430.0
2014-09-29,1400.0
2014-09-30,1425.0
2014-10-01,1420.0
2014-10-02,1420.0
2014-10-03,1420.0
2014-10-07,1417.0
2014-10-08,1417.0
2014-10-09,1417.0
2014-10-10,1380.0
2014-10-13,1372.0
2014-10-14,1405.0
2014-10-15,1365.0
2014-10-16,1365.0
2014-10-17,1370.0
2014-10-20,1361.0
2014-10-21,1363.0
2014-10-22,1404.0
2014-10-23,1404.0
2014-10-24,1397.0
2014-10-27,1397.0
2014-10-28,1350.0
2014-10-29,1340.0
2014-10-30,1350.0
2014-10-31,1349.0
2014-11-03,1360.0
2014-11-04,1331.0
2014-11-05,1311.0
2014-11-07,1311.0
2014-11-10,1303.0
2014-11-11,1297.0
2014-11-12,1262.0
2014-11-13,1263.0
2014-11-14,1262.0
2014-11-17,1270.0
2014-11-19,1304.0
2014-11-20,1271.0
2014-11-21,1275.0
2014-11-24,1275.0
2014-11-25,1275.0
2014-11-26,1252.0
2014-11-27,1266.0
2014-11-28,1265.0
2014-12-01,1265.0
2014-12-02,1275.0
2014-12-03,1275.0
2014-12-04,1280.0
2014-12-05,1265.0
2014-12-08,1270.0
2014-12-09,1220.0
2014-12-10,1220.0
2014-12-11,1250.0
2014-12-12,1250.0
2014-12-15,1250.0
2014-12-16,1250.0
2014-12-17,1200.0
2014-12-18,1200.0
2014-12-19,1249.0
2014-12-22,1205.0
2014-12-23,1205.0
2014-12-24,1201.0
2014-12-25,1245.0
2014-12-26,1294.0
2014-12-29,1217.0
2014-12-30,1221.0
2014-12-31,1209.0
2015-01-02,1209.0
2015-01-06,1264.0
2015-01-07,1264.0
2015-01-08,1264.0
2015-01-09,1280.0
2015-01-12,1289.0
2015-01-13,1280.0
2015-01-14,1280.0
2015-01-15,1270.0
2015-01-16,1270.0
2015-01-19,1279.0
2015-01-20,1280.0
2015-01-21,1260.0
2015-01-22,1260.0
2015-01-23,1260.0
2015-01-26,1260.0
2015-01-27,1260.0
2015-01-28,1260.0
2015-01-29,1259.0
2015-01-30,1285.0
2015-02-02,1286.0
2015-02-03,1286.0
2015-02-04,1340.0
2015-02-05,1310.0
2015-02-06,1270.0
2015-02-09,1300.0
2015-02-10,1300.0
2015-02-11,1310.0
2015-02-12,1299.0
2015-02-13,1271.0
2015-02-16,1295.0
2015-02-17,1285.0
2015-02-18,1271.0
2015-02-19,1295.0
2015-02-20,1255.0
2015-02-23,1250.0
2015-02-24,1195.0
2015-02-25,1196.0
2015-02-26,1267.0
2015-02-27,1200.0
2015-03-02,1200.0
2015-03-03,1200.0
2015-03-04,1200.0
2015-03-05,1200.0
2015-03-06,1156.0
2015-03-09,1156.0
2015-03-10,1156.0
2015-03-11,1150.0
2015-03-12,1150.0
2015-03-13,1150.0
2015-03-16,1150.0
2015-03-17,1207.0
2015-03-18,1207.0
2015-03-19,1198.0
2015-03-20,1198.0
2015-03-23,1180.0
2015-03-24,1185.0
2015-03-25,1256.0
2015-03-26,1268.0
2015-03-27,1260.0
2015-03-30,1230.0
2015-03-31,1257.0
2015-04-01,1257.0
2015-04-02,1240.0
2015-04-03,1236.0
2015-04-06,1240.0
2015-04-07,1240.0
2015-04-08,1233.0
2015-04-09,1233.0
2015-04-10,1230.0
2015-04-13,1230.0
2015-04-14,1240.0
2015-04-15,1255.0
2015-04-16,1255.0
2015-04-17,1255.0
2015-04-20,1250.0
2015-04-21,1255.0
2015-04-22,1275.0
2015-04-23,1275.0
2015-04-24,1265.0
2015-04-27,1268.0
2015-04-28,1307.0
2015-04-29,1300.0
2015-04-30,1300.0
2015-05-04,1299.0
2015-05-05,1300.0
2015-05-06,1151.0
2015-05-07,1219.0
2015-05-08,1190.0
2015-05-11,1188.0
2015-05-12,1188.0
2015-05-13,1188.0
2015-05-14,1188.0
2015-05-15,1188.0
2015-05-18,1160.0
2015-05-19,1160.0
2015-05-20,1160.0
2015-05-21,1140.0
2015-05-22,1190.0
2015-05-25,1190.0
2015-05-26,1190.0
2015-05-27,1150.0
2015-05-28,1150.0
2015-05-29,1154.0
2015-06-01,1154.0
2015-06-02,1154.0
2015-06-03,1153.0
2015-06-04,1153.0
2015-06-05,1154.0
2015-06-08,1154.0
2015-06-09,1154.0
2015-06-10,1154.0
2015-06-11,1158.0
2015-06-12,1160.0
2015-06-15,1160.0
2015-06-16,1150.0
2015-06-17,1150.0
2015-06-18,1150.0
2015-06-19,1150.0
2015-06-22,1150.0
2015-06-23,1150.0
2015-06-24,1165.0
2015-06-25,1165.0
2015-06-26,1165.0
2015-06-29,1165.0
2015-06-30,1165.0
2015-07-01,1100.0
2015-07-02,1062.0
2015-07-03,1098.0
2015-07-06,1071.0
2015-07-07,1100.0
2015-07-08,1135.0
2015-07-09,1135.0
2015-07-10,1135.0
2015-07-13,1135.0
2015-07-14,1140.0
2015-07-15,1149.0
2015-07-16,1150.0
2015-07-20,1150.0
2015-07-21,1150.0
2015-07-22,1150.0
2015-07-23,1150.0
2015-07-24,1150.0
2015-07-27,1111.0
2015-07-28,1111.0
2015-07-29,1111.0
2015-07-31,1130.0
2015-08-03,1120.0
2015-08-04,1122.0
2015-08-05,1122.0
2015-08-06,1122.0
2015-08-07,1122.0
2015-08-10,1100.0
2015-08-11,1146.0
2015-08-12,1146.0
2015-08-13,1146.0
2015-08-17,1110.0
2015-08-18,1110.0
2015-08-19,1110.0
2015-08-24,1110.0
2015-08-25,1100.0
2015-08-26,1100.0
2015-08-27,1110.0
2015-08-28,1110.0
2015-08-31,1110.0
2015-09-01,1080.0
2015-09-02,1080.0
2015-09-03,1080.0
2015-09-04,1099.0
2015-09-07,1094.0
2015-09-08,1041.0
2015-09-09,1037.0
2015-09-10,1037.0
2015-09-11,1000.0
2015-09-14,1000.0
2015-09-15,1000.0
2015-09-16,1000.0
2015-09-17,1000.0
2015-09-18,1000.0
2015-09-21,1000.0
2015-09-22,1060.0
2015-09-23,1120.0
2015-09-28,1081.0
2015-09-29,1100.0
2015-09-30,1100.0
2015-10-01,1080.0
2015-10-02,1080.0
2015-10-05,1080.0
2015-10-06,1055.0
2015-10-07,1055.0
2015-10-08,1055.0
2015-10-09,1070.0
2015-10-12,1072.0
2015-10-13,1070.0
2015-10-14,1070.0
2015-10-16,1070.0
2015-10-19,1108.0
2015-10-20,1100.0
2015-10-21,1100.0
2015-10-22,1100.0
2015-10-23,1109.0
2015-10-26,1070.0
2015-10-27,1006.0
2015-10-28,1066.0
2015-10-29,1066.0
2015-10-30,1087.0
2015-11-02,1100.0
2015-11-03,1100.0
2015-11-04,1044.0
2015-11-05,1040.0
2015-11-09,1089.0
2015-11-10,1088.0
2015-11-11,1088.0
2015-11-12,1088.0
2015-11-13,1050.0
2015-11-16,1060.0
2015-11-17,1060.0
2015-11-19,1059.0
2015-11-20,1045.0
2015-11-23,1060.0
2015-11-24,1060.0
2015-11-25,1016.0
2015-11-26,1003.0
2015-11-27,1000.0
2015-11-30,1040.0
2015-12-01,1040.0
2015-12-02,1005.0
2015-12-03,1005.0
2015-12-04,1030.0
2015-12-07,1005.0
2015-12-08,1005.0
2015-12-09,1005.0
2015-12-10,995.0
2015-12-11,975.0
2015-12-14,975.0
2015-12-15,978.0
2015-12-16,985.0
2015-12-17,980.0
2015-12-18,1000.0
2015-12-21,980.0
2015-12-22,980.0
2015-12-23,990.0
2015-12-28,1003.0
2015-12-29,1036.0
2015-12-30,973.9
2015-12-31,980.0
2016-01-04,980.0
2016-01-05,980.1
2016-01-06,1019.0
2016-01-07,1030.0
2016-01-08,986.0
2016-01-12,1000.0
2016-01-13,972.0
2016-01-14,990.0
2016-01-15,975.0
2016-01-18,989.0
2016-01-19,976.0
2016-01-20,978.1
2016-01-21,977.5
2016-01-22,980.0
2016-01-25,980.0
2016-01-26,976.0
2016-01-27,976.0
2016-01-28,975.0
2016-01-29,970.0
2016-02-01,985.0
2016-02-02,999.0
2016-02-03,961.0
2016-02-04,975.0
2016-02-05,961.3
2016-02-08,961.0
2016-02-09,961.0
2016-02-10,955.0
2016-02-11,960.0
2016-02-12,963.0
2016-02-15,963.0
2016-02-16,994.0
2016-02-17,1000.0
2016-02-18,1040.0
2016-02-19,1039.0
2016-02-22,1019.0
2016-02-23,1048.0
2016-02-24,1010.0
2016-02-25,1010.0
2016-02-26,1010.0
2016-02-29,1008.0
2016-03-01,1000.0
2016-03-02,1000.0
2016-03-03,1000.0
2016-03-04,1025.0
2016-03-07,1025.0
2016-03-08,1025.0
2016-03-09,1060.0
2016-03-10,1035.0
2016-03-11,1054.0
2016-03-14,1050.0
2016-03-15,1059.0
2016-03-16,1030.0
2016-03-17,1030.0
2016-03-18,1030.0
2016-03-21,1133.0
2016-03-22,1200.0
2016-03-23,1163.0
2016-03-24,1170.0
2016-03-25,1190.0
2016-03-28,1161.0
2016-03-29,1188.0
2016-03-30,1180.0
2016-03-31,1190.0
2016-04-01,1164.0
2016-04-04,1190.0
2016-04-05,1185.0
2016-04-06,1183.0
2016-04-07,1188.0
2016-04-08,1150.0
2016-04-11,1200.0
2016-04-12,1163.0
2016-04-13,1199.0
2016-04-14,1198.0
2016-04-15,1200.0
2016-04-18,1200.0
2016-04-19,1225.0
2016-04-20,1195.0
2016-04-21,1200.0
2016-04-22,1181.0
2016-04-25,1200.0
2016-04-26,1200.0
2016-04-27,1200.0
2016-04-28,1200.0
2016-04-29,1200.0
2016-05-02,1200.0
2016-05-03,1200.0
2016-05-04,1212.0
2016-05-05,1248.0
2016-05-06,1222.0
2016-05-09,1225.0
2016-05-10,1240.0
2016-05-11,1219.0
2016-05-12,1234.0
2016-05-13,1215.0
2016-05-16,1215.0
2016-05-17,1200.0
2016-05-18,1205.0
2016-05-19,1206.0
2016-05-20,1219.0
2016-05-23,1210.0
2016-05-24,1199.0
2016-05-25,1214.0
2016-05-26,1205.0
2016-05-27,1208.0
2016-05-30,1215.0
2016-05-31,1200.0
2016-06-01,1200.0
2016-06-02,1200.0
2016-06-03,1207.0
2016-06-06,1200.0
2016-06-07,1200.0
2016-06-08,1205.0
2016-06-09,1200.0
2016-06-10,1200.0
2016-06-13,1192.0
2016-06-14,1196.0
2016-06-15,1195.0
2016-06-16,1084.0
2016-06-17,1064.0
2016-06-20,1065.0
2016-06-21,1050.0
2016-06-22,1040.0
2016-06-23,1030.0
2016-06-24,1050.0
2016-06-27,1050.0
2016-06-28,1050.0
2016-06-29,1041.0
2016-06-30,1062.0
2016-07-01,1062.0
2016-07-04,1050.0
2016-07-05,1060.0
2016-07-11,1050.0
2016-07-12,1050.0
2016-07-13,1060.0
2016-07-14,1050.0
2016-07-15,1063.0
2016-07-18,1060.0
2016-07-19,1047.0
2016-07-20,1045.0
2016-07-21,1070.0
2016-07-22,1096.0
2016-07-25,1096.0
2016-07-26,1185.0
2016-07-27,1160.0
2016-07-28,1183.0
2016-07-29,1160.0
2016-08-01,1160.0
2016-08-02,1185.0
2016-08-03,1067.0
2016-08-04,1159.0
2016-08-05,1157.0
2016-08-08,1157.0
2016-08-09,1160.0
2016-08-10,1160.0
2016-08-11,1160.0
2016-08-12,1160.0
2016-08-15,1157.0
2016-08-16,1157.0
2016-08-17,1157.0
2016-08-18,1150.0
2016-08-19,1145.0
2016-08-22,1129.0
2016-08-23,1130.0
2016-08-24,1130.0
2016-08-25,1090.0
2016-08-26,1040.0
2016-08-29,1030.0
2016-08-30,1040.0
2016-08-31,1021.0
2016-09-01,1021.0
2016-09-02,1030.0
2016-09-05,1036.0
2016-09-06,1090.0
2016-09-07,1088.0
2016-09-08,1088.0
2016-09-09,1046.0
2016-09-14,1089.0
2016-09-15,1089.0
2016-09-16,1088.0
2016-09-19,1119.0
2016-09-20,1090.0
2016-09-21,1085.0
2016-09-22,1097.0
2016-09-23,1071.0
2016-09-26,1071.0
2016-09-27,1072.0
2016-09-28,1055.0
2016-09-29,1054.0
2016-09-30,1061.0
2016-10-04,1061.0
2016-10-05,1065.0
2016-10-06,1065.0
2016-10-07,1050.0
2016-10-10,1081.0
2016-10-11,1078.0
2016-10-12,1040.0
2016-10-13,1040.0
2016-10-14,1055.0
2016-10-17,1080.0
2016-10-18,1080.0
2016-10-19,1080.0
2016-10-20,1065.0
2016-10-21,1066.0
2016-10-24,1066.0
2016-10-25,1062.0
2016-10-26,1051.0
2016-10-27,1050.0
2016-10-28,1074.0
2016-10-31,1075.0
2016-11-01,1047.0
2016-11-02,1050.0
2016-11-03,1051.0
2016-11-04,1051.0
2016-11-07,1090.0
2016-11-08,1074.0
2016-11-09,1083.0
2016-11-10,1120.0
2016-11-11,1116.0
2016-11-14,1091.0
2016-11-15,1091.0
2016-11-16,1121.0
2016-11-17,1100.0
2016-11-21,1190.0
2016-11-22,1215.0
2016-11-23,1199.0
2016-11-24,1172.0
2016-11-25,1194.0
2016-11-28,1192.0
2016-11-29,1193.0
2016-11-30,1181.0
2016-12-01,1176.0
2016-12-02,1182.0
2016-12-05,1201.0
2016-12-06,1220.0
2016-12-07,1205.0
2016-12-08,1225.0
2016-12-09,1249.0
2016-12-14,1249.0
2016-12-15,1272.0
2016-12-16,1285.0
2016-12-19,1320.0
2016-12-20,1290.0
2016-12-21,1267.0
2016-12-22,1300.0
2016-12-23,1350.0
2016-12-26,1343.0
2016-12-27,1325.0
2016-12-28,1321.0
2016-12-29,1322.0
2016-12-30,1350.0
2017-01-02,1362.0
2017-01-03,1436.0
2017-01-04,1479.0
2017-01-05,1520.0
2017-01-06,1526.0
2017-01-09,1540.0
2017-01-10,1525.0
2017-01-12,1530.0
2017-01-13,1499.0
2017-01-16,1455.0
2017-01-17,1455.0
2017-01-18,1451.0
2017-01-19,1500.0
2017-01-20,1515.0
2017-01-23,1568.0
2017-01-24,1500.0
2017-01-25,1529.0
2017-01-26,1520.0
2017-01-27,1500.0
2017-01-30,1500.0
2017-01-31,1550.0
2017-02-01,1504.0
2017-02-02,1520.0
2017-02-03,1516.0
2017-02-06,1525.0
2017-02-07,1540.0
2017-02-08,1528.0
2017-02-09,1515.0
2017-02-10,1516.0
2017-02-13,1516.0
2017-02-14,1530.0
2017-02-15,1520.0
2017-02-16,1525.0
2017-02-17,1540.0
2017-02-20,1540.0
2017-02-21,1548.0
2017-02-22,1520.0
2017-02-23,1490.0
2017-02-24,1500.0
2017-02-27,1501.0
2017-02-28,1530.0
2017-03-01,1529.0
2017-03-02,1539.0
2017-03-03,1535.0
2017-03-06,1543.0
2017-03-07,1600.0
2017-03-08,1590.0
2017-03-09,1590.0
2017-03-10,1600.0
2017-03-13,1600.0
2017-03-14,1635.0
2017-03-15,1646.0
2017-03-16,1600.0
2017-03-17,1630.0
2017-03-20,1620.0
2017-03-21,1645.0
2017-03-22,1481.0
2017-03-23,1333.0
2017-03-24,1250.0
2017-03-27,1300.0
2017-03-28,1275.0
2017-03-29,1280.0
2017-03-30,1280.0
2017-03-31,1260.0
2017-04-03,1260.0
2017-04-04,1260.0
2017-04-05,1263.0
2017-04-06,1252.0
2017-04-07,1280.0
2017-04-10,1275.0
2017-04-11,1270.0
2017-04-12,1238.0
2017-04-13,1241.0
2017-04-14,1246.0
2017-04-17,1240.0
2017-04-18,1244.0
2017-04-19,1244.0
2017-04-20,1329.0
2017-04-21,1329.0
2017-04-24,1329.0
2017-04-25,1303.0
2017-04-26,1375.0
2017-04-27,1368.0
2017-04-28,1350.0
2017-05-02,1350.0
2017-05-03,1375.0
2017-05-04,1399.0
2017-05-05,1400.0
2017-05-08,1380.0
2017-05-09,1372.0
2017-05-10,1373.0
2017-05-11,1380.0
2017-05-12,1380.0
2017-05-15,1380.0
2017-05-16,1375.0
2017-05-17,1390.0
2017-05-18,1390.0
2017-05-19,1370.0
2017-05-22,1390.0
2017-05-23,1375.0
2017-05-24,1375.0
2017-05-25,1370.0
2017-05-26,1380.0
2017-05-29,1370.0
2017-05-30,1370.0
2017-05-31,1360.0
2017-06-01,1360.0
2017-06-02,1389.0
2017-06-05,1380.0
2017-06-06,1381.0
2017-06-07,1388.0
2017-06-08,1400.0
2017-06-09,1390.0
2017-06-12,1380.0
2017-06-13,1380.0
2017-06-14,1410.0
2017-06-15,1342.0
2017-06-16,1344.0
2017-06-19,1344.0
2017-06-20,1390.0
2017-06-21,1350.0
2017-06-22,1350.0
2017-06-23,1356.0
2017-06-28,1360.0
2017-06-29,1357.0
2017-06-30,1379.0
2017-07-03,1370.0
2017-07-04,1380.0
2017-07-05,1380.0
2017-07-06,1380.0
2017-07-07,1400.0
2017-07-10,1400.0
2017-07-11,1435.0
2017-07-12,1460.0
2017-07-13,1464.0
2017-07-14,1455.0
2017-07-17,1470.0
2017-07-18,1471.0
2017-07-19,1475.0
2017-07-20,1480.0
2017-07-21,1505.0
2017-07-24,1505.0
2017-07-25,1527.0
2017-07-26,1570.0
2017-07-27,1580.0
2017-07-28,1600.0
2017-07-31,1591.0
2017-08-01,1580.0
2017-08-02,1576.0
2017-08-03,1560.0
2017-08-04,1562.0
2017-08-07,1570.0
2017-08-08,1577.0
2017-08-09,1570.0
2017-08-10,1595.0
2017-08-11,1600.0
2017-08-15,1602.0
2017-08-16,1601.0
2017-08-17,1600.0
2017-08-18,1605.0
2017-08-22,1602.0
2017-08-23,1602.0
2017-08-24,1575.0
2017-08-25,1580.0
2017-08-28,1561.0
2017-08-29,1600.0
2017-08-30,1629.0
2017-08-31,1680.0
2017-09-04,1726.0
2017-09-05,1700.0
2017-09-06,1700.0
2017-09-07,1705.0
2017-09-08,1700.0
2017-09-11,1700.0
2017-09-12,1747.0
2017-09-13,1722.0
2017-09-14,1709.0
2017-09-15,1700.0
2017-09-18,1695.0
2017-09-19,1650.0
2017-09-20,1565.0
2017-09-21,1601.0
2017-09-25,1601.0
2017-09-26,1600.0
2017-09-27,1600.0
2017-09-28,1600.0
2017-09-29,1480.0
2017-10-02,1589.0
2017-10-03,1500.0
2017-10-04,1558.0
2017-10-05,1556.0
2017-10-06,1540.0
2017-10-09,1555.0
2017-10-10,1507.0
2017-10-11,1510.0
2017-10-12,1515.0
2017-10-13,1515.0
2017-10-16,1550.0
2017-10-17,1545.0
2017-10-18,1545.0
2017-10-19,1499.0
2017-10-20,1485.0
2017-10-23,1480.0
2017-10-24,1487.0
2017-10-25,1520.0
2017-10-26,1515.0
2017-10-27,1525.0
2017-10-30,1503.0
2017-10-31,1537.0
2017-11-01,1540.0
2017-11-02,1550.0
2017-11-03,1551.0
2017-11-07,1576.0
2017-11-08,1540.0
2017-11-09,1540.0
2017-11-10,1558.0
2017-11-13,1560.0
2017-11-14,1580.0
2017-11-15,1566.0
2017-11-16,1565.0
2017-11-17,1551.0
2017-11-20,1544.0
2017-11-21,1568.0
2017-11-22,1550.0
2017-11-23,1546.0
2017-11-24,1558.0
2017-11-27,1540.0
2017-11-28,1550.0
2017-11-29,1550.0
2017-11-30,1550.0
2017-12-04,1552.0
2017-12-05,1561.0
2017-12-06,1550.0
2017-12-07,1550.0
2017-12-08,1550.0
2017-12-11,1536.0
2017-12-12,1547.0
2017-12-13,1540.0
2017-12-14,1530.0
2017-12-15,1521.0
2017-12-18,1521.0
2017-12-19,1512.0
2017-12-20,1525.0
2017-12-21,1501.0
2017-12-22,1451.0
2017-12-25,1510.0
2017-12-26,1475.0
2017-12-27,1505.0
2017-12-28,1490.0
2017-12-29,1531.0
2018-01-02,1548.0
2018-01-03,1553.0
2018-01-04,1620.0
2018-01-05,1635.0
2018-01-08,1635.0
2018-01-09,1600.0
2018-01-10,1600.0
2018-01-12,1600.0
2018-01-15,1725.0
2018-01-16,1725.0
2018-01-17,1700.0
2018-01-18,1700.0
2018-01-19,1710.0
2018-01-22,1700.0
2018-01-23,1713.0
2018-01-24,1725.0
2018-01-25,1720.0
2018-01-26,1716.0
2018-01-29,1720.0
2018-01-30,1721.0
2018-01-31,1750.0
2018-02-01,1750.0
2018-02-02,1759.0
2018-02-05,1759.0
2018-02-06,1718.0
2018-02-07,1750.0
2018-02-08,1750.0
2018-02-09,1750.0
2018-02-12,1750.0
2018-02-13,1749.0
2018-02-14,1732.0
2018-02-15,1731.0
2018-02-16,1750.0
2018-02-19,1750.0
2018-02-20,1750.0
2018-02-21,1753.0
2018-02-22,1750.0
2018-02-23,1755.0
2018-02-26,1742.0
2018-02-27,1742.0
2018-02-28,1711.0
2018-03-01,1750.0
2018-03-02,1750.0
2018-03-05,1750.0
2018-03-06,1760.0
2018-03-07,1765.0
2018-03-08,1768.0
2018-03-09,1778.0
2018-03-12,1750.0
2018-03-13,1750.0
2018-03-14,1727.0
2018-03-15,1727.0
2018-03-16,1750.0
2018-03-19,1750.0
2018-03-20,1720.0
2018-03-21,1720.0
2018-03-22,1720.0
2018-03-23,1740.0
2018-03-26,1704.0
2018-03-27,1790.0
2018-03-28,1788.0
2018-03-29,1786.0
2018-03-30,1787.0
2018-04-02,1780.0
2018-04-03,1760.0
2018-04-04,1750.0
2018-04-05,1775.0
2018-04-06,1740.0
2018-04-09,1750.0
2018-04-10,1750.0
2018-04-11,1750.0
2018-04-12,1785.0
2018-04-13,1768.0
2018-04-16,1800.0
2018-04-17,1820.0
2018-04-18,1795.0
2018-04-19,1795.0
2018-04-20,1778.0
2018-04-23,1778.0
2018-04-24,1816.0
2018-04-25,1766.0
2018-04-26,1800.0
2018-04-27,1820.0
2018-04-30,1820.0
2018-05-02,1820.0
2018-05-03,1782.0
2018-05-04,1810.0
2018-05-07,1810.0
2018-05-08,1797.0
2018-05-09,1797.0
2018-05-10,1827.0
2018-05-11,1816.0
2018-05-14,1816.0
2018-05-15,1800.0
2018-05-16,1800.0
2018-05-17,1800.0
2018-05-18,1807.0
2018-05-21,1807.0
2018-05-22,1807.0
2018-05-23,1807.0
2018-05-24,1807.0
2018-05-25,1818.0
2018-05-28,1818.0
2018-05-29,1790.0
2018-05-30,1790.0
2018-05-31,1756.0
2018-06-01,1790.0
2018-06-04,1750.0
2018-06-05,1706.0
2018-06-06,1794.0
2018-06-07,1800.0
2018-06-08,1799.0
2018-06-11,1775.0
2018-06-12,1772.0
2018-06-13,1772.0
2018-06-14,1795.0
2018-06-18,1792.0
2018-06-19,1691.0
2018-06-20,1710.0
2018-06-21,1710.0
2018-06-22,1710.0
2018-06-25,1650.0
2018-06-26,1733.0
2018-06-27,1733.0
2018-06-28,1733.0
2018-06-29,1725.0
2018-07-02,1725.0
2018-07-03,1725.0
2018-07-04,1725.0
2018-07-05,1699.0
2018-07-06,1700.0
2018-07-09,1700.0
2018-07-10,1700.0
2018-07-11,1675.0
2018-07-12,1675.0
2018-07-13,1600.0
2018-07-16,1600.0
2018-07-17,1595.0
2018-07-18,1500.0
2018-07-19,1550.0
2018-07-20,1589.0
