date,MNG
2005-10-10,249.004
2005-10-11,250.546
2005-10-12,250.546
2005-10-13,255.364
2005-10-14,253.437
2005-10-17,253.726
2005-10-18,255.364
2005-10-19,253.63
2005-10-20,248.715
2005-10-21,246.691
2005-10-24,246.691
2005-10-25,245.728
2005-10-26,255.364
2005-10-27,263.073
2005-10-28,269.915
2005-10-31,286.104
2005-11-01,303.257
2005-11-02,321.422
2005-11-03,318.001
2005-11-07,322.048
2005-11-08,319.928
2005-11-09,316.073
2005-11-10,313.183
2005-11-11,316.073
2005-11-14,316.073
2005-11-15,313.183
2005-11-21,311.255
2005-11-22,315.11
2005-11-23,318.001
2005-11-24,327.637
2005-11-25,337.273
2005-11-30,337.273
2005-12-01,337.273
2005-12-02,336.117
2005-12-05,326.673
2005-12-06,327.637
2005-12-07,316.073
2005-12-08,298.728
2005-12-09,302.582
2005-12-12,308.364
2005-12-13,326.866
2005-12-14,335.346
2005-12-15,337.177
2005-12-16,337.273
2005-12-19,341.128
2005-12-20,342.092
2005-12-21,334.383
2005-12-22,342.092
2005-12-23,337.273
2005-12-26,323.686
2005-12-27,327.541
2005-12-28,330.432
2005-12-29,331.395
2005-12-30,324.746
2006-01-03,334.383
2006-01-04,341.128
2006-01-05,350.764
2006-01-06,351.728
2006-01-09,356.546
2006-01-10,368.11
2006-01-13,373.892
2006-01-16,372.832
2006-01-17,351.728
2006-01-18,342.092
2006-01-19,362.617
2006-01-20,363.292
2006-01-23,366.086
2006-01-24,367.146
2006-01-25,372.928
2006-01-26,369.555
2006-01-27,357.51
2006-01-30,356.546
2006-02-01,351.728
2006-02-02,345.946
2006-02-03,344.308
2006-02-06,358.474
2006-02-07,363.292
2006-02-08,361.364
2006-02-09,361.364
2006-02-10,383.046
2006-02-13,396.923
2006-02-14,376.783
2006-02-15,381.601
2006-02-16,378.71
2006-02-17,375.819
2006-02-20,376.108
2006-02-21,380.637
2006-02-22,380.637
2006-02-23,385.455
2006-02-24,374.084
2006-02-27,365.219
2006-02-28,364.255
2006-03-01,368.11
2006-03-02,366.183
2006-03-03,375.819
2006-03-06,370.615
2006-03-07,376.879
2006-03-08,371.868
2006-03-09,373.892
2006-03-10,367.146
2006-03-13,355.679
2006-03-14,334.383
2006-03-15,318.001
2006-03-20,352.692
2006-03-21,340.261
2006-03-22,346.91
2006-03-23,360.401
2006-03-24,355.583
2006-03-27,349.801
2006-03-28,349.801
2006-03-29,356.546
2006-03-30,346.91
2006-03-31,345.946
2006-04-03,340.164
2006-04-04,337.755
2006-04-05,340.164
2006-04-06,340.068
2006-04-07,346.621
2006-04-10,337.273
2006-04-13,339.201
2006-04-14,342.092
2006-04-17,337.37
2006-04-18,335.443
2006-04-19,334.383
2006-04-20,334.479
2006-04-21,334.672
2006-04-24,336.31
2006-04-25,345.85
2006-04-26,351.632
2006-04-27,347.488
2006-04-28,356.546
2006-05-02,352.884
2006-05-03,352.692
2006-05-04,366.183
2006-05-05,388.154
2006-05-08,410.51
2006-05-09,397.983
2006-05-10,390.274
2006-05-11,394.128
2006-05-12,396.055
2006-05-15,385.648
2006-05-16,379.674
2006-05-17,383.528
2006-05-18,385.455
2006-05-19,371.001
2006-05-22,348.741
2006-05-23,369.652
2006-05-24,356.546
2006-05-25,343.055
2006-05-26,332.648
2006-05-29,314.628
2006-05-30,322.819
2006-05-31,330.432
2006-06-01,337.273
2006-06-02,346.91
2006-06-05,346.91
2006-06-06,344.983
2006-06-07,342.092
2006-06-08,340.164
2006-06-09,332.648
2006-06-12,333.419
2006-06-13,331.492
2006-06-14,327.637
2006-06-15,331.299
2006-06-16,337.273
2006-06-19,336.31
2006-06-20,335.346
2006-06-21,328.601
2006-06-22,328.601
2006-06-23,327.637
2006-06-26,324.264
2006-06-27,318.001
2006-06-28,318.097
2006-06-29,332.455
2006-06-30,332.455
2006-07-03,336.31
2006-07-04,342.092
2006-07-05,342.092
2006-07-06,329.564
2006-07-07,330.528
2006-07-10,327.637
2006-07-11,328.601
2006-07-12,330.528
2006-07-13,333.419
2006-07-14,331.973
2006-07-17,324.746
2006-07-18,321.855
2006-07-19,318.001
2006-07-20,300.655
2006-07-21,297.764
2006-07-24,307.401
2006-07-25,300.655
2006-07-26,291.019
2006-07-27,291.019
2006-07-28,293.91
2006-07-31,301.619
2006-08-01,302.582
2006-08-02,301.619
2006-08-03,301.619
2006-08-04,306.437
2006-08-07,308.364
2006-08-08,309.328
2006-08-09,315.11
2006-08-10,308.364
2006-08-11,313.183
2006-08-15,317.904
2006-08-16,326.673
2006-08-17,327.637
2006-08-18,326.673
2006-08-22,328.601
2006-08-23,331.492
2006-08-24,337.273
2006-08-25,337.273
2006-08-28,337.466
2006-08-29,327.637
2006-08-30,333.419
2006-08-31,336.31
2006-09-01,333.419
2006-09-04,331.492
2006-09-05,327.348
2006-09-06,332.359
2006-09-07,338.237
2006-09-08,346.91
2006-09-11,344.019
2006-09-12,346.91
2006-09-13,346.91
2006-09-14,340.164
2006-09-15,332.455
2006-09-18,331.492
2006-09-19,327.637
2006-09-20,336.213
2006-09-21,342.092
2006-09-22,356.546
2006-09-25,359.437
2006-09-26,351.728
2006-09-27,342.092
2006-09-28,339.297
2006-09-29,343.055
2006-10-02,349.801
2006-10-03,356.546
2006-10-04,364.641
2006-10-05,360.401
2006-10-06,349.801
2006-10-09,356.546
2006-10-10,346.813
2006-10-11,345.946
2006-10-12,338.237
2006-10-13,345.946
2006-10-16,346.91
2006-10-17,347.873
2006-10-18,351.728
2006-10-19,354.619
2006-10-20,355.583
2006-10-23,354.812
2006-10-26,370.037
2006-10-27,382.564
2006-10-30,403.765
2006-10-31,411.474
2006-11-01,402.801
2006-11-02,426.94
2006-11-03,418.219
2006-11-07,429.783
2006-11-08,455.56
2006-11-09,428.241
2006-11-10,428.723
2006-11-13,448.092
2006-11-14,462.546
2006-11-15,454.934
2006-11-16,442.31
2006-11-17,440.383
2006-11-20,433.734
2006-11-21,424.001
2006-11-22,433.637
2006-11-23,440.383
2006-11-24,433.734
2006-11-27,427.855
2006-11-28,417.255
2006-11-29,414.365
2006-11-30,424.001
2006-12-01,428.819
2006-12-04,433.637
2006-12-05,433.541
2006-12-06,424.001
2006-12-07,417.737
2006-12-08,424.001
2006-12-11,416.388
2006-12-12,414.365
2006-12-13,418.123
2006-12-14,386.419
2006-12-15,380.637
2006-12-18,401.837
2006-12-19,380.83
2006-12-20,401.837
2006-12-21,415.328
2006-12-22,410.51
2006-12-26,404.728
2006-12-27,404.728
2006-12-28,401.259
2006-12-29,404.728
2007-01-02,407.619
2007-01-03,431.71
2007-01-04,443.274
2007-01-05,450.886
2007-01-08,439.419
2007-01-09,435.565
2007-01-10,428.819
2007-01-12,414.365
2007-01-15,423.037
2007-01-16,423.037
2007-01-17,433.637
2007-01-18,433.637
2007-01-19,438.456
2007-01-22,445.201
2007-01-23,445.201
2007-01-24,443.274
2007-01-25,438.456
2007-01-26,443.274
2007-01-29,441.346
2007-01-30,441.346
2007-01-31,443.274
2007-02-01,433.637
2007-02-02,433.637
2007-02-05,433.637
2007-02-06,433.637
2007-02-07,437.492
2007-02-08,452.91
2007-02-09,480.085
2007-02-12,486.637
2007-02-13,486.637
2007-02-14,477.097
2007-02-15,472.183
2007-02-16,477.001
2007-02-19,478.928
2007-02-20,483.747
2007-02-21,481.819
2007-02-22,467.365
2007-02-23,462.546
2007-02-26,483.747
2007-02-27,497.237
2007-02-28,491.456
2007-03-01,491.456
2007-03-02,501.092
2007-03-05,499.165
2007-03-06,500.128
2007-03-07,512.656
2007-03-08,506.874
2007-03-09,501.092
2007-03-12,501.092
2007-03-13,510.728
2007-03-14,507.837
2007-03-15,502.056
2007-03-19,477.001
2007-03-20,481.819
2007-03-21,492.419
2007-03-22,493.383
2007-03-23,496.274
2007-03-26,501.092
2007-03-27,507.837
2007-03-28,510.728
2007-03-29,540.601
2007-03-30,530.001
2007-04-03,530.001
2007-04-04,520.365
2007-04-05,514.583
2007-04-06,520.365
2007-04-09,523.256
2007-04-10,520.365
2007-04-11,515.547
2007-04-12,520.365
2007-04-13,526.147
2007-04-16,530.001
2007-04-17,539.638
2007-04-18,546.383
2007-04-19,546.383
2007-04-20,544.456
2007-04-23,533.856
2007-04-24,544.456
2007-04-25,530.001
2007-04-26,530.001
2007-04-27,536.747
2007-04-30,534.819
2007-05-02,528.074
2007-05-03,520.365
2007-05-04,510.728
2007-05-07,514.583
2007-05-08,511.692
2007-05-09,485.674
2007-05-10,472.183
2007-05-11,458.692
2007-05-14,431.228
2007-05-15,454.837
2007-05-16,472.183
2007-05-17,481.819
2007-05-18,472.183
2007-05-21,486.637
2007-05-22,469.292
2007-05-23,460.619
2007-05-24,452.91
2007-05-25,461.583
2007-05-28,454.837
2007-05-29,452.91
2007-05-30,458.74
2007-05-31,481.819
2007-06-01,490.492
2007-06-04,519.401
2007-06-05,521.328
2007-06-06,509.765
2007-06-07,505.91
2007-06-08,516.51
2007-06-11,516.51
2007-06-12,514.583
2007-06-13,501.092
2007-06-14,499.165
2007-06-15,497.237
2007-06-18,510.728
2007-06-19,503.983
2007-06-20,506.874
2007-06-21,510.728
2007-06-22,510.728
2007-06-25,515.547
2007-06-26,515.547
2007-06-27,501.092
2007-06-28,496.274
2007-06-29,497.237
2007-07-02,491.456
2007-07-03,481.819
2007-07-04,480.856
2007-07-05,481.819
2007-07-06,481.819
2007-07-09,481.819
2007-07-10,477.965
2007-07-11,474.11
2007-07-12,478.928
2007-07-13,474.11
2007-07-16,479.892
2007-07-17,479.892
2007-07-18,479.892
2007-07-19,468.328
2007-07-20,472.183
2007-07-23,468.328
2007-07-24,469.485
2007-07-25,468.328
2007-07-26,486.637
2007-07-27,484.71
2007-07-31,489.528
2007-08-01,493.383
2007-08-02,510.728
2007-08-03,507.837
2007-08-06,501.092
2007-08-07,511.692
2007-08-08,511.692
2007-08-09,514.583
2007-08-10,510.728
2007-08-13,509.765
2007-08-15,505.91
2007-08-16,501.092
2007-08-17,502.056
2007-08-22,502.056
2007-08-23,507.837
2007-08-24,528.074
2007-08-27,554.092
2007-08-28,568.547
2007-08-29,551.201
2007-08-30,551.201
2007-08-31,539.638
2007-09-03,558.91
2007-09-04,560.838
2007-09-05,581.074
2007-09-06,578.183
2007-09-07,564.692
2007-09-10,558.91
2007-09-11,562.765
2007-09-12,583.001
2007-09-13,568.547
2007-09-14,564.692
2007-09-17,544.456
2007-09-18,549.274
2007-09-19,542.528
2007-09-20,547.347
2007-09-21,549.274
2007-09-24,547.347
2007-09-25,548.31
2007-09-26,539.638
2007-09-27,536.747
2007-09-28,539.638
2007-10-01,548.31
2007-10-02,548.31
2007-10-03,556.019
2007-10-04,563.729
2007-10-05,563.729
2007-10-08,563.729
2007-10-09,558.91
2007-10-10,558.91
2007-10-11,554.092
2007-10-12,554.092
2007-10-15,549.274
2007-10-16,549.274
2007-10-17,549.274
2007-10-18,553.128
2007-10-19,549.274
2007-10-22,546.383
2007-10-23,546.383
2007-10-24,551.201
2007-10-25,548.31
2007-10-26,544.456
2007-10-29,548.31
2007-10-30,539.638
2007-10-31,510.728
2007-11-01,530.001
2007-11-02,539.638
2007-11-05,539.638
2007-11-07,538.674
2007-11-08,538.674
2007-11-09,530.001
2007-11-12,530.001
2007-11-13,525.183
2007-11-14,520.365
2007-11-15,539.638
2007-11-16,525.183
2007-11-19,521.328
2007-11-20,520.365
2007-11-21,513.619
2007-11-22,515.547
2007-11-23,510.728
2007-11-26,492.419
2007-11-27,504.947
2007-11-28,505.91
2007-11-29,501.092
2007-11-30,491.456
2007-12-03,499.165
2007-12-04,493.383
2007-12-05,483.747
2007-12-06,484.71
2007-12-07,481.819
2007-12-10,483.747
2007-12-11,480.856
2007-12-12,491.456
2007-12-13,481.819
2007-12-14,481.819
2007-12-17,480.856
2007-12-18,481.819
2007-12-19,482.783
2007-12-20,481.819
2007-12-24,481.819
2007-12-25,480.856
2007-12-26,472.183
2007-12-27,477.001
2007-12-28,480.856
2007-12-31,483.747
2008-01-02,501.092
2008-01-03,510.728
2008-01-04,520.365
2008-01-07,530.001
2008-01-08,530.001
2008-01-09,549.274
2008-01-14,549.274
2008-01-15,549.274
2008-01-16,552.165
2008-01-17,553.128
2008-01-18,548.31
2008-01-21,544.456
2008-01-22,531.928
2008-01-23,543.492
2008-01-24,532.892
2008-01-25,539.638
2008-01-28,539.638
2008-01-29,553.128
2008-01-30,585.892
2008-01-31,578.183
2008-02-01,572.401
2008-02-04,568.547
2008-02-05,578.183
2008-02-06,568.547
2008-02-07,568.547
2008-02-08,568.547
2008-02-11,568.547
2008-02-12,567.583
2008-02-13,561.801
2008-02-14,562.765
2008-02-15,567.583
2008-02-18,578.183
2008-02-19,564.692
2008-02-20,579.147
2008-02-21,598.419
2008-02-22,602.274
2008-02-25,583.001
2008-02-26,597.456
2008-02-27,611.91
2008-02-28,607.092
2008-02-29,607.092
2008-03-03,587.819
2008-03-04,602.274
2008-03-05,607.092
2008-03-06,606.129
2008-03-07,597.456
2008-03-10,597.456
2008-03-11,611.91
2008-03-12,616.729
2008-03-13,580.11
2008-03-14,545.419
2008-03-17,563.729
2008-03-18,558.91
2008-03-19,533.856
2008-03-24,534.819
2008-03-25,547.347
2008-03-26,534.819
2008-03-27,533.856
2008-03-28,539.638
2008-03-31,520.365
2008-04-01,502.056
2008-04-02,485.674
2008-04-03,491.456
2008-04-04,503.019
2008-04-07,503.983
2008-04-08,504.947
2008-04-09,505.91
2008-04-10,508.801
2008-04-11,502.056
2008-04-14,496.274
2008-04-15,481.819
2008-04-16,486.637
2008-04-17,489.528
2008-04-18,491.456
2008-04-21,488.565
2008-04-22,487.601
2008-04-23,484.71
2008-04-24,483.747
2008-04-25,474.11
2008-04-28,472.183
2008-04-29,481.819
2008-04-30,474.11
2008-05-02,481.819
2008-05-05,482.783
2008-05-06,477.097
2008-05-07,477.001
2008-05-08,481.819
2008-05-09,485.674
2008-05-12,485.674
2008-05-13,478.928
2008-05-14,481.819
2008-05-15,475.074
2008-05-16,479.892
2008-05-19,478.061
2008-05-20,479.988
2008-05-21,481.819
2008-05-22,486.637
2008-05-23,481.819
2008-05-26,481.723
2008-05-27,480.856
2008-05-28,478.928
2008-05-29,478.446
2008-05-30,468.328
2008-06-02,476.037
2008-06-03,477.001
2008-06-04,489.528
2008-06-05,477.001
2008-06-06,477.965
2008-06-09,491.456
2008-06-10,489.528
2008-06-11,489.528
2008-06-12,485.674
2008-06-13,474.11
2008-06-16,475.266
2008-06-17,452.91
2008-06-18,462.546
2008-06-19,462.546
2008-06-20,458.692
2008-06-23,449.056
2008-06-24,463.51
2008-06-25,462.546
2008-06-26,452.91
2008-06-27,441.346
2008-06-30,434.601
2008-07-01,441.346
2008-07-02,433.637
2008-07-03,447.996
2008-07-04,433.637
2008-07-07,438.456
2008-07-08,438.456
2008-07-09,436.528
2008-07-10,432.674
2008-07-11,441.346
2008-07-14,433.637
2008-07-15,428.819
2008-07-16,426.506
2008-07-17,433.637
2008-07-18,433.637
2008-07-21,449.826
2008-07-22,448.092
2008-07-23,450.983
2008-07-24,451.465
2008-07-25,448.092
2008-07-28,447.61
2008-07-29,433.637
2008-07-31,429.783
2008-08-01,433.637
2008-08-04,428.819
2008-08-05,424.001
2008-08-06,428.819
2008-08-07,428.819
2008-08-08,428.819
2008-08-11,423.23
2008-08-12,414.461
2008-08-13,400.874
2008-08-15,416.292
2008-08-18,415.328
2008-08-19,414.365
2008-08-22,404.728
2008-08-25,405.692
2008-08-26,414.365
2008-08-27,416.292
2008-08-28,414.365
2008-08-29,423.037
2008-09-01,423.037
2008-09-02,415.328
2008-09-03,419.183
2008-09-04,419.279
2008-09-05,411.57
2008-09-08,404.728
2008-09-09,398.946
2008-09-10,392.201
2008-09-11,392.201
2008-09-12,368.688
2008-09-15,346.573
2008-09-16,325.806
2008-09-17,308.364
2008-09-18,321.373
2008-09-19,327.637
2008-09-22,335.346
2008-09-23,335.346
2008-09-24,331.492
2008-09-25,327.637
2008-09-26,320.892
2008-09-29,331.492
2008-09-30,317.953
2008-10-03,322.771
2008-10-06,326.095
2008-10-07,327.637
2008-10-08,316.073
2008-10-09,321.855
2008-10-10,303.546
2008-10-13,321.759
2008-10-14,337.273
2008-10-15,327.637
2008-10-16,326.673
2008-10-17,331.492
2008-10-20,330.046
2008-10-21,327.637
2008-10-22,319.928
2008-10-23,308.461
2008-10-24,308.268
2008-10-27,294.97
2008-10-28,287.261
2008-10-29,292.561
2008-10-30,303.353
2008-10-31,306.437
2008-11-03,306.437
2008-11-04,313.279
2008-11-05,318.001
2008-11-07,308.364
2008-11-10,308.364
2008-11-11,301.619
2008-11-12,298.728
2008-11-13,298.728
2008-11-14,299.692
2008-11-17,303.546
2008-11-19,298.728
2008-11-20,288.128
2008-11-21,277.432
2008-11-24,260.809
2008-11-25,259.219
2008-11-26,258.351
2008-11-27,253.967
2008-11-28,248.619
2008-12-01,245.728
2008-12-02,243.801
2008-12-03,229.346
2008-12-04,215.662
2008-12-05,212.964
2008-12-08,214.94
2008-12-11,220.673
2008-12-12,216.819
2008-12-15,221.589
2008-12-16,217.011
2008-12-17,215.662
2008-12-18,214.988
2008-12-19,219.71
2008-12-22,232.863
2008-12-23,231.273
2008-12-24,222.6
2008-12-25,231.273
2008-12-26,221.637
2008-12-30,208.339
2008-12-31,195.86
2009-01-02,184.248
2009-01-05,173.214
2009-01-06,162.855
2009-01-07,163.819
2009-01-08,173.455
2009-01-09,183.862
2009-01-12,187.91
2009-01-13,187.91
2009-01-14,187.91
2009-01-15,176.635
2009-01-16,166.083
2009-01-19,156.158
2009-01-20,153.267
2009-01-21,152.159
2009-01-22,148.882
2009-01-23,143.582
2009-01-26,143.582
2009-01-27,142.618
2009-01-28,141.655
2009-01-29,140.691
2009-01-30,140.691
2009-02-02,143.582
2009-02-03,142.329
2009-02-04,139.679
2009-02-05,137.27
2009-02-06,134.909
2009-02-09,134.909
2009-02-10,136.837
2009-02-11,145.028
2009-02-12,153.7
2009-02-13,162.903
2009-02-16,172.636
2009-02-17,182.947
2009-02-18,179.237
2009-02-19,174.419
2009-02-20,172.491
2009-02-23,175.479
2009-02-24,173.455
2009-02-25,175.382
2009-02-26,173.455
2009-02-27,177.309
2009-03-02,177.309
2009-03-03,177.213
2009-03-04,176.153
2009-03-05,176.731
2009-03-06,176.346
2009-03-09,176.346
2009-03-12,175.382
2009-03-13,173.31
2009-03-16,165.746
2009-03-17,167.577
2009-03-18,167.191
2009-03-19,166.661
2009-03-20,164.782
2009-03-23,160.012
2009-03-24,156.109
2009-03-25,153.219
2009-03-26,152.881
2009-03-27,157.025
2009-03-30,155.628
2009-03-31,149.364
2009-04-01,152.255
2009-04-02,152.544
2009-04-03,157.94
2009-04-06,158.519
2009-04-07,154.182
2009-04-08,152.303
2009-04-09,151.291
2009-04-10,156.109
2009-04-13,149.364
2009-04-14,149.942
2009-04-15,158.904
2009-04-16,168.396
2009-04-17,171.528
2009-04-20,164.782
2009-04-21,164.782
2009-04-22,163.819
2009-04-23,166.95
2009-04-24,173.455
2009-04-27,183.862
2009-04-28,181.646
2009-04-29,186.946
2009-04-30,190.319
2009-05-04,195.619
2009-05-05,197.546
2009-05-06,209.399
2009-05-07,221.926
2009-05-08,231.273
2009-05-11,231.273
2009-05-12,231.755
2009-05-13,236.091
2009-05-14,250.257
2009-05-15,250.546
2009-05-18,245.631
2009-05-19,238.693
2009-05-20,247.655
2009-05-21,262.495
2009-05-22,278.202
2009-05-25,294.873
2009-05-26,287.164
2009-05-27,275.601
2009-05-28,259.315
2009-05-29,274.83
2009-06-01,276.564
2009-06-02,284.273
2009-06-03,279.455
2009-06-04,281.19
2009-06-05,275.601
2009-06-08,267.506
2009-06-09,273.625
2009-06-10,272.565
2009-06-11,275.601
2009-06-12,292.127
2009-06-15,289.092
2009-06-16,288.128
2009-06-17,288.128
2009-06-18,280.419
2009-06-19,288.128
2009-06-22,270.879
2009-06-23,254.641
2009-06-24,241.873
2009-06-25,248.426
2009-06-26,259.171
2009-06-29,260.182
2009-06-30,268.807
2009-07-01,268.855
2009-07-02,264.615
2009-07-03,262.061
2009-07-06,258.255
2009-07-07,261.146
2009-07-08,262.977
2009-07-09,260.086
2009-07-10,260.086
2009-07-13,257.291
2009-07-14,257.291
2009-07-15,256.135
2009-07-16,255.364
2009-07-17,255.364
2009-07-20,264.037
2009-07-21,265.964
2009-07-22,270.782
2009-07-23,275.601
2009-07-24,272.806
2009-07-27,277.383
2009-07-28,270.782
2009-07-29,270.108
2009-07-31,269.819
2009-08-03,273.577
2009-08-04,267.41
2009-08-05,269.819
2009-08-06,270.301
2009-08-07,267.891
2009-08-10,269.722
2009-08-11,268.855
2009-08-12,266.831
2009-08-13,265.868
2009-08-17,267.891
2009-08-18,265.001
2009-08-19,271.746
2009-08-24,269.819
2009-08-25,274.637
2009-08-26,271.698
2009-08-27,267.361
2009-08-28,271.746
2009-08-31,269.819
2009-09-01,264.037
2009-09-02,265.001
2009-09-03,260.182
2009-09-04,258.255
2009-09-07,263.073
2009-09-08,262.591
2009-09-09,260.182
2009-09-10,259.219
2009-09-11,259.219
2009-09-14,256.328
2009-09-15,258.737
2009-09-16,254.401
2009-09-17,259.604
2009-09-18,259.604
2009-09-23,259.219
2009-09-24,253.292
2009-09-25,248.619
2009-09-28,253.437
2009-09-29,249.582
2009-09-30,238.982
2009-10-01,235.128
2009-10-02,235.128
2009-10-05,240.621
2009-10-06,234.164
2009-10-07,235.128
2009-10-08,239.079
2009-10-09,244.764
2009-10-12,240.91
2009-10-13,244.764
2009-10-14,244.764
2009-10-15,250.45
2009-10-16,259.219
2009-10-19,257.291
2009-10-20,262.11
2009-10-21,259.122
2009-10-22,256.231
2009-10-23,256.328
2009-10-26,253.437
2009-10-27,254.015
2009-10-28,250.546
2009-10-29,252.473
2009-10-30,257.291
2009-11-02,257.243
2009-11-03,258.255
2009-11-04,255.364
2009-11-05,253.437
2009-11-09,254.256
2009-11-10,253.389
2009-11-11,246.306
2009-11-12,242.885
2009-11-13,244.668
2009-11-16,240.91
2009-11-17,240.91
2009-11-19,246.691
2009-11-20,245.728
2009-11-23,230.984
2009-11-24,221.637
2009-11-25,212.964
2009-11-26,212.097
2009-11-27,207.664
2009-11-30,219.71
2009-12-01,212.193
2009-12-02,216.626
2009-12-03,216.626
2009-12-04,209.158
2009-12-07,216.77
2009-12-08,216.819
2009-12-09,213.928
2009-12-10,224.528
2009-12-11,229.346
2009-12-14,231.273
2009-12-15,231.273
2009-12-16,231.273
2009-12-17,230.31
2009-12-21,227.467
2009-12-22,234.646
2009-12-23,242.837
2009-12-24,242.837
2009-12-25,241.632
2009-12-28,239.85
2009-12-29,232.237
2009-12-30,231.273
2009-12-31,231.273
2010-01-04,231.177
2010-01-05,226.455
2010-01-06,236.573
2010-01-07,240.428
2010-01-08,240.91
2010-01-12,242.789
2010-01-13,248.619
2010-01-14,255.364
2010-01-15,255.364
2010-01-18,250.642
2010-01-19,255.509
2010-01-20,257.243
2010-01-21,256.328
2010-01-22,253.533
2010-01-25,247.655
2010-01-26,245.728
2010-01-27,255.364
2010-01-28,259.701
2010-01-29,268.855
2010-02-01,269.819
2010-02-02,268.855
2010-02-03,262.11
2010-02-04,258.159
2010-02-05,266.542
2010-02-08,267.891
2010-02-09,270.782
2010-02-10,273.673
2010-02-11,274.155
2010-02-12,276.323
2010-02-15,273.722
2010-02-16,279.455
2010-02-17,284.273
2010-02-18,289.092
2010-02-19,285.237
2010-02-22,286.201
2010-02-23,289.092
2010-02-24,292.946
2010-02-25,291.308
2010-02-26,290.344
2010-03-01,289.092
2010-03-02,288.513
2010-03-03,288.513
2010-03-04,282.828
2010-03-05,289.092
2010-03-08,289.092
2010-03-09,290.055
2010-03-10,292.079
2010-03-11,293.91
2010-03-12,296.801
2010-03-15,298.728
2010-03-16,305.184
2010-03-17,290.103
2010-03-18,289.043
2010-03-19,289.092
2010-03-22,287.646
2010-03-23,284.273
2010-03-24,282.346
2010-03-25,282.25
2010-03-26,282.25
2010-03-29,282.25
2010-03-30,299.162
2010-03-31,294.97
2010-04-01,285.912
2010-04-02,296.704
2010-04-05,298.728
2010-04-06,304.51
2010-04-07,314.146
2010-04-08,320.892
2010-04-09,325.71
2010-04-12,326.673
2010-04-13,326.818
2010-04-14,327.637
2010-04-15,347.295
2010-04-16,368.11
2010-04-19,371.483
2010-04-20,384.492
2010-04-21,366.183
2010-04-22,369.074
2010-04-23,374.855
2010-04-26,374.759
2010-04-27,378.71
2010-04-28,374.855
2010-04-29,372.928
2010-04-30,371.001
2010-05-03,366.183
2010-05-04,355.583
2010-05-05,355.101
2010-05-06,351.728
2010-05-07,359.437
2010-05-10,380.974
2010-05-11,385.504
2010-05-12,404.728
2010-05-13,401.837
2010-05-14,422.025
2010-05-17,447.321
2010-05-18,472.183
2010-05-19,475.074
2010-05-20,477.001
2010-05-21,463.51
2010-05-24,443.274
2010-05-25,438.456
2010-05-26,448.092
2010-05-27,452.187
2010-05-28,448.092
2010-05-31,452.91
2010-06-01,457.728
2010-06-02,474.785
2010-06-03,472.183
2010-06-04,481.819
2010-06-07,481.819
2010-06-08,484.71
2010-06-09,483.747
2010-06-10,482.783
2010-06-11,486.637
2010-06-14,488.565
2010-06-15,482.783
2010-06-16,481.819
2010-06-17,476.037
2010-06-18,480.856
2010-06-21,474.11
2010-06-22,474.592
2010-06-23,472.231
2010-06-24,475.074
2010-06-25,472.424
2010-06-28,472.279
2010-06-29,468.81
2010-06-30,472.183
2010-07-01,468.087
2010-07-02,472.183
2010-07-05,475.026
2010-07-06,472.183
2010-07-07,472.086
2010-07-08,471.701
2010-07-09,465.919
2010-07-12,472.183
2010-07-13,468.425
2010-07-14,472.183
2010-07-15,470.256
2010-07-16,463.558
2010-07-19,444.382
2010-07-20,451.754
2010-07-21,450.019
2010-07-22,452.91
2010-07-23,452.91
2010-07-26,452.91
2010-07-27,449.056
2010-07-28,456.765
2010-07-29,448.574
2010-08-02,455.801
2010-08-03,450.694
2010-08-04,457.776
2010-08-05,458.258
2010-08-06,476.037
2010-08-09,472.183
2010-08-10,477.146
2010-08-11,482.783
2010-08-12,487.601
2010-08-13,495.31
2010-08-16,503.019
2010-08-17,498.201
2010-08-18,484.71
2010-08-19,484.71
2010-08-23,493.383
2010-08-24,483.747
2010-08-25,477.001
2010-08-26,460.619
2010-08-27,477.001
2010-08-30,472.183
2010-08-31,477.001
2010-09-01,467.365
2010-09-02,467.557
2010-09-03,469.87
2010-09-06,477.001
2010-09-07,477.001
2010-09-08,472.183
2010-09-09,477.001
2010-09-13,477.001
2010-09-14,476.905
2010-09-15,469.292
2010-09-16,467.75
2010-09-17,467.365
2010-09-20,472.183
2010-09-21,479.796
2010-09-22,479.892
2010-09-23,468.81
2010-09-24,473.146
2010-09-27,472.183
2010-09-28,469.292
2010-09-29,472.183
2010-09-30,471.219
2010-10-01,465.052
2010-10-04,474.11
2010-10-05,465.004
2010-10-06,467.365
2010-10-07,468.328
2010-10-08,472.183
2010-10-11,466.016
2010-10-12,466.016
2010-10-13,481.819
2010-10-14,507.837
2010-10-15,515.547
2010-10-18,505.91
2010-10-19,516.51
2010-10-20,520.365
2010-10-21,519.401
2010-10-22,506.874
2010-10-25,510.728
2010-10-26,510.728
2010-10-27,506.874
2010-10-28,501.092
2010-10-29,506.874
2010-11-01,496.274
2010-11-02,496.274
2010-11-03,510.728
2010-11-04,514.583
2010-11-05,511.692
2010-11-08,511.692
2010-11-09,511.692
2010-11-10,515.547
2010-11-11,517.474
2010-11-12,527.11
2010-11-15,534.819
2010-11-16,542.528
2010-11-19,553.128
2010-11-22,558.91
2010-11-23,549.274
2010-11-24,549.274
2010-11-25,559.874
2010-11-26,558.91
2010-11-29,558.91
