date,BCI
2006-09-14,987.757
2006-09-15,987.757
2006-09-18,987.757
2006-09-20,978.167
2006-09-21,982.962
2006-09-22,978.167
2006-09-27,978.167
2006-09-28,982.962
2006-09-29,985.839
2006-10-02,987.757
2006-10-03,987.757
2006-10-04,987.757
2006-10-05,978.167
2006-10-09,963.782
2006-10-10,963.782
2006-10-11,958.987
2006-10-13,978.167
2006-10-16,919.669
2006-10-17,920.628
2006-10-19,939.807
2006-10-20,946.52
2006-10-23,944.602
2006-10-26,949.397
2006-10-27,986.798
2006-10-30,954.192
2006-10-31,963.782
2006-11-01,959.946
2006-11-02,958.987
2006-11-03,949.397
2006-11-07,963.782
2006-11-08,963.782
2006-11-09,954.192
2006-11-10,925.422
2006-11-13,958.987
2006-11-14,944.602
2006-11-15,944.602
2006-11-16,935.012
2006-11-17,920.628
2006-11-20,920.628
2006-11-21,925.422
2006-11-22,931.176
2006-11-23,957.069
2006-11-24,957.069
2006-11-27,949.397
2006-11-28,939.807
2006-11-29,940.766
2006-11-30,930.217
2006-12-01,939.807
2006-12-04,947.479
2006-12-05,935.012
2006-12-06,936.93
2006-12-07,939.807
2006-12-08,954.192
2006-12-11,963.782
2006-12-12,1021.321
2006-12-14,1021.321
2006-12-15,1021.321
2006-12-18,1026.116
2006-12-19,1006.936
2006-12-20,994.47
2006-12-21,968.577
2006-12-22,970.495
2006-12-26,978.167
2006-12-27,982.962
2006-12-28,982.962
2006-12-29,997.346
2007-01-02,1030.911
2007-01-03,1011.731
2007-01-04,1035.706
2007-01-05,1083.655
2007-01-08,1082.696
2007-01-09,1075.024
2007-01-10,1064.476
2007-01-12,1054.886
2007-01-15,1045.296
2007-01-16,1062.558
2007-01-17,1056.804
2007-01-18,1064.476
2007-01-19,1054.886
2007-01-22,1051.05
2007-01-23,1052.009
2007-01-24,1068.312
2007-01-25,1069.271
2007-01-26,1099.958
2007-01-29,1117.22
2007-01-30,1128.728
2007-01-31,1131.605
2007-02-01,1121.056
2007-02-02,1112.425
2007-02-05,1117.22
2007-02-06,1122.015
2007-02-07,1112.425
2007-02-08,1121.056
2007-02-09,1136.4
2007-02-12,1136.4
2007-02-13,1136.4
2007-02-14,1131.605
2007-02-15,1145.989
2007-02-16,1200.652
2007-02-19,1272.576
2007-02-20,1246.683
2007-02-21,1253.396
2007-02-22,1198.734
2007-02-23,1189.144
2007-02-26,1217.913
2007-02-27,1211.201
2007-02-28,1234.216
2007-03-01,1198.734
2007-03-02,1214.078
2007-03-05,1241.888
2007-03-06,1261.068
2007-03-07,1280.248
2007-03-08,1278.33
2007-03-09,1246.683
2007-03-12,1218.872
2007-03-13,1227.503
2007-03-14,1211.201
2007-03-15,1211.201
2007-03-19,1215.037
2007-03-20,1213.119
2007-03-21,1236.134
2007-03-22,1229.421
2007-03-23,1214.078
2007-03-26,1222.708
2007-03-27,1208.324
2007-03-28,1213.119
2007-03-29,1213.119
2007-03-30,1241.888
2007-04-03,1215.996
2007-04-04,1208.324
2007-04-05,1206.406
2007-04-06,1206.406
2007-04-09,1211.201
2007-04-10,1237.093
2007-04-11,1236.134
2007-04-12,1227.503
2007-04-13,1232.298
2007-04-16,1218.872
2007-04-17,1226.544
2007-04-18,1222.708
2007-04-19,1230.38
2007-04-20,1227.503
2007-04-23,1275.453
2007-04-24,1328.197
2007-04-25,1313.812
2007-04-26,1293.673
2007-04-27,1282.166
2007-04-30,1304.222
2007-05-02,1294.632
2007-05-03,1295.591
2007-05-04,1302.304
2007-05-07,1277.371
2007-05-08,1286.002
2007-05-09,1246.683
2007-05-10,1181.472
2007-05-11,1122.015
2007-05-14,1059.681
2007-05-15,1075.024
2007-05-16,1139.277
2007-05-17,1150.784
2007-05-18,1189.144
2007-05-21,1188.185
2007-05-22,1160.374
2007-05-23,1140.236
2007-05-24,1114.343
2007-05-25,1110.507
2007-05-28,1117.22
2007-05-29,1122.015
2007-05-30,1139.277
2007-05-31,1131.605
2007-06-01,1133.523
2007-06-04,1186.267
2007-06-05,1185.308
2007-06-06,1189.144
2007-06-07,1189.144
2007-06-08,1189.144
2007-06-11,1189.144
2007-06-12,1189.144
2007-06-13,1155.579
2007-06-14,1151.743
2007-06-18,1169.964
2007-06-19,1152.702
2007-06-20,1169.005
2007-06-21,1153.661
2007-06-22,1153.661
2007-06-25,1178.595
2007-06-26,1169.964
2007-06-27,1155.579
2007-07-02,1155.579
2007-07-03,1150.784
2007-07-04,1148.866
2007-07-05,1148.866
2007-07-06,1148.866
2007-07-09,1150.784
2007-07-10,1142.154
2007-07-11,1150.784
2007-07-12,1137.359
2007-07-13,1131.605
2007-07-16,1136.4
2007-07-17,1136.4
2007-07-18,1136.4
2007-07-19,1136.4
2007-07-20,1136.4
2007-07-23,1122.015
2007-07-24,1112.425
2007-07-25,1122.015
2007-07-26,1141.195
2007-07-27,1141.195
2007-08-01,1169.964
2007-08-02,1199.693
2007-08-03,1227.503
2007-08-06,1208.324
2007-08-07,1209.283
2007-08-08,1189.144
2007-08-09,1248.601
2007-08-10,1246.683
2007-08-13,1246.683
2007-08-15,1220.79
2007-08-16,1241.888
2007-08-17,1237.093
2007-08-22,1201.611
2007-08-23,1237.093
2007-08-24,1239.011
2007-08-27,1227.503
2007-08-28,1235.175
2007-08-29,1237.093
2007-08-30,1235.175
2007-08-31,1217.913
2007-09-03,1217.913
2007-09-04,1217.913
2007-09-05,1246.683
2007-09-06,1208.324
2007-09-07,1217.913
2007-09-10,1241.888
2007-09-11,1217.913
2007-09-12,1198.734
2007-09-13,1198.734
2007-09-14,1217.913
2007-09-17,1198.734
2007-09-18,1188.185
2007-09-19,1150.784
2007-09-21,1160.374
2007-09-24,1160.374
2007-09-25,1160.374
2007-09-26,1150.784
2007-09-27,1192.98
2007-09-28,1188.185
2007-10-01,1189.144
2007-10-02,1179.554
2007-10-03,1150.784
2007-10-04,1184.349
2007-10-05,1169.964
2007-10-08,1150.784
2007-10-09,1169.964
2007-10-10,1150.784
2007-10-11,1150.784
2007-10-12,1143.113
2007-10-15,1175.718
2007-10-16,1169.964
2007-10-17,1163.251
2007-10-18,1169.964
2007-10-19,1168.046
2007-10-22,1169.964
2007-10-23,1169.964
2007-10-24,1165.169
2007-10-25,1169.005
2007-10-26,1150.784
2007-10-29,1150.784
2007-10-30,1150.784
2007-10-31,1107.63
2007-11-01,1118.179
2007-11-02,1131.605
2007-11-05,1131.605
2007-11-07,1122.015
2007-11-08,1148.866
2007-11-09,1141.195
2007-11-12,1136.4
2007-11-13,1136.4
2007-11-14,1126.81
2007-11-15,1122.974
2007-11-16,1145.03
2007-11-19,1123.933
2007-11-20,1114.343
2007-11-21,1114.343
2007-11-22,1114.343
2007-11-23,1131.605
2007-11-26,1094.204
2007-11-27,1089.409
2007-11-28,1099.958
2007-11-29,1098.999
2007-11-30,1102.835
2007-12-03,1083.655
2007-12-04,1130.646
2007-12-05,1129.687
2007-12-06,1093.245
2007-12-07,1066.394
2007-12-10,1069.271
2007-12-11,1074.065
2007-12-12,1083.655
2007-12-13,1083.655
2007-12-14,1107.63
2007-12-17,1083.655
2007-12-18,1098.04
2007-12-19,1074.065
2007-12-20,1054.886
2007-12-24,1064.476
2007-12-25,1083.655
2007-12-26,1083.655
2007-12-27,1084.614
2007-12-28,1098.04
2007-12-31,1098.04
2008-01-02,1127.769
2008-01-03,1140.236
2008-01-04,1148.866
2008-01-07,1141.195
2008-01-08,1150.784
2008-01-09,1150.784
2008-01-14,1150.784
2008-01-15,1150.784
2008-01-16,1121.056
2008-01-17,1112.425
2008-01-18,1112.425
2008-01-21,1079.819
2008-01-22,1078.86
2008-01-23,1102.835
2008-01-24,1102.835
2008-01-25,1103.794
2008-01-28,1098.04
2008-01-29,1098.04
2008-01-30,1112.425
2008-01-31,1102.835
2008-02-01,1130.646
2008-02-04,1142.154
2008-02-05,1138.318
2008-02-06,1126.81
2008-02-07,1135.441
2008-02-08,1140.236
2008-02-11,1131.605
2008-02-12,1131.605
2008-02-13,1131.605
2008-02-14,1131.605
2008-02-15,1118.179
2008-02-18,1131.605
2008-02-19,1118.179
2008-02-20,1131.605
2008-02-21,1122.015
2008-02-22,1141.195
2008-02-25,1127.769
2008-02-26,1131.605
2008-02-27,1137.359
2008-02-28,1136.4
2008-02-29,1131.605
2008-03-03,1112.425
2008-03-04,1102.835
2008-03-05,1100.917
2008-03-06,1104.753
2008-03-07,1104.753
2008-03-10,1104.753
2008-03-11,1107.63
2008-03-12,1116.261
2008-03-13,1117.22
2008-03-14,1112.425
2008-03-17,1112.425
2008-03-18,1130.646
2008-03-19,1106.671
2008-03-24,1104.753
2008-03-25,1112.425
2008-03-26,1105.712
2008-03-27,1105.712
2008-03-28,1121.056
2008-03-31,1103.794
2008-04-01,1102.835
2008-04-02,1098.04
2008-04-03,1098.04
2008-04-04,1107.63
2008-04-07,1106.671
2008-04-08,1106.671
2008-04-09,1112.425
2008-04-10,1094.204
2008-04-11,1094.204
2008-04-14,1093.245
2008-04-15,1102.835
2008-04-16,1100.917
2008-04-17,1100.917
2008-04-18,1101.876
2008-04-21,1074.065
2008-04-22,1074.065
2008-04-23,1075.024
2008-04-24,1064.476
2008-04-25,1069.271
2008-04-28,1069.271
2008-04-29,1083.655
2008-04-30,1083.655
2008-05-02,1082.696
2008-05-05,1075.983
2008-05-06,1093.245
2008-05-07,1091.327
2008-05-08,1129.687
2008-05-09,1129.687
2008-05-12,1129.687
2008-05-13,1084.614
2008-05-14,1093.245
2008-05-15,1102.835
2008-05-16,1102.835
2008-05-19,1089.409
2008-05-20,1093.245
2008-05-21,1093.245
2008-05-22,1089.409
2008-05-23,1091.327
2008-05-26,1086.532
2008-05-27,1093.245
2008-05-28,1096.122
2008-05-29,1097.081
2008-05-30,1102.835
2008-06-02,1093.245
2008-06-03,1093.245
2008-06-04,1094.204
2008-06-05,1094.204
2008-06-06,1083.655
2008-06-09,1093.245
2008-06-10,1094.204
2008-06-11,1098.04
2008-06-12,1098.04
2008-06-13,1098.04
2008-06-16,1102.835
2008-06-17,1098.04
2008-06-18,1098.04
2008-06-19,1087.491
2008-06-20,1079.819
2008-06-23,1067.353
2008-06-24,1098.04
2008-06-25,1092.286
2008-06-26,1078.86
2008-06-27,1071.188
2008-06-30,1062.558
2008-07-01,1090.368
2008-07-02,1090.368
2008-07-03,1088.45
2008-07-04,1074.065
2008-07-07,1083.655
2008-07-08,1083.655
2008-07-09,1074.065
2008-07-10,1083.655
2008-07-11,1083.655
2008-07-14,1083.655
2008-07-15,1083.655
2008-07-16,1083.655
2008-07-17,1083.655
2008-07-18,1083.655
2008-07-21,1083.655
2008-07-22,1083.655
2008-07-23,1074.065
2008-07-24,1083.655
2008-07-25,1074.065
2008-07-28,1082.696
2008-07-29,1075.024
2008-07-31,1082.696
2008-08-01,1080.778
2008-08-04,1031.87
2008-08-05,1054.886
2008-08-06,1054.886
2008-08-07,1054.886
2008-08-08,1072.147
2008-08-11,1038.583
2008-08-12,1032.829
2008-08-13,1035.706
2008-08-15,1054.886
2008-08-18,1069.271
2008-08-19,1069.271
2008-08-22,1069.271
2008-08-25,1069.271
2008-08-26,1064.476
2008-08-27,1068.312
2008-08-28,1054.886
2008-08-29,1067.353
2008-09-02,1078.86
2008-09-03,1064.476
2008-09-04,1054.886
2008-09-05,1064.476
2008-09-08,1045.296
2008-09-09,1035.706
2008-09-10,1035.706
2008-09-11,1035.706
2008-09-12,974.331
2008-09-15,985.839
2008-09-16,928.299
2008-09-17,872.678
2008-09-18,924.463
2008-09-19,958.987
2008-09-22,995.429
2008-09-23,963.782
2008-09-24,978.167
2008-09-25,968.577
2008-09-26,958.987
2008-09-29,904.325
2008-09-30,874.596
2008-10-03,867.883
2008-10-06,863.088
2008-10-07,899.53
2008-10-08,911.038
2008-10-09,914.874
2008-10-10,860.211
2008-10-13,911.038
2008-10-14,949.397
2008-10-15,919.669
2008-10-16,906.243
2008-10-17,939.807
2008-10-20,939.807
2008-10-21,939.807
2008-10-22,911.038
2008-10-23,911.038
2008-10-24,865.965
2008-10-27,861.17
2008-10-28,863.088
2008-10-29,864.047
2008-10-30,891.858
2008-10-31,910.079
2008-11-03,911.038
2008-11-04,911.038
2008-11-05,930.217
2008-11-07,911.038
2008-11-10,930.217
2008-11-11,930.217
2008-11-12,874.596
2008-11-13,865.965
2008-11-14,874.596
2008-11-17,872.678
2008-11-19,908.161
2008-11-20,906.243
2008-11-21,882.268
2008-11-24,891.858
2008-11-25,904.0
2008-11-26,906.0
2008-11-27,925.0
2008-11-28,925.0
2008-12-01,911.0
2008-12-02,907.0
2008-12-03,906.0
2008-12-04,900.0
2008-12-05,900.0
2008-12-08,900.0
2008-12-11,909.0
2008-12-12,900.0
2008-12-15,857.0
2008-12-16,865.0
2008-12-17,900.0
2008-12-18,871.0
2008-12-19,900.0
2008-12-22,874.0
2008-12-23,890.0
2008-12-24,870.0
2008-12-25,900.0
2008-12-26,846.0
2008-12-30,870.0
2008-12-31,920.0
2009-01-02,920.0
2009-01-05,920.0
2009-01-06,869.0
2009-01-07,830.0
2009-01-08,782.0
2009-01-09,800.0
2009-01-12,800.0
2009-01-13,795.0
2009-01-14,780.0
2009-01-15,780.0
2009-01-16,800.0
2009-01-19,781.0
2009-01-20,800.0
2009-01-21,800.0
2009-01-22,800.0
2009-01-23,771.0
2009-01-26,775.0
2009-01-27,800.0
2009-01-28,805.0
2009-01-29,805.0
2009-01-30,791.0
2009-02-02,800.0
2009-02-03,820.0
2009-02-04,820.0
2009-02-05,800.0
2009-02-06,815.0
2009-02-09,815.0
2009-02-10,817.0
2009-02-11,805.0
2009-02-12,809.0
2009-02-13,809.0
2009-02-16,805.0
2009-02-17,810.0
2009-02-18,820.0
2009-02-19,822.0
2009-02-20,820.0
2009-02-23,825.0
2009-02-24,820.0
2009-02-25,800.0
2009-02-26,811.0
2009-02-27,825.0
2009-03-02,825.0
2009-03-03,825.0
2009-03-04,825.0
2009-03-05,787.0
2009-03-06,801.0
2009-03-09,800.0
2009-03-12,800.0
2009-03-13,825.0
2009-03-16,825.0
2009-03-17,805.0
2009-03-18,805.0
2009-03-19,810.0
2009-03-20,820.0
2009-03-23,820.0
2009-03-24,801.0
2009-03-25,820.0
2009-03-26,804.0
2009-03-27,810.0
2009-03-30,810.0
2009-03-31,810.0
2009-04-01,810.0
2009-04-02,800.0
2009-04-03,800.0
2009-04-06,796.0
2009-04-07,765.0
2009-04-08,765.0
2009-04-09,766.0
2009-04-10,766.0
2009-04-13,762.0
2009-04-14,797.0
2009-04-15,797.0
2009-04-16,797.0
2009-04-17,808.0
2009-04-20,808.0
2009-04-21,808.0
2009-04-22,810.0
2009-04-23,820.0
2009-04-24,820.0
2009-04-27,820.0
2009-04-28,820.0
2009-04-29,820.0
2009-04-30,819.0
2009-05-04,815.0
2009-05-05,815.0
2009-05-06,815.0
2009-05-07,818.0
2009-05-08,818.0
2009-05-11,819.0
2009-05-12,818.0
2009-05-13,818.0
2009-05-14,820.0
2009-05-15,823.0
2009-05-18,823.0
2009-05-19,823.0
2009-05-20,823.0
2009-05-21,823.0
2009-05-22,823.0
2009-05-25,820.0
2009-05-26,820.0
2009-05-27,820.0
2009-05-28,819.0
2009-05-29,804.0
2009-06-01,850.0
2009-06-02,836.0
2009-06-03,800.0
2009-06-04,801.0
2009-06-05,800.0
2009-06-08,806.0
2009-06-09,805.0
2009-06-10,805.0
2009-06-11,808.0
2009-06-12,790.0
2009-06-15,806.0
2009-06-16,802.0
2009-06-17,800.0
2009-06-18,800.0
2009-06-19,800.0
2009-06-22,800.0
2009-06-23,797.0
2009-06-24,797.0
2009-06-25,784.0
2009-06-26,795.0
2009-06-29,795.0
2009-06-30,790.0
2009-07-01,795.0
2009-07-02,780.0
2009-07-03,788.0
2009-07-06,788.0
2009-07-07,788.0
2009-07-08,788.0
2009-07-09,788.0
2009-07-10,788.0
2009-07-13,765.0
2009-07-14,765.0
2009-07-15,785.0
2009-07-16,750.0
2009-07-17,750.0
2009-07-20,782.0
2009-07-21,775.0
2009-07-22,753.0
2009-07-23,780.0
2009-07-24,779.0
2009-07-27,779.0
2009-07-28,770.0
2009-07-29,770.0
2009-07-31,755.0
2009-08-03,760.0
2009-08-04,760.0
2009-08-05,752.0
2009-08-06,770.0
2009-08-07,770.0
2009-08-10,770.0
2009-08-11,770.0
2009-08-12,770.0
2009-08-13,770.0
2009-08-17,770.0
2009-08-18,760.0
2009-08-19,769.0
2009-08-24,770.0
2009-08-25,770.0
2009-08-26,770.0
2009-08-27,770.0
2009-08-28,770.0
2009-08-31,760.0
2009-09-01,760.0
2009-09-02,770.0
2009-09-03,770.0
2009-09-04,770.0
2009-09-07,760.0
2009-09-08,770.0
2009-09-09,760.0
2009-09-10,760.0
2009-09-11,769.0
2009-09-14,753.0
2009-09-15,753.0
2009-09-16,760.0
2009-09-17,760.0
2009-09-18,760.0
2009-09-23,760.0
2009-09-24,757.0
2009-09-25,770.0
2009-09-28,770.0
2009-09-29,770.0
2009-09-30,760.0
2009-10-01,794.0
2009-10-02,799.0
2009-10-05,813.0
2009-10-06,825.0
2009-10-07,873.0
2009-10-08,885.0
2009-10-09,880.0
2009-10-12,880.0
2009-10-13,880.0
2009-10-14,880.0
2009-10-15,880.0
2009-10-16,880.0
2009-10-19,880.0
2009-10-20,880.0
2009-10-21,880.0
2009-10-22,866.0
2009-10-23,875.0
2009-10-26,867.0
2009-10-27,874.0
2009-10-28,873.0
2009-10-29,874.0
2009-10-30,870.0
2009-11-02,870.0
2009-11-03,869.0
2009-11-04,870.0
2009-11-05,860.0
2009-11-09,859.0
2009-11-10,860.0
2009-11-11,858.0
2009-11-12,872.0
2009-11-13,865.0
2009-11-16,869.0
2009-11-17,869.0
2009-11-19,874.0
2009-11-20,872.0
2009-11-23,884.0
2009-11-24,937.0
2009-11-25,950.0
2009-11-26,947.0
2009-11-27,947.0
2009-11-30,945.0
2009-12-01,945.0
2009-12-02,928.0
2009-12-03,939.0
2009-12-04,910.0
2009-12-07,933.0
2009-12-08,933.0
2009-12-09,930.0
2009-12-10,930.0
2009-12-11,929.0
2009-12-14,930.0
2009-12-15,930.0
2009-12-16,928.0
2009-12-17,928.0
2009-12-21,928.0
2009-12-22,928.0
2009-12-23,950.0
2009-12-24,995.0
2009-12-25,990.0
2009-12-28,990.0
2009-12-29,987.0
2009-12-30,983.0
2009-12-31,925.0
2010-01-04,924.0
2010-01-05,924.0
2010-01-06,875.0
2010-01-07,875.0
2010-01-08,875.0
2010-01-12,870.0
2010-01-13,870.0
2010-01-14,860.0
2010-01-15,860.0
2010-01-18,860.0
2010-01-19,860.0
2010-01-20,860.0
2010-01-21,860.0
2010-01-22,860.0
2010-01-25,860.0
2010-01-26,860.0
2010-01-27,831.0
2010-01-28,850.0
2010-01-29,850.0
2010-02-01,845.0
2010-02-02,845.0
2010-02-03,845.0
2010-02-04,845.0
2010-02-05,845.0
2010-02-08,845.0
2010-02-09,850.0
2010-02-10,852.0
2010-02-11,855.0
2010-02-12,870.0
2010-02-15,870.0
2010-02-16,858.0
2010-02-17,852.0
2010-02-18,859.0
2010-02-19,875.0
2010-02-22,875.0
2010-02-23,875.0
2010-02-24,888.0
2010-02-25,888.0
2010-02-26,898.0
2010-03-01,905.0
2010-03-02,901.0
2010-03-03,918.0
2010-03-04,918.0
2010-03-05,918.0
2010-03-08,905.0
2010-03-09,918.0
2010-03-10,901.0
2010-03-11,906.0
2010-03-12,918.0
2010-03-15,918.0
2010-03-16,897.0
2010-03-17,897.0
2010-03-18,890.0
2010-03-19,900.0
2010-03-22,919.0
2010-03-23,900.0
2010-03-24,910.0
2010-03-25,910.0
2010-03-26,915.0
2010-03-29,960.0
2010-03-30,970.0
2010-03-31,970.0
2010-04-02,930.0
2010-04-05,930.0
2010-04-06,969.0
2010-04-07,969.0
2010-04-08,960.0
2010-04-09,961.0
2010-04-12,935.0
2010-04-13,970.0
2010-04-14,978.0
2010-04-15,978.0
2010-04-16,980.0
2010-04-19,979.0
2010-04-20,1010.0
2010-04-21,980.0
2010-04-22,980.0
2010-04-23,980.0
2010-04-26,985.0
2010-04-27,990.0
2010-04-28,987.0
2010-04-29,1009.0
2010-04-30,1000.0
2010-05-03,1010.0
2010-05-04,1028.0
2010-05-05,1010.0
2010-05-06,1000.0
2010-05-07,1002.0
2010-05-10,1001.0
2010-05-11,1010.0
2010-05-12,1015.0
2010-05-13,1030.0
2010-05-14,1028.0
2010-05-17,1025.0
2010-05-18,1028.0
2010-05-19,1028.0
2010-05-20,1030.0
2010-05-21,1049.0
2010-05-24,1010.0
2010-05-25,1040.0
2010-05-26,1040.0
2010-05-27,1010.0
2010-05-28,1000.0
2010-05-31,1000.0
2010-06-01,1000.0
2010-06-02,1000.0
2010-06-03,985.0
2010-06-04,995.0
2010-06-07,1000.0
2010-06-08,1000.0
2010-06-09,986.0
2010-06-10,986.0
2010-06-11,990.0
2010-06-14,985.0
2010-06-15,985.0
2010-06-16,986.0
2010-06-17,985.0
2010-06-18,950.0
2010-06-21,950.0
2010-06-22,952.0
2010-06-23,984.0
2010-06-24,984.0
2010-06-25,960.0
2010-06-29,999.0
2010-06-30,999.0
2010-07-01,952.0
2010-07-02,960.0
2010-07-05,960.0
2010-07-06,960.0
2010-07-07,960.0
2010-07-08,950.0
2010-07-09,950.0
2010-07-12,950.0
2010-07-13,950.0
2010-07-14,925.0
2010-07-15,980.0
2010-07-16,980.0
2010-07-19,925.0
2010-07-20,921.0
2010-07-21,921.0
2010-07-22,923.0
2010-07-23,960.0
2010-07-26,959.0
2010-07-27,958.0
2010-07-28,960.0
2010-07-29,960.0
2010-08-02,960.0
2010-08-03,975.0
2010-08-04,970.0
2010-08-05,969.0
2010-08-06,985.0
2010-08-09,985.0
2010-08-10,980.0
2010-08-11,985.0
2010-08-12,959.0
2010-08-13,959.0
2010-08-16,985.0
2010-08-17,985.0
2010-08-18,985.0
2010-08-19,988.0
2010-08-23,988.0
2010-08-24,985.0
2010-08-25,985.0
2010-08-26,985.0
2010-08-27,985.0
2010-08-30,985.0
2010-08-31,985.0
2010-09-01,989.0
2010-09-02,980.0
2010-09-03,985.0
2010-09-07,990.0
2010-09-13,979.0
2010-09-15,985.0
2010-09-16,985.0
2010-09-17,990.0
2010-09-20,985.0
2010-09-21,985.0
2010-09-22,1000.0
2010-09-23,1000.0
2010-09-24,1000.0
2010-09-27,970.0
2010-09-28,997.0
2010-09-29,997.0
2010-09-30,997.0
2010-10-01,997.0
2010-10-04,997.0
2010-10-05,960.0
2010-10-06,960.0
2010-10-07,980.0
2010-10-08,996.0
2010-10-11,996.0
2010-10-12,989.0
2010-10-13,990.0
2010-10-14,993.0
2010-10-15,994.0
2010-10-18,995.0
2010-10-19,1010.0
2010-10-20,1060.0
2010-10-21,1060.0
2010-10-22,1060.0
2010-10-25,1060.0
2010-10-26,1060.0
2010-10-27,1008.0
2010-10-28,1026.0
2010-10-29,1026.0
2010-11-01,1020.0
2010-11-02,1016.0
2010-11-03,1049.0
2010-11-04,1049.0
2010-11-05,1049.0
2010-11-08,1078.0
2010-11-09,1078.0
2010-11-10,1078.0
2010-11-11,1078.0
2010-11-12,1075.0
2010-11-15,1074.0
2010-11-16,1074.0
2010-11-19,1074.0
2010-11-22,1020.0
2010-11-23,1060.0
2010-11-24,1060.0
2010-11-25,1059.0
2010-11-26,1058.0
2010-11-29,1068.0
2010-11-30,1072.0
2010-12-01,1072.0
2010-12-02,1069.0
2010-12-03,1069.0
2010-12-06,1068.0
2010-12-08,1075.0
2010-12-09,1027.0
2010-12-10,1069.0
2010-12-13,1031.0
2010-12-14,1031.0
2010-12-15,1031.0
2010-12-16,1025.0
2010-12-17,1035.0
2010-12-20,1020.0
2010-12-21,1013.0
2010-12-22,1013.0
2010-12-23,1015.0
2010-12-24,1007.0
2010-12-27,1006.0
2010-12-28,1008.0
2010-12-29,1006.0
2010-12-30,1005.0
2010-12-31,1030.0
2011-01-03,1035.0
2011-01-04,1025.0
2011-01-05,1030.0
2011-01-06,1030.0
2011-01-07,1050.0
2011-01-10,1050.0
2011-01-12,1099.0
2011-01-13,1103.0
2011-01-14,1130.0
2011-01-17,1120.0
2011-01-18,1119.0
2011-01-19,1115.0
2011-01-20,1098.0
2011-01-21,1115.0
2011-01-24,1113.0
2011-01-25,1111.0
2011-01-26,1111.0
2011-01-27,1111.0
2011-01-28,1080.0
2011-01-31,1070.0
2011-02-01,1070.0
2011-02-02,1070.0
2011-02-03,1070.0
2011-02-04,1070.0
2011-02-07,1100.0
2011-02-08,1100.0
2011-02-09,1080.0
2011-02-10,1050.0
2011-02-11,1070.0
2011-02-14,1090.0
2011-02-15,1090.0
2011-02-18,1054.0
2011-02-21,1002.0
2011-02-22,1020.0
2011-02-23,1020.0
2011-02-24,1020.0
2011-02-25,1010.0
2011-02-28,1019.0
2011-03-01,1012.0
2011-03-02,1012.0
2011-03-03,1013.0
2011-03-04,1012.0
2011-03-07,1012.0
2011-03-08,1016.0
2011-03-09,1013.0
2011-03-10,1013.0
2011-03-11,1014.0
2011-03-14,1020.0
2011-03-15,1021.0
2011-03-16,1021.0
2011-03-17,1020.0
2011-03-18,1060.0
2011-03-21,1020.0
2011-03-22,1020.0
2011-03-23,1020.0
2011-03-24,1020.0
2011-03-25,1020.0
2011-03-28,1016.0
2011-03-29,1016.0
2011-03-30,1018.0
2011-03-31,1013.0
2011-04-01,1005.0
2011-04-04,1005.0
2011-04-05,1005.0
2011-04-06,1010.0
2011-04-07,1010.0
2011-04-08,1010.0
2011-04-11,1010.0
2011-04-12,1010.0
2011-04-13,1010.0
2011-04-14,1010.0
2011-04-15,1004.0
2011-04-18,1004.0
2011-04-19,999.0
2011-04-20,999.0
2011-04-21,999.0
2011-04-22,999.0
2011-04-25,999.0
2011-04-26,999.0
2011-04-27,984.0
2011-04-28,984.0
2011-04-29,932.0
2011-05-02,932.0
2011-05-03,950.0
2011-05-04,950.0
2011-05-05,990.0
2011-05-06,985.0
2011-05-09,985.0
2011-05-10,985.0
2011-05-11,970.0
2011-05-12,970.0
2011-05-13,988.0
2011-05-16,989.0
2011-05-17,930.0
2011-05-18,932.0
2011-05-19,945.0
2011-05-20,945.0
2011-05-23,920.0
2011-05-24,910.0
2011-05-25,916.0
2011-05-26,923.0
2011-05-27,970.0
2011-05-30,975.0
2011-05-31,989.0
2011-06-01,1000.0
2011-06-02,1000.0
2011-06-03,1000.0
2011-06-06,955.0
2011-06-07,955.0
2011-06-08,990.0
2011-06-09,989.0
2011-06-10,990.0
2011-06-13,990.0
2011-06-14,990.0
2011-06-15,980.0
2011-06-16,930.0
2011-06-17,931.0
2011-06-20,930.0
2011-06-21,930.0
2011-06-22,930.0
2011-06-23,903.0
2011-06-24,911.0
2011-06-27,911.0
2011-06-28,965.0
2011-06-29,916.0
2011-06-30,910.0
2011-07-01,910.0
2011-07-04,963.0
2011-07-05,963.0
2011-07-06,963.0
2011-07-07,910.0
2011-07-08,909.0
2011-07-11,909.0
2011-07-12,909.0
2011-07-13,909.0
2011-07-14,909.0
2011-07-15,911.0
2011-07-18,915.0
2011-07-19,925.0
2011-07-20,959.0
2011-07-21,910.0
2011-07-22,911.0
2011-07-25,962.0
2011-07-26,922.0
2011-07-27,922.0
2011-07-28,922.0
2011-07-29,922.0
2011-08-01,867.0
2011-08-02,917.0
2011-08-03,862.0
2011-08-04,853.0
2011-08-05,834.0
2011-08-08,883.0
2011-08-09,832.0
2011-08-10,808.0
2011-08-11,796.0
2011-08-12,825.0
2011-08-15,874.0
2011-08-16,830.0
2011-08-17,830.0
2011-08-18,830.0
2011-08-19,834.0
2011-08-22,834.0
2011-08-23,834.0
2011-08-24,834.0
2011-08-25,834.0
2011-08-26,825.0
2011-08-29,825.0
2011-08-30,816.0
