date,NKL
2015-08-13,39.1
2015-08-17,39.99
2015-08-18,39.1
2015-08-19,39.05
2015-08-24,39.0
2015-08-25,39.98
2015-08-26,39.98
2015-08-27,39.98
2015-08-28,38.5
2015-08-31,38.5
2015-09-01,38.5
2015-09-02,40.75
2015-09-03,40.75
2015-09-04,40.75
2015-09-07,40.75
2015-09-08,40.75
2015-09-09,38.97
2015-09-10,38.97
2015-09-11,38.75
2015-09-14,40.6
2015-09-15,38.9
2015-09-16,40.5
2015-09-17,40.39
2015-09-18,40.0
2015-09-21,40.0
2015-09-22,38.99
2015-09-23,38.98
2015-09-28,38.94
2015-09-29,40.27
2015-09-30,40.29
2015-10-01,40.29
2015-10-02,40.29
2015-10-05,40.29
2015-10-06,40.29
2015-10-07,39.99
2015-10-08,38.9
2015-10-09,39.96
2015-10-12,39.89
2015-10-13,38.0
2015-10-14,38.5
2015-10-16,38.0
2015-10-19,37.77
2015-10-20,38.0
2015-10-21,38.0
2015-10-22,38.0
2015-10-23,39.84
2015-10-26,39.45
2015-10-27,38.46
2015-10-28,39.3
2015-10-29,39.3
2015-10-30,39.8
2015-11-02,39.86
2015-11-03,39.86
2015-11-04,39.2
2015-11-05,38.6
2015-11-09,39.94
2015-11-10,39.94
2015-11-11,39.94
2015-11-12,39.95
2015-11-13,39.95
2015-11-16,39.94
2015-11-17,39.94
2015-11-19,39.94
2015-11-20,39.94
2015-11-23,38.7
2015-11-24,38.4
2015-11-25,39.35
2015-11-26,39.35
2015-11-27,38.42
2015-11-30,38.25
2015-12-01,38.0
2015-12-02,39.2
2015-12-03,39.77
2015-12-04,39.77
2015-12-07,39.77
2015-12-08,37.85
2015-12-09,39.41
2015-12-10,39.41
2015-12-11,37.8
2015-12-14,37.81
2015-12-15,39.4
2015-12-16,37.88
2015-12-17,37.88
2015-12-18,37.9
2015-12-21,37.88
2015-12-22,37.88
2015-12-23,37.28
2015-12-28,37.88
2015-12-29,37.84
2015-12-30,37.5
2015-12-31,38.99
2016-01-04,38.99
2016-01-05,38.99
2016-01-06,38.5
2016-01-07,37.55
2016-01-08,38.5
2016-01-12,38.5
2016-01-13,38.5
2016-01-14,39.27
2016-01-15,39.27
2016-01-18,39.27
2016-01-19,38.0
2016-01-20,38.0
2016-01-21,39.26
2016-01-22,39.26
2016-01-25,38.5
2016-01-26,38.5
2016-01-27,38.5
2016-01-28,39.0
2016-01-29,40.0
2016-02-01,41.0
2016-02-02,40.5
2016-02-03,40.98
2016-02-04,40.0
2016-02-05,41.0
2016-02-08,40.25
2016-02-09,40.98
2016-02-10,40.25
2016-02-11,40.25
2016-02-12,40.25
2016-02-15,40.0
2016-02-16,39.5
2016-02-17,39.4
2016-02-18,39.46
2016-02-19,39.5
2016-02-22,39.5
2016-02-23,40.1
2016-02-24,40.5
2016-02-25,40.5
2016-02-26,40.5
2016-02-29,40.26
2016-03-01,40.5
2016-03-02,40.99
2016-03-03,41.4
2016-03-04,42.0
2016-03-07,40.41
2016-03-08,41.2
2016-03-09,41.97
2016-03-10,42.44
2016-03-11,42.9
2016-03-14,41.25
2016-03-15,42.1
2016-03-16,42.01
2016-03-17,43.35
2016-03-18,43.25
2016-03-21,42.76
2016-03-22,43.0
2016-03-23,44.2
2016-03-24,43.9
2016-03-25,44.74
2016-03-28,44.15
2016-03-29,45.01
2016-03-30,45.0
2016-03-31,45.9
2016-04-01,45.22
2016-04-04,45.24
2016-04-05,46.0
2016-04-06,46.0
2016-04-07,45.9
2016-04-08,43.5
2016-04-11,45.96
2016-04-12,45.0
2016-04-13,44.0
2016-04-14,43.98
2016-04-15,44.5
2016-04-18,44.98
2016-04-19,45.0
2016-04-20,44.76
2016-04-21,45.94
2016-04-22,50.0
2016-04-25,50.49
2016-04-26,50.0
2016-04-27,49.0
2016-04-28,49.0
2016-04-29,50.45
2016-05-02,50.0
2016-05-03,50.44
2016-05-04,50.1
2016-05-05,52.98
2016-05-06,54.0
2016-05-09,53.9
2016-05-10,55.49
2016-05-11,59.0
2016-05-12,55.46
2016-05-13,52.14
2016-05-16,53.99
2016-05-17,54.0
2016-05-18,55.02
2016-05-19,56.0
2016-05-20,54.4
2016-05-23,55.49
2016-05-24,55.44
2016-05-25,53.0
2016-05-26,53.2
2016-05-27,53.2
2016-05-30,56.0
2016-05-31,56.0
2016-06-01,55.15
2016-06-02,55.4
2016-06-03,56.0
2016-06-06,55.8
2016-06-07,55.54
2016-06-08,55.54
2016-06-09,56.02
2016-06-10,56.04
2016-06-13,56.0
2016-06-14,56.0
2016-06-15,55.9
2016-06-16,55.58
2016-06-17,56.0
2016-06-20,56.12
2016-06-21,56.95
2016-06-22,56.2
2016-06-23,56.2
2016-06-24,56.4
2016-06-27,56.26
2016-06-28,56.0
2016-06-29,56.02
2016-06-30,56.02
2016-07-01,55.72
2016-07-04,55.72
2016-07-05,55.72
2016-07-11,52.84
2016-07-12,54.9
2016-07-13,54.9
2016-07-14,54.23
2016-07-15,51.0
2016-07-18,51.0
2016-07-19,51.0
2016-07-20,51.02
2016-07-21,52.0
2016-07-22,52.1
2016-07-25,53.5
2016-07-26,51.7
2016-07-27,52.5
2016-07-28,51.9
2016-07-29,51.8
2016-08-01,51.8
2016-08-02,51.1
2016-08-03,50.5
2016-08-04,50.25
2016-08-05,50.0
2016-08-08,50.0
2016-08-09,50.0
2016-08-10,50.74
2016-08-11,50.7
2016-08-12,50.7
2016-08-15,50.0
2016-08-16,50.0
2016-08-17,50.5
2016-08-18,50.06
2016-08-19,50.06
2016-08-22,50.0
2016-08-23,50.25
2016-08-24,51.96
2016-08-25,52.3
2016-08-26,52.3
2016-08-29,51.0
2016-08-30,52.4
2016-08-31,52.7
2016-09-01,52.53
2016-09-02,52.9
2016-09-05,52.5
2016-09-06,52.6
2016-09-07,52.5
2016-09-08,52.5
2016-09-09,51.5
2016-09-14,50.6
2016-09-15,50.6
2016-09-16,51.0
2016-09-19,51.0
2016-09-20,50.0
2016-09-21,49.17
2016-09-22,50.0
2016-09-23,50.6
2016-09-26,50.0
2016-09-27,50.1
2016-09-28,50.0
2016-09-29,50.0
2016-09-30,49.52
2016-10-04,49.94
2016-10-05,50.55
2016-10-06,50.55
2016-10-07,51.49
2016-10-10,51.0
2016-10-11,51.0
2016-10-12,50.03
2016-10-13,49.55
2016-10-14,50.0
2016-10-17,49.5
2016-10-18,51.0
2016-10-19,49.54
2016-10-20,49.65
2016-10-21,49.5
2016-10-24,48.56
2016-10-25,48.2
2016-10-26,48.5
2016-10-27,48.5
2016-10-28,48.5
2016-10-31,49.5
2016-11-01,49.5
2016-11-02,49.48
2016-11-03,49.3
2016-11-04,50.0
2016-11-07,50.93
2016-11-08,51.0
2016-11-09,51.0
2016-11-10,50.0
2016-11-11,49.5
2016-11-14,49.99
2016-11-15,48.64
2016-11-16,48.58
2016-11-17,49.95
2016-11-21,49.95
2016-11-22,50.5
2016-11-23,50.5
2016-11-24,50.0
2016-11-25,48.72
2016-11-28,50.45
2016-11-29,50.49
2016-11-30,50.39
2016-12-01,50.0
2016-12-02,50.0
2016-12-05,49.0
2016-12-06,50.0
2016-12-07,50.5
2016-12-08,50.96
2016-12-09,50.4
2016-12-14,52.0
2016-12-15,54.99
2016-12-16,57.0
2016-12-19,58.98
2016-12-20,58.5
2016-12-21,57.0
2016-12-22,56.5
2016-12-23,57.97
2016-12-26,56.0
2016-12-27,56.02
2016-12-28,57.0
2016-12-29,57.0
2016-12-30,57.0
2017-01-02,57.0
2017-01-03,57.01
2017-01-04,60.0
2017-01-05,63.5
2017-01-06,62.0
2017-01-09,62.0
2017-01-10,62.0
2017-01-12,62.99
2017-01-13,60.2
2017-01-16,60.3
2017-01-17,60.2
2017-01-18,60.2
2017-01-19,60.0
2017-01-20,60.8
2017-01-23,60.5
2017-01-24,61.0
2017-01-25,61.5
2017-01-26,60.8
2017-01-27,60.8
2017-01-30,59.0
2017-01-31,61.0
2017-02-01,59.05
2017-02-02,60.45
2017-02-03,59.0
2017-02-06,59.0
2017-02-07,60.44
2017-02-08,60.0
2017-02-09,58.0
2017-02-10,61.8
2017-02-13,61.8
2017-02-14,59.2
2017-02-15,59.5
2017-02-16,63.0
2017-02-17,63.0
2017-02-20,63.0
2017-02-21,63.0
2017-02-22,60.45
2017-02-23,62.45
2017-02-24,59.2
2017-02-27,59.2
2017-02-28,59.2
2017-03-01,61.0
2017-03-02,61.0
2017-03-03,59.6
2017-03-06,59.75
2017-03-07,59.75
2017-03-08,61.0
2017-03-09,60.9
2017-03-10,60.9
2017-03-13,60.9
2017-03-14,57.04
2017-03-15,60.0
2017-03-16,58.55
2017-03-17,60.7
2017-03-20,60.7
2017-03-21,58.5
2017-03-22,59.1
2017-03-23,58.2
2017-03-24,60.0
2017-03-27,59.89
2017-03-28,59.2
2017-03-29,57.5
2017-03-30,57.5
2017-03-31,57.1
2017-04-03,58.9
2017-04-04,58.8
2017-04-05,58.6
2017-04-06,58.6
2017-04-07,58.6
2017-04-10,58.6
2017-04-11,58.6
2017-04-12,58.6
2017-04-13,58.0
2017-04-14,58.0
2017-04-17,58.0
2017-04-18,58.0
2017-04-19,58.0
2017-04-20,58.0
2017-04-21,58.0
2017-04-24,58.0
2017-04-25,58.0
2017-04-26,58.0
2017-04-27,58.3
2017-04-28,58.3
2017-05-02,58.3
2017-05-03,58.3
2017-05-04,58.3
2017-05-05,58.45
2017-05-08,58.45
2017-05-09,58.45
2017-05-10,60.0
2017-05-11,60.0
2017-05-12,59.49
2017-05-15,59.49
2017-05-16,59.49
2017-05-17,59.49
2017-05-18,59.49
2017-05-19,59.49
2017-05-22,59.4
2017-05-23,59.4
2017-05-24,57.72
2017-05-25,57.72
2017-05-26,56.93
2017-05-29,58.6
2017-05-30,58.6
2017-05-31,58.6
2017-06-01,58.6
2017-06-02,58.6
2017-06-05,58.6
2017-06-06,56.85
2017-06-07,58.55
2017-06-08,58.55
2017-06-09,58.55
2017-06-12,58.55
2017-06-13,59.6
2017-06-14,59.45
2017-06-15,59.45
2017-06-16,59.39
2017-06-19,59.38
2017-06-20,59.3
2017-06-21,59.24
2017-06-22,59.19
2017-06-23,59.6
2017-06-28,60.0
2017-06-29,60.5
2017-06-30,61.0
2017-07-03,61.45
2017-07-04,60.4
2017-07-05,61.1
2017-07-06,59.75
2017-07-07,59.67
2017-07-10,59.67
2017-07-11,59.67
2017-07-12,58.9
2017-07-13,59.12
2017-07-14,59.05
2017-07-17,59.05
2017-07-18,57.0
2017-07-19,58.94
2017-07-20,58.94
2017-07-21,58.0
2017-07-24,56.64
2017-07-25,56.64
2017-07-26,57.9
2017-07-27,57.2
2017-07-28,56.64
2017-07-31,55.55
2017-08-01,57.0
2017-08-02,57.0
2017-08-03,55.62
2017-08-04,55.64
2017-08-07,55.64
2017-08-08,56.5
2017-08-09,55.0
2017-08-10,54.1
2017-08-11,56.5
2017-08-15,57.1
2017-08-16,55.01
2017-08-17,56.9
2017-08-18,56.5
2017-08-22,56.85
2017-08-23,54.81
2017-08-24,54.11
2017-08-25,56.39
2017-08-28,56.39
2017-08-29,55.1
2017-08-30,55.5
2017-08-31,56.74
2017-09-04,55.1
2017-09-05,56.69
2017-09-06,55.0
2017-09-07,55.0
2017-09-08,55.0
2017-09-11,55.98
2017-09-12,55.98
2017-09-13,55.98
2017-09-14,53.5
2017-09-15,53.5
2017-09-18,55.0
2017-09-19,55.7
2017-09-20,55.7
2017-09-21,55.7
2017-09-25,55.58
2017-09-26,55.58
2017-09-27,55.58
2017-09-28,50.25
2017-09-29,54.85
2017-10-02,54.85
2017-10-03,54.85
2017-10-04,52.6
2017-10-05,54.6
2017-10-06,54.58
2017-10-09,54.58
2017-10-10,54.14
2017-10-11,54.14
2017-10-12,52.11
2017-10-13,52.1
2017-10-16,52.1
2017-10-17,53.0
2017-10-18,53.0
2017-10-19,50.66
2017-10-20,50.8
2017-10-23,51.4
2017-10-24,52.87
2017-10-25,52.88
2017-10-26,52.88
2017-10-27,52.87
2017-10-30,52.87
2017-10-31,52.89
2017-11-01,52.89
2017-11-02,52.89
2017-11-03,51.8
2017-11-07,51.8
2017-11-08,52.0
2017-11-09,52.0
2017-11-10,52.0
2017-11-13,52.0
2017-11-14,52.0
2017-11-15,52.0
2017-11-16,51.8
2017-11-17,50.7
2017-11-20,53.77
2017-11-21,51.0
2017-11-22,52.74
2017-11-23,51.74
2017-11-24,51.74
2017-11-27,51.95
2017-11-28,51.9
2017-11-29,51.94
2017-11-30,50.44
2017-12-04,50.6
2017-12-05,50.6
2017-12-06,50.2
2017-12-07,50.2
2017-12-08,50.3
2017-12-11,48.9
2017-12-12,50.0
2017-12-13,50.0
2017-12-14,49.99
2017-12-15,49.99
2017-12-18,49.6
2017-12-19,49.01
2017-12-20,48.91
2017-12-21,49.6
2017-12-22,48.0
2017-12-25,49.45
2017-12-26,49.45
2017-12-27,49.45
2017-12-28,49.45
2017-12-29,49.45
2018-01-02,49.0
2018-01-03,49.5
2018-01-04,48.37
2018-01-05,48.65
2018-01-08,48.5
2018-01-09,48.4
2018-01-10,48.4
2018-01-12,48.5
2018-01-15,48.11
2018-01-16,48.01
2018-01-17,48.0
2018-01-18,48.0
2018-01-19,48.0
2018-01-22,49.99
2018-01-23,49.99
2018-01-24,49.99
2018-01-25,48.89
2018-01-26,47.9
2018-01-29,49.95
2018-01-30,48.25
2018-01-31,48.01
2018-02-01,48.01
2018-02-02,49.0
2018-02-05,48.0
2018-02-06,48.99
2018-02-07,48.99
2018-02-08,48.0
2018-02-09,48.0
2018-02-12,48.01
2018-02-13,48.1
2018-02-14,49.45
2018-02-15,49.45
2018-02-16,49.45
2018-02-19,49.45
2018-02-20,48.52
2018-02-21,48.61
2018-02-22,49.0
2018-02-23,48.0
2018-02-26,49.9
2018-02-27,49.9
2018-02-28,49.9
2018-03-01,49.9
2018-03-02,49.9
2018-03-05,49.5
2018-03-06,49.5
2018-03-07,49.5
2018-03-08,50.5
2018-03-09,49.5
2018-03-12,49.0
2018-03-13,49.0
2018-03-14,48.0
2018-03-15,50.0
2018-03-16,50.0
2018-03-19,50.0
2018-03-20,50.0
2018-03-21,48.95
2018-03-22,48.95
2018-03-23,48.9
2018-03-26,48.9
2018-03-27,49.0
2018-03-28,49.0
2018-03-29,45.05
2018-03-30,48.79
2018-04-02,48.79
2018-04-03,48.75
2018-04-04,48.45
2018-04-05,47.76
2018-04-06,46.0
2018-04-09,45.52
2018-04-10,47.9
2018-04-11,47.73
2018-04-12,47.5
2018-04-13,48.0
2018-04-16,48.0
2018-04-17,47.99
2018-04-18,46.0
2018-04-19,48.0
2018-04-20,46.9
2018-04-23,47.9
2018-04-24,47.9
2018-04-25,47.9
2018-04-26,47.9
2018-04-27,47.9
2018-04-30,47.8
2018-05-02,47.9
2018-05-03,47.89
2018-05-04,45.79
2018-05-07,45.79
2018-05-08,45.91
2018-05-09,45.92
2018-05-10,47.0
2018-05-11,45.6
2018-05-14,44.5
2018-05-15,44.2
2018-05-16,45.79
2018-05-17,45.7
2018-05-18,45.7
2018-05-21,45.0
2018-05-22,45.0
2018-05-23,45.0
2018-05-24,45.0
2018-05-25,42.7
2018-05-28,42.7
2018-05-29,44.95
2018-05-30,44.95
2018-05-31,44.95
2018-06-01,41.02
2018-06-04,42.5
2018-06-05,40.16
2018-06-06,40.0
2018-06-07,40.0
2018-06-08,43.8
2018-06-11,43.8
2018-06-12,43.8
2018-06-13,43.8
2018-06-14,42.49
2018-06-18,44.0
2018-06-19,44.0
2018-06-20,44.0
2018-06-21,44.0
2018-06-22,44.0
2018-06-25,44.0
2018-06-26,40.0
2018-06-27,40.1
2018-06-28,40.1
2018-06-29,42.0
2018-07-02,38.15
2018-07-03,38.21
2018-07-04,39.3
2018-07-05,39.3
2018-07-06,41.69
2018-07-09,41.69
2018-07-10,41.69
2018-07-11,41.69
2018-07-12,41.69
2018-07-13,39.43
2018-07-16,39.43
2018-07-17,40.0
2018-07-18,41.18
2018-07-19,41.0
2018-07-20,41.0
2018-07-23,41.0
2018-07-24,41.0
2018-07-25,41.0
2018-07-26,41.0
2018-07-27,41.0
2018-07-31,41.0
2018-08-01,41.0
2018-08-02,41.0
2018-08-03,41.0
2018-08-06,41.0
2018-08-07,41.0
2018-08-08,36.92
2018-08-09,36.92
2018-08-10,37.05
2018-08-13,37.05
2018-08-15,37.05
2018-08-16,37.05
2018-08-17,37.05
2018-08-24,37.05
2018-08-27,37.05
2018-08-28,37.05
2018-08-29,37.05
2018-08-30,35.21
2018-08-31,35.21
2018-09-03,35.21
2018-09-04,35.21
2018-09-05,35.21
2018-09-06,38.65
2018-09-07,37.0
2018-09-10,37.0
2018-09-12,36.5
2018-09-13,32.86
2018-09-14,32.06
2018-09-17,32.02
2018-09-18,32.05
2018-09-19,32.05
2018-09-20,32.05
2018-09-21,32.05
2018-09-24,32.05
2018-09-25,32.05
2018-09-26,32.05
2018-09-27,32.05
2018-09-28,34.5
2018-10-01,37.0
2018-10-02,33.4
2018-10-03,34.51
2018-10-04,34.51
2018-10-05,37.9
2018-10-08,37.9
2018-10-09,37.9
2018-10-10,37.9
2018-10-11,34.2
2018-10-12,35.0
2018-10-15,35.0
2018-10-16,35.0
2018-10-17,35.0
2018-10-18,35.0
2018-10-19,38.4
2018-10-22,39.5
2018-10-23,35.6
2018-10-24,37.88
2018-10-25,37.88
2018-10-26,34.45
2018-10-29,34.45
2018-10-30,34.45
2018-10-31,34.45
2018-11-01,35.0
2018-11-02,35.0
2018-11-05,35.0
2018-11-07,37.35
2018-11-08,37.88
2018-11-09,37.88
2018-11-12,37.88
2018-11-13,37.85
2018-11-14,37.88
2018-11-15,37.88
2018-11-16,37.88
2018-11-19,37.88
2018-11-22,37.88
2018-11-23,34.65
2018-11-26,34.67
2018-11-27,34.67
2018-11-28,37.4
2018-11-29,35.05
2018-11-30,37.4
2018-12-03,37.4
2018-12-04,37.4
2018-12-05,36.2
2018-12-06,36.2
2018-12-07,36.2
2018-12-10,36.2
2018-12-11,37.2
2018-12-12,37.2
2018-12-13,37.2
2018-12-14,35.0
2018-12-17,35.0
2018-12-18,37.8
2018-12-19,37.8
2018-12-20,37.8
2018-12-21,35.0
2018-12-24,35.0
2018-12-25,35.0
2018-12-26,35.0
2018-12-27,35.0
2018-12-28,35.2
2018-12-31,37.69
2019-01-02,37.69
2019-01-03,37.69
2019-01-04,37.69
2019-01-07,37.69
2019-01-08,37.69
2019-01-09,37.69
2019-01-10,37.69
2019-01-14,37.69
2019-01-15,37.48
2019-01-16,37.48
2019-01-17,37.48
2019-01-18,37.0
2019-01-21,37.0
2019-01-22,37.0
2019-01-23,35.0
2019-01-24,35.0
2019-01-25,34.02
2019-01-28,34.02
2019-01-29,34.51
2019-01-30,34.51
2019-01-31,34.51
2019-02-01,36.39
2019-02-04,36.39
2019-02-05,36.39
2019-02-06,36.39
2019-02-07,36.39
2019-02-08,36.39
2019-02-11,36.39
2019-02-12,36.39
2019-02-13,36.39
2019-02-14,36.39
2019-02-15,34.1
2019-02-18,34.4
2019-02-19,34.4
2019-02-20,34.4
2019-02-21,34.4
2019-02-22,34.4
2019-02-25,34.4
2019-02-26,34.26
2019-02-27,34.97
2019-02-28,34.97
2019-03-01,34.89
2019-03-04,34.89
2019-03-05,34.97
2019-03-06,34.19
2019-03-07,34.6
2019-03-08,32.2
2019-03-11,32.2
2019-03-12,34.5
2019-03-13,34.5
2019-03-14,34.45
2019-03-15,32.3
2019-03-18,32.3
2019-03-19,33.99
2019-03-20,31.75
2019-03-21,31.75
2019-03-22,31.75
2019-03-25,33.99
2019-03-26,33.99
2019-03-27,33.99
2019-03-28,34.45
2019-03-29,34.45
2019-04-01,34.45
2019-04-02,34.45
2019-04-03,34.45
2019-04-04,34.45
2019-04-05,34.45
2019-04-08,34.45
2019-04-09,34.4
2019-04-10,34.0
2019-04-11,33.99
2019-04-12,32.05
2019-04-15,33.98
2019-04-16,33.98
2019-04-17,33.98
2019-04-18,33.98
2019-04-19,30.7
2019-04-22,33.0
2019-04-23,31.79
2019-04-24,31.0
2019-04-25,33.0
2019-04-26,33.0
2019-04-29,33.0
2019-04-30,33.0
2019-05-02,33.0
2019-05-03,33.0
2019-05-06,33.0
2019-05-07,33.0
2019-05-08,33.0
2019-05-09,33.0
2019-05-10,33.0
2019-05-13,33.0
2019-05-14,33.0
2019-05-15,30.6
2019-05-16,30.6
2019-05-17,30.33
2019-05-20,30.33
2019-05-21,30.33
2019-05-22,30.33
2019-05-23,30.33
2019-05-24,32.0
2019-05-27,32.0
2019-05-28,32.0
2019-05-29,32.5
2019-05-30,32.5
2019-05-31,32.5
2019-06-03,32.5
2019-06-04,32.89
2019-06-10,32.89
2019-06-11,32.89
2019-06-12,32.89
2019-06-13,32.89
2019-06-14,32.89
2019-06-17,32.89
2019-06-18,32.89
2019-06-19,31.3
2019-06-20,32.6
2019-06-21,32.6
2019-06-24,31.01
2019-06-25,30.1
2019-06-26,33.0
2019-06-27,32.5
2019-06-28,30.0
2019-07-01,32.9
2019-07-02,32.9
2019-07-03,32.9
2019-07-04,32.9
2019-07-05,32.9
2019-07-08,32.9
2019-07-09,32.9
2019-07-10,32.9
2019-07-11,30.0
2019-07-12,32.0
2019-07-15,32.0
2019-07-16,32.0
2019-07-17,32.0
2019-07-18,32.0
2019-07-19,31.99
2019-07-22,31.99
2019-07-23,31.2
2019-07-24,32.0
2019-07-25,32.0
2019-07-26,32.0
2019-07-29,30.28
2019-07-31,31.9
2019-08-01,31.9
2019-08-02,31.9
2019-08-05,31.9
2019-08-06,31.3
2019-08-07,29.4
2019-08-08,29.6
2019-08-09,31.29
2019-08-15,31.29
2019-08-16,29.9
2019-08-19,29.9
2019-08-22,31.29
2019-08-23,30.01
2019-08-26,30.01
2019-08-27,31.29
2019-08-28,31.29
2019-08-29,31.29
2019-08-30,31.29
2019-09-02,31.29
2019-09-03,31.29
2019-09-04,31.0
2019-09-05,31.0
2019-09-06,31.0
2019-09-09,30.07
2019-09-10,32.0
2019-09-11,32.0
2019-09-12,32.0
2019-09-13,32.0
2019-09-16,32.0
2019-09-17,32.0
2019-09-18,32.0
2019-09-19,32.0
2019-09-20,32.0
2019-09-23,30.1
2019-09-24,30.1
2019-09-25,30.1
2019-09-26,31.0
2019-09-27,31.0
2019-09-30,31.0
2019-10-01,29.5
2019-10-02,29.5
2019-10-03,29.5
2019-10-04,29.95
2019-10-07,29.95
2019-10-08,29.95
2019-10-09,29.95
2019-10-10,29.95
2019-10-11,29.95
2019-10-14,31.29
2019-10-15,32.0
2019-10-16,30.01
2019-10-17,30.01
2019-10-18,30.01
2019-10-21,30.01
2019-10-22,29.6
2019-10-23,32.5
2019-10-24,32.0
2019-10-25,32.0
2019-10-28,32.0
2019-10-29,32.0
2019-10-30,31.7
2019-10-31,31.7
2019-11-01,31.7
2019-11-04,31.7
2019-11-05,31.7
2019-11-07,31.4
2019-11-08,31.0
2019-11-12,31.0
2019-11-13,31.0
2019-11-14,30.75
2019-11-15,30.85
2019-11-19,30.85
2019-11-20,30.85
2019-11-21,31.0
2019-11-22,31.0
2019-11-25,31.0
2019-11-26,31.0
2019-11-27,31.0
2019-11-28,31.0
2019-11-29,31.0
2019-12-02,31.0
2019-12-03,31.0
2019-12-04,31.0
2019-12-05,31.0
2019-12-06,31.0
2019-12-09,31.0
2019-12-10,31.0
2019-12-11,29.51
2019-12-12,30.01
2019-12-13,30.05
2019-12-16,30.35
2019-12-17,31.29
2019-12-18,30.62
2019-12-19,32.83
2019-12-20,32.83
2019-12-23,31.99
2019-12-24,31.99
2019-12-25,31.99
2019-12-26,31.05
2019-12-27,31.06
2019-12-30,31.98
2019-12-31,31.03
2020-01-02,31.03
2020-01-03,31.35
2020-01-06,31.99
2020-01-07,31.41
2020-01-08,31.99
2020-01-09,31.99
2020-01-10,31.99
2020-01-13,31.98
2020-01-14,31.98
2020-01-15,31.98
2020-01-16,31.98
2020-01-17,31.6
2020-01-20,33.0
2020-01-21,31.7
2020-01-22,34.74
2020-01-23,37.0
2020-01-24,35.0
2020-01-27,35.0
2020-01-28,35.0
2020-01-29,33.96
2020-01-30,33.1
2020-01-31,33.1
2020-02-03,33.1
2020-02-04,35.7
2020-02-05,35.0
2020-02-06,35.0
2020-02-07,35.0
2020-02-10,35.0
2020-02-11,35.0
2020-02-12,33.35
2020-02-13,33.35
2020-02-14,33.5
2020-02-17,33.5
2020-02-18,33.5
2020-02-19,33.5
2020-02-20,33.5
2020-02-21,33.5
2020-02-24,33.5
2020-02-25,33.5
2020-02-26,33.5
2020-02-27,33.5
2020-02-28,33.5
2020-03-02,33.5
2020-03-03,33.61
2020-03-04,33.5
2020-03-05,33.51
2020-03-06,33.51
2020-03-09,33.0
2020-03-10,33.0
2020-03-11,33.0
2020-03-12,33.0
2020-03-13,31.4
2020-03-16,30.0
2020-03-17,30.0
2020-03-18,30.0
2020-03-19,28.95
2020-03-20,29.0
2020-03-23,29.0
2020-03-24,29.0
2020-03-25,29.0
2020-03-26,29.75
2020-03-27,29.75
2020-03-30,29.75
2020-03-31,29.8
2020-04-01,29.8
2020-04-02,29.8
2020-04-03,28.61
2020-04-06,27.55
2020-04-07,27.55
2020-04-08,27.0
2020-04-09,27.0
2020-04-10,28.0
2020-04-13,28.0
2020-04-14,28.0
2020-04-15,28.0
2020-04-16,28.0
2020-04-17,28.0
2020-04-20,26.89
2020-04-21,26.89
2020-04-22,26.89
2020-04-23,26.89
2020-04-24,25.86
2020-04-27,25.86
2020-04-28,25.86
2020-04-29,25.86
2020-04-30,25.86
2020-05-04,26.5
2020-05-05,27.53
2020-05-06,27.53
2020-05-07,28.63
2020-05-08,29.77
2020-05-11,28.59
2020-05-12,29.73
2020-05-13,29.73
2020-05-14,30.3
2020-05-15,31.3
2020-05-18,32.53
2020-05-19,32.53
2020-05-20,31.23
2020-05-21,31.23
2020-05-22,31.23
2020-05-26,31.23
2020-05-27,31.23
2020-05-28,32.05
2020-05-29,32.05
2020-06-01,32.05
2020-06-02,32.67
2020-06-03,32.99
2020-06-04,33.97
2020-06-05,33.97
2020-06-08,33.97
2020-06-09,33.97
2020-06-10,33.97
2020-06-11,33.97
2020-06-12,33.97
2020-06-15,33.97
2020-06-16,33.97
2020-06-17,33.97
2020-06-18,33.97
2020-06-19,33.97
2020-06-22,33.97
2020-06-23,33.97
2020-06-24,32.62
2020-06-25,32.62
2020-06-26,32.0
2020-06-29,32.0
2020-06-30,32.0
2020-07-01,32.0
2020-07-02,32.0
2020-07-03,32.0
2020-07-06,32.0
2020-07-07,32.0
2020-07-08,31.0
2020-07-09,31.0
2020-07-10,31.0
2020-07-13,31.95
2020-07-14,31.95
2020-07-15,31.94
2020-07-16,31.94
2020-07-17,31.94
2020-07-20,31.94
2020-07-21,31.94
2020-07-22,31.94
2020-07-23,31.94
2020-07-24,31.94
2020-07-27,31.94
2020-07-28,30.67
2020-07-29,30.67
2020-08-03,30.67
2020-08-04,30.67
2020-08-05,30.67
2020-08-06,30.67
2020-08-07,30.67
2020-08-10,30.67
2020-08-11,29.45
2020-08-12,29.45
2020-08-13,29.45
2020-08-17,29.45
2020-08-18,29.45
2020-08-19,29.45
2020-08-24,29.45
2020-08-25,29.45
2020-08-26,28.28
2020-08-27,28.28
2020-08-28,28.28
2020-08-31,28.0
2020-09-01,28.0
2020-09-02,28.0
2020-09-03,28.0
2020-09-04,28.0
2020-09-07,28.0
2020-09-08,28.0
2020-09-09,28.0
2020-09-10,28.0
2020-09-11,28.0
2020-09-14,28.0
2020-09-15,28.0
2020-09-16,27.21
2020-09-17,27.21
2020-09-18,27.21
2020-09-21,28.28
2020-09-22,28.28
2020-09-23,28.28
2020-09-24,28.28
2020-09-25,28.28
2020-09-28,28.28
2020-09-29,28.28
2020-09-30,28.28
