date,AFM
2020-11-20,1020.0
2020-11-23,1020.0
2020-11-24,1001.0
2020-11-25,1002.0
2020-11-26,1030.0
2020-11-27,1039.0
2020-11-30,1040.0
2020-12-01,1040.0
2020-12-02,1040.0
2020-12-03,1040.0
2020-12-04,1039.0
2020-12-07,1039.0
2020-12-08,1039.0
2020-12-09,1040.0
2020-12-10,1040.0
2020-12-11,1040.0
2020-12-14,1050.0
2020-12-15,1050.0
2020-12-16,1060.0
2020-12-17,1072.0
2020-12-18,1110.0
2020-12-21,1100.0
2020-12-22,1101.0
2020-12-23,1101.0
2020-12-24,1101.0
2020-12-25,1057.0
2020-12-28,1078.0
2020-12-29,1100.0
2020-12-30,1100.0
2020-12-31,1116.0
2021-01-04,1116.0
2021-01-05,1111.0
2021-01-06,1111.0
2021-01-07,1111.0
2021-01-08,1090.0
2021-01-12,1091.0
2021-01-13,1112.0
2021-01-14,1122.0
2021-01-15,1122.0
2021-01-18,1132.0
2021-01-19,1133.0
2021-01-20,1133.0
2021-01-21,1133.0
2021-01-22,1133.0
2021-01-25,1133.0
2021-01-26,1133.0
2021-01-27,1154.0
2021-01-28,1152.0
2021-01-29,1152.0
2021-02-01,1152.0
2021-02-02,1152.0
2021-02-03,1152.0
2021-02-04,1152.0
2021-02-05,1131.0
2021-02-08,1138.0
2021-02-09,1141.0
2021-02-10,1141.0
2021-02-11,1163.0
2021-02-12,1172.0
2021-02-15,1171.0
2021-02-16,1192.0
2021-02-17,1192.0
2021-02-18,1192.0
2021-02-19,1192.0
2021-02-22,1192.0
2021-02-23,1170.0
2021-02-24,1172.0
2021-02-25,1172.0
2021-02-26,1187.0
2021-03-01,1187.0
2021-03-02,1187.0
2021-03-03,1187.0
2021-03-04,1187.0
2021-03-05,1165.0
2021-03-08,1165.0
2021-03-09,1143.0
2021-03-10,1148.0
2021-03-11,1148.0
2021-03-12,1148.0
2021-03-15,1148.0
2021-03-16,1148.0
2021-03-17,1148.0
2021-03-18,1148.0
2021-03-19,1129.0
2021-03-22,1133.0
2021-03-23,1141.0
2021-03-24,1141.0
2021-03-25,1146.0
2021-03-26,1146.0
2021-03-29,1130.0
2021-03-30,1136.0
2021-03-31,1141.0
2021-04-01,1162.0
2021-04-02,1162.0
2021-04-05,1162.0
2021-04-06,1162.0
2021-04-07,1162.0
2021-04-08,1162.0
2021-04-09,1162.0
2021-04-12,1162.0
2021-04-13,1162.0
2021-04-14,1162.0
2021-04-15,1162.0
2021-04-16,1162.0
2021-04-19,1162.0
2021-04-20,1162.0
2021-04-21,1162.0
2021-04-22,1162.0
2021-04-23,1162.0
2021-04-26,1162.0
2021-04-27,1162.0
2021-04-28,1162.0
2021-04-29,1162.0
2021-04-30,1142.0
2021-05-03,1151.0
2021-05-04,1163.0
2021-05-05,1167.0
2021-05-06,1189.0
2021-05-07,1189.0
2021-05-10,1190.0
2021-05-11,1190.0
2021-05-12,1200.0
2021-05-17,1200.0
2021-05-18,1222.0
2021-05-19,1201.0
2021-05-20,1201.0
2021-05-21,1201.0
2021-05-24,1202.0
2021-05-25,1202.0
2021-05-26,1202.0
2021-05-27,1202.0
2021-05-28,1202.0
2021-05-31,1202.0
2021-06-01,1200.0
2021-06-02,1202.0
2021-06-03,1212.0
2021-06-04,1212.0
2021-06-07,1212.0
2021-06-08,1215.0
2021-06-09,1200.0
2021-06-10,1190.0
2021-06-11,1220.0
2021-06-14,1221.0
2021-06-15,1221.0
2021-06-16,1225.0
2021-06-17,1225.0
2021-06-18,1204.0
2021-06-21,1212.0
2021-06-22,1212.0
2021-06-23,1212.0
2021-06-24,1212.0
2021-06-25,1225.0
2021-06-28,1225.0
2021-06-29,1225.0
2021-06-30,1225.0
2021-07-01,1225.0
2021-07-02,1225.0
2021-07-05,1225.0
2021-07-06,1225.0
2021-07-07,1225.0
2021-07-08,1225.0
2021-07-09,1225.0
2021-07-12,1225.0
2021-07-13,1225.0
2021-07-14,1225.0
2021-07-15,1225.0
2021-07-16,1225.0
2021-07-19,1225.0
2021-07-20,1225.0
2021-07-23,1225.0
2021-07-26,1225.0
2021-07-27,1225.0
2021-07-28,1225.0
2021-07-29,1225.0
2021-08-02,1233.0
2021-08-03,1233.0
2021-08-04,1233.0
2021-08-05,1248.0
2021-08-06,1246.0
2021-08-09,1246.0
2021-08-11,1246.0
2021-08-12,1246.0
2021-08-13,1246.0
2021-08-16,1203.0
2021-08-17,1203.0
2021-08-18,1205.0
2021-08-19,1225.0
2021-08-23,1228.0
2021-08-24,1225.0
2021-08-25,1202.0
2021-08-26,1212.0
2021-08-27,1212.0
2021-08-30,1235.0
2021-08-31,1212.0
2021-09-01,1212.0
2021-09-02,1220.0
2021-09-03,1220.0
2021-09-06,1220.0
2021-09-07,1220.0
2021-09-08,1220.0
2021-09-09,1220.0
2021-09-10,1220.0
2021-09-13,1220.0
2021-09-14,1220.0
2021-09-15,1220.0
2021-09-16,1220.0
2021-09-17,1220.0
2021-09-20,1220.0
2021-09-21,1220.0
2021-09-22,1220.0
2021-09-23,1220.0
2021-09-24,1220.0
2021-09-27,1220.0
2021-09-28,1243.0
2021-09-29,1234.0
2021-09-30,1234.0
2021-10-01,1234.0
2021-10-04,1234.0
2021-10-05,1236.0
2021-10-06,1250.0
2021-10-07,1254.0
2021-10-08,1260.0
2021-10-11,1260.0
2021-10-12,1260.0
2021-10-13,1329.0
2021-10-14,1335.0
2021-10-15,1335.0
2021-10-18,1362.0
2021-10-21,1387.0
2021-10-22,1361.0
2021-10-25,1361.0
2021-10-26,1361.0
2021-10-27,1365.0
2021-10-28,1361.0
2021-10-29,1361.0
2021-11-01,1361.0
2021-11-02,1335.0
2021-11-03,1360.0
2021-11-04,1360.0
2021-11-05,1360.0
2021-11-08,1360.0
2021-11-09,1360.0
2021-11-10,1360.0
2021-11-11,1360.0
2021-11-12,1300.0
2021-11-15,1304.0
2021-11-16,1300.0
2021-11-17,1280.0
2021-11-19,1299.0
2021-11-22,1324.0
2021-11-23,1325.0
2021-11-24,1325.0
2021-11-25,1325.0
2021-11-26,1325.0
2021-11-29,1325.0
2021-11-30,1325.0
2021-12-01,1300.0
2021-12-02,1300.0
2021-12-03,1300.0
2021-12-06,1295.0
2021-12-07,1295.0
2021-12-08,1297.0
2021-12-09,1295.0
2021-12-10,1319.0
2021-12-13,1319.0
2021-12-14,1319.0
2021-12-15,1319.0
2021-12-16,1319.0
2021-12-17,1319.0
2021-12-20,1319.0
2021-12-21,1319.0
2021-12-22,1319.0
2021-12-23,1319.0
2021-12-24,1319.0
2021-12-27,1319.0
2021-12-28,1344.0
2021-12-29,1370.0
2021-12-30,1290.0
2021-12-31,1360.0
2022-01-03,1360.0
2022-01-04,1360.0
2022-01-05,1360.0
2022-01-06,1360.0
2022-01-07,1368.0
2022-01-10,1361.0
2022-01-12,1350.0
2022-01-13,1350.0
2022-01-14,1350.0
2022-01-17,1350.0
2022-01-18,1350.0
2022-01-19,1375.0
2022-01-20,1404.0
2022-01-21,1397.0
2022-01-24,1397.0
2022-01-25,1397.0
2022-01-26,1397.0
2022-01-27,1397.0
2022-01-28,1397.0
2022-01-31,1397.0
2022-02-01,1396.0
2022-02-02,1395.0
2022-02-03,1395.0
2022-02-04,1395.0
2022-02-07,1395.0
2022-02-08,1395.0
2022-02-09,1395.0
2022-02-10,1395.0
2022-02-11,1390.0
2022-02-14,1389.0
2022-02-15,1389.0
2022-02-16,1389.0
2022-02-17,1389.0
2022-02-18,1389.0
2022-02-21,1389.0
2022-02-22,1389.0
2022-02-23,1389.0
2022-02-24,1389.0
2022-02-25,1389.0
2022-02-28,1389.0
2022-03-01,1389.0
2022-03-02,1409.0
2022-03-03,1389.0
2022-03-04,1389.0
2022-03-07,1389.0
2022-03-08,1387.0
2022-03-09,1387.0
2022-03-10,1380.0
2022-03-11,1387.0
2022-03-14,1387.0
2022-03-15,1387.0
2022-03-16,1387.0
2022-03-17,1387.0
2022-03-18,1387.0
2022-03-21,1387.0
2022-03-22,1387.0
2022-03-23,1387.0
2022-03-24,1387.0
2022-03-25,1387.0
2022-03-28,1387.0
2022-03-29,1387.0
2022-03-30,1387.0
2022-03-31,1388.0
2022-04-01,1390.0
2022-04-04,1394.0
2022-04-05,1396.0
2022-04-06,1399.0
2022-04-07,1400.0
2022-04-08,1399.0
2022-04-11,1399.0
2022-04-12,1399.0
2022-04-13,1372.0
2022-04-14,1372.0
2022-04-15,1308.0
2022-04-18,1335.0
2022-04-19,1355.0
2022-04-20,1355.0
2022-04-21,1350.0
2022-04-22,1359.0
2022-04-25,1355.0
2022-04-26,1360.0
2022-04-27,1359.0
2022-04-28,1359.0
2022-04-29,1359.0
2022-05-04,1359.0
2022-05-05,1359.0
2022-05-06,1359.0
2022-05-09,1359.0
2022-05-10,1359.0
2022-05-11,1359.0
2022-05-12,1359.0
2022-05-13,1359.0
2022-05-16,1359.0
2022-05-17,1359.0
2022-05-18,1359.0
2022-05-19,1359.0
2022-05-20,1359.0
2022-05-23,1359.0
2022-05-24,1359.0
2022-05-25,1359.0
2022-05-26,1359.0
2022-05-27,1332.0
2022-05-30,1333.0
2022-05-31,1332.0
2022-06-01,1333.0
2022-06-02,1335.0
2022-06-03,1361.0
2022-06-06,1337.0
2022-06-07,1340.0
2022-06-08,1341.0
2022-06-09,1344.0
2022-06-10,1370.0
2022-06-13,1370.0
2022-06-14,1344.0
2022-06-15,1360.0
2022-06-16,1360.0
2022-06-17,1337.0
2022-06-20,1344.0
2022-06-21,1345.0
2022-06-22,1346.0
2022-06-23,1346.0
2022-06-24,1372.0
2022-06-27,1372.0
2022-06-28,1372.0
2022-06-29,1372.0
2022-06-30,1372.0
2022-07-01,1399.0
2022-07-04,1399.0
2022-07-05,1399.0
2022-07-06,1399.0
2022-07-07,1399.0
2022-07-08,1399.0
2022-07-12,1345.0
2022-07-13,1345.0
2022-07-14,1371.0
2022-07-15,1400.0
2022-07-18,1424.0
2022-07-19,1451.0
2022-07-20,1450.0
2022-07-21,1449.0
2022-07-22,1440.0
2022-07-25,1440.0
2022-07-26,1412.0
2022-07-27,1429.0
2022-07-28,1429.0
2022-07-29,1429.0
2022-08-01,1429.0
2022-08-02,1429.0
2022-08-03,1429.0
2022-08-04,1429.0
2022-08-05,1457.0
2022-08-08,1458.0
2022-08-09,1457.0
2022-08-10,1457.0
2022-08-11,1458.0
2022-08-12,1486.0
2022-08-15,1479.0
2022-08-16,1479.0
2022-08-17,1479.0
2022-08-18,1479.0
2022-08-19,1500.0
2022-08-22,1500.0
2022-08-23,1500.0
2022-08-24,1508.0
2022-08-25,1479.0
2022-08-26,1478.0
2022-08-29,1481.0
2022-08-30,1481.0
2022-08-31,1481.0
2022-09-01,1451.0
2022-09-02,1477.0
2022-09-05,1433.0
2022-09-06,1425.0
2022-09-07,1425.0
2022-09-08,1425.0
2022-09-09,1425.0
2022-09-12,1411.0
2022-09-13,1411.0
2022-09-14,1411.0
2022-09-15,1411.0
2022-09-16,1450.0
2022-09-19,1421.0
2022-09-20,1422.0
2022-09-21,1423.0
2022-09-22,1403.0
2022-09-23,1400.0
2022-09-26,1401.0
2022-09-27,1405.0
2022-09-28,1381.0
2022-09-29,1315.0
2022-09-30,1290.0
2022-10-03,1296.0
2022-10-04,1301.0
2022-10-05,1311.0
2022-10-06,1315.0
2022-10-07,1320.0
2022-10-11,1330.0
2022-10-12,1336.0
2022-10-13,1336.0
2022-10-14,1300.0
2022-10-17,1305.0
2022-10-18,1305.0
2022-10-19,1305.0
2022-10-20,1280.0
2022-10-21,1300.0
2022-10-24,1300.0
2022-10-25,1305.0
2022-10-26,1310.0
2022-10-27,1305.0
2022-10-28,1320.0
2022-10-31,1341.0
2022-11-01,1321.0
2022-11-02,1321.0
2022-11-03,1300.0
2022-11-04,1326.0
2022-11-07,1326.0
2022-11-08,1326.0
2022-11-09,1326.0
2022-11-10,1300.0
2022-11-11,1326.0
2022-11-14,1315.0
2022-11-15,1315.0
2022-11-16,1315.0
2022-11-17,1290.0
2022-11-21,1320.0
2022-11-22,1326.0
2022-11-23,1326.0
2022-11-24,1300.0
2022-11-25,1326.0
2022-11-28,1326.0
2022-11-29,1300.0
2022-11-30,1300.0
2022-12-01,1275.0
2022-12-02,1300.0
2022-12-05,1315.0
2022-12-06,1300.0
2022-12-07,1300.0
2022-12-08,1300.0
2022-12-09,1300.0
2022-12-12,1300.0
2022-12-13,1315.0
2022-12-14,1315.0
2022-12-15,1315.0
2022-12-16,1315.0
2022-12-19,1326.0
2022-12-20,1326.0
2022-12-21,1300.0
2022-12-22,1300.0
2022-12-23,1290.0
2022-12-26,1300.0
2022-12-27,1315.0
2022-12-28,1315.0
2022-12-29,1320.0
2022-12-30,1300.0
2023-01-02,1300.0
2023-01-03,1237.0
2023-01-04,1250.0
2023-01-05,1226.0
2023-01-06,1250.0
2023-01-09,1250.0
2023-01-10,1260.0
2023-01-12,1260.0
2023-01-13,1260.0
2023-01-16,1270.0
2023-01-17,1270.0
2023-01-18,1256.0
2023-01-19,1260.0
2023-01-20,1236.0
2023-01-23,1260.0
2023-01-24,1270.0
2023-01-25,1281.0
2023-01-26,1260.0
2023-01-27,1260.0
2023-01-30,1260.0
2023-01-31,1260.0
2023-02-01,1260.0
2023-02-02,1261.0
2023-02-03,1260.0
2023-02-06,1260.0
2023-02-07,1260.0
2023-02-08,1261.0
2023-02-09,1261.0
2023-02-10,1261.0
2023-02-13,1250.0
2023-02-14,1275.0
2023-02-15,1275.0
2023-02-16,1275.0
2023-02-17,1275.0
2023-02-20,1250.0
2023-02-21,1250.0
2023-02-22,1224.0
2023-02-23,1248.0
2023-02-24,1264.0
2023-02-27,1264.0
2023-02-28,1270.0
2023-03-01,1271.0
2023-03-02,1271.0
2023-03-03,1271.0
2023-03-06,1296.0
2023-03-07,1305.0
2023-03-08,1305.0
2023-03-09,1305.0
2023-03-10,1305.0
2023-03-13,1305.0
2023-03-14,1305.0
2023-03-15,1300.0
2023-03-16,1315.0
2023-03-17,1310.0
2023-03-20,1310.0
2023-03-21,1306.0
2023-03-22,1306.0
2023-03-23,1285.0
2023-03-24,1310.0
2023-03-27,1300.0
2023-03-28,1300.0
2023-03-29,1300.0
2023-03-30,1275.0
2023-03-31,1275.0
2023-04-03,1275.0
2023-04-04,1295.0
2023-04-05,1295.0
2023-04-06,1295.0
2023-04-07,1295.0
2023-04-10,1295.0
2023-04-11,1295.0
2023-04-12,1275.0
2023-04-13,1275.0
2023-04-14,1275.0
2023-04-17,1275.0
2023-04-18,1285.0
2023-04-19,1285.0
2023-04-20,1295.0
2023-04-21,1295.0
2023-04-25,1295.0
2023-04-26,1295.0
2023-04-27,1295.0
2023-04-28,1295.0
2023-05-02,1285.0
2023-05-03,1285.0
2023-05-04,1285.0
2023-05-05,1260.0
2023-05-08,1275.0
2023-05-09,1275.0
2023-05-10,1275.0
2023-05-11,1275.0
2023-05-12,1275.0
2023-05-15,1275.0
2023-05-16,1275.0
2023-05-17,1275.0
2023-05-18,1275.0
2023-05-19,1275.0
2023-05-22,1275.0
2023-05-23,1275.0
2023-05-24,1275.0
2023-05-25,1275.0
2023-05-26,1275.0
2023-05-29,1275.0
2023-05-30,1275.0
2023-05-31,1275.0
2023-06-01,1285.0
2023-06-02,1300.0
2023-06-05,1275.0
2023-06-06,1275.0
2023-06-07,1275.0
2023-06-08,1275.0
2023-06-09,1250.0
2023-06-12,1250.0
2023-06-13,1250.0
2023-06-14,1250.0
2023-06-15,1254.0
2023-06-16,1250.0
2023-06-19,1254.0
2023-06-20,1254.0
2023-06-21,1254.0
2023-06-22,1254.0
2023-06-23,1255.0
2023-06-26,1255.0
2023-06-27,1230.0
2023-06-28,1200.0
2023-07-03,1224.0
2023-07-04,1248.0
2023-07-05,1254.0
2023-07-06,1236.0
2023-07-07,1254.0
2023-07-10,1279.0
2023-07-11,1275.0
2023-07-12,1275.0
2023-07-13,1275.0
2023-07-14,1250.0
2023-07-17,1220.0
2023-07-18,1239.0
2023-07-20,1254.0
2023-07-21,1254.0
2023-07-24,1254.0
2023-07-25,1254.0
2023-07-26,1254.0
2023-07-27,1261.0
2023-07-28,1261.0
2023-07-31,1264.0
2023-08-01,1264.0
2023-08-02,1300.0
2023-08-03,1293.0
2023-08-04,1300.0
2023-08-07,1305.0
2023-08-08,1315.0
2023-08-09,1314.0
2023-08-10,1315.0
2023-08-11,1315.0
2023-08-15,1341.0
2023-08-16,1327.0
2023-08-17,1327.0
2023-08-18,1301.0
2023-08-22,1315.0
2023-08-23,1315.0
2023-08-24,1290.0
2023-08-25,1310.0
2023-08-28,1263.0
2023-08-29,1260.0
2023-08-30,1259.0
2023-08-31,1259.0
2023-09-01,1259.0
2023-09-04,1259.0
2023-09-05,1234.0
2023-09-06,1230.0
2023-09-07,1249.0
2023-09-08,1249.0
2023-09-11,1235.0
2023-09-12,1254.0
2023-09-13,1230.0
2023-09-14,1248.0
2023-09-15,1230.0
2023-09-18,1220.0
2023-09-19,1239.0
2023-09-20,1244.0
2023-09-21,1225.0
2023-09-22,1225.0
2023-09-25,1220.0
2023-09-26,1239.0
2023-09-27,1247.0
2023-10-02,1248.0
2023-10-03,1248.0
2023-10-04,1230.0
2023-10-05,1230.0
2023-10-06,1249.0
2023-10-09,1264.0
2023-10-10,1264.0
2023-10-11,1264.0
2023-10-12,1264.0
2023-10-13,1263.0
2023-10-16,1264.0
2023-10-17,1250.0
2023-10-18,1250.0
2023-10-19,1240.0
2023-10-20,1240.0
2023-10-23,1230.0
2023-10-24,1230.0
2023-10-25,1224.0
2023-10-26,1234.0
2023-10-27,1240.0
2023-10-30,1235.0
2023-10-31,1220.0
2023-11-01,1210.0
2023-11-02,1224.0
2023-11-03,1224.0
2023-11-07,1249.0
2023-11-08,1224.0
2023-11-09,1249.0
2023-11-10,1220.0
2023-11-13,1200.0
2023-11-14,1224.0
2023-11-15,1224.0
2023-11-16,1224.0
2023-11-17,1224.0
2023-11-20,1200.0
2023-11-21,1224.0
2023-11-22,1205.0
2023-11-23,1224.0
2023-11-24,1224.0
2023-11-27,1223.0
2023-11-28,1200.0
2023-11-29,1210.0
2023-11-30,1224.0
2023-12-01,1224.0
2023-12-04,1224.0
2023-12-05,1248.0
2023-12-06,1234.0
2023-12-07,1244.0
2023-12-08,1230.0
2023-12-11,1243.0
2023-12-12,1230.0
2023-12-13,1200.0
2023-12-14,1200.0
2023-12-15,1218.0
2023-12-18,1217.0
2023-12-19,1185.0
2023-12-20,1188.0
2023-12-21,1193.0
2023-12-22,1200.0
2023-12-25,1200.0
2023-12-26,1200.0
2023-12-27,1200.0
2023-12-28,1200.0
2023-12-29,1200.0
2024-01-02,1200.0
2024-01-03,1200.0
2024-01-04,1200.0
2024-01-05,1200.0
2024-01-08,1200.0
2024-01-09,1224.0
2024-01-10,1200.0
2024-01-12,1200.0
2024-01-15,1203.0
2024-01-16,1208.0
2024-01-17,1210.0
2024-01-18,1210.0
2024-01-19,1208.0
2024-01-22,1208.0
2024-01-23,1208.0
2024-01-24,1210.0
2024-01-25,1210.0
2024-01-26,1208.0
2024-01-29,1210.0
2024-01-30,1208.0
2024-01-31,1220.0
2024-02-01,1200.0
2024-02-02,1200.0
2024-02-05,1200.0
2024-02-06,1198.0
2024-02-07,1200.0
2024-02-08,1200.0
2024-02-09,1200.0
2024-02-12,1200.0
2024-02-13,1200.0
2024-02-14,1208.0
2024-02-15,1220.0
2024-02-16,1215.0
2024-02-19,1200.0
2024-02-20,1220.0
2024-02-21,1214.0
2024-02-22,1189.0
2024-02-23,1230.0
2024-02-26,1211.0
2024-02-27,1227.0
2024-02-28,1228.0
2024-02-29,1252.0
2024-03-01,1252.0
2024-03-04,1245.0
2024-03-05,1228.0
2024-03-06,1201.0
2024-03-07,1237.0
2024-03-08,1224.0
2024-03-11,1224.0
2024-03-12,1204.0
2024-03-13,1207.0
2024-03-14,1204.0
2024-03-15,1204.0
2024-03-18,1229.0
2024-03-19,1203.0
2024-03-20,1204.0
2024-03-21,1205.0
2024-03-22,1204.0
2024-03-25,1204.0
2024-03-26,1203.0
2024-03-27,1204.0
2024-03-28,1205.0
2024-03-29,1183.0
2024-04-01,1203.0
2024-04-02,1187.0
2024-04-03,1203.0
2024-04-04,1203.0
2024-04-05,1205.0
2024-04-08,1205.0
2024-04-09,1190.0
2024-04-15,1190.0
2024-04-16,1203.0
2024-04-17,1227.0
2024-04-18,1235.0
2024-04-19,1233.0
2024-04-22,1204.0
2024-04-23,1212.0
2024-04-24,1213.0
2024-04-25,1237.0
2024-04-26,1244.0
2024-04-29,1214.0
2024-04-30,1190.0
2024-05-02,1208.0
2024-05-03,1230.0
2024-05-06,1220.0
2024-05-07,1210.0
2024-05-08,1224.0
2024-05-09,1224.0
2024-05-10,1225.0
2024-05-13,1238.0
2024-05-14,1227.0
2024-05-15,1228.0
2024-05-16,1228.0
2024-05-17,1236.0
2024-05-20,1235.0
2024-05-21,1232.0
2024-05-22,1236.0
2024-05-23,1236.0
2024-05-24,1237.0
2024-05-27,1227.0
2024-05-28,1235.0
2024-05-29,1237.0
2024-05-30,1237.0
2024-05-31,1238.0
2024-06-03,1238.0
2024-06-04,1238.0
2024-06-05,1238.0
2024-06-06,1239.0
2024-06-07,1240.0
2024-06-10,1224.0
2024-06-11,1200.0
2024-06-12,1213.0
2024-06-13,1213.0
2024-06-14,1240.0
2024-06-19,1224.0
2024-06-20,1224.0
2024-06-21,1224.0
2024-06-24,1224.0
2024-06-25,1224.0
2024-06-26,1224.0
2024-06-27,1224.0
2024-06-28,1248.0
2024-07-01,1224.0
2024-07-02,1224.0
2024-07-03,1222.0
2024-07-04,1221.0
2024-07-05,1248.0
2024-07-08,1224.0
2024-07-09,1225.0
2024-07-10,1224.0
2024-07-11,1224.0
2024-07-12,1225.0
2024-07-15,1224.0
2024-07-16,1248.0
2024-07-17,1248.0
2024-07-18,1244.0
2024-07-19,1248.0
2024-07-22,1244.0
2024-07-23,1240.0
2024-07-24,1200.0
2024-07-25,1224.0
2024-07-26,1240.0
2024-07-29,1224.0
2024-07-31,1224.0
2024-08-01,1224.0
2024-08-02,1248.0
2024-08-05,1279.0
2024-08-06,1255.0
2024-08-07,1255.0
2024-08-08,1255.0
2024-08-09,1255.0
2024-08-12,1255.0
2024-08-13,1255.0
2024-08-15,1255.0
2024-08-16,1272.0
2024-08-19,1248.0
2024-08-22,1246.0
2024-08-23,1269.0
2024-08-26,1246.0
2024-08-27,1244.0
2024-08-28,1255.0
2024-08-29,1234.0
2024-08-30,1270.0
2024-09-02,1274.0
2024-09-03,1230.0
2024-09-04,1230.0
2024-09-05,1200.0
2024-09-06,1201.0
2024-09-09,1201.0
2024-09-10,1205.0
2024-09-11,1181.0
2024-09-12,1203.0
2024-09-13,1203.0
2024-09-18,1203.0
2024-09-19,1203.0
2024-09-20,1180.0
2024-09-23,1200.0
2024-09-24,1200.0
2024-09-25,1201.0
2024-09-26,1200.0
2024-09-27,1181.0
2024-09-30,1160.0
2024-10-01,1161.0
2024-10-02,1184.0
2024-10-03,1184.0
2024-10-04,1207.0
2024-10-07,1180.0
2024-10-08,1161.0
2024-10-09,1185.0
2024-10-10,1184.0
2024-10-11,1183.0
2024-10-14,1185.0
2024-10-15,1185.0
2024-10-16,1185.0
2024-10-17,1185.0
2024-10-18,1163.0
2024-10-21,1187.0
2024-10-22,1187.0
2024-10-23,1187.0
2024-10-24,1165.0
2024-10-25,1187.0
2024-10-28,1187.0
2024-10-29,1189.0
2024-10-30,1188.0
2024-10-31,1188.0
2024-11-01,1189.0
2024-11-04,1189.0
2024-11-05,1189.0
2024-11-07,1190.0
2024-11-08,1190.0
2024-11-11,1167.0
2024-11-12,1190.0
2024-11-13,1190.0
2024-11-14,1190.0
2024-11-15,1190.0
2024-11-19,1189.0
2024-11-20,1189.0
2024-11-21,1117.0
2024-11-22,1138.0
2024-11-25,1138.0
2024-11-26,1090.0
2024-11-27,1123.0
2024-11-28,1123.0
2024-11-29,1123.0
2024-12-02,1123.0
2024-12-03,1126.0
2024-12-04,1125.0
2024-12-05,1125.0
2024-12-06,1122.0
2024-12-09,1127.0
2024-12-10,1128.0
2024-12-11,1122.0
2024-12-12,1124.0
2024-12-13,1146.0
2024-12-16,1142.0
2024-12-17,1130.0
2024-12-18,1130.0
2024-12-19,1129.0
2024-12-20,1130.0
2024-12-23,1130.0
2024-12-24,1130.0
2024-12-25,1075.0
2024-12-26,1124.0
2024-12-27,1115.0
2024-12-30,1116.0
2024-12-31,1101.0
2025-01-02,1080.0
2025-01-03,1106.0
2025-01-06,1115.0
2025-01-07,1105.0
2025-01-08,1105.0
2025-01-09,1107.0
2025-01-10,1091.0
2025-01-13,1111.0
2025-01-15,1112.0
2025-01-16,1112.0
2025-01-17,1113.0
2025-01-20,1113.0
2025-01-21,1113.0
2025-01-22,1113.0
2025-01-23,1113.0
2025-01-24,1113.0
2025-01-27,1110.0
2025-01-28,1111.0
2025-01-29,1120.0
2025-01-30,1119.0
2025-01-31,1117.0
2025-02-03,1119.0
2025-02-04,1120.0
2025-02-05,1125.0
2025-02-06,1125.0
2025-02-07,1125.0
2025-02-10,1139.0
2025-02-11,1135.0
2025-02-12,1135.0
2025-02-13,1135.0
2025-02-14,1135.0
2025-02-17,1135.0
2025-02-18,1135.0
2025-02-19,1135.0
2025-02-20,1125.0
2025-02-21,1135.0
2025-02-24,1135.0
2025-02-25,1134.0
2025-02-26,1134.0
2025-02-27,1135.0
2025-02-28,1140.0
2025-03-03,1121.0
2025-03-04,1135.0
2025-03-05,1116.0
2025-03-06,1134.0
2025-03-07,1155.0
2025-03-10,1160.0
2025-03-11,1160.0
2025-03-12,1175.0
2025-03-13,1170.0
2025-03-14,1170.0
2025-03-17,1175.0
2025-03-18,1196.0
2025-03-19,1190.0
2025-03-20,1200.0
2025-03-21,1250.0
2025-03-24,1235.0
2025-03-25,1236.0
2025-03-26,1235.0
2025-03-27,1213.0
2025-03-28,1334.0
2025-04-02,1310.0
2025-04-03,1286.0
2025-04-04,1350.0
2025-04-07,1298.0
2025-04-08,1297.0
2025-04-09,1274.0
2025-04-10,1297.0
2025-04-11,1300.0
2025-04-14,1300.0
2025-04-15,1300.0
2025-04-16,1300.0
2025-04-17,1300.0
2025-04-18,1347.0
2025-04-21,1323.0
2025-04-22,1299.0
2025-04-23,1276.0
2025-04-24,1299.0
2025-04-25,1299.0
2025-04-28,1299.0
2025-04-29,1300.0
2025-04-30,1300.0
2025-05-02,1305.0
2025-05-05,1281.0
2025-05-06,1299.0
2025-05-07,1335.0
2025-05-08,1334.0
