date,CMA
2006-08-07,1020.0
2006-08-08,1030.0
2006-08-09,1075.0
2006-08-10,1075.0
2006-08-11,1075.0
2006-08-15,1076.0
2006-08-16,1080.0
2006-08-17,1100.0
2006-08-18,1100.0
2006-08-22,1082.5
2006-08-23,1125.0
2006-08-24,1125.0
2006-08-25,1135.0
2006-08-28,1135.0
2006-08-29,1134.5
2006-08-30,1134.5
2006-08-31,1125.5
2006-09-01,1126.5
2006-09-04,1125.0
2006-09-05,1115.0
2006-09-06,1135.0
2006-09-07,1150.0
2006-09-08,1150.0
2006-09-13,1150.0
2006-09-14,1150.0
2006-09-15,1150.0
2006-09-18,1150.0
2006-09-20,1125.0
2006-09-21,1125.0
2006-09-27,1125.0
2006-09-29,1125.0
2006-10-02,1120.0
2006-10-03,1120.0
2006-10-05,1100.0
2006-10-09,1067.5
2006-10-10,1070.0
2006-10-11,1065.0
2006-10-12,1070.0
2006-10-13,1060.0
2006-10-17,1060.0
2006-10-19,1060.0
2006-10-20,1075.0
2006-10-23,1080.0
2006-10-26,1080.0
2006-10-27,1080.0
2006-10-30,1124.5
2006-10-31,1125.0
2006-11-01,1100.0
2006-11-02,1100.0
2006-11-03,1100.0
2006-11-07,1100.0
2006-11-08,1100.0
2006-11-09,1090.0
2006-11-10,1090.0
2006-11-14,1075.0
2006-11-16,1065.0
2006-11-17,1025.0
2006-11-20,1086.5
2006-11-21,1090.0
2006-11-22,1030.0
2006-11-23,1032.5
2006-11-24,1025.0
2006-11-27,1000.0
2006-11-29,975.0
2006-11-30,1033.0
2006-12-01,1040.0
2006-12-04,1057.5
2006-12-05,1050.0
2006-12-06,1050.0
2006-12-07,1090.0
2006-12-08,1111.5
2006-12-11,1117.5
2006-12-12,1175.0
2006-12-13,1224.0
2006-12-14,1175.0
2006-12-15,1125.0
2006-12-18,1180.0
2006-12-19,1180.0
2006-12-20,1140.0
2006-12-21,1100.0
2006-12-22,1100.0
2006-12-26,1085.0
2006-12-27,1085.0
2006-12-28,1085.0
2006-12-29,1100.0
2007-01-02,1085.0
2007-01-03,1140.0
2007-01-04,1147.0
2007-01-05,1180.0
2007-01-08,1196.0
2007-01-09,1195.0
2007-01-10,1190.0
2007-01-12,1150.0
2007-01-15,1150.0
2007-01-16,1187.0
2007-01-17,1185.0
2007-01-18,1132.0
2007-01-19,1145.5
2007-01-22,1184.5
2007-01-23,1184.5
2007-01-24,1158.0
2007-01-25,1165.0
2007-01-26,1223.0
2007-01-29,1295.0
2007-01-30,1359.5
2007-01-31,1320.0
2007-02-01,1280.5
2007-02-02,1340.0
2007-02-05,1344.5
2007-02-06,1350.0
2007-02-07,1350.0
2007-02-08,1350.0
2007-02-09,1350.0
2007-02-12,1350.0
2007-02-13,1347.5
2007-02-14,1350.0
2007-02-15,1350.0
2007-02-16,1399.5
2007-02-19,1402.5
2007-02-20,1375.5
2007-02-21,1399.5
2007-02-22,1350.5
2007-02-23,1350.0
2007-02-26,1350.0
2007-02-27,1300.5
2007-02-28,1378.5
2007-03-01,1323.5
2007-03-02,1360.0
2007-03-05,1360.0
2007-03-06,1385.0
2007-03-07,1402.5
2007-03-08,1400.0
2007-03-09,1370.0
2007-03-12,1400.0
2007-03-13,1376.5
2007-03-14,1375.0
2007-03-15,1360.0
2007-03-19,1376.0
2007-03-20,1404.5
2007-03-21,1405.5
2007-03-22,1407.0
2007-03-23,1409.5
2007-03-27,1402.5
2007-03-28,1408.5
2007-03-29,1425.0
2007-03-30,1450.0
2007-04-04,1440.0
2007-04-05,1449.0
2007-04-06,1449.5
2007-04-09,1410.5
2007-04-10,1425.0
2007-04-11,1425.0
2007-04-12,1426.5
2007-04-13,1447.5
2007-04-16,1430.0
2007-04-17,1450.0
2007-04-18,1445.0
2007-04-19,1462.5
2007-04-20,1499.0
2007-04-23,1522.0
2007-04-24,1540.0
2007-04-25,1499.5
2007-04-26,1525.0
2007-04-27,1540.0
2007-04-30,1560.0
2007-05-02,1629.5
2007-05-03,1615.0
2007-05-04,1580.0
2007-05-07,1589.5
2007-05-08,1600.0
2007-05-09,1598.5
2007-05-10,1503.0
2007-05-11,1418.0
2007-05-14,1333.0
2007-05-15,1275.0
2007-05-16,1311.0
2007-05-17,1355.0
2007-05-18,1405.0
2007-05-21,1475.0
2007-05-22,1425.0
2007-05-23,1410.0
2007-05-24,1440.0
2007-05-25,1438.0
2007-05-28,1390.0
2007-05-29,1366.0
2007-05-30,1377.5
2007-05-31,1450.0
2007-06-01,1450.0
2007-06-04,1485.0
2007-06-05,1485.0
2007-06-06,1470.0
2007-06-07,1470.0
2007-06-08,1470.0
2007-06-11,1485.0
2007-06-12,1500.0
2007-06-13,1500.0
2007-06-14,1410.0
2007-06-15,1411.0
2007-06-18,1411.0
2007-06-20,1417.5
2007-06-22,1361.0
2007-06-25,1360.0
2007-06-26,1362.5
2007-06-27,1366.5
2007-06-28,1397.0
2007-07-02,1397.0
2007-07-03,1401.5
2007-07-04,1401.5
2007-07-05,1397.0
2007-07-11,1400.0
2007-07-12,1330.0
2007-07-13,1325.0
2007-07-16,1320.0
2007-07-17,1320.0
2007-07-19,1327.5
2007-07-25,1330.0
2007-07-27,1335.0
2007-07-31,1335.0
2007-08-01,1400.0
2007-08-02,1440.0
2007-08-03,1445.0
2007-08-07,1442.5
2007-08-08,1470.0
2007-08-09,1450.0
2007-08-10,1467.5
2007-08-13,1500.0
2007-08-15,1500.0
2007-08-16,1517.0
2007-08-17,1480.0
2007-08-22,1517.0
2007-08-23,1517.0
2007-08-24,1525.0
2007-08-27,1540.0
2007-08-30,1550.0
2007-08-31,1550.0
2007-09-03,1600.0
2007-09-04,1600.0
2007-09-05,1600.0
2007-09-06,1545.0
2007-09-07,1500.0
2007-09-10,1560.0
2007-09-11,1500.0
2007-09-12,1500.0
2007-09-13,1500.0
2007-09-17,1500.0
2007-09-18,1500.0
2007-09-19,1495.0
2007-09-24,1495.0
2007-09-25,1489.5
2007-09-26,1500.0
2007-09-27,1510.0
2007-09-28,1510.0
2007-10-01,1500.0
2007-10-02,1499.5
2007-10-03,1455.0
2007-10-04,1500.0
2007-10-05,1500.0
2007-10-08,1500.0
2007-10-10,1500.0
2007-10-11,1455.5
2007-10-12,1467.5
2007-10-15,1500.0
2007-10-16,1463.5
2007-10-17,1464.0
2007-10-18,1462.5
2007-10-19,1450.0
2007-10-22,1435.0
2007-10-23,1480.0
2007-10-24,1480.0
2007-10-25,1440.0
2007-10-26,1440.0
2007-10-29,1425.5
2007-10-30,1425.0
2007-10-31,1400.0
2007-11-01,1355.0
2007-11-02,1365.0
2007-11-05,1377.5
2007-11-07,1375.0
2007-11-08,1375.0
2007-11-09,1400.0
2007-11-12,1380.0
2007-11-13,1375.0
2007-11-14,1357.5
2007-11-15,1358.0
2007-11-16,1350.0
2007-11-19,1385.0
2007-11-20,1320.5
2007-11-21,1318.0
2007-11-22,1317.0
2007-11-23,1285.0
2007-11-26,1272.5
2007-11-27,1240.0
2007-11-28,1242.5
2007-11-29,1230.0
2007-11-30,1241.0
2007-12-03,1240.0
2007-12-04,1275.0
2007-12-05,1232.5
2007-12-06,1159.0
2007-12-07,1090.0
2007-12-10,1072.5
2007-12-11,1135.0
2007-12-12,1164.5
2007-12-13,1162.5
2007-12-14,1163.0
2007-12-17,1190.0
2007-12-18,1163.0
2007-12-19,1195.0
2007-12-20,1176.5
2007-12-24,1167.5
2007-12-25,1165.5
2007-12-26,1175.0
2007-12-27,1190.0
2007-12-28,1261.0
2007-12-31,1272.5
2008-01-02,1347.0
2008-01-03,1343.5
2008-01-04,1347.5
2008-01-07,1325.0
2008-01-08,1300.0
2008-01-09,1300.0
2008-01-14,1302.5
2008-01-15,1317.5
2008-01-16,1300.0
2008-01-17,1300.5
2008-01-18,1300.0
2008-01-21,1281.5
2008-01-22,1275.0
2008-01-23,1300.0
2008-01-24,1310.0
2008-01-25,1315.0
2008-01-28,1321.0
2008-01-29,1305.0
2008-01-30,1319.5
2008-01-31,1312.5
2008-02-01,1303.5
2008-02-04,1312.5
2008-02-05,1319.5
2008-02-06,1317.5
2008-02-07,1315.0
2008-02-08,1301.0
2008-02-11,1302.0
2008-02-12,1305.5
2008-02-13,1325.0
2008-02-14,1338.0
2008-02-15,1340.0
2008-02-18,1355.0
2008-02-19,1325.5
2008-02-20,1325.0
2008-02-21,1325.0
2008-02-22,1325.0
2008-02-25,1325.0
2008-02-26,1325.0
2008-02-27,1335.0
2008-02-28,1320.5
2008-02-29,1332.5
2008-03-03,1329.5
2008-03-04,1324.5
2008-03-05,1330.0
2008-03-06,1315.0
2008-03-07,1319.0
2008-03-10,1280.0
2008-03-11,1262.5
2008-03-12,1270.0
2008-03-13,1270.0
2008-03-14,1265.5
2008-03-17,1269.5
2008-03-18,1290.0
2008-03-19,1250.0
2008-03-24,1225.0
2008-03-25,1205.5
2008-03-26,1246.5
2008-03-27,1218.0
2008-03-28,1229.0
2008-03-31,1267.5
2008-04-01,1267.5
2008-04-02,1225.5
2008-04-03,1266.0
2008-04-04,1266.0
2008-04-07,1265.0
2008-04-08,1300.0
2008-04-09,1300.0
2008-04-10,1240.0
2008-04-11,1275.0
2008-04-14,1255.0
2008-04-15,1255.0
2008-04-16,1254.0
2008-04-17,1254.0
2008-04-18,1254.0
2008-04-21,1240.0
2008-04-22,1240.0
2008-04-23,1239.5
2008-04-24,1224.5
2008-04-25,1224.5
2008-04-28,1224.5
2008-04-29,1225.0
2008-04-30,1200.0
2008-05-02,1167.5
2008-05-05,1166.5
2008-05-06,1197.0
2008-05-07,1150.0
2008-05-08,1175.0
2008-05-09,1185.0
2008-05-12,1185.0
2008-05-13,1160.0
2008-05-14,1152.5
2008-05-15,1152.5
2008-05-16,1174.5
2008-05-19,1174.0
2008-05-20,1155.0
2008-05-21,1155.0
2008-05-22,1150.0
2008-05-23,1145.0
2008-05-26,1135.0
2008-05-27,1150.0
2008-05-28,1150.0
2008-05-29,1150.0
2008-05-30,1145.0
2008-06-02,1140.0
2008-06-03,1142.5
2008-06-04,1135.0
2008-06-05,1115.0
2008-06-06,1115.0
2008-06-09,1115.0
2008-06-10,1115.0
2008-06-11,1115.0
2008-06-12,1110.0
2008-06-13,1100.0
2008-06-16,1090.0
2008-06-17,1088.0
2008-06-18,1088.0
2008-06-19,1083.0
2008-06-20,1099.0
2008-06-23,1070.0
2008-06-24,1055.5
2008-06-25,1055.5
2008-06-26,1060.0
2008-06-27,1055.0
2008-06-30,1050.0
2008-07-01,1052.5
2008-07-02,1059.0
2008-07-03,1040.0
2008-07-04,1034.0
2008-07-07,1039.0
2008-07-08,1038.5
2008-07-09,1025.0
2008-07-10,1025.0
2008-07-11,1045.0
2008-07-14,1030.0
2008-07-15,1048.5
2008-07-16,1045.0
2008-07-17,1035.0
2008-07-18,1050.0
2008-07-21,1045.0
2008-07-22,1036.0
2008-07-23,1050.0
2008-07-24,1057.5
2008-07-25,1074.5
2008-07-28,1060.0
2008-07-29,1058.5
2008-07-31,1028.0
2008-08-01,1030.0
2008-08-04,1028.0
2008-08-05,1028.0
2008-08-06,1028.0
2008-08-07,1025.0
2008-08-08,1020.0
2008-08-11,1013.0
2008-08-12,1015.0
2008-08-13,1015.0
2008-08-15,1020.0
2008-08-18,1020.0
2008-08-19,1007.5
2008-08-22,1000.5
2008-08-25,1000.5
2008-08-26,975.5
2008-08-27,985.0
2008-08-28,942.0
2008-08-29,980.0
2008-09-01,1000.0
2008-09-02,1000.0
2008-09-03,985.5
2008-09-04,970.0
2008-09-05,950.0
2008-09-08,944.5
2008-09-09,925.0
2008-09-10,925.0
2008-09-11,900.0
2008-09-12,894.0
2008-09-15,879.5
2008-09-16,827.0
2008-09-17,777.5
2008-09-18,824.0
2008-09-19,850.0
2008-09-22,901.0
2008-09-23,880.0
2008-09-24,880.0
2008-09-25,875.0
2008-09-26,875.5
2008-09-29,860.0
2008-09-30,808.5
2008-10-03,857.0
2008-10-06,807.5
2008-10-07,823.5
2008-10-08,774.5
2008-10-09,730.0
2008-10-10,725.0
2008-10-13,750.0
2008-10-14,760.0
2008-10-15,760.0
2008-10-16,742.5
2008-10-17,775.0
2008-10-20,750.0
2008-10-21,738.5
2008-10-22,742.5
2008-10-23,739.5
2008-10-24,739.5
2008-10-27,695.5
2008-10-28,719.5
2008-10-29,722.5
2008-10-30,729.0
2008-10-31,745.0
2008-11-03,759.5
2008-11-04,772.0
2008-11-05,789.0
2008-11-07,790.0
2008-11-10,790.0
2008-11-11,755.0
2008-11-12,775.0
2008-11-13,780.0
2008-11-14,795.0
2008-11-17,812.5
2008-11-19,804.5
2008-11-20,775.0
2008-11-21,728.5
2008-11-24,728.5
2008-11-25,735.0
2008-11-26,740.0
2008-11-27,744.0
2008-11-28,702.5
2008-12-01,720.0
2008-12-02,700.0
2008-12-03,699.5
2008-12-04,658.0
2008-12-05,632.5
2008-12-08,650.0
2008-12-11,682.5
2008-12-12,709.0
2008-12-15,720.0
2008-12-16,750.0
2008-12-17,755.0
2008-12-18,769.5
2008-12-19,769.5
2008-12-22,795.0
2008-12-23,770.0
2008-12-24,804.5
2008-12-25,850.0
2008-12-26,900.0
2008-12-30,950.0
2008-12-31,1000.0
2009-01-02,940.0
2009-01-05,884.0
2009-01-06,831.0
2009-01-07,831.0
2009-01-08,831.0
2009-01-09,781.5
2009-01-12,800.0
2009-01-13,800.0
2009-01-14,800.0
2009-01-15,753.5
2009-01-16,783.5
2009-01-19,755.5
2009-01-20,755.5
2009-01-21,775.0
2009-01-22,770.0
2009-01-23,770.0
2009-01-26,756.5
2009-01-27,757.0
2009-01-28,772.5
2009-01-29,759.0
2009-01-30,759.0
2009-02-02,795.0
2009-02-03,792.5
2009-02-04,792.5
2009-02-05,770.0
2009-02-06,780.0
2009-02-09,750.5
2009-02-10,754.0
2009-02-11,750.5
2009-02-12,750.5
2009-02-13,764.0
2009-02-16,764.0
2009-02-17,764.0
2009-02-18,765.0
2009-02-19,765.0
2009-02-20,752.5
2009-02-23,752.5
2009-02-24,753.5
2009-02-25,775.0
2009-02-26,757.5
2009-02-27,757.5
2009-03-02,757.5
2009-03-03,757.5
2009-03-04,757.5
2009-03-05,762.0
2009-03-06,762.0
2009-03-09,765.0
2009-03-12,753.0
2009-03-13,753.0
2009-03-16,753.0
2009-03-17,753.0
2009-03-18,753.0
2009-03-19,753.0
2009-03-20,743.0
2009-03-23,698.5
2009-03-24,697.5
2009-03-25,697.0
2009-03-26,697.0
2009-03-27,697.0
2009-03-30,680.5
2009-03-31,680.0
2009-04-01,680.5
2009-04-02,680.5
2009-04-03,680.0
2009-04-06,677.5
2009-04-07,685.0
2009-04-08,687.5
2009-04-09,687.5
2009-04-10,687.5
2009-04-13,687.5
2009-04-14,687.5
2009-04-15,665.0
2009-04-16,685.0
2009-04-17,677.5
2009-04-20,687.0
2009-04-21,687.0
2009-04-22,660.0
2009-04-23,660.0
2009-04-24,686.0
2009-04-27,686.0
2009-04-28,656.0
2009-04-29,656.0
2009-04-30,656.0
2009-05-04,659.5
2009-05-05,650.0
2009-05-06,659.5
2009-05-07,659.5
2009-05-08,658.5
2009-05-11,658.5
2009-05-12,652.5
2009-05-13,655.0
2009-05-14,655.0
2009-05-15,645.0
2009-05-18,653.5
2009-05-19,653.5
2009-05-20,653.5
2009-05-21,665.0
2009-05-22,653.5
2009-05-25,654.0
2009-05-26,662.5
2009-05-27,662.5
2009-05-28,667.5
2009-05-29,685.0
2009-06-01,719.5
2009-06-02,681.5
2009-06-03,697.5
2009-06-04,665.0
2009-06-05,675.0
2009-06-08,679.5
2009-06-09,677.0
2009-06-10,665.0
2009-06-11,674.0
2009-06-12,675.0
2009-06-15,675.0
2009-06-16,687.5
2009-06-17,687.5
2009-06-18,682.5
2009-06-19,662.5
2009-06-22,662.5
2009-06-23,682.0
2009-06-24,661.0
2009-06-25,672.5
2009-06-26,666.0
2009-06-29,660.5
2009-06-30,662.5
2009-07-01,663.0
2009-07-02,660.0
2009-07-03,672.5
2009-07-06,655.0
2009-07-07,655.0
2009-07-08,655.0
2009-07-09,660.0
2009-07-10,660.0
2009-07-13,656.5
2009-07-14,656.5
2009-07-15,659.5
2009-07-16,655.0
2009-07-17,655.0
2009-07-20,655.0
2009-07-21,657.5
2009-07-22,657.5
2009-07-23,660.0
2009-07-24,660.0
2009-07-27,655.5
2009-07-28,655.5
2009-07-29,694.5
2009-07-31,736.0
2009-08-03,747.0
2009-08-04,738.5
2009-08-05,710.5
2009-08-06,713.0
2009-08-07,750.0
2009-08-10,750.0
2009-08-11,747.5
2009-08-12,750.0
2009-08-13,750.0
2009-08-17,745.0
2009-08-18,745.0
2009-08-19,745.0
2009-08-24,745.0
2009-08-25,750.0
2009-08-26,755.0
2009-08-27,772.5
2009-08-28,765.0
2009-08-31,752.5
2009-09-01,752.5
2009-09-02,755.5
2009-09-03,759.5
2009-09-04,753.0
2009-09-07,751.5
2009-09-08,754.0
2009-09-09,757.5
2009-09-10,757.5
2009-09-11,760.0
2009-09-14,752.5
2009-09-15,752.5
2009-09-16,754.0
2009-09-17,754.0
2009-09-18,755.0
2009-09-23,751.0
2009-09-24,755.0
2009-09-25,755.0
2009-09-28,750.0
2009-09-29,750.0
2009-09-30,754.5
2009-10-01,755.0
2009-10-02,752.0
2009-10-05,752.0
2009-10-06,732.0
2009-10-07,733.0
2009-10-08,749.0
2009-10-09,749.0
2009-10-12,752.0
2009-10-13,740.0
2009-10-14,732.5
2009-10-15,732.5
2009-10-16,760.0
2009-10-19,760.0
2009-10-20,760.0
2009-10-21,760.0
2009-10-22,760.0
2009-10-23,760.0
2009-10-26,760.0
2009-10-27,760.0
2009-10-28,762.5
2009-10-29,762.5
2009-10-30,790.0
2009-11-02,804.0
2009-11-03,810.0
2009-11-04,811.0
2009-11-05,859.5
2009-11-09,843.5
2009-11-10,859.5
2009-11-11,899.0
2009-11-12,910.5
2009-11-13,920.0
2009-11-16,876.5
2009-11-17,876.5
2009-11-19,904.0
2009-11-20,900.0
2009-11-23,865.0
2009-11-24,867.0
2009-11-25,875.0
2009-11-26,875.0
2009-11-27,875.0
2009-11-30,875.0
2009-12-01,852.0
2009-12-02,860.0
2009-12-03,892.5
2009-12-04,892.5
2009-12-07,860.5
2009-12-08,872.5
2009-12-09,875.0
2009-12-10,922.0
2009-12-11,925.0
2009-12-14,920.0
2009-12-15,890.0
2009-12-16,914.5
2009-12-17,897.0
2009-12-21,897.5
2009-12-22,902.5
2009-12-23,925.0
2009-12-24,925.0
2009-12-25,925.0
2009-12-28,927.5
2009-12-29,950.0
2009-12-30,950.0
2009-12-31,937.0
2010-01-04,881.0
2010-01-05,852.5
2010-01-06,852.5
2010-01-07,890.0
2010-01-08,933.0
2010-01-12,933.0
2010-01-13,923.0
2010-01-14,880.0
2010-01-15,887.5
2010-01-18,885.0
2010-01-19,892.5
2010-01-20,885.0
2010-01-21,907.0
2010-01-22,907.0
2010-01-25,872.0
2010-01-26,873.0
2010-01-27,875.0
2010-01-28,875.0
2010-01-29,865.0
2010-02-01,865.0
2010-02-02,905.0
2010-02-03,865.0
2010-02-04,865.0
2010-02-05,865.0
2010-02-08,865.0
2010-02-09,867.5
2010-02-10,868.0
2010-02-11,870.0
2010-02-12,895.0
2010-02-15,875.0
2010-02-16,890.0
2010-02-17,870.0
2010-02-18,880.0
2010-02-19,895.0
2010-02-22,875.0
2010-02-23,875.0
2010-02-24,875.0
2010-02-25,895.0
2010-02-26,895.0
2010-03-01,895.0
2010-03-02,895.0
2010-03-03,907.5
2010-03-04,895.0
2010-03-05,875.0
2010-03-08,875.0
2010-03-09,875.0
2010-03-10,866.0
2010-03-11,865.0
2010-03-12,865.0
2010-03-15,865.0
2010-03-16,865.0
2010-03-17,865.5
2010-03-18,865.5
2010-03-19,865.0
2010-03-22,899.5
2010-03-23,899.5
2010-03-24,899.5
2010-03-25,868.0
2010-03-26,868.0
2010-03-29,900.0
2010-03-30,905.0
2010-03-31,871.5
2010-04-01,895.0
2010-04-02,895.0
2010-04-05,895.0
2010-04-06,895.0
2010-04-07,895.0
2010-04-08,945.0
2010-04-09,924.5
2010-04-12,908.5
2010-04-13,945.0
2010-04-14,975.0
2010-04-15,975.5
2010-04-16,999.5
2010-04-19,1005.0
2010-04-20,1065.0
2010-04-21,1100.0
2010-04-22,1095.0
2010-04-23,1102.0
2010-04-26,1105.0
2010-04-27,1107.5
2010-04-28,1107.5
2010-04-29,1173.5
2010-04-30,1200.0
2010-05-03,1199.0
2010-05-04,1223.5
2010-05-05,1194.5
2010-05-06,1197.5
2010-05-07,1180.0
2010-05-10,1205.0
2010-05-11,1187.5
2010-05-12,1199.5
2010-05-13,1186.5
2010-05-14,1161.5
2010-05-17,1173.0
2010-05-18,1163.5
2010-05-19,1175.0
2010-05-20,1153.0
2010-05-21,1153.0
2010-05-24,1105.0
2010-05-25,1090.5
2010-05-26,1100.0
2010-05-27,1100.0
2010-05-28,1100.0
2010-05-31,1100.5
2010-06-01,1122.5
2010-06-02,1122.0
2010-06-03,1134.0
2010-06-04,1125.0
2010-06-07,1113.0
2010-06-08,1122.5
2010-06-09,1150.0
2010-06-10,1131.0
2010-06-11,1145.0
2010-06-14,1150.0
2010-06-15,1163.0
2010-06-16,1157.5
2010-06-17,1155.0
2010-06-18,1147.5
2010-06-21,1151.0
2010-06-22,1154.0
2010-06-23,1151.5
2010-06-24,1150.0
2010-06-25,1150.0
2010-06-28,1152.5
2010-06-29,1146.5
2010-06-30,1145.0
2010-07-01,1149.0
2010-07-02,1145.0
2010-07-05,1140.0
2010-07-06,1147.0
2010-07-07,1145.5
2010-07-08,1145.0
2010-07-09,1107.0
2010-07-12,1107.0
2010-07-13,1159.0
2010-07-14,1145.0
2010-07-15,1155.0
2010-07-16,1142.0
2010-07-19,1125.0
2010-07-20,1110.0
2010-07-21,1139.0
2010-07-22,1135.0
2010-07-23,1135.0
2010-07-26,1137.0
2010-07-27,1131.0
2010-07-28,1133.0
2010-07-29,1132.0
2010-08-02,1137.0
2010-08-03,1130.0
2010-08-04,1135.0
2010-08-05,1139.0
2010-08-06,1143.0
2010-08-09,1142.0
2010-08-10,1138.0
2010-08-11,1142.0
2010-08-12,1138.0
2010-08-13,1135.0
2010-08-16,1120.0
2010-08-17,1135.0
2010-08-18,1130.0
2010-08-19,1137.0
2010-08-23,1138.0
2010-08-24,1140.0
2010-08-25,1140.0
2010-08-26,1152.0
2010-08-27,1168.0
2010-08-30,1168.0
2010-08-31,1150.0
2010-09-01,1150.0
2010-09-02,1140.0
2010-09-03,1154.0
2010-09-06,1195.0
2010-09-07,1195.0
2010-09-08,1175.0
2010-09-09,1157.0
2010-09-13,1170.0
2010-09-14,1169.0
2010-09-15,1160.0
2010-09-16,1165.0
2010-09-17,1150.0
2010-09-20,1155.0
2010-09-21,1155.0
2010-09-22,1165.0
2010-09-23,1149.0
2010-09-24,1155.0
2010-09-27,1160.0
2010-09-28,1165.0
2010-09-29,1175.0
2010-09-30,1180.0
2010-10-01,1170.0
2010-10-04,1170.0
2010-10-05,1170.0
2010-10-06,1185.0
2010-10-07,1200.0
2010-10-08,1200.0
2010-10-11,1200.0
2010-10-12,1212.0
2010-10-13,1214.0
2010-10-14,1210.0
2010-10-15,1220.0
2010-10-18,1215.0
2010-10-19,1220.0
2010-10-20,1270.0
2010-10-21,1260.0
2010-10-22,1230.0
2010-10-25,1235.0
2010-10-26,1220.0
2010-10-27,1210.0
2010-10-28,1220.0
2010-10-29,1200.0
2010-11-01,1182.0
2010-11-02,1191.0
2010-11-03,1191.0
2010-11-04,1200.0
2010-11-05,1240.0
2010-11-08,1202.0
2010-11-09,1207.0
2010-11-10,1215.0
2010-11-11,1220.0
2010-11-12,1220.0
2010-11-15,1203.0
2010-11-16,1210.0
2010-11-19,1230.0
2010-11-22,1210.0
2010-11-23,1205.0
2010-11-24,1215.0
2010-11-25,1200.0
2010-11-26,1202.0
2010-11-29,1200.0
2010-11-30,1218.0
2010-12-01,1220.0
2010-12-02,1203.0
2010-12-03,1203.0
2010-12-06,1200.0
2010-12-08,1220.0
2010-12-09,1212.0
2010-12-10,1200.0
2010-12-13,1205.0
2010-12-14,1181.0
2010-12-15,1181.0
2010-12-16,1185.0
2010-12-17,1180.0
2010-12-20,1176.0
2010-12-21,1170.0
2010-12-22,1189.0
2010-12-23,1180.0
2010-12-24,1166.0
2010-12-27,1165.0
2010-12-28,1165.0
2010-12-29,1155.0
2010-12-30,1199.0
2010-12-31,1200.0
2011-01-03,1155.0
2011-01-04,1155.0
2011-01-05,1150.0
2011-01-06,1150.0
2011-01-07,1155.0
2011-01-10,1195.0
2011-01-12,1180.0
2011-01-13,1180.0
2011-01-14,1170.0
2011-01-17,1179.0
2011-01-18,1121.0
2011-01-19,1127.0
2011-01-20,1132.0
2011-01-21,1185.0
2011-01-24,1150.0
2011-01-25,1185.0
2011-01-26,1173.0
2011-01-27,1173.0
2011-01-28,1136.0
2011-01-31,1130.0
2011-02-01,1127.0
2011-02-02,1150.0
2011-02-03,1130.0
2011-02-04,1123.0
2011-02-07,1131.0
2011-02-08,1185.0
2011-02-09,1150.0
2011-02-10,1150.0
2011-02-11,1180.0
2011-02-14,1165.0
2011-02-15,1180.0
2011-02-18,1180.0
2011-02-21,1135.0
2011-02-22,1135.0
2011-02-23,1130.0
2011-02-24,1121.0
2011-02-25,1147.0
2011-02-28,1140.0
2011-03-01,1151.0
2011-03-02,1130.0
2011-03-03,1150.0
2011-03-04,1136.0
2011-03-07,1140.0
2011-03-08,1145.0
2011-03-09,1179.0
2011-03-10,1179.0
2011-03-11,1150.0
2011-03-14,1150.0
2011-03-15,1142.0
2011-03-16,1146.0
2011-03-17,1146.0
2011-03-18,1151.0
2011-03-21,1151.0
2011-03-22,1150.0
2011-03-23,1141.0
2011-03-24,1107.0
2011-03-25,1130.0
2011-03-28,1120.0
2011-03-29,1120.0
2011-03-30,1120.0
2011-03-31,1110.0
2011-04-01,1080.0
2011-04-04,1080.0
2011-04-05,1100.0
2011-04-06,1100.0
2011-04-07,1100.0
2011-04-08,1100.0
2011-04-11,1065.0
2011-04-12,1100.0
2011-04-13,1100.0
2011-04-14,1053.0
2011-04-15,1053.0
2011-04-18,1050.0
2011-04-19,1044.0
2011-04-20,1046.0
2011-04-21,1100.0
2011-04-22,1098.0
2011-04-25,1097.0
2011-04-26,1097.0
2011-04-27,1097.0
2011-04-28,1090.0
2011-04-29,1025.0
2011-05-02,1079.0
2011-05-03,1088.0
2011-05-04,1060.0
2011-05-05,1060.0
2011-05-06,1050.0
2011-05-09,1050.0
2011-05-10,1055.0
2011-05-11,1055.0
2011-05-12,1055.0
2011-05-13,1089.0
2011-05-16,1096.0
2011-05-17,1096.0
2011-05-18,1096.0
2011-05-19,1055.0
2011-05-20,1055.0
2011-05-23,1055.0
2011-05-24,1062.0
2011-05-25,1100.0
2011-05-26,1120.0
2011-05-27,1157.0
2011-05-30,1169.0
2011-05-31,1169.0
2011-06-01,1169.0
2011-06-02,1169.0
2011-06-03,1169.0
2011-06-06,1110.0
2011-06-07,1110.0
2011-06-08,1110.0
2011-06-09,1110.0
2011-06-10,1110.0
2011-06-13,1110.0
2011-06-14,1103.0
2011-06-15,1100.0
2011-06-16,1070.0
2011-06-17,1035.0
2011-06-20,1035.0
2011-06-21,1035.0
2011-06-22,1035.0
2011-06-23,1025.0
2011-06-24,1050.0
2011-06-27,1084.0
2011-06-28,1084.0
2011-06-29,1080.0
2011-06-30,1041.0
2011-07-01,1050.0
2011-07-04,1050.0
2011-07-05,1050.0
2011-07-06,1050.0
2011-07-07,1005.0
2011-07-08,1045.0
2011-07-11,1045.0
2011-07-12,1045.0
2011-07-13,1045.0
2011-07-14,1095.0
2011-07-15,1090.0
2011-07-18,1089.0
