date,SAM
2005-10-13,540.0
2005-10-14,540.0
2005-10-17,536.0
2005-10-18,536.0
2005-10-19,540.0
2005-10-20,537.0
2005-10-21,538.0
2005-10-24,536.0
2005-10-25,540.0
2005-10-26,540.0
2005-10-27,550.0
2005-10-28,553.0
2005-10-31,560.0
2005-11-01,570.0
2005-11-02,572.0
2005-11-03,579.0
2005-11-07,587.0
2005-11-08,596.0
2005-11-09,573.0
2005-11-10,575.0
2005-11-11,579.0
2005-11-14,587.0
2005-11-15,590.0
2005-11-21,586.0
2005-11-22,587.0
2005-11-23,586.0
2005-11-24,585.0
2005-11-25,589.0
2005-11-28,589.0
2005-11-29,610.0
2005-11-30,590.0
2005-12-01,593.0
2005-12-02,585.0
2005-12-05,578.0
2005-12-06,575.0
2005-12-07,574.0
2005-12-08,552.0
2005-12-09,560.0
2005-12-12,564.0
2005-12-13,575.0
2005-12-14,585.0
2005-12-15,581.0
2005-12-16,590.0
2005-12-19,590.0
2005-12-20,585.0
2005-12-21,585.0
2005-12-22,590.0
2005-12-23,589.0
2005-12-26,589.0
2005-12-27,580.0
2005-12-28,571.0
2005-12-29,572.0
2005-12-30,574.0
2006-01-03,590.0
2006-01-04,600.0
2006-01-05,600.0
2006-01-06,606.0
2006-01-09,618.0
2006-01-10,632.0
2006-01-13,668.0
2006-01-16,667.0
2006-01-17,658.0
2006-01-18,660.0
2006-01-19,675.0
2006-01-20,704.0
2006-01-23,725.0
2006-01-24,751.0
2006-01-25,772.0
2006-01-26,810.0
2006-01-27,846.0
2006-01-30,896.0
2006-02-01,938.0
2006-02-02,899.0
2006-02-03,880.0
2006-02-06,932.0
2006-02-07,954.0
2006-02-08,955.0
2006-02-09,977.0
2006-02-10,976.0
2006-02-13,960.0
2006-02-14,920.0
2006-02-15,950.0
2006-02-16,960.0
2006-02-17,960.0
2006-02-20,980.0
2006-02-21,990.0
2006-02-22,990.0
2006-02-23,988.0
2006-02-24,960.0
2006-02-27,935.0
2006-02-28,935.0
2006-03-01,936.0
2006-03-02,942.0
2006-03-03,953.0
2006-03-06,963.0
2006-03-07,957.0
2006-03-08,940.0
2006-03-09,920.0
2006-03-10,924.0
2006-03-13,869.0
2006-03-14,829.0
2006-03-15,825.0
2006-03-17,865.0
2006-03-20,852.0
2006-03-21,840.0
2006-03-22,840.0
2006-03-23,872.0
2006-03-24,889.0
2006-03-27,920.0
2006-03-28,950.0
2006-03-29,952.0
2006-03-30,945.0
2006-03-31,962.0
2006-04-03,980.0
2006-04-04,985.0
2006-04-05,980.0
2006-04-06,951.0
2006-04-07,953.0
2006-04-10,951.0
2006-04-13,940.0
2006-04-14,933.0
2006-04-17,930.0
2006-04-18,945.0
2006-04-19,950.0
2006-04-20,950.0
2006-04-21,958.0
2006-04-24,951.0
2006-04-25,950.0
2006-04-26,955.0
2006-04-27,957.0
2006-04-28,956.0
2006-05-02,956.0
2006-05-03,957.0
2006-05-04,965.0
2006-05-05,994.0
2006-05-08,1040.0
2006-05-09,1029.0
2006-05-10,995.0
2006-05-11,990.0
2006-05-12,999.0
2006-05-15,1025.0
2006-05-16,957.0
2006-05-17,950.0
2006-05-18,935.0
2006-05-19,880.0
2006-05-22,829.0
2006-05-23,829.0
2006-05-24,871.0
2006-05-25,865.0
2006-05-26,830.0
2006-05-29,790.0
2006-05-30,800.0
2006-05-31,840.0
2006-06-01,861.0
2006-06-02,860.0
2006-06-05,850.0
2006-06-06,840.0
2006-06-07,840.0
2006-06-08,800.0
2006-06-09,800.0
2006-06-12,791.0
2006-06-13,760.0
2006-06-14,770.0
2006-06-15,807.0
2006-06-16,825.0
2006-06-19,820.0
2006-06-20,825.0
2006-06-21,830.0
2006-06-22,835.0
2006-06-23,830.0
2006-06-26,830.0
2006-06-27,820.0
2006-06-28,838.0
2006-06-29,870.0
2006-06-30,874.0
2006-07-03,890.0
2006-07-04,908.0
2006-07-05,914.0
2006-07-06,910.0
2006-07-07,897.0
2006-07-10,880.0
2006-07-11,865.0
2006-07-12,871.0
2006-07-13,880.0
2006-07-14,888.0
2006-07-17,881.0
2006-07-18,880.0
2006-07-19,880.0
2006-07-20,880.0
2006-07-21,870.0
2006-07-24,880.0
2006-07-25,880.0
2006-07-26,875.0
2006-07-27,870.0
2006-07-28,860.0
2006-07-31,880.0
2006-08-01,879.0
2006-08-02,865.0
2006-08-03,870.0
2006-08-04,870.0
2006-08-07,879.0
2006-08-08,883.0
2006-08-09,884.0
2006-08-10,890.0
2006-08-11,884.0
2006-08-15,896.0
2006-08-16,900.0
2006-08-17,896.0
2006-08-18,930.0
2006-08-22,948.0
2006-08-23,930.0
2006-08-24,945.0
2006-08-25,950.0
2006-08-28,935.0
2006-08-29,940.0
2006-08-30,940.0
2006-08-31,940.0
2006-09-01,930.0
2006-09-04,937.0
2006-09-05,925.0
2006-09-06,925.0
2006-09-07,930.0
2006-09-08,932.0
2006-09-11,930.0
2006-09-12,915.0
2006-09-13,915.0
2006-09-14,911.0
2006-09-15,900.0
2006-09-18,890.0
2006-09-19,870.0
2006-09-20,870.0
2006-09-21,890.0
2006-09-22,890.0
2006-09-25,900.0
2006-09-26,890.0
2006-09-27,885.0
2006-09-28,889.0
2006-09-29,870.0
2006-10-02,876.0
2006-10-03,880.0
2006-10-04,877.0
2006-10-05,865.0
2006-10-06,870.0
2006-10-09,870.0
2006-10-10,860.0
2006-10-11,830.0
2006-10-12,840.0
2006-10-13,837.0
2006-10-16,825.0
2006-10-17,830.0
2006-10-18,830.0
2006-10-19,830.0
2006-10-20,832.0
2006-10-23,835.0
2006-10-26,858.0
2006-10-27,862.0
2006-10-30,870.0
2006-10-31,889.0
2006-11-01,885.0
2006-11-02,880.0
2006-11-03,879.0
2006-11-07,864.0
2006-11-08,869.0
2006-11-09,850.0
2006-11-10,848.0
2006-11-13,820.0
2006-11-14,850.0
2006-11-15,860.0
2006-11-16,825.0
2006-11-17,845.0
2006-11-20,850.0
2006-11-21,849.0
2006-11-22,855.0
2006-11-23,850.0
2006-11-24,850.0
2006-11-27,850.0
2006-11-28,845.0
2006-11-29,835.0
2006-11-30,829.0
2006-12-01,828.0
2006-12-04,825.0
2006-12-05,831.0
2006-12-06,830.0
2006-12-07,845.0
2006-12-08,855.0
2006-12-11,855.0
2006-12-12,845.0
2006-12-13,842.0
2006-12-14,842.0
2006-12-15,835.0
2006-12-18,835.0
2006-12-19,830.0
2006-12-20,825.0
2006-12-21,815.0
2006-12-22,815.0
2006-12-26,820.0
2006-12-27,825.0
2006-12-28,823.0
2006-12-29,830.0
2007-01-02,817.0
2007-01-03,828.0
2007-01-04,841.0
2007-01-05,880.0
2007-01-08,890.0
2007-01-09,889.0
2007-01-10,880.0
2007-01-12,890.0
2007-01-15,895.0
2007-01-16,930.0
2007-01-17,950.0
2007-01-18,930.0
2007-01-19,901.0
2007-01-22,905.0
2007-01-23,904.0
2007-01-24,920.0
2007-01-25,917.0
2007-01-26,960.0
2007-01-29,951.0
2007-01-30,960.0
2007-01-31,960.0
2007-02-01,910.0
2007-02-02,913.0
2007-02-05,915.0
2007-02-06,963.0
2007-02-07,949.0
2007-02-08,954.0
2007-02-09,951.0
2007-02-12,950.0
2007-02-13,970.0
2007-02-14,1007.0
2007-02-15,1020.0
2007-02-16,1050.0
2007-02-19,1095.0
2007-02-20,1070.0
2007-02-21,1055.0
2007-02-22,1000.0
2007-02-23,950.0
2007-02-26,964.0
2007-02-27,1010.0
2007-02-28,1047.0
2007-03-01,1039.0
2007-03-02,1053.0
2007-03-05,1063.0
2007-03-06,1098.0
2007-03-07,1103.0
2007-03-08,1104.0
2007-03-09,1064.0
2007-03-12,1064.0
2007-03-13,1064.0
2007-03-14,1072.0
2007-03-15,1071.0
2007-03-19,1035.0
2007-03-20,1056.0
2007-03-21,1047.0
2007-03-22,1036.0
2007-03-23,1036.0
2007-03-26,1039.0
2007-03-27,1040.0
2007-03-28,1042.0
2007-03-29,1030.0
2007-04-03,933.0
2007-04-04,944.0
2007-04-05,947.0
2007-04-06,955.0
2007-04-09,958.0
2007-04-10,960.0
2007-04-11,972.0
2007-04-12,978.0
2007-04-13,977.0
2007-04-16,955.0
2007-04-17,945.0
2007-04-18,950.0
2007-04-19,947.0
2007-04-20,950.0
2007-04-23,954.0
2007-04-24,950.0
2007-04-25,940.0
2007-04-26,943.0
2007-04-27,946.0
2007-04-30,954.0
2007-05-02,942.0
2007-05-03,950.0
2007-05-04,942.0
2007-05-07,949.0
2007-05-08,942.0
2007-05-09,900.0
2007-05-10,850.0
2007-05-11,830.0
2007-05-14,800.0
2007-05-15,802.0
2007-05-16,850.0
2007-05-17,900.0
2007-05-18,910.0
2007-05-21,925.0
2007-05-22,920.0
2007-05-23,895.0
2007-05-24,894.0
2007-05-25,874.0
2007-05-28,875.0
2007-05-29,892.0
2007-05-30,885.0
2007-05-31,925.0
2007-06-01,910.0
2007-06-04,925.0
2007-06-05,920.0
2007-06-06,881.0
2007-06-07,880.0
2007-06-08,880.0
2007-06-11,880.0
2007-06-12,880.0
2007-06-13,872.0
2007-06-14,880.0
2007-06-15,870.0
2007-06-18,862.0
2007-06-19,861.0
2007-06-20,859.0
2007-06-21,860.0
2007-06-22,856.0
2007-06-25,860.0
2007-06-26,866.0
2007-06-27,860.0
2007-06-28,861.0
2007-06-29,870.0
2007-07-02,865.0
2007-07-03,870.0
2007-07-04,870.0
2007-07-05,864.0
2007-07-06,870.0
2007-07-09,868.0
2007-07-10,870.0
2007-07-11,870.0
2007-07-12,854.0
2007-07-13,865.0
2007-07-16,865.0
2007-07-17,865.0
2007-07-18,851.0
2007-07-19,850.0
2007-07-20,850.0
2007-07-23,850.0
2007-07-24,850.0
2007-07-25,841.0
2007-07-26,845.0
2007-07-27,855.0
2007-07-31,879.0
2007-08-01,898.0
2007-08-02,915.0
2007-08-03,912.0
2007-08-06,910.0
2007-08-07,910.0
2007-08-08,910.0
2007-08-09,914.0
2007-08-10,916.0
2007-08-13,916.0
2007-08-15,912.0
2007-08-16,900.0
2007-08-17,888.0
2007-08-22,900.0
2007-08-23,881.0
2007-08-24,899.0
2007-08-27,910.0
2007-08-28,909.0
2007-08-29,903.0
2007-08-30,908.0
2007-08-31,890.0
2007-09-03,900.0
2007-09-04,900.0
2007-09-05,891.0
2007-09-06,881.0
2007-09-07,875.0
2007-09-10,870.0
2007-09-11,857.0
2007-09-12,850.0
2007-09-13,852.0
2007-09-14,852.0
2007-09-17,860.0
2007-09-18,865.0
2007-09-19,863.0
2007-09-20,833.0
2007-09-21,820.0
2007-09-24,835.0
2007-09-25,830.0
2007-09-26,820.0
2007-09-27,835.0
2007-09-28,816.0
2007-10-01,813.0
2007-10-02,815.0
2007-10-03,816.0
2007-10-04,815.0
2007-10-05,825.0
2007-10-08,802.0
2007-10-09,803.0
2007-10-10,780.0
2007-10-11,790.0
2007-10-12,800.0
2007-10-15,806.0
2007-10-16,832.0
2007-10-17,830.0
2007-10-18,837.0
2007-10-19,838.0
2007-10-22,850.0
2007-10-23,870.0
2007-10-24,922.0
2007-10-25,871.0
2007-10-26,890.0
2007-10-29,898.0
2007-10-30,890.0
2007-10-31,837.0
2007-11-01,860.0
2007-11-02,911.0
2007-11-05,925.0
2007-11-07,900.0
2007-11-08,893.0
2007-11-09,888.0
2007-11-12,875.0
2007-11-13,877.0
2007-11-14,876.0
2007-11-15,879.0
2007-11-16,865.0
2007-11-19,862.0
2007-11-20,865.0
2007-11-21,874.0
2007-11-22,870.0
2007-11-23,851.0
2007-11-26,840.0
2007-11-27,861.0
2007-11-28,867.0
2007-11-29,868.0
2007-11-30,830.0
2007-12-03,830.0
2007-12-04,840.0
2007-12-05,830.0
2007-12-06,830.0
2007-12-07,801.0
2007-12-10,800.0
2007-12-11,800.0
2007-12-12,801.0
2007-12-13,794.0
2007-12-14,796.0
2007-12-17,800.0
2007-12-18,810.0
2007-12-19,798.0
2007-12-20,803.0
2007-12-24,800.0
2007-12-25,795.0
2007-12-26,794.0
2007-12-27,789.0
2007-12-28,800.0
2007-12-31,803.0
2008-01-02,833.0
2008-01-03,863.0
2008-01-04,884.0
2008-01-07,873.0
2008-01-08,859.0
2008-01-09,867.0
2008-01-14,860.0
2008-01-15,858.0
2008-01-16,850.0
2008-01-17,863.0
2008-01-18,857.0
2008-01-21,837.0
2008-01-22,833.0
2008-01-23,845.0
2008-01-24,832.0
2008-01-25,826.0
2008-01-28,832.0
2008-01-29,830.0
2008-01-30,837.0
2008-01-31,833.0
2008-02-01,825.0
2008-02-04,825.0
2008-02-05,827.0
2008-02-06,840.0
2008-02-07,835.0
2008-02-08,830.0
2008-02-11,829.0
2008-02-12,828.0
2008-02-13,822.0
2008-02-14,812.0
2008-02-15,816.0
2008-02-18,820.0
2008-02-19,817.0
2008-02-20,818.0
2008-02-21,817.0
2008-02-22,812.0
2008-02-25,810.0
2008-02-26,812.0
2008-02-27,813.0
2008-02-28,827.0
2008-02-29,822.0
2008-03-03,821.0
2008-03-04,809.0
2008-03-05,827.0
2008-03-06,825.0
2008-03-07,816.0
2008-03-10,805.0
2008-03-11,800.0
2008-03-12,810.0
2008-03-13,810.0
2008-03-14,800.0
2008-03-17,770.0
2008-03-18,797.0
2008-03-19,778.0
2008-03-24,777.0
2008-03-25,777.0
2008-03-26,780.0
2008-03-27,770.0
2008-03-28,777.0
2008-03-31,770.0
2008-04-01,730.0
2008-04-02,710.0
2008-04-03,750.0
2008-04-04,781.0
2008-04-07,780.0
2008-04-08,770.0
2008-04-09,765.0
2008-04-10,759.0
2008-04-11,743.0
2008-04-14,740.0
2008-04-15,736.0
2008-04-16,750.0
2008-04-17,749.0
2008-04-18,750.0
2008-04-21,750.0
2008-04-22,741.0
2008-04-23,730.0
2008-04-24,729.0
2008-04-25,710.0
2008-04-28,711.0
2008-04-29,712.0
2008-04-30,718.0
2008-05-02,729.0
2008-05-05,712.0
2008-05-06,714.0
2008-05-07,714.0
2008-05-08,712.0
2008-05-09,712.0
2008-05-12,720.0
2008-05-13,710.0
2008-05-14,716.0
2008-05-15,705.0
2008-05-16,706.0
2008-05-19,705.0
2008-05-20,714.0
2008-05-21,706.0
2008-05-22,695.0
2008-05-23,697.0
2008-05-26,697.0
2008-05-27,685.0
2008-05-28,670.0
2008-05-29,660.0
2008-05-30,660.0
2008-06-02,659.0
2008-06-03,660.0
2008-06-04,656.0
2008-06-05,665.0
2008-06-06,697.0
2008-06-09,738.0
2008-06-10,770.0
2008-06-11,788.0
2008-06-12,746.0
2008-06-13,742.0
2008-06-16,738.0
2008-06-17,730.0
2008-06-18,730.0
2008-06-19,731.0
2008-06-20,720.0
2008-06-23,703.0
2008-06-24,706.0
2008-06-25,700.0
2008-06-26,705.0
2008-06-27,707.0
2008-06-30,710.0
2008-07-01,700.0
2008-07-02,700.0
2008-07-03,712.0
2008-07-04,717.0
2008-07-07,712.0
2008-07-08,720.0
2008-07-09,730.0
2008-07-10,725.0
2008-07-11,740.0
2008-07-14,720.0
2008-07-15,720.0
2008-07-16,720.0
2008-07-17,730.0
2008-07-18,750.0
2008-07-21,768.0
2008-07-22,770.0
2008-07-23,760.0
2008-07-24,775.0
2008-07-25,775.0
2008-07-28,765.0
2008-07-29,761.0
2008-07-31,761.0
2008-08-01,740.0
2008-08-04,740.0
2008-08-05,755.0
2008-08-06,755.0
2008-08-07,749.0
2008-08-08,749.0
2008-08-11,737.0
2008-08-12,734.0
2008-08-13,730.0
2008-08-15,730.0
2008-08-18,738.0
2008-08-19,730.0
2008-08-22,725.0
2008-08-25,725.0
2008-08-26,726.0
2008-08-27,726.0
2008-08-28,727.0
2008-08-29,730.0
2008-09-01,739.0
2008-09-02,739.0
2008-09-03,730.0
2008-09-04,732.0
2008-09-05,730.0
2008-09-08,721.0
2008-09-09,702.0
2008-09-10,710.0
2008-09-11,712.0
2008-09-12,710.0
2008-09-15,690.0
2008-09-16,649.0
2008-09-17,652.0
2008-09-18,684.0
2008-09-19,718.0
2008-09-22,718.0
2008-09-23,702.0
2008-09-24,707.0
2008-09-25,712.0
2008-09-26,719.0
2008-09-29,714.0
2008-09-30,690.0
2008-10-03,688.0
2008-10-06,680.0
2008-10-07,680.0
2008-10-08,670.0
2008-10-09,665.0
2008-10-10,650.0
2008-10-13,689.0
2008-10-14,730.0
2008-10-15,715.0
2008-10-16,710.0
2008-10-17,733.0
2008-10-20,735.0
2008-10-21,735.0
2008-10-22,725.0
2008-10-23,717.0
2008-10-24,720.0
2008-10-27,690.0
2008-10-28,700.0
2008-10-29,706.0
2008-10-30,706.0
2008-10-31,710.0
2008-11-03,730.0
2008-11-04,731.0
2008-11-05,723.0
2008-11-07,706.0
2008-11-10,710.0
2008-11-11,707.0
2008-11-12,705.0
2008-11-13,710.0
2008-11-14,704.0
2008-11-17,705.0
2008-11-19,707.0
2008-11-20,698.0
2008-11-21,660.0
2008-11-24,634.0
2008-11-25,650.0
2008-11-26,680.0
2008-11-27,685.0
2008-11-28,656.0
2008-12-01,640.0
2008-12-02,650.0
2008-12-03,634.0
2008-12-04,630.0
2008-12-05,630.0
2008-12-08,640.0
2008-12-11,650.0
2008-12-12,645.0
2008-12-15,646.0
2008-12-16,637.0
2008-12-17,635.0
2008-12-18,648.0
2008-12-19,642.0
2008-12-22,653.0
2008-12-23,636.0
2008-12-24,622.0
2008-12-25,659.0
2008-12-26,621.0
2008-12-30,615.0
2008-12-31,579.0
2009-01-02,597.0
2009-01-05,585.0
2009-01-06,591.0
2009-01-07,584.0
2009-01-08,580.0
2009-01-09,597.0
2009-01-12,569.0
2009-01-13,552.0
2009-01-14,551.0
2009-01-15,580.0
2009-01-16,579.0
2009-01-19,594.0
2009-01-20,580.0
2009-01-21,580.0
2009-01-22,597.0
2009-01-23,596.0
2009-01-26,600.0
2009-01-27,612.0
2009-01-28,608.0
2009-01-29,616.0
2009-01-30,624.0
2009-02-02,630.0
2009-02-03,640.0
2009-02-04,630.0
2009-02-05,614.0
2009-02-06,613.0
2009-02-09,633.0
2009-02-10,638.0
2009-02-11,639.0
2009-02-12,638.0
2009-02-13,635.0
2009-02-16,644.0
2009-02-17,682.0
2009-02-18,690.0
2009-02-19,683.0
2009-02-20,678.0
2009-02-23,686.0
2009-02-24,680.0
2009-02-25,715.0
2009-02-26,682.0
2009-02-27,697.0
2009-03-02,695.0
2009-03-03,692.0
2009-03-04,680.0
2009-03-05,687.0
2009-03-06,662.0
2009-03-09,690.0
2009-03-12,698.0
2009-03-13,701.0
2009-03-16,698.0
2009-03-17,699.0
2009-03-18,698.0
2009-03-19,689.0
2009-03-20,660.0
2009-03-23,670.0
2009-03-24,657.0
2009-03-25,677.0
2009-03-26,645.0
2009-03-27,656.0
2009-03-30,617.0
2009-03-31,580.0
2009-04-01,546.0
2009-04-02,565.0
2009-04-03,580.0
2009-04-06,590.0
2009-04-07,585.0
2009-04-08,578.0
2009-04-09,580.0
2009-04-10,580.0
2009-04-13,579.0
2009-04-14,579.0
2009-04-15,579.0
2009-04-16,579.0
2009-04-17,595.0
2009-04-20,593.0
2009-04-21,605.0
2009-04-22,610.0
2009-04-23,612.0
2009-04-24,600.0
2009-04-27,615.0
2009-04-28,624.0
2009-04-29,630.0
2009-04-30,629.0
2009-05-04,628.0
2009-05-05,629.0
2009-05-06,625.0
2009-05-07,625.0
2009-05-08,620.0
2009-05-11,609.0
2009-05-12,613.0
2009-05-13,609.0
2009-05-14,613.0
2009-05-15,613.0
2009-05-18,629.0
2009-05-19,618.0
2009-05-20,618.0
2009-05-21,604.0
2009-05-22,609.0
2009-05-25,605.0
2009-05-26,606.0
2009-05-27,608.0
2009-05-28,610.0
2009-05-29,593.0
2009-06-01,603.0
2009-06-02,602.0
2009-06-03,600.0
2009-06-04,600.0
2009-06-05,599.0
2009-06-08,602.0
2009-06-09,609.0
2009-06-10,608.0
2009-06-11,595.0
2009-06-12,608.0
2009-06-15,607.0
2009-06-16,608.0
2009-06-17,638.0
2009-06-18,625.0
2009-06-19,615.0
2009-06-22,620.0
2009-06-23,620.0
2009-06-24,620.0
2009-06-25,622.0
2009-06-26,621.0
2009-06-29,620.0
2009-06-30,620.0
2009-07-01,644.0
2009-07-02,630.0
2009-07-03,622.0
2009-07-06,622.0
2009-07-07,624.0
2009-07-08,630.0
2009-07-09,630.0
2009-07-10,630.0
2009-07-13,623.0
2009-07-14,621.0
2009-07-15,620.0
2009-07-16,627.0
2009-07-17,628.0
2009-07-20,625.0
2009-07-21,618.0
2009-07-22,625.0
2009-07-23,630.0
2009-07-24,630.0
2009-07-27,630.0
2009-07-28,630.0
2009-07-29,630.0
2009-07-31,625.0
2009-08-03,645.0
2009-08-04,640.0
2009-08-05,639.0
2009-08-06,635.0
2009-08-07,636.0
2009-08-10,647.0
2009-08-11,645.0
2009-08-12,630.0
2009-08-13,639.0
2009-08-17,638.0
2009-08-18,633.0
2009-08-19,636.0
2009-08-24,632.0
2009-08-25,635.0
2009-08-26,632.0
2009-08-27,637.0
2009-08-28,640.0
2009-08-31,639.0
2009-09-01,633.0
2009-09-02,633.0
2009-09-03,626.0
2009-09-04,623.0
2009-09-07,622.0
2009-09-08,615.0
2009-09-09,616.0
2009-09-10,615.0
2009-09-11,615.0
2009-09-14,620.0
2009-09-15,615.0
2009-09-16,615.0
2009-09-17,615.0
2009-09-18,622.0
2009-09-23,615.0
2009-09-24,611.0
2009-09-25,615.0
2009-09-28,613.0
2009-09-29,614.0
2009-09-30,610.0
2009-10-01,608.0
2009-10-02,609.0
2009-10-05,608.0
2009-10-06,605.0
2009-10-07,592.0
2009-10-08,587.0
2009-10-09,595.0
2009-10-12,597.0
2009-10-13,596.0
2009-10-14,599.0
2009-10-15,598.0
2009-10-16,603.0
2009-10-19,602.0
2009-10-20,603.0
2009-10-21,593.0
2009-10-22,600.0
2009-10-23,592.0
2009-10-26,598.0
2009-10-27,586.0
2009-10-28,585.0
2009-10-29,582.0
2009-10-30,595.0
2009-11-02,583.0
2009-11-03,593.0
2009-11-04,588.0
2009-11-05,592.0
2009-11-09,582.0
2009-11-10,585.0
2009-11-11,582.0
2009-11-12,577.0
2009-11-13,565.0
2009-11-16,566.0
2009-11-17,566.0
2009-11-19,570.0
2009-11-20,570.0
2009-11-23,573.0
2009-11-24,570.0
2009-11-25,570.0
2009-11-26,571.0
2009-11-27,568.0
2009-11-30,560.0
2009-12-01,561.0
2009-12-02,560.0
2009-12-03,570.0
2009-12-04,563.0
2009-12-07,565.0
2009-12-08,560.0
2009-12-09,560.0
2009-12-10,563.0
2009-12-11,563.0
2009-12-14,559.0
2009-12-15,545.0
2009-12-16,557.0
2009-12-17,560.0
2009-12-21,555.0
2009-12-22,560.0
2009-12-23,560.0
2009-12-24,560.0
2009-12-25,555.0
2009-12-28,560.0
2009-12-29,560.0
2009-12-30,580.0
2009-12-31,546.0
2010-01-04,540.0
2010-01-05,563.0
2010-01-06,563.0
2010-01-07,565.0
2010-01-08,572.0
2010-01-12,571.0
2010-01-13,568.0
2010-01-14,565.0
2010-01-15,573.0
2010-01-18,573.0
2010-01-19,583.0
2010-01-20,586.0
2010-01-21,595.0
2010-01-22,602.0
2010-01-25,630.0
2010-01-26,610.0
2010-01-27,625.0
2010-01-28,619.0
2010-01-29,616.0
2010-02-01,610.0
2010-02-02,607.0
2010-02-03,618.0
2010-02-04,607.0
2010-02-05,608.0
2010-02-08,612.0
2010-02-09,610.0
2010-02-10,618.0
2010-02-11,615.0
2010-02-12,625.0
2010-02-15,625.0
2010-02-16,625.0
2010-02-17,624.0
2010-02-18,618.0
2010-02-19,620.0
2010-02-22,619.0
2010-02-23,620.0
2010-02-24,611.0
2010-02-25,609.0
2010-02-26,600.0
2010-03-01,601.0
2010-03-02,612.0
2010-03-03,614.0
2010-03-04,615.0
2010-03-05,615.0
2010-03-08,614.0
2010-03-09,611.0
2010-03-10,607.0
2010-03-11,609.0
2010-03-12,633.0
2010-03-15,605.0
2010-03-16,609.0
2010-03-17,620.0
2010-03-18,640.0
2010-03-19,640.0
2010-03-22,616.0
2010-03-23,615.0
2010-03-24,620.0
2010-03-25,601.0
2010-03-26,617.0
2010-03-29,615.0
2010-03-30,625.0
2010-03-31,625.0
2010-04-01,625.0
2010-04-02,621.0
2010-04-05,621.0
2010-04-06,620.0
2010-04-07,620.0
2010-04-08,616.0
2010-04-09,620.0
2010-04-12,619.0
2010-04-13,618.0
2010-04-14,608.0
2010-04-15,612.0
2010-04-16,620.0
2010-04-19,621.0
2010-04-20,620.0
2010-04-21,614.0
2010-04-22,619.0
2010-04-23,615.0
2010-04-26,620.0
2010-04-27,657.0
2010-04-28,684.0
2010-04-29,679.0
2010-04-30,673.0
2010-05-03,670.0
2010-05-04,668.0
2010-05-05,659.0
2010-05-06,622.0
2010-05-07,643.0
2010-05-10,635.0
2010-05-11,645.0
2010-05-12,648.0
2010-05-13,650.0
2010-05-14,645.0
2010-05-17,664.0
2010-05-18,703.0
2010-05-19,739.0
2010-05-20,735.0
2010-05-21,725.0
2010-05-24,715.0
2010-05-25,694.0
2010-05-26,696.0
2010-05-27,695.0
2010-05-28,695.0
2010-05-31,685.0
2010-06-01,685.0
2010-06-02,696.0
2010-06-03,702.0
2010-06-04,709.0
2010-06-07,708.0
2010-06-08,705.0
2010-06-09,715.0
2010-06-10,715.0
2010-06-11,705.0
2010-06-14,698.0
2010-06-15,705.0
2010-06-16,703.0
2010-06-17,697.0
2010-06-18,695.0
2010-06-21,691.0
2010-06-22,691.0
2010-06-23,691.0
2010-06-24,692.0
2010-06-25,696.0
2010-06-28,685.0
2010-06-29,688.0
2010-06-30,690.0
2010-07-01,674.0
2010-07-02,680.0
2010-07-05,675.0
2010-07-06,679.0
2010-07-07,670.0
2010-07-08,670.0
2010-07-09,669.0
2010-07-12,674.0
2010-07-13,679.0
2010-07-14,679.0
2010-07-15,669.0
2010-07-16,657.0
2010-07-19,670.0
2010-07-20,673.0
2010-07-21,651.0
2010-07-22,662.0
2010-07-23,672.0
2010-07-26,660.0
2010-07-27,669.0
2010-07-28,655.0
2010-07-29,663.0
2010-08-02,651.0
2010-08-03,660.0
2010-08-04,650.0
2010-08-05,657.0
2010-08-06,650.0
2010-08-09,649.0
2010-08-10,650.0
2010-08-11,650.0
2010-08-12,632.0
2010-08-13,640.0
2010-08-16,640.0
2010-08-17,632.0
2010-08-18,638.0
2010-08-19,650.0
2010-08-23,650.0
2010-08-24,637.0
2010-08-25,639.0
2010-08-26,640.0
2010-08-27,644.0
2010-08-30,650.0
2010-08-31,648.0
2010-09-01,633.0
2010-09-02,641.0
2010-09-03,635.0
2010-09-06,627.0
2010-09-07,629.0
2010-09-08,639.0
2010-09-09,633.0
2010-09-13,640.0
2010-09-14,642.0
2010-09-15,627.0
2010-09-16,627.0
2010-09-17,620.0
2010-09-20,610.0
2010-09-21,612.0
2010-09-22,615.0
2010-09-23,615.0
2010-09-24,609.0
2010-09-27,600.0
2010-09-28,600.0
2010-09-29,609.0
2010-09-30,630.0
2010-10-01,603.0
2010-10-04,607.0
2010-10-05,601.0
2010-10-06,603.0
2010-10-07,630.0
2010-10-08,630.0
2010-10-11,626.0
2010-10-12,623.0
2010-10-13,630.0
2010-10-14,640.0
2010-10-15,639.0
2010-10-18,630.0
2010-10-19,630.0
2010-10-20,632.0
2010-10-21,650.0
2010-10-22,635.0
2010-10-25,642.0
2010-10-26,620.0
2010-10-27,622.0
2010-10-28,620.0
2010-10-29,620.0
2010-11-01,620.0
2010-11-02,617.0
2010-11-03,619.0
2010-11-04,615.0
2010-11-05,629.0
2010-11-08,620.0
2010-11-09,620.0
2010-11-10,612.0
2010-11-11,620.0
2010-11-12,620.0
2010-11-15,608.0
2010-11-16,617.0
2010-11-19,624.0
2010-11-22,624.0
2010-11-23,620.0
2010-11-24,600.0
2010-11-25,600.0
