date,TQM
2019-01-28,906.0
2019-01-29,916.0
2019-01-30,931.0
2019-01-31,931.0
2019-02-01,931.0
2019-02-04,925.0
2019-02-05,921.0
2019-02-06,950.0
2019-02-07,939.0
2019-02-08,955.0
2019-02-11,950.0
2019-02-12,938.0
2019-02-13,941.0
2019-02-14,950.0
2019-02-15,944.0
2019-02-18,940.0
2019-02-19,950.0
2019-02-20,950.0
2019-02-21,942.0
2019-02-22,964.0
2019-02-25,955.0
2019-02-26,951.0
2019-02-27,950.0
2019-02-28,926.0
2019-03-01,940.0
2019-03-04,949.0
2019-03-05,940.0
2019-03-06,940.0
2019-03-07,981.0
2019-03-08,935.0
2019-03-11,935.0
2019-03-12,924.0
2019-03-13,928.0
2019-03-14,935.0
2019-03-15,907.0
2019-03-18,901.0
2019-03-19,905.0
2019-03-20,910.0
2019-03-21,910.0
2019-03-22,901.0
2019-03-25,900.0
2019-03-26,900.0
2019-03-27,900.0
2019-03-28,920.0
2019-03-29,895.1
2019-04-01,913.0
2019-04-02,900.0
2019-04-03,900.0
2019-04-04,888.0
2019-04-05,870.0
2019-04-08,855.0
2019-04-09,861.0
2019-04-10,875.5
2019-04-11,857.0
2019-04-12,875.0
2019-04-15,875.0
2019-04-16,865.0
2019-04-17,865.0
2019-04-18,865.1
2019-04-19,887.0
2019-04-22,887.0
2019-04-23,868.6
2019-04-24,869.0
2019-04-25,868.5
2019-04-26,868.7
2019-04-29,870.0
2019-04-30,870.0
2019-05-02,871.0
2019-05-03,872.0
2019-05-06,872.0
2019-05-07,872.5
2019-05-08,873.1
2019-05-09,873.1
2019-05-10,873.1
2019-05-13,885.0
2019-05-14,865.0
2019-05-15,870.0
2019-05-16,888.0
2019-05-17,863.0
2019-05-20,865.0
2019-05-21,870.0
2019-05-22,870.0
2019-05-23,870.0
2019-05-24,856.5
2019-05-27,856.8
2019-05-28,859.0
2019-05-29,861.0
2019-05-30,865.0
2019-05-31,865.0
2019-06-03,865.0
2019-06-04,867.0
2019-06-10,865.5
2019-06-11,885.0
2019-06-12,865.7
2019-06-13,860.6
2019-06-14,862.5
2019-06-17,862.5
2019-06-18,858.0
2019-06-19,860.0
2019-06-20,860.0
2019-06-21,862.0
2019-06-24,862.0
2019-06-25,862.1
2019-06-26,872.0
2019-06-27,872.0
2019-06-28,870.0
2019-07-01,875.0
2019-07-02,871.1
2019-07-03,866.0
2019-07-04,884.0
2019-07-05,889.0
2019-07-08,908.0
2019-07-09,872.5
2019-07-10,892.0
2019-07-11,878.0
2019-07-12,895.0
2019-07-15,895.0
2019-07-16,880.0
2019-07-17,860.0
2019-07-18,870.1
2019-07-19,872.0
2019-07-22,872.0
2019-07-23,872.0
2019-07-24,873.0
2019-07-25,890.0
2019-07-26,898.0
2019-07-29,875.5
2019-07-31,900.0
2019-08-01,890.0
2019-08-02,885.0
2019-08-05,900.0
2019-08-06,895.0
2019-08-07,895.0
2019-08-08,880.0
2019-08-09,881.0
2019-08-15,881.0
2019-08-16,895.0
2019-08-19,895.0
2019-08-22,890.0
2019-08-23,890.0
2019-08-26,885.0
2019-08-27,905.0
2019-08-28,906.0
2019-08-29,910.0
2019-08-30,910.0
2019-09-02,928.0
2019-09-03,910.0
2019-09-04,900.0
2019-09-05,910.0
2019-09-06,900.0
2019-09-09,900.0
2019-09-10,891.0
2019-09-11,900.0
2019-09-12,891.0
2019-09-13,905.0
2019-09-16,900.0
2019-09-17,918.0
2019-09-18,918.0
2019-09-19,890.0
2019-09-20,891.0
2019-09-23,891.0
2019-09-24,892.0
2019-09-25,892.0
2019-09-26,888.0
2019-09-27,888.0
2019-09-30,890.0
2019-10-01,883.0
2019-10-02,884.0
2019-10-03,884.0
2019-10-04,880.0
2019-10-07,873.1
2019-10-08,873.2
2019-10-09,872.0
2019-10-10,872.0
2019-10-11,890.0
2019-10-14,890.0
2019-10-15,880.0
2019-10-16,872.0
2019-10-17,870.0
2019-10-18,880.0
2019-10-21,900.0
2019-10-22,880.1
2019-10-23,880.1
2019-10-24,880.1
2019-10-25,890.0
2019-10-28,882.0
2019-10-29,884.0
2019-10-30,884.0
2019-10-31,884.0
2019-11-01,884.0
2019-11-04,884.0
2019-11-05,884.0
2019-11-07,884.0
2019-11-08,900.0
2019-11-12,879.0
2019-11-13,881.0
2019-11-14,870.2
2019-11-15,875.0
2019-11-19,875.0
2019-11-20,875.0
2019-11-21,875.0
2019-11-22,895.0
2019-11-25,895.0
2019-11-26,897.0
2019-11-27,900.0
2019-11-28,900.0
2019-11-29,920.0
2019-12-02,893.0
2019-12-03,894.0
2019-12-04,905.0
2019-12-05,900.0
2019-12-06,918.0
2019-12-09,925.0
2019-12-10,896.0
2019-12-11,910.0
2019-12-12,910.0
2019-12-13,940.0
2019-12-16,905.0
2019-12-17,911.0
2019-12-18,920.0
2019-12-19,925.0
2019-12-20,950.0
2019-12-23,950.0
2019-12-24,949.0
2019-12-25,948.0
2019-12-26,925.0
2019-12-27,947.0
2019-12-30,946.0
2019-12-31,929.0
2020-01-02,929.0
2020-01-03,929.0
2020-01-06,929.0
2020-01-07,914.0
2020-01-08,901.1
2020-01-09,944.0
2020-01-10,944.0
2020-01-13,940.0
2020-01-14,915.5
2020-01-15,935.0
2020-01-16,918.6
2020-01-17,930.0
2020-01-20,921.4
2020-01-21,925.0
2020-01-22,937.0
2020-01-23,937.0
2020-01-24,930.0
2020-01-27,965.1
2020-01-28,971.0
2020-01-29,971.0
2020-01-30,956.0
2020-01-31,970.0
2020-02-03,953.3
2020-02-04,925.0
2020-02-05,956.0
2020-02-06,933.0
2020-02-07,932.1
2020-02-10,927.0
2020-02-11,927.5
2020-02-12,927.5
2020-02-13,927.0
2020-02-14,964.0
2020-02-17,935.1
2020-02-18,945.3
2020-02-19,945.3
2020-02-20,936.0
2020-02-21,960.0
2020-02-24,938.1
2020-02-25,941.0
2020-02-26,945.0
2020-02-27,945.0
2020-02-28,944.0
2020-03-02,931.0
2020-03-03,931.0
2020-03-04,935.0
2020-03-05,900.0
2020-03-06,900.0
2020-03-09,873.0
2020-03-10,900.0
2020-03-11,900.0
2020-03-12,830.0
2020-03-13,810.0
2020-03-16,740.0
2020-03-17,713.0
2020-03-18,705.1
2020-03-19,733.3
2020-03-20,762.6
2020-03-23,793.1
2020-03-24,823.0
2020-03-25,790.5
2020-03-26,795.0
2020-03-27,795.0
2020-03-30,795.0
2020-03-31,795.0
2020-04-01,795.0
2020-04-02,786.0
2020-04-03,800.0
2020-04-06,789.0
2020-04-07,790.0
2020-04-08,801.0
2020-04-09,815.0
2020-04-10,844.0
2020-04-13,850.0
2020-04-14,830.0
2020-04-15,840.0
2020-04-16,818.0
2020-04-17,840.0
2020-04-20,846.0
2020-04-21,839.0
2020-04-22,839.0
2020-04-23,839.0
2020-04-24,842.0
2020-04-27,850.0
2020-04-28,833.0
2020-04-29,833.5
2020-04-30,850.0
2020-05-04,850.0
2020-05-05,850.0
2020-05-06,868.0
2020-05-07,870.0
2020-05-08,860.0
2020-05-11,855.0
2020-05-12,851.0
2020-05-13,871.4
2020-05-14,871.9
2020-05-15,870.9
2020-05-18,862.0
2020-05-19,856.0
2020-05-20,856.0
2020-05-21,856.0
2020-05-22,870.0
2020-05-26,857.0
2020-05-27,875.0
2020-05-28,900.0
2020-05-29,900.0
2020-06-01,900.0
2020-06-02,890.0
2020-06-03,890.0
2020-06-04,890.0
2020-06-05,906.0
2020-06-08,895.0
2020-06-09,880.0
2020-06-10,880.0
2020-06-11,890.0
2020-06-12,890.0
2020-06-15,890.0
2020-06-16,890.0
2020-06-17,920.0
2020-06-18,890.1
2020-06-19,890.1
2020-06-22,890.1
2020-06-23,890.1
2020-06-24,890.0
2020-06-25,890.0
2020-06-26,890.0
2020-06-29,863.0
2020-06-30,863.0
2020-07-01,890.0
2020-07-02,890.0
2020-07-03,890.0
2020-07-06,865.1
2020-07-07,865.1
2020-07-08,889.0
2020-07-09,890.0
2020-07-10,885.0
2020-07-13,885.0
2020-07-14,882.9
2020-07-15,880.0
2020-07-16,865.0
2020-07-17,870.0
2020-07-20,870.0
2020-07-21,873.0
2020-07-22,884.9
2020-07-23,884.9
2020-07-24,872.0
2020-07-27,872.0
2020-07-28,875.0
2020-07-29,870.0
2020-08-03,861.1
2020-08-04,861.0
2020-08-05,860.0
2020-08-06,860.0
2020-08-07,884.9
2020-08-10,884.9
2020-08-11,865.0
2020-08-12,850.2
2020-08-13,878.0
2020-08-17,870.0
2020-08-18,860.0
2020-08-19,860.0
2020-08-24,870.0
2020-08-25,870.0
2020-08-26,870.0
2020-08-27,879.0
2020-08-28,870.0
2020-08-31,878.0
2020-09-01,878.0
2020-09-02,870.0
2020-09-03,870.0
2020-09-04,875.0
2020-09-07,875.0
2020-09-08,870.0
2020-09-09,870.0
2020-09-10,889.9
2020-09-11,885.0
2020-09-14,870.0
2020-09-15,870.0
2020-09-16,870.0
2020-09-17,875.0
2020-09-18,880.0
2020-09-21,890.0
2020-09-22,890.0
2020-09-23,889.0
2020-09-24,880.0
2020-09-25,881.0
2020-09-28,884.0
2020-09-29,880.0
2020-09-30,884.0
2020-10-01,888.9
2020-10-02,885.0
2020-10-05,873.0
2020-10-06,885.0
2020-10-07,890.0
2020-10-08,891.0
2020-10-09,891.0
2020-10-12,890.0
2020-10-13,900.0
2020-10-14,900.0
2020-10-15,900.0
2020-10-16,900.0
2020-10-19,902.0
2020-10-20,900.0
2020-10-21,910.0
2020-10-22,919.0
2020-10-23,919.0
2020-10-26,919.0
2020-10-27,930.0
2020-10-28,920.0
2020-11-02,920.0
2020-11-03,920.0
2020-11-04,930.0
2020-11-05,938.8
2020-11-09,938.0
2020-11-10,938.8
2020-11-11,935.0
2020-11-12,936.0
2020-11-13,944.9
2020-11-16,940.0
2020-11-17,940.0
2020-11-19,944.0
2020-11-20,946.1
2020-11-23,970.0
2020-11-24,970.0
2020-11-25,964.9
2020-11-26,945.7
2020-11-27,940.1
2020-11-30,959.0
2020-12-01,940.0
2020-12-02,935.0
2020-12-03,952.0
2020-12-04,936.0
2020-12-07,936.0
2020-12-08,935.0
2020-12-09,939.0
2020-12-10,937.0
2020-12-11,940.0
2020-12-14,916.0
2020-12-15,935.0
2020-12-16,935.0
2020-12-17,930.0
2020-12-18,930.0
2020-12-21,911.0
2020-12-22,929.2
2020-12-23,927.0
2020-12-24,916.0
2020-12-25,933.0
2020-12-28,930.0
2020-12-29,912.0
2020-12-30,915.0
2020-12-31,915.0
2021-01-04,915.0
2021-01-05,919.0
2021-01-06,915.0
2021-01-07,919.0
2021-01-08,914.0
2021-01-12,905.0
2021-01-13,910.0
2021-01-14,914.5
2021-01-15,934.9
2021-01-18,930.0
2021-01-19,950.0
2021-01-20,950.0
2021-01-21,935.0
2021-01-22,930.0
2021-01-25,935.0
2021-01-26,945.0
2021-01-27,945.0
2021-01-28,944.0
2021-01-29,935.1
2021-02-01,945.0
2021-02-02,942.0
2021-02-03,940.0
2021-02-04,936.0
2021-02-05,940.0
2021-02-08,935.0
2021-02-09,935.5
2021-02-10,935.1
2021-02-11,935.2
2021-02-12,935.2
2021-02-15,935.2
2021-02-16,940.0
2021-02-17,922.0
2021-02-18,928.0
2021-02-19,925.0
2021-02-22,940.0
2021-02-23,940.0
2021-02-24,935.0
2021-02-25,935.0
2021-02-26,938.9
2021-03-01,940.0
2021-03-02,940.0
2021-03-03,920.1
2021-03-04,920.1
2021-03-05,920.1
2021-03-08,947.0
2021-03-09,926.2
2021-03-10,942.1
2021-03-11,937.0
2021-03-12,939.9
2021-03-15,930.0
2021-03-16,945.0
2021-03-17,960.0
2021-03-18,960.1
2021-03-19,948.6
2021-03-22,955.0
2021-03-23,962.5
2021-03-24,961.0
2021-03-25,946.0
2021-03-26,962.5
2021-03-29,962.5
2021-03-30,970.0
2021-03-31,965.0
2021-04-01,968.0
2021-04-02,965.0
2021-04-05,951.0
2021-04-06,955.0
2021-04-07,950.0
2021-04-08,950.0
2021-04-09,945.2
2021-04-12,965.0
2021-04-13,965.0
2021-04-14,960.0
2021-04-15,965.0
2021-04-16,970.0
2021-04-19,965.0
2021-04-20,965.1
2021-04-21,965.1
2021-04-22,966.0
2021-04-23,975.0
2021-04-26,980.0
2021-04-27,980.0
2021-04-28,999.0
2021-04-29,995.0
2021-04-30,982.0
2021-05-03,999.0
2021-05-04,999.0
2021-05-05,994.0
2021-05-06,999.0
2021-05-07,1009.0
2021-05-10,1010.0
2021-05-11,1023.0
2021-05-12,1021.0
2021-05-17,1010.0
2021-05-18,1003.0
2021-05-19,1023.0
2021-05-20,1016.0
2021-05-21,1021.0
2021-05-24,1050.0
2021-05-25,1030.0
2021-05-26,1035.0
2021-05-27,1026.0
2021-05-28,1026.0
2021-05-31,1023.0
2021-06-01,1015.0
2021-06-02,1035.0
2021-06-03,1035.0
2021-06-04,1042.0
2021-06-07,1022.0
2021-06-08,1035.0
2021-06-09,1036.0
2021-06-10,1040.0
2021-06-11,1040.0
2021-06-14,1035.0
2021-06-15,1030.0
2021-06-16,1035.0
2021-06-17,1025.0
2021-06-18,1025.0
2021-06-21,1020.0
2021-06-22,1028.0
2021-06-23,1028.0
2021-06-24,1025.0
2021-06-25,1035.0
2021-06-28,1039.0
2021-06-29,1027.0
2021-06-30,1027.0
2021-07-01,1029.0
2021-07-02,1040.0
2021-07-05,1026.0
2021-07-06,1034.0
2021-07-07,1030.0
2021-07-08,1010.0
2021-07-09,999.0
2021-07-12,982.2
2021-07-13,981.2
2021-07-14,980.0
2021-07-15,974.0
2021-07-16,970.1
2021-07-19,985.0
2021-07-20,973.0
2021-07-23,973.0
2021-07-26,975.0
2021-07-27,976.1
2021-07-28,975.3
2021-07-29,999.0
2021-08-02,980.0
2021-08-03,980.0
2021-08-04,976.0
2021-08-05,980.0
2021-08-06,990.0
2021-08-09,971.4
2021-08-11,997.6
2021-08-12,980.0
2021-08-13,975.0
2021-08-16,975.0
2021-08-17,975.0
2021-08-18,975.0
2021-08-19,995.0
2021-08-23,995.0
2021-08-24,987.0
2021-08-25,995.9
2021-08-26,982.5
2021-08-27,970.1
2021-08-30,961.0
2021-08-31,963.0
2021-09-01,980.0
2021-09-02,980.0
2021-09-03,980.0
2021-09-06,980.0
2021-09-07,980.0
2021-09-08,980.0
2021-09-09,980.0
2021-09-10,1018.0
2021-09-13,1018.0
2021-09-14,1016.0
2021-09-15,1005.0
2021-09-16,1007.0
2021-09-17,1010.0
2021-09-20,1010.0
2021-09-21,1000.0
2021-09-22,1010.0
2021-09-23,1015.0
2021-09-24,1026.0
2021-09-27,1002.0
2021-09-28,1028.0
2021-09-29,1028.0
2021-09-30,1028.0
2021-10-01,1030.0
2021-10-04,1025.0
2021-10-05,1020.0
2021-10-06,1030.0
2021-10-07,1030.0
2021-10-08,1030.0
2021-10-11,1032.0
2021-10-12,1084.0
2021-10-13,1080.0
2021-10-14,1080.0
2021-10-15,1094.0
2021-10-18,1093.0
2021-10-21,1061.0
2021-10-22,1085.0
2021-10-25,1075.0
2021-10-26,1078.0
2021-10-27,1098.0
2021-10-28,1103.0
2021-10-29,1100.0
2021-11-01,1101.0
2021-11-02,1100.0
2021-11-03,1140.0
2021-11-04,1117.0
2021-11-05,1100.0
2021-11-08,1070.0
2021-11-09,1070.0
2021-11-10,1070.0
2021-11-11,1100.0
2021-11-12,1100.0
2021-11-15,1100.0
2021-11-16,1100.0
2021-11-17,1090.0
2021-11-19,1115.0
2021-11-22,1120.0
2021-11-23,1120.0
2021-11-24,1120.0
2021-11-25,1087.0
2021-11-26,1096.0
2021-11-29,1080.0
2021-11-30,1081.0
2021-12-01,1081.0
2021-12-02,1088.0
2021-12-03,1095.0
2021-12-06,1100.0
2021-12-07,1090.0
2021-12-08,1090.0
2021-12-09,1092.0
2021-12-10,1100.0
2021-12-13,1100.0
2021-12-14,1100.0
2021-12-15,1100.0
2021-12-16,1100.0
2021-12-17,1100.0
2021-12-20,1100.0
2021-12-21,1100.0
2021-12-22,1100.0
2021-12-23,1100.0
2021-12-24,1100.0
2021-12-27,1100.0
2021-12-28,1091.0
2021-12-29,1105.0
2021-12-30,1100.0
2021-12-31,1050.0
2022-01-03,1053.0
2022-01-04,1053.0
2022-01-05,1100.0
2022-01-06,1100.0
2022-01-07,1140.0
2022-01-10,1103.0
2022-01-12,1104.0
2022-01-13,1140.0
2022-01-14,1162.0
2022-01-17,1215.0
2022-01-18,1220.0
2022-01-19,1245.0
2022-01-20,1231.0
2022-01-21,1221.0
2022-01-24,1220.0
2022-01-25,1200.0
2022-01-26,1215.0
2022-01-27,1200.0
2022-01-28,1200.0
2022-01-31,1200.0
2022-02-01,1200.0
2022-02-02,1205.0
2022-02-03,1220.0
2022-02-04,1250.0
2022-02-07,1233.0
2022-02-08,1240.0
2022-02-09,1226.0
2022-02-10,1249.0
2022-02-11,1249.0
2022-02-14,1212.0
2022-02-15,1196.0
2022-02-16,1197.0
2022-02-17,1228.0
2022-02-18,1160.0
2022-02-21,1190.0
2022-02-22,1160.0
2022-02-23,1165.0
2022-02-24,1158.0
2022-02-25,1158.0
2022-02-28,1160.0
2022-03-01,1159.0
2022-03-02,1107.0
2022-03-03,1100.0
2022-03-04,1050.0
2022-03-07,1035.0
2022-03-08,1039.0
2022-03-09,1058.0
2022-03-10,1036.0
2022-03-11,1083.0
2022-03-14,1083.0
2022-03-15,1051.0
2022-03-16,1053.0
2022-03-17,1057.0
2022-03-18,1100.0
2022-03-21,1100.0
2022-03-22,1090.0
2022-03-23,1090.0
2022-03-24,1066.0
2022-03-25,1065.0
2022-03-28,1065.0
2022-03-29,1068.0
2022-03-30,1069.0
2022-03-31,1070.0
2022-04-01,1090.0
2022-04-04,1095.0
2022-04-05,1095.0
2022-04-06,1080.0
2022-04-07,1073.0
2022-04-08,1066.0
2022-04-11,1067.0
2022-04-12,1070.0
2022-04-13,1070.0
2022-04-14,1070.0
2022-04-15,1067.0
2022-04-18,1051.0
2022-04-19,1065.0
2022-04-20,1100.0
2022-04-21,1150.0
2022-04-22,1150.0
2022-04-25,1150.0
2022-04-26,1148.0
2022-04-27,1120.0
2022-04-28,1120.0
2022-04-29,1145.0
2022-05-04,1145.0
2022-05-05,1145.0
2022-05-06,1120.0
2022-05-09,1121.0
2022-05-10,1054.0
2022-05-11,1057.0
2022-05-12,1069.0
2022-05-13,1080.0
2022-05-16,1100.0
2022-05-17,1090.0
2022-05-18,1071.0
2022-05-19,1084.0
2022-05-20,1140.0
2022-05-23,1135.0
2022-05-24,1078.0
2022-05-25,1078.0
2022-05-26,1078.0
2022-05-27,1085.0
2022-05-30,1078.0
2022-05-31,1078.0
2022-06-01,1090.0
2022-06-02,1077.0
2022-06-03,1079.0
2022-06-06,1079.0
2022-06-07,1143.0
2022-06-08,1100.0
2022-06-09,1110.0
2022-06-10,1110.0
2022-06-13,1110.0
2022-06-14,1110.0
2022-06-15,1110.0
2022-06-16,1104.0
2022-06-17,1070.0
2022-06-20,1050.0
2022-06-21,1050.0
2022-06-22,1050.0
2022-06-23,1020.0
2022-06-24,1081.0
2022-06-27,1081.0
2022-06-28,1081.0
2022-06-29,1040.0
2022-06-30,1080.0
2022-07-01,1040.0
2022-07-04,1021.0
2022-07-05,1050.0
2022-07-06,1057.0
2022-07-07,1060.0
2022-07-08,1050.0
2022-07-12,1050.0
2022-07-13,1050.0
2022-07-14,1038.0
2022-07-15,1061.0
2022-07-18,1078.0
2022-07-19,1100.0
2022-07-20,1060.0
2022-07-21,1070.0
2022-07-22,1130.0
2022-07-25,1100.0
2022-07-26,1100.0
2022-07-27,1100.0
2022-07-28,1100.0
2022-07-29,1100.0
2022-08-01,1159.0
2022-08-02,1110.0
2022-08-03,1115.0
2022-08-04,1126.0
2022-08-05,1170.0
2022-08-08,1170.0
2022-08-09,1170.0
2022-08-10,1135.0
2022-08-11,1135.0
2022-08-12,1190.0
2022-08-15,1162.0
2022-08-16,1160.0
2022-08-17,1120.0
2022-08-18,1170.0
2022-08-19,1184.0
2022-08-22,1184.0
2022-08-23,1184.0
2022-08-24,1184.0
2022-08-25,1200.0
2022-08-26,1174.0
2022-08-29,1160.0
2022-08-30,1160.0
2022-08-31,1192.0
2022-09-01,1160.0
2022-09-02,1155.0
2022-09-05,1180.0
2022-09-06,1179.0
2022-09-07,1175.0
2022-09-08,1200.0
2022-09-09,1177.0
2022-09-12,1185.0
2022-09-13,1180.0
2022-09-14,1140.0
2022-09-15,1130.0
2022-09-16,1197.0
2022-09-19,1171.0
2022-09-20,1177.0
2022-09-21,1190.0
2022-09-22,1190.0
2022-09-23,1200.0
2022-09-26,1200.0
2022-09-27,1200.0
2022-09-28,1149.0
2022-09-29,1140.0
2022-09-30,1140.0
2022-10-03,1140.0
2022-10-04,1121.0
2022-10-05,1121.0
2022-10-06,1121.0
2022-10-07,1180.0
2022-10-11,1180.0
2022-10-12,1136.0
2022-10-13,1130.0
2022-10-14,1120.0
2022-10-17,1080.0
2022-10-18,1080.0
2022-10-19,1080.0
2022-10-20,1040.0
2022-10-21,1070.0
2022-10-24,1038.0
2022-10-25,1040.0
2022-10-26,1040.0
2022-10-27,1010.0
2022-10-28,1070.0
2022-10-31,1070.0
2022-11-01,1070.0
2022-11-02,1050.0
2022-11-03,1050.0
2022-11-04,1055.0
2022-11-07,1055.0
2022-11-08,1055.0
2022-11-09,1030.0
2022-11-10,1020.0
2022-11-11,1025.0
2022-11-14,1025.0
2022-11-15,1021.0
2022-11-16,1020.0
2022-11-17,1005.0
2022-11-21,1061.0
2022-11-22,1061.0
2022-11-23,1061.0
2022-11-24,1061.0
2022-11-25,1030.0
2022-11-28,1070.0
2022-11-29,1100.0
2022-11-30,1100.0
2022-12-01,1050.0
2022-12-02,1080.0
2022-12-05,1099.0
2022-12-06,1100.0
2022-12-07,1100.0
2022-12-08,1090.0
2022-12-09,1098.0
2022-12-12,1098.0
2022-12-13,1090.0
2022-12-14,1099.0
2022-12-15,1099.0
2022-12-16,1095.0
2022-12-19,1095.0
2022-12-20,1100.0
2022-12-21,1100.0
2022-12-22,1099.0
2022-12-23,1098.0
2022-12-26,1100.0
2022-12-27,1130.0
2022-12-28,1197.0
2022-12-29,1126.0
2022-12-30,1098.0
2023-01-02,1079.0
2023-01-03,1030.0
2023-01-04,1000.0
2023-01-05,940.1
2023-01-06,884.0
2023-01-09,884.0
2023-01-10,882.0
2023-01-12,934.0
2023-01-13,980.0
2023-01-16,962.0
2023-01-17,985.0
2023-01-18,985.0
2023-01-19,984.0
2023-01-20,935.0
2023-01-23,978.0
2023-01-24,978.0
2023-01-25,950.0
2023-01-26,950.0
2023-01-27,931.5
2023-01-30,940.0
2023-01-31,949.0
2023-02-01,950.0
2023-02-02,949.0
2023-02-03,930.0
2023-02-06,930.0
2023-02-07,932.0
2023-02-08,950.0
2023-02-09,960.0
2023-02-10,965.0
2023-02-13,979.0
2023-02-14,979.0
2023-02-15,966.0
2023-02-16,975.0
2023-02-17,970.0
2023-02-20,956.1
2023-02-21,990.0
2023-02-22,990.0
2023-02-23,987.0
2023-02-24,999.0
2023-02-27,993.0
2023-02-28,990.0
2023-03-01,999.0
2023-03-02,998.0
2023-03-03,980.0
2023-03-06,980.0
2023-03-07,950.0
2023-03-08,950.0
2023-03-09,950.0
2023-03-10,1000.0
2023-03-13,977.9
2023-03-14,950.0
2023-03-15,947.0
2023-03-16,945.0
2023-03-17,950.0
2023-03-20,945.0
2023-03-21,950.0
2023-03-22,950.0
2023-03-23,950.0
2023-03-24,975.0
2023-03-27,974.0
2023-03-28,970.0
2023-03-29,970.0
2023-03-30,950.0
2023-03-31,960.0
2023-04-03,960.0
2023-04-04,960.0
2023-04-05,960.0
2023-04-06,960.0
2023-04-07,960.0
2023-04-10,980.0
2023-04-11,960.0
2023-04-12,960.0
2023-04-13,970.1
2023-04-14,970.0
2023-04-17,980.0
2023-04-18,980.0
2023-04-19,980.0
2023-04-20,960.0
2023-04-21,963.0
2023-04-25,960.0
2023-04-26,965.0
2023-04-27,960.0
2023-04-28,960.0
2023-05-02,945.0
2023-05-03,940.0
2023-05-04,950.0
2023-05-05,950.0
2023-05-08,950.0
2023-05-09,950.0
2023-05-10,965.0
2023-05-11,984.0
2023-05-12,999.0
2023-05-15,967.0
2023-05-16,969.0
2023-05-17,980.0
2023-05-18,970.0
2023-05-19,970.0
2023-05-22,970.0
2023-05-23,970.0
2023-05-24,1000.0
2023-05-25,997.0
2023-05-26,989.0
2023-05-29,999.0
2023-05-30,999.0
2023-05-31,999.0
2023-06-01,999.0
2023-06-02,990.0
2023-06-05,990.0
2023-06-06,990.0
2023-06-07,970.1
2023-06-08,970.1
2023-06-09,990.0
2023-06-12,995.0
2023-06-13,965.3
2023-06-14,985.0
2023-06-15,1001.0
2023-06-16,1006.0
2023-06-19,1000.0
2023-06-20,1050.0
2023-06-21,1050.0
2023-06-22,1050.0
2023-06-23,990.0
2023-06-26,1001.0
2023-06-27,992.5
2023-06-28,1016.0
2023-07-03,1070.0
2023-07-04,1030.0
2023-07-05,1090.0
2023-07-06,1100.0
2023-07-07,1100.0
2023-07-10,1069.0
2023-07-11,1025.0
2023-07-12,1027.0
2023-07-13,1055.0
2023-07-14,1080.0
2023-07-17,1093.0
2023-07-18,1095.0
2023-07-20,1071.0
2023-07-21,1115.0
2023-07-24,1120.0
2023-07-25,1100.0
2023-07-26,1111.0
2023-07-27,1150.0
2023-07-28,1150.0
2023-07-31,1149.0
2023-08-01,1101.0
2023-08-02,1147.0
2023-08-03,1147.0
2023-08-04,1100.0
2023-08-07,1128.0
2023-08-08,1139.0
2023-08-09,1120.0
2023-08-10,1120.0
2023-08-11,1120.0
2023-08-15,1148.0
2023-08-16,1147.0
2023-08-17,1115.0
2023-08-18,1100.0
2023-08-22,1100.0
2023-08-23,1075.0
2023-08-24,1092.0
2023-08-25,1120.0
2023-08-28,1100.0
2023-08-29,1100.0
2023-08-30,1120.0
2023-08-31,1120.0
2023-09-01,1100.0
2023-09-04,1100.0
2023-09-05,1080.0
2023-09-06,1072.0
2023-09-07,1099.0
2023-09-08,1050.0
2023-09-11,1051.0
2023-09-12,1061.0
2023-09-13,1050.0
2023-09-14,1050.0
2023-09-15,1040.0
2023-09-18,1040.0
2023-09-19,1040.0
2023-09-20,980.0
2023-09-21,1037.0
2023-09-22,1000.0
2023-09-25,1030.0
2023-09-26,1037.0
2023-09-27,1037.0
2023-10-02,1050.0
2023-10-03,1084.0
2023-10-04,1082.0
2023-10-05,1139.0
2023-10-06,1071.0
2023-10-09,1095.0
2023-10-10,1110.0
2023-10-11,1090.0
2023-10-12,1098.0
2023-10-13,1060.0
2023-10-16,1095.0
2023-10-17,1050.0
2023-10-18,1087.0
2023-10-19,1087.0
2023-10-20,1090.0
2023-10-23,1090.0
2023-10-24,1080.0
2023-10-25,1080.0
2023-10-26,1058.0
2023-10-27,1079.0
2023-10-30,1079.0
2023-10-31,1079.0
2023-11-01,1069.0
2023-11-02,1070.0
2023-11-03,1060.0
2023-11-07,1040.0
2023-11-08,1041.0
2023-11-09,1041.0
2023-11-10,1060.0
2023-11-13,1069.0
2023-11-14,1059.0
2023-11-15,1059.0
2023-11-16,1050.0
2023-11-17,1030.0
2023-11-20,1049.0
2023-11-21,1050.0
2023-11-22,1030.0
2023-11-23,1030.0
2023-11-24,1048.0
2023-11-27,1014.0
2023-11-28,1010.0
2023-11-29,1010.0
2023-11-30,1010.0
2023-12-01,995.0
2023-12-04,1026.0
2023-12-05,1029.0
2023-12-06,1029.0
2023-12-07,1010.0
2023-12-08,1050.0
2023-12-11,1080.0
2023-12-12,1100.0
2023-12-13,1100.0
2023-12-14,1090.0
2023-12-15,1098.0
2023-12-18,1085.0
2023-12-19,1082.0
2023-12-20,1082.0
2023-12-21,1082.0
2023-12-22,1065.0
