date,ALM
2007-07-09,1050.0
2007-07-10,1099.0
2007-07-11,1050.0
2007-07-12,1020.0
2007-07-13,1028.0
2007-07-16,980.0
2007-07-17,1010.0
2007-07-18,1030.0
2007-07-20,1024.0
2007-07-24,990.0
2007-08-02,1041.0
2007-08-03,1079.0
2007-08-08,1080.0
2007-08-09,1096.0
2007-08-10,1041.0
2007-08-13,1085.0
2007-08-16,1079.0
2007-08-28,1074.0
2007-08-29,1096.0
2007-08-30,1100.0
2007-08-31,1099.0
2007-09-04,1098.0
2007-09-05,1095.0
2007-09-06,1095.0
2007-09-07,1093.0
2007-09-11,1092.0
2007-09-12,1071.0
2007-09-17,1070.0
2007-09-18,1040.0
2007-09-21,1060.0
2007-09-25,1040.0
2007-09-26,1032.0
2007-09-27,1033.0
2007-09-28,1033.0
2007-10-02,1020.0
2007-10-03,1000.0
2007-10-05,1010.0
2007-10-08,1000.0
2007-10-09,1002.0
2007-10-10,1054.0
2007-10-11,1000.0
2007-10-17,1050.0
2007-10-18,1015.0
2007-10-19,1000.0
2007-10-22,1000.0
2007-10-23,1045.0
2007-10-24,1000.0
2007-10-26,1044.0
2007-10-29,1006.0
2007-10-30,1016.0
2007-10-31,1021.0
2007-11-01,1000.0
2007-11-02,1001.0
2007-11-05,1042.0
2007-11-07,1039.0
2007-11-08,1035.0
2007-11-12,1030.0
2007-11-15,1030.0
2007-11-19,1030.0
2007-11-20,1030.0
2007-11-21,1029.0
2007-11-22,1030.0
2007-11-23,1000.0
2007-11-27,1000.0
2007-11-28,990.0
2007-11-29,995.0
2007-12-03,990.0
2007-12-04,980.0
2007-12-06,960.0
2007-12-07,961.0
2007-12-11,961.0
2007-12-12,965.0
2007-12-13,965.0
2007-12-14,997.0
2007-12-18,989.0
2007-12-19,985.0
2007-12-20,984.0
2007-12-24,980.0
2007-12-25,977.0
2007-12-26,950.0
2007-12-27,936.0
2007-12-28,970.0
2007-12-31,955.0
2008-01-02,960.0
2008-01-04,1000.0
2008-01-07,1000.0
2008-01-08,1000.0
2008-01-09,975.0
2008-01-16,999.0
2008-01-17,980.0
2008-01-18,1000.0
2008-01-21,990.0
2008-01-23,988.0
2008-01-25,979.0
2008-01-28,980.0
2008-01-30,984.0
2008-01-31,979.0
2008-02-01,980.0
2008-02-04,989.0
2008-02-05,980.0
2008-02-06,989.0
2008-02-07,990.0
2008-02-11,989.0
2008-02-13,980.0
2008-02-15,961.0
2008-02-18,970.0
2008-02-19,970.0
2008-02-20,970.0
2008-02-21,970.0
2008-02-22,960.0
2008-02-25,975.0
2008-02-26,972.0
2008-02-27,970.0
2008-02-29,971.0
2008-03-03,960.0
2008-03-04,960.0
2008-03-05,960.0
2008-03-06,960.0
2008-03-07,956.0
2008-03-10,960.0
2008-03-11,988.0
2008-03-12,988.0
2008-03-13,988.0
2008-03-14,988.0
2008-03-17,963.0
2008-03-18,963.0
2008-03-19,979.0
2008-03-24,977.0
2008-03-25,977.0
2008-03-26,963.0
2008-03-27,960.0
2008-03-28,950.0
2008-03-31,940.0
2008-04-01,930.0
2008-04-02,925.0
2008-04-03,930.0
2008-04-04,935.0
2008-04-07,935.0
2008-04-08,935.0
2008-04-09,935.0
2008-04-10,935.0
2008-04-11,935.0
2008-04-14,899.0
2008-04-15,882.0
2008-04-16,889.0
2008-04-17,889.0
2008-04-18,884.0
2008-04-21,884.0
2008-04-22,882.0
2008-04-23,876.0
2008-04-24,876.0
2008-04-25,875.0
2008-04-28,876.0
2008-04-29,870.0
2008-04-30,900.0
2008-05-02,900.0
2008-05-05,900.0
2008-05-06,900.0
2008-05-07,900.0
2008-05-08,900.0
2008-05-09,881.0
2008-05-12,881.0
2008-05-13,885.0
2008-05-14,885.0
2008-05-15,850.0
2008-05-16,850.0
2008-05-19,845.0
2008-05-20,850.0
2008-05-21,846.0
2008-05-22,850.0
2008-05-23,850.0
2008-05-26,850.0
2008-05-27,848.0
2008-05-28,850.0
2008-05-29,850.0
2008-05-30,850.0
2008-06-02,850.0
2008-06-03,850.0
2008-06-04,850.0
2008-06-05,878.0
2008-06-06,878.0
2008-06-09,900.0
2008-06-10,916.0
2008-06-11,920.0
2008-06-12,927.0
2008-06-13,905.0
2008-06-16,900.0
2008-06-17,900.0
2008-06-18,900.0
2008-06-19,910.0
2008-06-20,896.0
2008-06-23,909.0
2008-06-24,886.0
2008-06-25,845.0
2008-06-26,884.0
2008-06-27,878.0
2008-06-30,871.0
2008-07-01,831.0
2008-07-02,830.0
2008-07-03,830.0
2008-07-04,830.0
2008-07-07,830.0
2008-07-08,830.0
2008-07-09,836.0
2008-07-10,850.0
2008-07-11,842.0
2008-07-14,850.0
2008-07-15,871.0
2008-07-16,879.0
2008-07-17,889.0
2008-07-18,870.0
2008-07-21,885.0
2008-07-22,895.0
2008-07-23,900.0
2008-07-24,900.0
2008-07-25,895.0
2008-07-28,893.0
2008-07-29,893.0
2008-07-31,863.0
2008-08-01,887.0
2008-08-04,887.0
2008-08-05,861.0
2008-08-06,879.0
2008-08-07,865.0
2008-08-08,870.0
2008-08-11,870.0
2008-08-12,870.0
2008-08-13,869.0
2008-08-15,869.0
2008-08-18,851.0
2008-08-19,851.0
2008-08-22,852.0
2008-08-25,852.0
2008-08-26,851.0
2008-08-27,865.0
2008-08-28,851.0
2008-08-29,854.0
2008-09-01,854.0
2008-09-02,854.0
2008-09-03,854.0
2008-09-04,851.0
2008-09-05,870.0
2008-09-08,889.0
2008-09-09,889.0
2008-09-10,889.0
2008-09-11,879.0
2008-09-12,870.0
2008-09-15,853.0
2008-09-16,848.0
2008-09-17,850.0
2008-09-18,850.0
2008-09-19,900.0
2008-09-22,900.0
2008-09-23,880.0
2008-09-24,890.0
2008-09-25,879.0
2008-09-26,860.0
2008-09-29,860.0
2008-09-30,852.0
2008-10-03,850.0
2008-10-07,845.0
2008-10-08,850.0
2008-10-09,850.0
2008-10-10,838.0
2008-10-13,852.0
2008-10-14,852.0
2008-10-15,852.0
2008-10-16,828.0
2008-10-17,828.0
2008-10-20,828.0
2008-10-21,828.0
2008-10-22,875.0
2008-10-23,835.0
2008-10-24,835.0
2008-10-27,832.0
2008-10-28,801.0
2008-10-29,801.0
2008-10-30,801.0
2008-10-31,804.0
2008-11-03,808.0
2008-11-04,810.0
2008-11-05,810.0
2008-11-07,809.0
2008-11-10,800.0
2008-11-11,823.0
2008-11-12,795.0
2008-11-13,801.0
2008-11-14,801.0
2008-11-17,800.0
2008-11-19,800.0
2008-11-20,790.0
2008-11-21,756.0
2008-11-24,761.0
2008-11-25,740.0
2008-11-26,770.0
2008-11-27,770.0
2008-11-28,770.0
2008-12-01,750.0
2008-12-02,715.0
2008-12-03,750.0
2008-12-04,744.0
2008-12-05,739.0
2008-12-08,750.0
2008-12-11,753.0
2008-12-12,752.0
2008-12-15,752.0
2008-12-16,750.0
2008-12-17,750.0
2008-12-18,750.0
2008-12-19,720.0
2008-12-22,728.0
2008-12-23,711.0
2008-12-24,710.0
2008-12-25,700.0
2008-12-26,658.0
2008-12-30,689.0
2008-12-31,651.0
2009-01-02,630.0
2009-01-05,634.0
2009-01-06,648.0
2009-01-07,648.0
2009-01-08,648.0
2009-01-09,650.0
2009-01-12,663.0
2009-01-13,650.0
2009-01-14,660.0
2009-01-15,628.0
2009-01-16,650.0
2009-01-19,655.0
2009-01-20,670.0
2009-01-21,650.0
2009-01-22,650.0
2009-01-23,669.0
2009-01-26,662.0
2009-01-27,685.0
2009-01-28,715.0
2009-01-29,700.0
2009-01-30,717.0
2009-02-02,717.0
2009-02-03,720.0
2009-02-04,723.0
2009-02-05,720.0
2009-02-06,703.0
2009-02-09,703.0
2009-02-10,718.0
2009-02-11,719.0
2009-02-12,720.0
2009-02-13,720.0
2009-02-16,735.0
2009-02-17,740.0
2009-02-18,760.0
2009-02-19,745.0
2009-02-20,735.0
2009-02-23,736.0
2009-02-24,740.0
2009-02-25,730.0
2009-02-26,740.0
2009-02-27,731.0
2009-03-02,720.0
2009-03-03,740.0
2009-03-04,750.0
2009-03-05,750.0
2009-03-06,750.0
2009-03-09,750.0
2009-03-12,750.0
2009-03-13,755.0
2009-03-16,755.0
2009-03-17,722.0
2009-03-18,711.0
2009-03-19,725.0
2009-03-20,739.0
2009-03-23,710.0
2009-03-24,722.0
2009-03-25,722.0
2009-03-26,765.0
2009-03-27,765.0
2009-03-30,810.0
2009-03-31,814.0
2009-04-01,772.0
2009-04-02,771.0
2009-04-03,779.0
2009-04-06,752.0
2009-04-07,770.0
2009-04-08,770.0
2009-04-09,770.0
2009-04-10,779.0
2009-04-13,779.0
2009-04-14,779.0
2009-04-15,779.0
2009-04-16,779.0
2009-04-17,779.0
2009-04-20,734.0
2009-04-21,734.0
2009-04-22,769.0
2009-04-23,779.0
2009-04-24,779.0
2009-04-27,825.0
2009-04-28,826.0
2009-04-29,849.0
2009-04-30,848.0
2009-05-04,850.0
2009-05-05,850.0
2009-05-06,859.0
2009-05-07,849.0
2009-05-08,850.0
2009-05-11,845.0
2009-05-12,889.0
2009-05-13,870.0
2009-05-14,880.0
2009-05-15,888.0
2009-05-18,890.0
2009-05-19,894.0
2009-05-20,890.0
2009-05-21,894.0
2009-05-22,906.0
2009-05-25,915.0
2009-05-26,938.0
2009-05-27,940.0
2009-05-28,947.0
2009-05-29,1003.0
2009-06-01,1063.0
2009-06-02,1119.0
2009-06-03,1100.0
2009-06-04,1100.0
2009-06-05,1100.0
2009-06-08,1090.0
2009-06-09,1091.0
2009-06-10,1091.0
2009-06-11,1070.0
2009-06-12,1090.0
2009-06-15,1100.0
2009-06-16,1090.0
2009-06-17,1071.0
2009-06-18,1071.0
2009-06-19,1070.0
2009-06-22,1075.0
2009-06-23,1070.0
2009-06-24,1050.0
2009-06-25,1050.0
2009-06-26,1113.0
2009-06-29,1109.0
2009-06-30,1080.0
2009-07-01,1016.0
2009-07-02,1016.0
2009-07-03,1012.0
2009-07-06,1012.0
2009-07-07,1012.0
2009-07-08,1012.0
2009-07-09,964.0
2009-07-10,964.0
2009-07-13,964.0
2009-07-14,958.0
2009-07-15,958.0
2009-07-16,950.0
2009-07-17,931.0
2009-07-20,945.0
2009-07-21,943.0
2009-07-22,943.0
2009-07-24,935.0
2009-07-27,945.0
2009-07-28,935.0
2009-07-29,991.0
2009-07-31,1015.0
2009-08-03,985.0
2009-08-04,960.0
2009-08-05,960.0
2009-08-06,960.0
2009-08-07,965.0
2009-08-10,966.0
2009-08-11,965.0
2009-08-12,965.0
2009-08-13,960.0
2009-08-17,960.0
2009-08-18,960.0
2009-08-19,960.0
2009-08-24,960.0
2009-08-25,1005.0
2009-08-26,1005.0
2009-08-27,1000.0
2009-08-28,1000.0
2009-08-31,990.0
2009-09-01,1010.0
2009-09-02,1047.0
2009-09-03,1010.0
2009-09-04,1000.0
2009-09-07,1000.0
2009-09-08,1040.0
2009-09-09,1040.0
2009-09-10,1102.0
2009-09-11,1102.0
2009-09-14,1112.0
2009-09-15,1120.0
2009-09-16,1100.0
2009-09-17,1150.0
2009-09-18,1119.0
2009-09-23,1119.0
2009-09-24,1101.0
2009-09-25,1116.0
2009-09-28,1120.0
2009-09-29,1100.0
2009-09-30,1120.0
2009-10-01,1091.0
2009-10-02,1100.0
2009-10-05,1100.0
2009-10-06,1100.0
2009-10-07,1110.0
2009-10-08,1120.0
2009-10-09,1120.0
2009-10-12,1081.0
2009-10-13,1100.0
2009-10-14,1100.0
2009-10-15,1120.0
2009-10-16,1120.0
2009-10-19,1100.0
2009-10-20,1135.0
2009-10-21,1135.0
2009-10-22,1100.0
2009-10-23,1100.0
2009-10-26,1100.0
2009-10-27,1100.0
2009-10-28,1100.0
2009-10-29,1100.0
2009-10-30,1100.0
2009-11-02,1138.0
2009-11-03,1160.0
2009-11-04,1160.0
2009-11-05,1120.0
2009-11-09,1100.0
2009-11-10,1100.0
2009-11-11,1140.0
2009-11-12,1140.0
2009-11-13,1140.0
2009-11-16,1150.0
2009-11-17,1101.0
2009-11-19,1101.0
2009-11-20,1101.0
2009-11-23,1101.0
2009-11-24,1101.0
2009-11-25,1113.0
2009-11-26,1113.0
2009-11-27,1113.0
2009-11-30,1113.0
2009-12-01,1113.0
2009-12-02,1113.0
2009-12-03,1130.0
2009-12-04,1090.0
2009-12-07,1090.0
2009-12-08,1090.0
2009-12-09,1090.0
2009-12-10,1090.0
2009-12-11,1120.0
2009-12-14,1100.0
2009-12-15,1100.0
2009-12-16,1100.0
2009-12-17,1100.0
2009-12-21,1100.0
2009-12-22,1100.0
2009-12-23,1100.0
2009-12-24,1100.0
2009-12-25,1100.0
2009-12-28,1100.0
2009-12-29,1100.0
2009-12-30,1100.0
2009-12-31,1100.0
2010-01-04,1100.0
2010-01-05,1149.0
2010-01-06,1149.0
2010-01-07,1149.0
2010-01-08,1149.0
2010-01-12,1130.0
2010-01-13,1130.0
2010-01-14,1148.0
2010-01-15,1148.0
2010-01-18,1148.0
2010-01-19,1148.0
2010-01-20,1148.0
2010-01-21,1128.0
2010-01-22,1121.0
2010-01-25,1121.0
2010-01-26,1155.0
2010-01-27,1200.0
2010-01-28,1162.0
2010-01-29,1162.0
2010-02-01,1200.0
2010-02-02,1200.0
2010-02-03,1200.0
2010-02-04,1156.0
2010-02-05,1170.0
2010-02-08,1199.0
2010-02-09,1218.0
2010-02-10,1210.0
2010-02-11,1220.0
2010-02-12,1220.0
2010-02-15,1219.0
2010-02-16,1190.0
2010-02-17,1182.0
2010-02-18,1200.0
2010-02-19,1200.0
2010-02-22,1240.0
2010-02-23,1240.0
2010-02-24,1230.0
2010-02-25,1230.0
2010-02-26,1230.0
2010-03-01,1246.0
2010-03-02,1287.0
2010-03-03,1287.0
2010-03-04,1290.0
2010-03-05,1290.0
2010-03-08,1290.0
2010-03-09,1296.0
2010-03-10,1297.0
2010-03-11,1300.0
2010-03-12,1360.0
2010-03-15,1364.0
2010-03-16,1364.0
2010-03-17,1364.0
2010-03-18,1364.0
2010-03-19,1364.0
2010-03-22,1311.0
2010-03-23,1360.0
2010-03-24,1360.0
2010-03-25,1360.0
2010-03-26,1360.0
2010-03-29,1360.0
2010-03-30,1355.0
2010-03-31,1274.0
2010-04-01,1250.0
2010-04-02,1232.0
2010-04-05,1232.0
2010-04-06,1290.0
2010-04-07,1290.0
2010-04-08,1320.0
2010-04-09,1320.0
2010-04-12,1320.0
2010-04-13,1319.0
2010-04-14,1300.0
2010-04-15,1300.0
2010-04-16,1339.0
2010-04-19,1339.0
2010-04-20,1339.0
2010-04-21,1339.0
2010-04-22,1339.0
2010-04-23,1339.0
2010-04-26,1330.0
2010-04-27,1330.0
2010-04-28,1330.0
2010-04-29,1312.0
2010-04-30,1312.0
2010-05-03,1312.0
2010-05-04,1320.0
2010-05-05,1320.0
2010-05-06,1320.0
2010-05-07,1320.0
2010-05-10,1320.0
2010-05-11,1360.0
2010-05-12,1360.0
2010-05-13,1338.0
2010-05-14,1360.0
2010-05-17,1364.0
2010-05-18,1360.0
2010-05-19,1380.0
2010-05-20,1429.0
2010-05-21,1361.0
2010-05-24,1361.0
2010-05-25,1442.0
2010-05-26,1442.0
2010-05-27,1366.0
2010-05-28,1385.0
2010-05-31,1385.0
2010-06-01,1385.0
2010-06-02,1385.0
2010-06-03,1385.0
2010-06-04,1356.0
2010-06-07,1395.0
2010-06-08,1478.0
2010-06-09,1516.0
2010-06-10,1516.0
2010-06-11,1549.0
2010-06-14,1549.0
2010-06-15,1549.0
2010-06-16,1585.0
2010-06-17,1577.0
2010-06-18,1577.0
2010-06-21,1577.0
2010-06-22,1477.0
2010-06-23,1477.0
2010-06-24,1477.0
2010-06-25,1445.0
2010-06-29,1445.0
2010-06-30,1400.0
2010-07-01,1400.0
2010-07-02,1400.0
2010-07-05,1400.0
2010-07-06,1448.0
2010-07-07,1448.0
2010-07-08,1448.0
2010-07-09,1470.0
2010-07-12,1470.0
2010-07-13,1450.0
2010-07-14,1450.0
2010-07-15,1450.0
2010-07-16,1469.0
2010-07-19,1469.0
2010-07-20,1459.0
2010-07-21,1459.0
2010-07-22,1459.0
2010-07-23,1464.0
2010-07-26,1464.0
2010-07-27,1464.0
2010-07-28,1464.0
2010-07-29,1464.0
2010-08-02,1464.0
2010-08-03,1464.0
2010-08-04,1465.0
2010-08-05,1400.0
2010-08-06,1465.0
2010-08-11,1402.0
2010-08-12,1455.0
2010-08-13,1455.0
2010-08-16,1455.0
2010-08-17,1455.0
2010-08-18,1444.0
2010-08-19,1444.0
2010-08-23,1444.0
2010-08-24,1444.0
2010-08-25,1444.0
2010-08-26,1529.0
2010-08-27,1438.0
2010-08-30,1438.0
2010-08-31,1524.0
2010-09-01,1520.0
2010-09-07,1520.0
2010-09-13,1500.0
2010-09-14,1518.0
2010-09-15,1500.0
2010-09-16,1500.0
2010-09-20,1500.0
2010-09-21,1500.0
2010-09-22,1500.0
2010-09-23,1490.0
2010-09-24,1490.0
2010-09-27,1500.0
2010-09-28,1500.0
2010-09-29,1500.0
2010-09-30,1500.0
2010-10-01,1500.0
2010-10-04,1499.0
2010-10-05,1499.0
2010-10-06,1499.0
2010-10-07,1497.0
2010-10-08,1497.0
2010-10-11,1497.0
2010-10-12,1497.0
2010-10-13,1497.0
2010-10-14,1497.0
2010-10-15,1497.0
2010-10-18,1409.0
2010-10-19,1474.0
2010-10-20,1474.0
2010-10-21,1472.0
2010-10-22,1472.0
2010-10-25,1472.0
2010-10-26,1472.0
2010-10-27,1472.0
2010-10-28,1472.0
2010-10-29,1472.0
2010-11-01,1472.0
2010-11-02,1405.0
2010-11-03,1460.0
2010-11-04,1466.0
2010-11-05,1466.0
2010-11-08,1466.0
2010-11-09,1466.0
2010-11-10,1440.0
2010-11-11,1460.0
2010-11-12,1460.0
2010-11-15,1460.0
2010-11-16,1460.0
2010-11-19,1449.0
2010-11-22,1449.0
2010-11-23,1449.0
2010-11-24,1448.0
2010-11-25,1430.0
2010-11-26,1429.0
2010-11-29,1445.0
2010-11-30,1445.0
2010-12-01,1445.0
2010-12-02,1445.0
2010-12-03,1445.0
2010-12-06,1445.0
2010-12-08,1445.0
2010-12-09,1445.0
2010-12-10,1443.0
2010-12-13,1443.0
2010-12-14,1443.0
2010-12-15,1441.0
2010-12-16,1441.0
2010-12-17,1441.0
2010-12-20,1441.0
2010-12-21,1430.0
2010-12-22,1410.0
2010-12-23,1394.0
2010-12-24,1400.0
2010-12-27,1400.0
2010-12-28,1354.0
2010-12-29,1390.0
2010-12-30,1390.0
2010-12-31,1390.0
2011-01-03,1350.0
2011-01-04,1350.0
2011-01-05,1400.0
2011-01-06,1400.0
2011-01-07,1400.0
2011-01-10,1399.0
2011-01-12,1399.0
2011-01-13,1399.0
2011-01-14,1380.0
2011-01-17,1380.0
2011-01-18,1380.0
2011-01-19,1380.0
2011-01-20,1318.0
2011-01-21,1379.0
2011-01-24,1390.0
2011-01-25,1390.0
2011-01-26,1390.0
2011-01-27,1390.0
2011-01-28,1390.0
2011-01-31,1330.0
2011-02-01,1360.0
2011-02-02,1427.0
2011-02-03,1427.0
2011-02-04,1427.0
2011-02-07,1400.0
2011-02-08,1400.0
2011-02-09,1400.0
2011-02-10,1400.0
2011-02-11,1400.0
2011-02-14,1385.0
2011-02-15,1410.0
2011-02-18,1385.0
2011-02-21,1370.0
2011-02-22,1360.0
2011-02-23,1360.0
2011-02-24,1351.0
2011-02-25,1350.0
2011-02-28,1350.0
2011-03-01,1350.0
2011-03-02,1350.0
2011-03-03,1395.0
2011-03-04,1395.0
2011-03-07,1387.0
2011-03-08,1387.0
2011-03-09,1387.0
2011-03-10,1387.0
2011-03-11,1387.0
2011-03-14,1387.0
2011-03-15,1400.0
2011-03-16,1356.0
2011-03-17,1356.0
2011-03-18,1310.0
2011-03-21,1386.0
2011-03-22,1386.0
2011-03-23,1390.0
2011-03-24,1390.0
2011-03-25,1397.0
2011-03-28,1397.0
2011-03-29,1397.0
2011-03-30,1355.0
2011-03-31,1355.0
2011-04-01,1355.0
2011-04-04,1355.0
2011-04-05,1340.0
2011-04-06,1340.0
2011-04-07,1340.0
2011-04-08,1340.0
2011-04-11,1340.0
2011-04-12,1400.0
2011-04-13,1403.0
2011-04-14,1420.0
2011-04-15,1420.0
2011-04-18,1420.0
2011-04-19,1420.0
2011-04-20,1405.0
2011-04-21,1400.0
2011-04-22,1400.0
2011-04-25,1400.0
2011-04-26,1400.0
2011-04-27,1410.0
2011-04-28,1410.0
2011-04-29,1346.0
2011-05-02,1400.0
2011-05-03,1440.0
2011-05-04,1440.0
2011-05-05,1455.0
2011-05-06,1470.0
2011-05-09,1470.0
2011-05-10,1471.0
2011-05-11,1471.0
2011-05-12,1489.0
2011-05-13,1499.0
2011-05-16,1499.0
2011-05-17,1499.0
2011-05-18,1499.0
2011-05-19,1499.0
2011-05-20,1500.0
2011-05-23,1500.0
2011-05-24,1500.0
2011-05-25,1508.0
2011-05-26,1520.0
2011-05-27,1539.0
2011-05-30,1539.0
2011-05-31,1500.0
2011-06-01,1540.0
2011-06-02,1450.0
2011-06-03,1450.0
2011-06-06,1450.0
2011-06-07,1450.0
2011-06-08,1380.0
2011-06-09,1378.0
2011-06-10,1420.0
2011-06-13,1390.0
2011-06-14,1380.0
2011-06-15,1380.0
2011-06-16,1381.0
2011-06-17,1380.0
2011-06-20,1422.0
2011-06-21,1382.0
2011-06-22,1382.0
2011-06-23,1382.0
2011-06-24,1380.0
2011-06-27,1380.0
2011-06-28,1380.0
2011-06-29,1380.0
2011-06-30,1315.0
2011-07-01,1315.0
2011-07-04,1315.0
2011-07-05,1380.0
2011-07-06,1380.0
2011-07-07,1380.0
2011-07-08,1380.0
2011-07-11,1415.0
2011-07-12,1415.0
2011-07-13,1415.0
2011-07-14,1415.0
2011-07-15,1420.0
2011-07-18,1421.0
2011-07-19,1421.0
2011-07-20,1421.0
2011-07-21,1380.0
2011-07-22,1380.0
2011-07-25,1380.0
2011-07-26,1350.0
2011-07-27,1380.0
2011-07-28,1360.0
2011-07-29,1360.0
2011-08-01,1360.0
2011-08-02,1326.0
2011-08-03,1380.0
2011-08-04,1380.0
2011-08-05,1333.0
2011-08-08,1360.0
2011-08-09,1360.0
2011-08-10,1360.0
2011-08-11,1360.0
2011-08-12,1380.0
2011-08-15,1380.0
2011-08-16,1395.0
2011-08-17,1395.0
2011-08-18,1395.0
2011-08-19,1396.0
2011-08-22,1390.0
2011-08-23,1397.0
2011-08-24,1397.0
2011-08-25,1397.0
2011-08-26,1395.0
2011-08-29,1395.0
2011-09-02,1460.0
2011-09-05,1466.0
2011-09-06,1465.0
2011-09-07,1547.0
2011-09-08,1455.0
2011-09-09,1524.0
2011-09-12,1524.0
2011-09-13,1524.0
2011-09-14,1433.0
2011-09-15,1500.0
2011-09-16,1500.0
2011-09-19,1500.0
2011-09-20,1500.0
2011-09-21,1500.0
2011-09-22,1500.0
2011-09-23,1500.0
2011-09-26,1500.0
2011-09-27,1500.0
2011-09-28,1500.0
2011-09-29,1500.0
2011-09-30,1510.0
2011-10-03,1510.0
2011-10-04,1590.0
2011-10-05,1495.0
2011-10-06,1530.0
2011-10-07,1530.0
2011-10-10,1530.0
2011-10-11,1500.0
2011-10-12,1500.0
2011-10-13,1450.0
2011-10-14,1500.0
2011-10-17,1441.0
2011-10-18,1441.0
2011-10-19,1441.0
2011-10-20,1366.0
2011-10-21,1440.0
2011-10-24,1440.0
2011-10-25,1440.0
2011-10-26,1440.0
2011-10-27,1450.0
2011-10-28,1450.0
2011-10-31,1450.0
2011-11-01,1450.0
2011-11-02,1450.0
2011-11-03,1450.0
2011-11-04,1450.0
2011-11-09,1440.0
2011-11-10,1440.0
2011-11-11,1422.0
2011-11-14,1422.0
2011-11-15,1422.0
2011-11-16,1420.0
2011-11-17,1420.0
2011-11-21,1420.0
2011-11-22,1420.0
2011-11-23,1420.0
2011-11-24,1420.0
2011-11-25,1420.0
2011-11-28,1445.0
2011-11-29,1445.0
2011-11-30,1445.0
2011-12-01,1445.0
2011-12-02,1445.0
2011-12-05,1445.0
2011-12-06,1445.0
2011-12-07,1470.0
2011-12-08,1470.0
2011-12-09,1470.0
2011-12-12,1470.0
2011-12-13,1470.0
2011-12-14,1470.0
2011-12-15,1470.0
2011-12-16,1470.0
2011-12-19,1460.0
2011-12-20,1460.0
2011-12-21,1460.0
2011-12-22,1460.0
2011-12-23,1373.0
2011-12-26,1381.0
2011-12-27,1444.0
2011-12-28,1444.0
2011-12-29,1444.0
2011-12-30,1358.0
2012-01-02,1358.0
2012-01-03,1430.0
2012-01-04,1430.0
2012-01-05,1430.0
2012-01-06,1400.0
2012-01-09,1425.0
2012-01-10,1361.0
2012-01-12,1361.0
2012-01-13,1420.0
2012-01-16,1400.0
2012-01-17,1400.0
2012-01-18,1400.0
2012-01-19,1417.0
2012-01-20,1495.0
2012-01-23,1410.0
2012-01-24,1435.0
2012-01-25,1422.0
2012-01-26,1495.0
2012-01-27,1490.0
2012-01-30,1490.0
2012-01-31,1490.0
2012-02-01,1460.0
2012-02-02,1460.0
2012-02-03,1435.0
2012-02-07,1430.0
2012-02-08,1465.0
2012-02-09,1500.0
2012-02-10,1550.0
2012-02-13,1550.0
2012-02-14,1550.0
2012-02-15,1550.0
2012-02-16,1550.0
2012-02-17,1550.0
2012-02-20,1540.0
2012-02-21,1540.0
2012-02-22,1490.0
2012-02-23,1540.0
2012-02-24,1470.0
2012-02-27,1470.0
2012-02-28,1470.0
2012-02-29,1470.0
2012-03-01,1470.0
2012-03-02,1470.0
2012-03-05,1470.0
2012-03-06,1470.0
2012-03-07,1470.0
2012-03-08,1519.0
2012-03-09,1519.0
2012-03-12,1519.0
2012-03-13,1519.0
2012-03-14,1500.0
2012-03-15,1500.0
2012-03-16,1590.0
2012-03-19,1650.0
2012-03-20,1650.0
2012-03-21,1551.0
2012-03-22,1551.0
2012-03-23,1580.0
2012-03-26,1580.0
2012-03-27,1579.0
2012-03-28,1579.0
2012-03-29,1579.0
2012-03-30,1550.0
2012-04-02,1550.0
2012-04-03,1550.0
2012-04-04,1540.0
2012-04-05,1540.0
2012-04-06,1538.0
2012-04-09,1538.0
2012-04-10,1538.0
2012-04-11,1540.0
2012-04-12,1550.0
2012-04-13,1462.0
2012-04-16,1549.0
2012-04-17,1549.0
2012-04-18,1549.0
2012-04-19,1549.0
2012-04-20,1600.0
2012-04-23,1600.0
2012-04-24,1600.0
2012-04-25,1630.0
2012-04-26,1630.0
2012-04-27,1630.0
2012-04-30,1630.0
2012-05-02,1630.0
2012-05-03,1630.0
2012-05-04,1630.0
2012-05-07,1630.0
2012-05-08,1630.0
2012-05-09,1630.0
2012-05-10,1630.0
2012-05-11,1600.0
2012-05-14,1648.0
2012-05-15,1560.0
2012-05-16,1550.0
2012-05-17,1550.0
2012-05-18,1550.0
2012-05-21,1575.0
2012-05-22,1575.0
2012-05-23,1575.0
2012-05-24,1575.0
2012-05-25,1650.0
2012-05-28,1650.0
2012-05-29,1600.0
2012-05-30,1630.0
2012-05-31,1650.0
2012-06-01,1650.0
2012-06-04,1650.0
2012-06-05,1650.0
2012-06-06,1725.0
2012-06-07,1725.0
2012-06-08,1725.0
2012-06-11,1725.0
2012-06-12,1627.0
2012-06-13,1717.0
2012-06-14,1717.0
2012-06-15,1718.0
2012-06-18,1700.0
2012-06-19,1700.0
2012-06-20,1700.0
2012-06-21,1621.0
2012-06-22,1620.0
2012-06-25,1620.0
2012-06-26,1620.0
2012-06-27,1695.0
2012-06-28,1600.0
2012-06-29,1600.0
2012-07-02,1510.0
2012-07-03,1465.0
2012-07-04,1500.0
2012-07-05,1380.0
2012-07-06,1420.0
2012-07-09,1380.0
2012-07-10,1399.0
2012-07-11,1399.0
2012-07-12,1381.0
2012-07-13,1381.0
2012-07-16,1381.0
