date,BOA
2006-01-04,73.568
2006-01-05,73.864
2006-01-06,73.864
2006-01-09,74.356
2006-01-10,76.818
2006-01-13,80.265
2006-01-16,80.758
2006-01-17,78.985
2006-01-18,77.606
2006-01-19,79.28
2006-01-20,81.348
2006-01-23,83.22
2006-01-24,83.712
2006-01-25,84.205
2006-01-26,84.697
2006-01-27,86.667
2006-01-30,90.606
2006-02-01,94.644
2006-02-02,91.985
2006-02-03,91.886
2006-02-06,91.788
2006-02-07,93.561
2006-02-08,92.576
2006-02-09,93.758
2006-02-10,94.644
2006-02-13,93.561
2006-02-14,90.212
2006-02-15,93.561
2006-02-16,96.614
2006-02-17,97.008
2006-02-20,98.682
2006-02-21,98.485
2006-02-22,98.386
2006-02-23,97.5
2006-02-24,93.068
2006-02-27,91.689
2006-02-28,91.098
2006-03-01,91.788
2006-03-02,92.674
2006-03-03,94.348
2006-03-06,95.53
2006-03-07,94.841
2006-03-08,93.659
2006-03-09,92.674
2006-03-10,93.659
2006-03-13,93.068
2006-03-14,90.606
2006-03-15,89.129
2006-03-16,92.576
2006-03-17,92.576
2006-03-20,91.591
2006-03-21,91.788
2006-03-22,93.561
2006-03-23,95.53
2006-03-24,96.318
2006-03-27,97.697
2006-03-28,98.485
2006-03-29,98.682
2006-03-30,97.303
2006-03-31,99.667
2006-04-03,102.129
2006-04-04,103.409
2006-04-05,103.409
2006-04-06,103.409
2006-04-07,103.409
2006-04-10,103.409
2006-04-13,103.409
2006-04-14,103.409
2006-04-17,103.311
2006-04-18,102.424
2006-04-19,104.197
2006-04-20,106.364
2006-04-21,109.318
2006-04-24,112.273
2006-04-25,114.242
2006-04-26,116.212
2006-04-27,117.394
2006-04-28,118.182
2006-05-02,118.182
2006-05-03,118.182
2006-05-04,121.136
2006-05-05,121.136
2006-05-08,123.008
2006-05-09,124.091
2006-05-10,118.28
2006-05-11,118.182
2006-05-12,118.182
2006-05-15,118.182
2006-05-16,116.015
2006-05-17,113.356
2006-05-18,112.371
2006-05-19,110.303
2006-05-22,108.333
2006-05-23,106.364
2006-05-24,106.462
2006-05-25,104.492
2006-05-26,102.621
2006-05-29,101.439
2006-05-30,100.75
2006-05-31,104.394
2006-06-01,106.068
2006-06-02,107.348
2006-06-05,106.364
2006-06-06,104.394
2006-06-07,103.409
2006-06-08,100.947
2006-06-09,100.947
2006-06-12,100.454
2006-06-13,98.485
2006-06-14,98.485
2006-06-15,98.977
2006-06-16,98.485
2006-06-19,98.091
2006-06-20,98.485
2006-06-21,98.485
2006-06-22,97.992
2006-06-23,97.992
2006-06-26,96.515
2006-06-27,96.515
2006-06-28,97.5
2006-06-29,97.598
2006-06-30,97.992
2006-07-03,97.5
2006-07-04,98.485
2006-07-05,98.485
2006-07-06,98.485
2006-07-07,98.485
2006-07-10,97.992
2006-07-11,98.189
2006-07-12,97.5
2006-07-13,97.5
2006-07-14,97.5
2006-07-17,97.5
2006-07-18,97.008
2006-07-19,96.515
2006-07-20,96.515
2006-07-21,96.023
2006-07-24,96.121
2006-07-25,96.121
2006-07-26,96.023
2006-07-27,95.826
2006-07-28,95.53
2006-07-31,95.53
2006-08-01,95.53
2006-08-02,95.53
2006-08-03,95.53
2006-08-04,95.53
2006-08-07,95.53
2006-08-08,98.485
2006-08-09,98.485
2006-08-10,98.485
2006-08-11,98.189
2006-08-15,98.485
2006-08-16,100.651
2006-08-17,98.977
2006-08-18,99.864
2006-08-22,98.977
2006-08-23,98.977
2006-08-24,100.454
2006-08-25,100.651
2006-08-28,105.379
2006-08-29,105.28
2006-08-30,106.265
2006-08-31,106.068
2006-09-01,106.068
2006-09-04,104.492
2006-09-05,105.083
2006-09-06,106.364
2006-09-07,110.303
2006-09-08,111.288
2006-09-11,110.303
2006-09-12,109.712
2006-09-13,108.629
2006-09-14,108.333
2006-09-15,106.856
2006-09-18,107.348
2006-09-19,106.758
2006-09-20,106.856
2006-09-21,106.856
2006-09-22,107.742
2006-09-25,107.25
2006-09-26,107.25
2006-09-27,105.871
2006-09-28,107.348
2006-09-29,106.364
2006-10-02,107.25
2006-10-03,107.348
2006-10-04,106.561
2006-10-05,105.379
2006-10-06,106.856
2006-10-09,106.364
2006-10-10,106.758
2006-10-11,106.659
2006-10-12,106.364
2006-10-13,105.379
2006-10-16,106.167
2006-10-17,105.379
2006-10-18,106.364
2006-10-19,107.25
2006-10-20,106.364
2006-10-23,106.758
2006-10-26,106.364
2006-10-27,105.871
2006-10-30,105.97
2006-10-31,108.432
2006-11-01,109.417
2006-11-02,107.841
2006-11-03,107.841
2006-11-07,107.939
2006-11-08,108.826
2006-11-09,106.856
2006-11-10,108.333
2006-11-13,107.841
2006-11-14,108.333
2006-11-15,106.856
2006-11-16,106.364
2006-11-17,106.856
2006-11-20,107.348
2006-11-21,107.151
2006-11-22,108.038
2006-11-23,106.659
2006-11-24,107.348
2006-11-27,107.841
2006-11-28,107.25
2006-11-29,108.629
2006-11-30,108.333
2006-12-01,110.303
2006-12-04,110.106
2006-12-05,111.288
2006-12-06,110.894
2006-12-07,112.273
2006-12-08,115.72
2006-12-11,121.136
2006-12-12,125.076
2006-12-13,132.561
2006-12-14,124.682
2006-12-15,124.189
2006-12-18,126.159
2006-12-19,122.023
2006-12-20,115.227
2006-12-21,119.167
2006-12-22,123.894
2006-12-25,122.811
2006-12-26,121.727
2006-12-27,121.136
2006-12-28,122.023
2006-12-29,123.106
2007-01-02,122.121
2007-01-03,123.106
2007-01-04,125.076
2007-01-05,126.553
2007-01-08,126.258
2007-01-09,125.076
2007-01-10,124.583
2007-01-12,124.682
2007-01-15,124.583
2007-01-16,128.03
2007-01-17,128.03
2007-01-18,128.818
2007-01-19,127.735
2007-01-22,126.75
2007-01-23,126.553
2007-01-24,128.03
2007-01-25,129.114
2007-01-26,136.795
2007-01-29,136.303
2007-01-30,136.401
2007-01-31,136.894
2007-02-01,134.727
2007-02-02,137.386
2007-02-05,137.879
2007-02-06,141.621
2007-02-07,138.962
2007-02-08,139.947
2007-02-09,144.576
2007-02-12,149.204
2007-02-13,153.932
2007-02-14,154.621
2007-02-15,156.098
2007-02-16,159.742
2007-02-19,169.295
2007-02-20,167.424
2007-02-21,164.47
2007-02-22,157.674
2007-02-23,152.159
2007-02-26,158.068
2007-02-27,155.606
2007-02-28,160.038
2007-03-01,153.636
2007-03-02,158.757
2007-03-05,160.727
2007-03-06,165.454
2007-03-07,167.227
2007-03-08,167.917
2007-03-09,163.977
2007-03-12,163.977
2007-03-13,171.856
2007-03-14,171.364
2007-03-15,173.53
2007-03-22,188.106
2007-03-23,196.97
2007-03-26,195.591
2007-03-27,200.909
2007-03-28,212.924
2007-03-29,218.636
2007-03-30,213.712
2007-04-03,211.447
2007-04-04,201.894
2007-04-05,204.947
2007-04-06,207.901
2007-04-09,209.773
2007-04-10,214.106
2007-04-11,216.568
2007-04-19,226.515
2007-04-20,236.364
2007-04-23,242.962
2007-04-24,244.242
2007-04-25,246.212
2007-04-26,246.606
2007-04-27,246.212
2007-04-30,248.182
2007-05-02,261.083
2007-05-03,269.651
2007-05-04,268.864
2007-05-07,280.189
2007-05-08,289.545
2007-05-09,295.454
2007-05-10,286.591
2007-05-11,276.25
2007-05-14,260.985
2007-05-15,261.97
2007-05-16,273.295
2007-05-17,273.197
2007-05-18,269.848
2007-05-21,280.682
2007-05-22,280.682
2007-05-23,273.295
2007-05-24,273.788
2007-05-25,269.356
2007-05-28,266.894
2007-05-29,267.977
2007-05-30,266.007
2007-05-31,270.439
2007-06-01,272.803
2007-06-04,276.841
2007-06-05,278.613
2007-06-06,279.5
2007-06-07,278.712
2007-06-08,276.348
2007-06-11,277.136
2007-06-12,277.53
2007-06-13,274.773
2007-06-14,272.803
2007-06-15,273.295
2007-06-18,273.985
2007-06-19,275.265
2007-06-20,276.939
2007-06-21,273.788
2007-06-22,273.788
2007-06-25,273.788
2007-06-26,270.833
2007-06-27,271.227
2007-06-28,270.932
2007-06-29,274.773
2007-07-02,269.848
2007-07-03,270.636
2007-07-04,270.341
2007-07-05,269.356
2007-07-06,269.848
2007-07-09,269.848
2007-07-10,267.879
2007-07-11,268.864
2007-07-12,265.712
2007-07-13,266.401
2007-07-16,267.879
2007-07-17,267.879
2007-07-18,267.386
2007-07-19,266.303
2007-07-20,267.386
2007-07-23,267.386
2007-07-24,267.386
2007-07-25,267.386
2007-07-26,269.454
2007-07-27,270.341
2007-07-31,273.295
2007-08-01,273.689
2007-08-02,276.742
2007-08-03,278.22
2007-08-06,277.136
2007-08-07,275.757
2007-08-08,279.401
2007-08-09,278.81
2007-08-10,281.568
2007-08-13,282.553
2007-08-15,279.697
2007-08-16,276.053
2007-08-17,278.712
2007-08-22,278.417
2007-08-23,278.318
2007-08-24,278.22
2007-08-27,278.22
2007-08-28,278.121
2007-08-29,279.697
2007-08-30,278.712
2007-08-31,279.5
2007-09-03,282.159
2007-09-04,288.068
2007-09-05,305.303
2007-09-06,301.56
2007-09-07,309.045
2007-09-10,312.689
2007-09-11,300.871
2007-09-12,299.886
2007-09-13,295.454
2007-09-14,297.917
2007-09-17,297.424
2007-09-18,293.977
2007-09-19,293.485
2007-09-20,300.28
2007-09-21,296.538
2007-09-24,296.932
2007-09-25,295.454
2007-09-26,294.47
2007-09-27,294.568
2007-09-28,295.257
2007-10-01,295.454
2007-10-02,295.454
2007-10-03,294.863
2007-10-04,293.977
2007-10-05,295.454
2007-10-08,298.409
2007-10-09,301.856
2007-10-10,296.439
2007-10-11,297.424
2007-10-12,300.182
2007-10-15,299.295
2007-10-16,295.454
2007-10-17,295.454
2007-10-18,295.159
2007-10-19,295.454
2007-10-22,295.454
2007-10-23,295.454
2007-10-24,296.538
2007-10-25,294.47
2007-10-26,295.454
2007-10-29,295.454
2007-10-30,293.091
2007-10-31,290.432
2007-11-01,289.545
2007-11-02,293.485
2007-11-05,292.5
2007-11-07,288.56
2007-11-08,288.56
2007-11-09,288.068
2007-11-12,290.235
2007-11-13,289.545
2007-11-14,286.591
2007-11-15,286.098
2007-11-16,288.56
2007-11-19,288.56
2007-11-20,288.462
2007-11-21,287.576
2007-11-22,285.507
2007-11-23,280.682
2007-11-26,273.788
2007-11-27,273.788
2007-11-28,275.757
2007-11-29,282.651
2007-11-30,276.25
2007-12-03,275.265
2007-12-04,273.788
2007-12-05,269.848
2007-12-06,265.909
2007-12-07,261.674
2007-12-10,265.81
2007-12-11,265.909
2007-12-12,265.417
2007-12-13,264.038
2007-12-14,264.924
2007-12-17,267.682
2007-12-18,278.22
2007-12-19,277.727
2007-12-20,275.757
2007-12-24,275.757
2007-12-25,273.295
2007-12-26,272.901
2007-12-27,274.28
2007-12-28,277.727
2007-12-31,277.235
2008-01-02,285.606
2008-01-03,285.606
2008-01-04,291.023
2008-01-07,293.682
2008-01-08,293.386
2008-01-09,295.454
2008-01-14,297.326
2008-01-15,298.212
2008-01-16,300.379
2008-01-17,306.189
2008-01-18,304.318
2008-01-21,298.409
2008-01-22,292.5
2008-01-23,298.409
2008-01-24,302.447
2008-01-25,300.477
2008-01-28,302.348
2008-01-29,301.363
2008-01-30,303.235
2008-01-31,302.348
2008-02-01,301.462
2008-02-04,300.477
2008-02-05,300.871
2008-02-06,305.303
2008-02-07,306.78
2008-02-08,307.273
2008-02-11,307.273
2008-02-12,308.257
2008-02-13,307.273
2008-02-14,306.583
2008-02-15,307.371
2008-02-18,309.242
2008-02-19,307.568
2008-02-20,308.651
2008-02-21,310.326
2008-02-22,311.704
2008-02-25,310.326
2008-02-26,312.591
2008-02-27,308.356
2008-02-28,309.144
2008-02-29,308.257
2008-03-03,308.159
2008-03-04,305.303
2008-03-05,309.242
2008-03-06,309.242
2008-03-07,311.212
2008-03-10,312.197
2008-03-11,315.151
2008-03-12,317.613
2008-03-13,321.06
2008-03-14,322.045
2008-03-17,325.0
2008-03-18,320.076
2008-03-19,320.076
2008-03-24,320.076
2008-03-25,320.076
2008-03-26,311.212
2008-03-27,311.212
2008-03-28,311.212
2008-03-31,313.182
2008-04-01,310.424
2008-04-02,309.735
2008-04-03,313.576
2008-04-04,314.167
2008-04-07,313.477
2008-04-08,313.576
2008-04-09,310.227
2008-04-10,311.704
2008-04-11,312.197
2008-04-14,310.129
2008-04-15,310.129
2008-04-16,311.212
2008-04-17,314.167
2008-04-18,321.06
2008-04-21,320.47
2008-04-22,319.879
2008-04-23,319.091
2008-04-24,318.007
2008-04-25,315.151
2008-04-28,316.038
2008-04-29,318.598
2008-04-30,315.939
2008-05-02,315.644
2008-05-05,316.136
2008-05-06,317.121
2008-05-07,317.023
2008-05-08,316.924
2008-05-09,315.25
2008-05-12,316.53
2008-05-13,316.727
2008-05-14,315.151
2008-05-15,315.151
2008-05-16,315.151
2008-05-19,316.629
2008-05-20,317.613
2008-05-21,315.151
2008-05-22,321.553
2008-05-23,321.848
2008-05-26,323.03
2008-05-27,323.03
2008-05-28,311.507
2008-05-29,313.182
2008-05-30,313.182
2008-06-02,312.197
2008-06-03,310.72
2008-06-04,313.083
2008-06-05,314.167
2008-06-06,314.068
2008-06-09,311.704
2008-06-10,311.212
2008-06-11,311.212
2008-06-12,311.212
2008-06-13,311.015
2008-06-16,311.113
2008-06-17,310.227
2008-06-18,310.129
2008-06-19,309.144
2008-06-20,308.75
2008-06-23,308.848
2008-06-24,308.848
2008-06-25,308.848
2008-06-26,308.848
2008-06-27,306.78
2008-06-30,304.318
2008-07-01,304.318
2008-07-02,306.78
2008-07-03,306.78
2008-07-04,306.78
2008-07-07,308.651
2008-07-08,308.75
2008-07-09,310.129
2008-07-10,311.704
2008-07-11,311.803
2008-07-14,313.182
2008-07-15,312.197
2008-07-16,312.197
2008-07-17,312.197
2008-07-18,310.326
2008-07-21,310.424
2008-07-22,310.523
2008-07-23,310.129
2008-07-24,310.03
2008-07-25,310.129
2008-07-28,310.129
2008-07-29,308.356
2008-07-31,305.303
2008-08-01,307.273
2008-08-04,305.303
2008-08-05,305.303
2008-08-06,307.962
2008-08-07,307.174
2008-08-08,308.06
2008-08-11,305.303
2008-08-12,305.303
2008-08-13,307.273
2008-08-15,307.273
2008-08-18,300.871
2008-08-19,307.076
2008-08-22,307.174
2008-08-25,305.303
2008-08-26,305.303
2008-08-27,306.288
2008-08-28,305.303
2008-08-29,305.303
2008-09-01,305.303
2008-09-02,304.909
2008-09-03,305.204
2008-09-04,305.303
2008-09-05,301.363
2008-09-08,297.424
2008-09-09,295.454
2008-09-10,293.485
2008-09-11,291.712
2008-09-12,290.432
2008-09-15,275.757
2008-09-16,269.848
2008-09-17,269.848
2008-09-18,274.773
2008-09-19,290.53
2008-09-22,293.682
2008-09-23,293.682
2008-09-24,292.5
2008-09-25,292.5
2008-09-26,289.545
2008-09-29,285.655
2008-09-30,284.621
2008-10-03,284.621
2008-10-06,276.792
2008-10-07,290.53
2008-10-08,282.651
2008-10-09,276.742
2008-10-10,276.742
2008-10-13,290.53
2008-10-14,288.56
2008-10-15,285.507
2008-10-16,279.697
2008-10-17,285.606
2008-10-20,279.697
2008-10-21,276.742
2008-10-22,275.757
2008-10-23,265.909
2008-10-24,260.492
2008-10-27,244.882
2008-10-28,256.06
2008-10-29,260.985
2008-10-30,265.909
2008-10-31,268.864
2008-11-03,265.909
2008-11-04,269.848
2008-11-05,268.864
2008-11-07,269.848
2008-11-10,265.909
2008-11-11,265.909
2008-11-12,262.954
2008-11-13,259.015
2008-11-14,257.045
2008-11-17,258.03
2008-11-19,256.06
2008-11-20,253.992
2008-11-21,252.909
2008-11-24,246.212
2008-11-25,256.06
2008-11-26,247.098
2008-11-27,246.212
2008-11-28,246.212
2008-12-01,245.129
2008-12-02,242.273
2008-12-03,236.364
2008-12-04,222.182
2008-12-05,211.742
2008-12-08,221.591
2008-12-11,226.515
2008-12-12,227.5
2008-12-15,241.14
2008-12-16,246.212
2008-12-17,248.182
2008-12-18,246.212
2008-12-19,253.106
2008-12-22,258.326
2008-12-23,250.151
2008-12-24,251.136
2008-12-25,255.076
2008-12-26,254.091
2008-12-30,268.864
2008-12-31,268.864
2009-01-02,268.864
2009-01-05,252.761
2009-01-06,237.644
2009-01-07,223.413
2009-01-08,210.019
2009-01-09,197.462
2009-01-12,191.307
2009-01-13,193.03
2009-01-14,204.602
2009-01-15,216.864
2009-01-16,226.023
2009-01-19,229.47
2009-01-20,236.364
2009-01-21,243.257
2009-01-22,240.303
2009-01-23,235.28
2009-01-26,235.379
2009-01-27,238.826
2009-01-28,239.318
2009-01-29,236.364
2009-01-30,241.288
2009-02-02,234.394
2009-02-03,248.428
2009-02-04,254.091
2009-02-05,238.875
2009-02-06,225.53
2009-02-09,233.31
2009-02-10,236.364
2009-02-11,233.409
2009-02-12,236.364
2009-02-13,239.318
2009-02-16,236.659
2009-02-17,232.523
2009-02-18,246.212
2009-02-19,246.212
2009-02-20,243.257
2009-02-23,243.257
2009-02-24,241.288
2009-02-25,245.178
2009-02-26,246.212
2009-02-27,245.129
2009-03-02,243.257
2009-03-03,239.86
2009-03-04,239.318
2009-03-05,240.795
2009-03-06,239.417
2009-03-09,240.795
2009-03-12,235.773
2009-03-13,222.576
2009-03-16,233.409
2009-03-17,233.409
2009-03-18,235.379
2009-03-19,234.492
2009-03-20,228.485
2009-03-23,223.56
2009-03-24,223.56
2009-03-25,226.417
2009-03-26,226.466
2009-03-27,225.53
2009-03-30,225.53
2009-03-31,221.591
2009-04-01,219.621
2009-04-02,219.621
2009-04-03,219.621
2009-04-06,219.621
2009-04-07,226.515
2009-04-08,226.515
2009-04-09,226.515
2009-04-10,222.083
2009-04-13,223.068
2009-04-14,226.121
2009-04-15,225.727
2009-04-16,226.417
2009-04-17,224.053
2009-04-20,224.447
2009-04-21,226.515
2009-04-22,227.007
2009-04-23,236.364
2009-04-24,238.284
2009-04-27,240.303
2009-04-28,241.288
2009-04-29,236.364
2009-04-30,239.318
2009-05-04,236.364
2009-05-05,231.735
2009-05-06,241.189
2009-05-07,240.303
2009-05-08,236.364
2009-05-11,236.413
2009-05-12,239.318
2009-05-13,236.56
2009-05-14,236.56
2009-05-15,237.348
2009-05-18,236.462
2009-05-19,241.288
2009-05-20,242.273
2009-05-21,247.197
2009-05-22,243.257
2009-05-25,238.432
2009-05-26,236.364
2009-05-27,239.318
2009-05-28,244.242
2009-05-29,241.386
2009-06-01,248.576
2009-06-02,250.151
2009-06-03,249.659
2009-06-04,257.045
2009-06-05,259.064
2009-06-08,260.985
2009-06-09,257.587
2009-06-10,256.06
2009-06-11,253.303
2009-06-12,257.144
2009-06-15,260.985
2009-06-16,264.924
2009-06-17,264.924
2009-06-18,256.06
2009-06-19,256.159
2009-06-22,258.03
2009-06-23,260.837
2009-06-24,260.492
2009-06-25,258.03
2009-06-26,259.901
2009-06-29,260.985
2009-06-30,260.985
2009-07-01,258.966
2009-07-02,256.06
2009-07-03,249.167
2009-07-06,243.454
2009-07-07,244.538
2009-07-08,256.06
2009-07-09,250.151
2009-07-10,250.151
2009-07-13,251.136
2009-07-14,245.227
2009-07-15,237.348
2009-07-16,237.348
2009-07-17,237.841
2009-07-20,237.348
2009-07-21,237.201
2009-07-22,235.773
2009-07-23,235.773
2009-07-24,235.773
2009-07-27,237.644
2009-07-28,237.841
2009-07-29,236.364
2009-07-31,231.439
2009-08-03,231.439
2009-08-04,233.409
2009-08-05,234.394
2009-08-06,243.257
2009-08-07,245.227
2009-08-10,238.875
2009-08-11,232.424
2009-08-12,221.886
2009-08-13,225.53
2009-08-17,225.53
2009-08-18,225.53
2009-08-19,225.53
2009-08-24,225.53
2009-08-25,225.53
2009-08-26,225.53
2009-08-27,226.515
2009-08-28,228.485
2009-08-31,228.485
2009-09-01,236.265
2009-09-02,229.47
2009-09-03,222.576
2009-09-04,226.023
2009-09-07,223.56
2009-09-08,228.485
2009-09-09,229.47
2009-09-10,231.439
2009-09-11,231.242
2009-09-14,226.515
2009-09-15,230.06
2009-09-16,233.409
2009-09-17,228.977
2009-09-18,241.288
2009-09-23,240.303
2009-09-24,234.886
2009-09-25,232.424
2009-09-28,233.409
2009-09-29,235.379
2009-09-30,234.689
2009-10-01,231.439
2009-10-02,231.439
2009-10-05,231.439
2009-10-06,236.364
2009-10-07,250.545
2009-10-08,247.246
2009-10-09,247.689
2009-10-12,251.136
2009-10-13,248.477
2009-10-14,250.644
2009-10-15,253.106
2009-10-16,254.091
2009-10-19,254.091
2009-10-20,251.235
2009-10-21,236.167
2009-10-22,239.121
2009-10-23,242.765
2009-10-26,243.75
2009-10-27,241.288
2009-10-28,236.659
2009-10-29,239.318
2009-10-30,240.795
2009-11-02,240.155
2009-11-03,239.712
2009-11-04,236.364
2009-11-05,227.5
2009-11-09,226.614
2009-11-10,232.424
2009-11-11,229.47
2009-11-12,215.731
2009-11-13,210.757
2009-11-16,200.909
2009-11-17,208.689
2009-11-19,217.651
2009-11-20,218.636
2009-11-23,218.636
2009-11-24,218.636
2009-11-25,216.962
2009-11-26,217.257
2009-11-27,217.307
2009-11-30,216.667
2009-12-01,218.981
2009-12-02,220.31
2009-12-03,220.606
2009-12-04,221.591
2009-12-07,231.439
2009-12-08,235.379
2009-12-09,235.379
2009-12-10,241.14
2009-12-11,246.015
2009-12-14,247.197
2009-12-15,246.212
2009-12-16,246.212
2009-12-17,246.212
2009-12-21,251.136
2009-12-22,251.038
2009-12-23,247.197
2009-12-24,248.182
2009-12-25,249.167
2009-12-28,251.087
2009-12-29,258.03
2009-12-30,254.091
2009-12-31,260.985
2010-01-04,251.136
2010-01-05,248.182
2010-01-06,249.659
2010-01-07,262.954
2010-01-08,262.462
2010-01-12,264.826
2010-01-13,260.0
2010-01-14,264.432
2010-01-15,259.015
2010-01-18,260.985
2010-01-19,262.954
2010-01-20,261.97
2010-01-21,259.015
2010-01-22,258.03
2010-01-25,258.03
2010-01-26,257.489
2010-01-27,256.06
2010-01-28,260.0
2010-01-29,256.257
2010-02-01,253.451
2010-02-02,256.06
2010-02-03,256.06
2010-02-04,256.06
2010-02-05,256.06
2010-02-08,257.932
2010-02-09,257.735
2010-02-10,254.337
2010-02-11,254.386
2010-02-12,259.015
2010-02-15,254.583
2010-02-16,256.06
2010-02-17,256.06
2010-02-18,256.06
2010-02-19,254.091
2010-02-22,254.091
2010-02-23,250.151
2010-02-24,250.348
2010-02-25,250.398
2010-02-26,250.151
2010-03-01,244.292
2010-03-02,241.288
2010-03-03,239.614
2010-03-04,243.159
2010-03-05,243.159
2010-03-08,246.114
2010-03-09,248.231
2010-03-10,254.091
2010-03-11,260.985
2010-03-12,255.962
2010-03-15,248.182
2010-03-16,246.261
2010-03-17,253.106
2010-03-18,253.992
2010-03-19,251.136
2010-03-22,249.167
2010-03-23,244.932
2010-03-24,245.72
2010-03-25,244.538
2010-03-26,243.257
2010-03-29,253.204
2010-03-30,260.0
2010-03-31,247.197
2010-04-01,248.329
2010-04-02,249.265
2010-04-05,251.136
2010-04-06,260.985
2010-04-07,262.954
2010-04-08,260.985
2010-04-09,254.091
2010-04-12,253.106
2010-04-13,253.106
2010-04-14,256.06
2010-04-15,257.045
2010-04-16,256.06
2010-04-19,252.614
2010-04-20,256.011
2010-04-21,250.151
2010-04-22,255.076
2010-04-23,254.091
2010-04-26,255.076
2010-04-27,254.091
2010-04-28,251.432
2010-04-29,254.091
2010-04-30,251.136
2010-05-03,251.333
2010-05-04,251.136
2010-05-05,248.182
2010-05-06,244.193
2010-05-07,241.189
2010-05-10,241.288
2010-05-11,243.75
2010-05-12,238.53
2010-05-13,241.288
2010-05-14,241.288
2010-05-17,243.06
2010-05-18,246.114
2010-05-19,244.242
2010-05-20,244.144
2010-05-21,240.795
2010-05-24,240.795
2010-05-25,232.424
2010-05-26,232.424
2010-05-27,229.962
2010-05-28,238.087
2010-05-31,238.432
2010-06-01,242.174
2010-06-02,246.015
2010-06-03,242.273
2010-06-04,244.242
2010-06-07,241.386
2010-06-08,244.242
2010-06-09,244.193
2010-06-10,246.064
2010-06-11,245.129
2010-06-14,242.076
2010-06-15,239.121
2010-06-16,239.367
2010-06-17,226.515
2010-06-18,216.716
2010-06-21,222.871
2010-06-22,223.117
2010-06-23,224.151
2010-06-24,224.053
2010-06-25,224.053
2010-06-28,224.053
2010-06-29,224.004
2010-06-30,213.712
2010-07-01,213.712
2010-07-02,220.114
2010-07-05,214.894
2010-07-06,217.651
2010-07-07,215.189
2010-07-08,221.591
2010-07-09,220.606
2010-07-12,221.542
2010-07-13,223.462
2010-07-14,220.655
2010-07-15,220.606
2010-07-16,220.606
2010-07-19,216.913
2010-07-20,217.651
2010-07-21,218.439
2010-07-22,218.095
2010-07-23,216.814
2010-07-26,217.651
2010-07-27,216.962
2010-07-28,226.466
2010-07-29,221.689
2010-08-02,225.432
2010-08-03,222.477
2010-08-04,224.545
2010-08-05,225.53
2010-08-06,226.515
2010-08-09,225.53
2010-08-10,223.56
2010-08-11,221.689
2010-08-12,221.098
2010-08-13,216.667
2010-08-16,219.621
2010-08-17,221.394
2010-08-18,220.606
2010-08-19,224.545
2010-08-23,231.439
2010-08-24,233.901
2010-08-25,234.394
2010-08-26,236.364
2010-08-27,235.379
2010-08-30,231.932
2010-08-31,233.409
2010-09-01,230.454
2010-09-02,228.485
2010-09-03,231.439
2010-09-06,233.409
2010-09-07,231.045
2010-09-08,232.424
2010-09-09,231.439
2010-09-13,234.788
2010-09-14,224.545
2010-09-15,226.515
2010-09-16,224.989
2010-09-17,221.64
2010-09-20,223.068
2010-09-21,227.5
2010-09-22,226.909
2010-09-23,224.595
2010-09-24,222.576
2010-09-27,225.53
2010-09-28,226.417
2010-09-29,228.485
2010-09-30,230.454
2010-10-01,230.454
2010-10-04,232.424
2010-10-05,224.545
2010-10-06,225.53
2010-10-07,228.977
2010-10-08,229.273
2010-10-11,224.201
2010-10-12,226.515
2010-10-13,230.454
2010-10-14,230.405
2010-10-15,228.977
2010-10-18,229.47
2010-10-19,228.977
2010-10-20,229.125
2010-10-21,230.454
2010-10-22,229.273
2010-10-25,231.439
2010-10-26,228.485
2010-10-27,230.159
2010-10-28,227.5
2010-10-29,228.485
2010-11-01,228.485
2010-11-02,229.47
2010-11-03,224.595
2010-11-04,229.223
2010-11-05,229.47
2010-11-08,227.5
2010-11-09,228.288
2010-11-10,228.485
2010-11-11,228.485
2010-11-12,228.485
2010-11-15,230.356
2010-11-16,227.5
2010-11-19,229.47
2010-11-22,234.394
2010-11-23,234.197
2010-11-24,229.962
2010-11-25,227.992
2010-11-26,227.007
2010-11-29,229.962
2010-11-30,230.454
2010-12-01,230.454
2010-12-02,230.553
2010-12-03,230.454
2010-12-06,230.454
2010-12-08,244.242
2010-12-09,258.867
2010-12-10,249.216
2010-12-13,248.231
2010-12-14,243.75
2010-12-15,234.394
2010-12-16,231.636
2010-12-17,241.189
2010-12-20,238.333
2010-12-21,238.382
2010-12-22,239.318
2010-12-23,241.288
2010-12-24,237.841
2010-12-27,236.364
2010-12-28,233.409
2010-12-29,238.284
2010-12-30,252.564
2010-12-31,257.045
2011-01-03,243.257
2011-01-04,243.454
2011-01-05,246.212
2011-01-06,254.091
2011-01-07,250.151
2011-01-10,255.076
2011-01-12,259.507
2011-01-13,259.015
2011-01-14,259.901
2011-01-17,253.894
2011-01-18,253.007
2011-01-19,252.614
2011-01-20,256.06
2011-01-21,255.076
2011-01-24,253.894
2011-01-25,249.905
2011-01-26,249.856
2011-01-27,252.023
2011-01-28,241.288
2011-01-31,236.364
2011-02-01,233.409
2011-02-02,236.413
2011-02-03,223.56
2011-02-04,235.379
2011-02-07,238.826
2011-02-08,247.689
2011-02-09,241.583
2011-02-10,238.333
2011-02-11,241.288
2011-02-14,237.496
2011-02-15,237.841
2011-02-18,238.333
2011-02-21,233.409
2011-02-22,231.439
2011-02-23,231.341
2011-02-24,235.379
2011-02-25,236.364
