date,MUT
2024-09-20,310.0
2024-09-23,313.0
2024-09-24,307.0
2024-09-25,309.0
2024-09-26,302.6
2024-09-27,299.0
2024-09-30,299.0
2024-10-01,304.4
2024-10-02,300.0
2024-10-03,300.0
2024-10-04,300.05
2024-10-07,300.0
2024-10-08,298.0
2024-10-09,309.0
2024-10-10,305.1
2024-10-11,305.9
2024-10-14,310.0
2024-10-15,302.0
2024-10-16,299.0
2024-10-17,300.0
2024-10-18,301.0
2024-10-21,300.0
2024-10-22,298.0
2024-10-23,299.0
2024-10-24,299.0
2024-10-25,300.0
2024-10-28,301.0
2024-10-29,303.0
2024-10-30,300.5
2024-10-31,303.5
2024-11-01,308.0
2024-11-04,308.0
2024-11-05,308.0
2024-11-07,308.5
2024-11-08,310.05
2024-11-11,298.0
2024-11-12,298.0
2024-11-13,301.0
2024-11-14,300.0
2024-11-15,298.5
2024-11-19,302.9
2024-11-20,298.0
2024-11-21,298.0
2024-11-22,295.0
2024-11-25,295.0
2024-11-26,295.0
2024-11-27,293.5
2024-11-28,291.0
2024-11-29,290.5
2024-12-02,291.0
2024-12-03,293.0
2024-12-04,299.9
2024-12-05,299.9
2024-12-06,295.1
2024-12-09,293.0
2024-12-10,295.0
2024-12-11,298.6
2024-12-12,299.0
2024-12-13,300.0
2024-12-16,302.0
2024-12-17,303.5
2024-12-18,307.5
2024-12-19,303.55
2024-12-20,303.0
2024-12-23,301.0
2024-12-24,300.0
2024-12-25,295.0
2024-12-26,302.0
2024-12-27,295.0
2024-12-30,302.0
2024-12-31,304.0
2025-01-02,305.0
2025-01-03,311.0
2025-01-06,316.95
2025-01-07,313.0
2025-01-08,317.0
2025-01-09,322.5
2025-01-10,320.1
2025-01-13,316.0
2025-01-15,325.0
2025-01-16,329.0
2025-01-17,335.0
2025-01-20,338.5
2025-01-21,330.05
2025-01-22,327.0
2025-01-23,330.0
2025-01-24,329.9
2025-01-27,328.0
2025-01-28,329.0
2025-01-29,330.0
2025-01-30,330.0
2025-01-31,330.0
2025-02-03,330.0
2025-02-04,329.95
2025-02-05,330.0
2025-02-06,330.0
2025-02-07,330.0
2025-02-10,330.0
2025-02-11,330.0
2025-02-12,335.0
2025-02-13,340.0
2025-02-14,339.0
2025-02-17,339.0
2025-02-18,339.0
2025-02-19,342.0
2025-02-20,340.0
2025-02-21,330.0
2025-02-24,325.0
2025-02-25,331.4
2025-02-26,329.0
2025-02-27,308.0
2025-02-28,310.0
2025-03-03,310.5
2025-03-04,310.0
2025-03-05,310.0
2025-03-06,310.0
2025-03-07,308.0
2025-03-10,310.0
2025-03-11,310.0
2025-03-12,300.0
2025-03-13,301.0
2025-03-14,305.0
2025-03-17,310.0
2025-03-18,308.0
2025-03-19,310.0
2025-03-20,316.85
2025-03-21,319.0
2025-03-24,324.0
2025-03-25,319.0
2025-03-26,317.7
2025-03-27,318.75
2025-03-28,310.0
2025-04-02,310.0
2025-04-03,305.0
2025-04-04,290.0
2025-04-07,275.0
2025-04-08,280.1
2025-04-09,268.0
2025-04-10,280.0
2025-04-11,282.0
2025-04-14,295.0
2025-04-15,301.5
2025-04-16,300.0
2025-04-17,300.1
2025-04-18,312.65
2025-04-21,309.0
2025-04-22,305.0
2025-04-23,300.0
2025-04-24,304.0
2025-04-25,305.8
2025-04-28,304.95
2025-04-29,300.0
2025-04-30,300.0
2025-05-02,304.9
2025-05-05,300.0
2025-05-06,304.0
2025-05-07,302.5
2025-05-08,297.1
2025-05-09,300.0
