date,EQD
2006-08-28,1550.0
2006-08-30,1550.0
2006-08-31,1570.0
2006-09-01,1570.0
2006-09-04,1560.0
2006-09-05,1560.0
2006-09-07,1595.0
2006-09-08,1645.0
2006-09-11,1700.0
2006-09-12,1651.0
2006-09-13,1660.0
2006-09-15,1659.0
2006-09-19,1675.0
2006-09-20,1650.0
2006-09-21,1655.0
2006-09-22,1670.0
2006-09-26,1670.0
2006-09-28,1675.0
2006-09-29,1680.0
2006-10-03,1700.0
2006-10-04,1700.0
2006-10-05,1675.0
2006-10-16,1695.0
2006-10-17,1699.0
2006-10-18,1710.0
2006-10-20,1695.0
2006-10-23,1709.0
2006-10-26,1720.0
2006-10-27,1695.0
2006-10-30,1690.0
2006-10-31,1700.0
2006-11-01,1740.0
2006-11-02,1700.0
2006-11-03,1700.0
2006-11-07,1700.0
2006-11-09,1700.0
2006-11-10,1635.0
2006-11-13,1700.0
2006-11-14,1700.0
2006-11-16,1689.0
2006-11-20,1700.0
2006-11-21,1680.0
2006-11-23,1699.0
2006-11-24,1620.0
2006-11-27,1620.0
2006-11-29,1620.0
2006-12-01,1635.0
2006-12-06,1645.0
2006-12-07,1740.0
2006-12-08,1740.0
2006-12-11,1700.0
2006-12-12,1700.0
2006-12-13,1730.0
2006-12-14,1750.0
2006-12-15,1700.0
2006-12-19,1651.0
2006-12-20,1650.0
2006-12-21,1655.0
2006-12-22,1655.0
2006-12-26,1645.0
2006-12-27,1635.0
2006-12-28,1632.0
2006-12-29,1632.0
2007-01-02,1632.0
2007-01-03,1633.0
2007-01-05,1700.0
2007-01-09,1700.0
2007-01-12,1700.0
2007-01-15,1730.0
2007-01-16,1740.0
2007-01-17,1799.0
2007-01-19,1770.0
2007-01-22,1761.0
2007-01-25,1761.0
2007-01-26,1780.0
2007-01-29,1780.0
2007-01-30,1780.0
2007-01-31,1800.0
2007-02-01,1790.0
2007-02-05,1715.0
2007-02-06,1781.0
2007-02-13,1800.0
2007-02-14,1787.0
2007-02-15,1820.0
2007-02-16,1820.0
2007-02-20,1741.0
2007-02-22,1845.0
2007-02-23,1761.0
2007-02-27,1790.0
2007-03-01,1830.0
2007-03-02,1845.0
2007-03-05,1885.0
2007-03-06,1930.0
2007-03-07,1901.0
2007-03-08,1918.0
2007-03-09,1925.0
2007-03-13,1925.0
2007-03-14,1930.0
2007-03-15,1900.0
2007-03-16,1950.0
2007-03-19,1959.0
2007-03-20,1960.0
2007-03-22,1950.0
2007-03-23,1960.0
2007-03-26,1960.0
2007-03-27,1960.0
2007-03-28,1948.0
2007-03-29,1948.0
2007-03-30,1948.0
2007-04-04,1947.0
2007-04-06,1947.0
2007-04-09,1951.0
2007-04-11,1915.0
2007-04-12,1960.0
2007-04-13,1960.0
2007-04-16,1960.0
2007-04-17,1970.0
2007-04-18,1970.0
2007-04-19,1970.0
2007-04-20,1970.0
2007-04-23,1961.0
2007-04-25,1970.0
2007-04-27,1975.0
2007-04-30,1955.0
2007-05-02,1953.0
2007-05-03,1979.0
2007-05-07,1950.0
2007-05-10,1920.0
2007-05-11,1895.0
2007-05-15,1830.0
2007-05-16,1900.0
2007-05-17,1900.0
2007-05-23,1900.0
2007-05-25,1900.0
2007-05-28,1900.0
2007-05-29,1900.0
2007-05-30,1899.0
2007-05-31,1900.0
2007-06-01,1968.0
2007-06-04,1969.0
2007-06-05,2000.0
2007-06-06,2009.0
2007-06-07,1914.0
2007-06-08,1920.0
2007-06-11,1809.0
2007-06-15,1875.0
2007-06-19,1811.0
2007-06-22,1875.0
2007-06-26,1820.0
2007-06-27,1810.0
2007-06-28,1810.0
2007-07-06,1875.0
2007-07-13,1860.0
2007-07-16,1865.0
2007-07-18,1865.0
2007-07-19,1755.0
2007-07-24,1652.0
2007-07-25,1666.0
2007-07-26,1750.0
2007-07-31,1750.0
2007-08-03,1748.0
2007-08-08,1758.0
2007-08-10,1700.0
2007-08-15,1705.0
2007-08-16,1710.0
2007-08-17,1710.0
2007-08-22,1789.0
2007-08-24,1790.0
2007-08-27,1859.0
2007-08-31,1760.0
2007-09-03,1715.0
2007-09-04,1716.0
2007-09-05,1760.0
2007-09-06,1745.0
2007-09-07,1745.0
2007-09-10,1716.0
2007-09-12,1706.0
2007-09-18,1701.0
2007-09-24,1710.0
2007-09-25,1721.0
2007-09-27,1720.0
2007-09-28,1700.0
2007-10-02,1760.0
2007-10-03,1700.0
2007-10-04,1710.0
2007-10-05,1750.0
2007-10-08,1720.0
2007-10-09,1760.0
2007-10-15,1758.0
2007-10-16,1720.0
2007-10-17,1702.0
2007-10-18,1702.0
2007-10-19,1755.0
2007-10-22,1706.0
2007-10-24,1711.0
2007-10-30,1720.0
2007-10-31,1712.0
2007-11-01,1700.0
2007-11-02,1700.0
2007-11-05,1671.0
2007-11-08,1745.0
2007-11-12,1676.0
2007-11-13,1750.0
2007-11-15,1748.0
2007-11-16,1750.0
2007-11-19,1750.0
2007-11-21,1765.0
2007-11-22,1769.0
2007-11-23,1800.0
2007-11-26,1829.0
2007-11-27,1790.0
2007-11-28,1795.0
2007-11-29,1780.0
2007-11-30,1760.0
2007-12-03,1720.0
2007-12-04,1720.0
2007-12-05,1715.0
2007-12-06,1715.0
2007-12-07,1671.0
2007-12-10,1647.0
2007-12-11,1651.0
2007-12-12,1650.0
2007-12-13,1650.0
2007-12-14,1630.0
2007-12-17,1650.0
2007-12-18,1656.0
2007-12-19,1650.0
2007-12-24,1640.0
2007-12-25,1630.0
2007-12-26,1641.0
2007-12-28,1641.0
2007-12-31,1700.0
2008-01-02,1710.0
2008-01-04,1711.0
2008-01-08,1727.0
2008-01-09,1721.0
2008-01-14,1720.0
2008-01-15,1710.0
2008-01-16,1670.0
2008-01-17,1672.0
2008-01-21,1669.0
2008-01-22,1620.0
2008-01-23,1620.0
2008-01-24,1610.0
2008-01-25,1610.0
2008-01-28,1610.0
2008-01-29,1600.0
2008-01-30,1600.0
2008-02-01,1600.0
2008-02-05,1600.0
2008-02-06,1600.0
2008-02-07,1593.0
2008-02-08,1580.0
2008-02-11,1585.0
2008-02-12,1585.0
2008-02-13,1596.0
2008-02-14,1580.0
2008-02-15,1630.0
2008-02-18,1635.0
2008-02-19,1625.0
2008-02-20,1600.0
2008-02-21,1591.0
2008-02-22,1600.0
2008-02-25,1601.0
2008-02-26,1593.0
2008-02-27,1595.0
2008-02-28,1600.0
2008-02-29,1601.0
2008-03-03,1635.0
2008-03-04,1635.0
2008-03-05,1635.0
2008-03-06,1592.0
2008-03-07,1620.0
2008-03-10,1576.0
2008-03-11,1600.0
2008-03-12,1600.0
2008-03-13,1590.0
2008-03-14,1600.0
2008-03-17,1600.0
2008-03-18,1581.0
2008-03-19,1596.0
2008-03-24,1574.0
2008-03-25,1570.0
2008-03-26,1580.0
2008-03-27,1580.0
2008-03-28,1580.0
2008-03-31,1625.0
2008-04-01,1625.0
2008-04-02,1580.0
2008-04-03,1580.0
2008-04-04,1600.0
2008-04-07,1621.0
2008-04-08,1610.0
2008-04-09,1610.0
2008-04-10,1610.0
2008-04-11,1622.0
2008-04-14,1610.0
2008-04-15,1610.0
2008-04-16,1610.0
2008-04-17,1630.0
2008-04-18,1650.0
2008-04-21,1650.0
2008-04-22,1650.0
2008-04-23,1650.0
2008-04-24,1640.0
2008-04-25,1640.0
2008-04-28,1645.0
2008-04-29,1650.0
2008-04-30,1618.0
2008-05-02,1618.0
2008-05-05,1618.0
2008-05-06,1618.0
2008-05-07,1618.0
2008-05-08,1618.0
2008-05-09,1649.0
2008-05-12,1649.0
2008-05-13,1649.0
2008-05-14,1651.0
2008-05-15,1651.0
2008-05-16,1649.0
2008-05-19,1649.0
2008-05-21,1669.0
2008-05-22,1689.0
2008-05-23,1700.0
2008-05-26,1720.0
2008-05-27,1730.0
2008-05-28,1730.0
2008-05-29,1730.0
2008-05-30,1730.0
2008-06-02,1730.0
2008-06-03,1729.0
2008-06-04,1729.0
2008-06-05,1740.0
2008-06-06,1639.0
2008-06-09,1650.0
2008-06-10,1653.0
2008-06-11,1653.0
2008-06-12,1650.0
2008-06-13,1650.0
2008-06-16,1650.0
2008-06-17,1610.0
2008-06-18,1610.0
2008-06-19,1610.0
2008-06-20,1610.0
2008-06-23,1526.0
2008-06-24,1602.0
2008-06-25,1598.0
2008-06-26,1525.0
2008-06-27,1530.0
2008-06-30,1530.0
2008-07-01,1589.0
2008-07-02,1589.0
2008-07-03,1589.0
2008-07-04,1589.0
2008-07-07,1609.0
2008-07-08,1609.0
2008-07-09,1609.0
2008-07-10,1551.0
2008-07-11,1551.0
2008-07-14,1550.0
2008-07-15,1522.0
2008-07-16,1522.0
2008-07-17,1599.0
2008-07-18,1599.0
2008-07-21,1598.0
2008-07-22,1598.0
2008-07-23,1598.0
2008-07-24,1598.0
2008-07-25,1598.0
2008-07-28,1596.0
2008-07-29,1596.0
2008-07-31,1538.0
2008-08-01,1536.0
2008-08-04,1540.0
2008-08-05,1540.0
2008-08-06,1540.0
2008-08-07,1540.0
2008-08-08,1540.0
2008-08-11,1540.0
2008-08-12,1541.0
2008-08-13,1541.0
2008-08-15,1586.0
2008-08-18,1586.0
2008-08-19,1586.0
2008-08-22,1543.0
2008-08-25,1541.0
2008-08-26,1540.0
2008-08-27,1540.0
2008-08-28,1540.0
2008-08-29,1541.0
2008-09-02,1541.0
2008-09-03,1541.0
2008-09-04,1537.0
2008-09-05,1537.0
2008-09-08,1506.0
2008-09-09,1525.0
2008-09-10,1525.0
2008-09-11,1525.0
2008-09-12,1525.0
2008-09-15,1498.0
2008-09-16,1498.0
2008-09-17,1500.0
2008-09-18,1500.0
2008-09-19,1520.0
2008-09-22,1515.0
2008-09-23,1515.0
2008-09-24,1515.0
2008-09-25,1515.0
2008-09-26,1525.0
2008-09-29,1525.0
2008-09-30,1480.0
2008-10-07,1440.0
2008-10-08,1524.0
2008-10-09,1520.0
2008-10-10,1520.0
2008-10-13,1520.0
2008-10-15,1520.0
2008-10-16,1432.0
2008-10-17,1499.0
2008-10-20,1499.0
2008-10-21,1499.0
2008-10-22,1461.0
2008-10-23,1461.0
2008-10-24,1461.0
2008-10-27,1434.0
2008-10-28,1449.0
2008-10-29,1444.0
2008-10-30,1500.0
2008-10-31,1500.0
2008-11-03,1500.0
2008-11-04,1500.0
2008-11-05,1500.0
2008-11-07,1500.0
2008-11-10,1500.0
2008-11-11,1500.0
2008-11-12,1498.0
2008-11-13,1498.0
2008-11-14,1498.0
2008-11-17,1452.0
2008-11-19,1452.0
2008-11-20,1438.0
2008-11-21,1438.0
2008-11-24,1405.0
2008-11-25,1449.0
2008-11-26,1449.0
2008-11-27,1449.0
2008-11-28,1449.0
2008-12-01,1449.0
2008-12-02,1449.0
2008-12-03,1380.0
2008-12-04,1380.0
2008-12-05,1380.0
2008-12-08,1460.0
2008-12-11,1535.0
2008-12-12,1535.0
2008-12-15,1535.0
2008-12-16,1535.0
2008-12-17,1544.0
2008-12-18,1560.0
2008-12-19,1560.0
2008-12-22,1560.0
2008-12-23,1547.0
2008-12-24,1540.0
2008-12-25,1538.0
2008-12-26,1528.0
2008-12-30,1528.0
2008-12-31,1500.0
2009-01-02,1500.0
2009-01-05,1500.0
2009-01-06,1410.0
2009-01-07,1494.0
2009-01-08,1479.0
2009-01-09,1450.0
2009-01-12,1420.0
2009-01-13,1400.0
2009-01-14,1400.0
2009-01-15,1480.0
2009-01-16,1480.0
2009-01-19,1392.0
2009-01-20,1392.0
2009-01-21,1449.0
2009-01-22,1449.0
2009-01-23,1449.0
2009-01-26,1415.0
2009-01-27,1421.0
2009-01-28,1449.0
2009-01-29,1426.0
2009-01-30,1426.0
2009-02-02,1430.0
2009-02-03,1430.0
2009-02-04,1449.0
2009-02-05,1446.0
2009-02-06,1446.0
2009-02-09,1401.0
2009-02-10,1401.0
2009-02-11,1401.0
2009-02-12,1410.0
2009-02-13,1445.0
2009-02-16,1445.0
2009-02-17,1445.0
2009-02-18,1420.0
2009-02-19,1420.0
2009-02-20,1405.0
2009-02-23,1405.0
2009-02-24,1410.0
2009-02-25,1405.0
2009-02-26,1405.0
2009-02-27,1405.0
2009-03-02,1489.0
2009-03-03,1430.0
2009-03-04,1430.0
2009-03-05,1480.0
2009-03-06,1430.0
2009-03-09,1430.0
2009-03-12,1430.0
2009-03-13,1430.0
2009-03-16,1435.0
2009-03-17,1440.0
2009-03-18,1440.0
2009-03-19,1460.0
2009-03-20,1460.0
2009-03-23,1393.0
2009-03-24,1393.0
2009-03-25,1430.0
2009-03-26,1430.0
2009-03-27,1430.0
2009-03-30,1430.0
2009-03-31,1402.0
2009-04-01,1450.0
2009-04-02,1450.0
2009-04-03,1450.0
2009-04-06,1450.0
2009-04-07,1430.0
2009-04-08,1430.0
2009-04-09,1430.0
2009-04-10,1430.0
2009-04-13,1430.0
2009-04-14,1430.0
2009-04-15,1450.0
2009-04-16,1450.0
2009-04-17,1450.0
2009-04-20,1450.0
2009-04-21,1450.0
2009-04-22,1450.0
2009-04-23,1450.0
2009-04-24,1450.0
2009-04-27,1450.0
2009-04-28,1450.0
2009-04-29,1450.0
2009-04-30,1450.0
2009-05-04,1450.0
2009-05-05,1422.0
2009-05-06,1422.0
2009-05-07,1422.0
2009-05-08,1445.0
2009-05-11,1445.0
2009-05-12,1435.0
2009-05-13,1450.0
2009-05-14,1450.0
2009-05-15,1450.0
2009-05-18,1430.0
2009-05-19,1430.0
2009-05-20,1430.0
2009-05-21,1430.0
2009-05-22,1430.0
2009-05-25,1430.0
2009-05-26,1435.0
2009-05-27,1449.0
2009-05-28,1450.0
2009-05-29,1480.0
2009-06-01,1480.0
2009-06-02,1500.0
2009-06-03,1540.0
2009-06-04,1540.0
2009-06-05,1540.0
2009-06-08,1540.0
2009-06-09,1530.0
2009-06-10,1523.0
2009-06-11,1450.0
2009-06-12,1462.0
2009-06-15,1464.0
2009-06-16,1464.0
2009-06-17,1464.0
2009-06-18,1454.0
2009-06-19,1454.0
2009-06-22,1454.0
2009-06-23,1454.0
2009-06-24,1430.0
2009-06-25,1430.0
2009-06-26,1430.0
2009-06-29,1430.0
2009-06-30,1430.0
2009-07-01,1430.0
2009-07-02,1430.0
2009-07-03,1430.0
2009-07-06,1430.0
2009-07-07,1430.0
2009-07-08,1430.0
2009-07-09,1430.0
2009-07-10,1440.0
2009-07-13,1440.0
2009-07-14,1440.0
2009-07-15,1365.0
2009-07-16,1365.0
2009-07-17,1365.0
2009-07-20,1365.0
2009-07-21,1365.0
2009-07-22,1365.0
2009-07-24,1365.0
2009-07-27,1365.0
2009-07-28,1365.0
2009-07-29,1435.0
2009-07-31,1435.0
2009-08-03,1435.0
2009-08-04,1435.0
2009-08-05,1410.0
2009-08-06,1375.0
2009-08-07,1375.0
2009-08-10,1375.0
2009-08-11,1375.0
2009-08-12,1375.0
2009-08-13,1375.0
2009-08-17,1375.0
2009-08-18,1440.0
2009-08-19,1440.0
2009-08-24,1440.0
2009-08-25,1440.0
2009-08-26,1440.0
2009-08-27,1407.0
2009-08-28,1440.0
2009-08-31,1445.0
2009-09-01,1450.0
2009-09-02,1450.0
2009-09-03,1450.0
2009-09-04,1420.0
2009-09-07,1430.0
2009-09-08,1430.0
2009-09-09,1450.0
2009-09-10,1451.0
2009-09-11,1451.0
2009-09-14,1450.0
2009-09-15,1450.0
2009-09-16,1450.0
2009-09-17,1426.0
2009-09-18,1426.0
2009-09-23,1426.0
2009-09-24,1426.0
2009-09-25,1425.0
2009-09-28,1425.0
2009-09-29,1425.0
2009-09-30,1425.0
2009-10-01,1425.0
2009-10-02,1450.0
2009-10-05,1450.0
2009-10-06,1450.0
2009-10-07,1450.0
2009-10-08,1450.0
2009-10-09,1450.0
2009-10-12,1450.0
2009-10-13,1450.0
2009-10-14,1450.0
2009-10-15,1450.0
2009-10-16,1450.0
2009-10-19,1450.0
2009-10-20,1400.0
2009-10-21,1400.0
2009-10-22,1400.0
2009-10-23,1400.0
2009-10-26,1400.0
2009-10-27,1425.0
2009-10-28,1450.0
2009-10-29,1450.0
2009-10-30,1450.0
2009-11-02,1450.0
2009-11-03,1415.0
2009-11-04,1425.0
2009-11-05,1425.0
2009-11-09,1412.0
2009-11-10,1413.0
2009-11-11,1413.0
2009-11-12,1430.0
2009-11-13,1430.0
2009-11-16,1430.0
2009-11-17,1415.0
2009-11-19,1416.0
2009-11-20,1416.0
2009-11-23,1416.0
2009-11-24,1416.0
2009-11-25,1416.0
2009-11-26,1416.0
2009-11-27,1416.0
2009-11-30,1416.0
2009-12-01,1416.0
2009-12-02,1430.0
2009-12-03,1430.0
2009-12-04,1417.0
2009-12-07,1430.0
2009-12-08,1430.0
2009-12-09,1430.0
2009-12-10,1430.0
2009-12-11,1417.0
2009-12-14,1417.0
2009-12-15,1417.0
2009-12-16,1469.0
2009-12-17,1469.0
2009-12-21,1469.0
2009-12-22,1417.0
2009-12-23,1419.0
2009-12-24,1419.0
2009-12-25,1419.0
2009-12-28,1419.0
2009-12-29,1421.0
2009-12-30,1421.0
2009-12-31,1420.0
2010-01-04,1375.0
2010-01-05,1375.0
2010-01-06,1429.0
2010-01-07,1410.0
2010-01-08,1440.0
2010-01-12,1440.0
2010-01-13,1440.0
2010-01-14,1454.0
2010-01-15,1454.0
2010-01-18,1454.0
2010-01-19,1475.0
2010-01-20,1470.0
2010-01-21,1475.0
2010-01-22,1475.0
2010-01-25,1475.0
2010-01-26,1475.0
2010-01-27,1475.0
2010-01-28,1475.0
2010-01-29,1478.0
2010-02-01,1478.0
2010-02-02,1430.0
2010-02-03,1430.0
2010-02-04,1479.0
2010-02-05,1479.0
2010-02-08,1475.0
2010-02-09,1475.0
2010-02-10,1475.0
2010-02-11,1475.0
2010-02-12,1475.0
2010-02-15,1475.0
2010-02-16,1451.0
2010-02-17,1485.0
2010-02-18,1510.0
2010-02-19,1510.0
2010-02-22,1510.0
2010-02-23,1510.0
2010-02-24,1515.0
2010-02-25,1600.0
2010-02-26,1600.0
2010-03-01,1645.0
2010-03-02,1600.0
2010-03-03,1600.0
2010-03-04,1630.0
2010-03-05,1630.0
2010-03-08,1630.0
2010-03-09,1630.0
2010-03-10,1630.0
2010-03-11,1630.0
2010-03-12,1630.0
2010-03-15,1630.0
2010-03-16,1630.0
2010-03-17,1630.0
2010-03-18,1630.0
2010-03-19,1630.0
2010-03-22,1630.0
2010-03-23,1630.0
2010-03-24,1630.0
2010-03-25,1625.0
2010-03-26,1640.0
2010-03-29,1640.0
2010-03-30,1640.0
2010-03-31,1640.0
2010-04-02,1640.0
2010-04-05,1640.0
2010-04-06,1640.0
2010-04-07,1640.0
2010-04-08,1640.0
2010-04-09,1640.0
2010-04-12,1640.0
2010-04-13,1634.0
2010-04-14,1634.0
2010-04-15,1634.0
2010-04-16,1634.0
2010-04-19,1634.0
2010-04-20,1650.0
2010-04-21,1655.0
2010-04-22,1659.0
2010-04-23,1655.0
2010-04-26,1698.0
2010-04-27,1698.0
2010-04-28,1697.0
2010-04-29,1695.0
2010-04-30,1740.0
2010-05-03,1740.0
2010-05-04,1740.0
2010-05-05,1740.0
2010-05-06,1740.0
2010-05-07,1740.0
2010-05-10,1790.0
2010-05-11,1790.0
2010-05-12,1790.0
2010-05-13,1790.0
2010-05-14,1790.0
2010-05-17,1799.0
2010-05-18,1825.0
2010-05-19,1798.0
2010-05-20,1698.0
2010-05-21,1698.0
2010-05-24,1680.0
2010-05-25,1680.0
2010-05-26,1680.0
2010-05-27,1680.0
2010-05-28,1680.0
2010-05-31,1680.0
2010-06-01,1689.0
2010-06-02,1689.0
2010-06-03,1689.0
2010-06-04,1675.0
2010-06-07,1623.0
2010-06-08,1623.0
2010-06-09,1690.0
2010-06-10,1690.0
2010-06-11,1690.0
2010-06-14,1690.0
2010-06-15,1690.0
2010-06-16,1690.0
2010-06-17,1695.0
2010-06-18,1695.0
2010-06-21,1695.0
2010-06-22,1695.0
2010-06-23,1695.0
2010-06-24,1695.0
2010-06-25,1695.0
2010-06-29,1695.0
2010-06-30,1695.0
2010-07-01,1695.0
2010-07-02,1698.0
2010-07-05,1698.0
2010-07-06,1698.0
2010-07-07,1698.0
2010-07-08,1620.0
2010-07-09,1620.0
2010-07-12,1700.0
2010-07-13,1700.0
2010-07-14,1700.0
2010-07-15,1700.0
2010-07-16,1700.0
2010-07-19,1700.0
2010-07-20,1700.0
2010-07-21,1700.0
2010-07-22,1699.0
2010-07-26,1621.0
2010-07-27,1630.0
2010-07-28,1625.0
2010-07-29,1698.0
2010-08-02,1698.0
2010-08-03,1698.0
2010-08-04,1698.0
2010-08-05,1651.0
2010-08-06,1651.0
2010-08-11,1651.0
2010-08-12,1651.0
2010-08-13,1651.0
2010-08-16,1601.0
2010-08-17,1601.0
2010-08-18,1670.0
2010-08-19,1670.0
2010-08-23,1670.0
2010-08-24,1670.0
2010-08-25,1690.0
2010-08-26,1690.0
2010-08-27,1690.0
2010-08-30,1690.0
2010-08-31,1610.0
2010-09-01,1620.0
2010-09-03,1688.0
2010-09-07,1610.0
2010-09-09,1690.0
2010-09-13,1690.0
2010-09-15,1690.0
2010-09-16,1690.0
2010-09-20,1690.0
2010-09-21,1650.0
2010-09-22,1650.0
2010-09-23,1660.0
2010-09-24,1670.0
2010-09-27,1660.0
2010-09-28,1660.0
2010-09-29,1660.0
2010-09-30,1660.0
2010-10-01,1660.0
2010-10-04,1660.0
2010-10-05,1660.0
2010-10-06,1659.0
2010-10-07,1660.0
2010-10-08,1660.0
2010-10-11,1660.0
2010-10-12,1660.0
2010-10-13,1660.0
2010-10-14,1670.0
2010-10-15,1670.0
2010-10-18,1660.0
2010-10-19,1660.0
2010-10-20,1660.0
2010-10-21,1660.0
2010-10-22,1670.0
2010-10-25,1750.0
2010-10-26,1750.0
2010-10-27,1750.0
2010-10-28,1750.0
2010-10-29,1750.0
2010-11-01,1750.0
2010-11-02,1744.0
2010-11-03,1744.0
2010-11-04,1744.0
2010-11-05,1744.0
2010-11-08,1744.0
2010-11-09,1695.0
2010-11-10,1695.0
2010-11-11,1695.0
2010-11-12,1695.0
2010-11-15,1695.0
2010-11-16,1695.0
2010-11-19,1695.0
2010-11-22,1695.0
2010-11-23,1695.0
2010-11-24,1650.0
2010-11-25,1650.0
2010-11-26,1650.0
2010-11-29,1650.0
2010-11-30,1650.0
2010-12-01,1650.0
2010-12-02,1643.0
2010-12-03,1643.0
2010-12-08,1643.0
2010-12-09,1643.0
2010-12-10,1644.0
2010-12-13,1644.0
2010-12-14,1642.0
2010-12-15,1642.0
2010-12-16,1642.0
2010-12-17,1638.0
2010-12-20,1638.0
2010-12-21,1638.0
2010-12-22,1640.0
2010-12-23,1620.0
2010-12-24,1640.0
2010-12-27,1640.0
2010-12-28,1640.0
2010-12-29,1640.0
2010-12-30,1640.0
2010-12-31,1620.0
2011-01-03,1620.0
2011-01-04,1620.0
2011-01-05,1620.0
2011-01-06,1620.0
2011-01-07,1620.0
2011-01-10,1620.0
2011-01-12,1620.0
2011-01-13,1680.0
2011-01-14,1636.0
2011-01-17,1636.0
2011-01-18,1636.0
2011-01-19,1636.0
2011-01-20,1630.0
2011-01-21,1650.0
2011-01-24,1650.0
2011-01-25,1650.0
2011-01-26,1650.0
2011-01-27,1650.0
2011-01-28,1650.0
2011-01-31,1650.0
2011-02-01,1602.0
2011-02-02,1679.0
2011-02-03,1650.0
2011-02-04,1650.0
2011-02-07,1650.0
2011-02-08,1652.0
2011-02-09,1680.0
2011-02-10,1661.0
2011-02-11,1667.0
2011-02-14,1667.0
2011-02-15,1680.0
2011-02-18,1680.0
2011-02-21,1672.0
2011-02-22,1672.0
2011-02-23,1651.0
2011-02-24,1699.0
2011-02-25,1709.0
2011-02-28,1709.0
2011-03-01,1709.0
2011-03-02,1652.0
2011-03-03,1700.0
2011-03-04,1710.0
2011-03-07,1700.0
2011-03-08,1700.0
2011-03-09,1700.0
2011-03-10,1700.0
2011-03-11,1700.0
2011-03-14,1700.0
2011-03-15,1700.0
2011-03-16,1675.0
2011-03-17,1675.0
2011-03-18,1675.0
2011-03-21,1655.0
2011-03-22,1655.0
2011-03-23,1655.0
2011-03-24,1660.0
2011-03-25,1660.0
2011-03-28,1660.0
2011-03-29,1660.0
2011-03-30,1660.0
2011-03-31,1660.0
2011-04-01,1660.0
2011-04-04,1615.0
2011-04-05,1615.0
2011-04-06,1620.0
2011-04-07,1620.0
2011-04-08,1647.0
2011-04-11,1647.0
2011-04-12,1647.0
2011-04-13,1647.0
2011-04-14,1647.0
2011-04-15,1647.0
2011-04-18,1647.0
2011-04-19,1650.0
2011-04-20,1650.0
2011-04-21,1665.0
2011-04-22,1665.0
2011-04-25,1699.0
2011-04-26,1699.0
2011-04-27,1695.0
2011-04-28,1695.0
2011-04-29,1695.0
2011-05-02,1695.0
2011-05-03,1695.0
2011-05-04,1695.0
2011-05-05,1695.0
2011-05-06,1695.0
2011-05-09,1695.0
2011-05-10,1695.0
2011-05-11,1695.0
2011-05-12,1695.0
2011-05-13,1680.0
2011-05-16,1680.0
2011-05-17,1680.0
2011-05-18,1680.0
2011-05-19,1680.0
2011-05-20,1680.0
2011-05-23,1676.0
2011-05-24,1676.0
2011-05-25,1676.0
2011-05-26,1676.0
2011-05-27,1676.0
2011-05-30,1676.0
2011-05-31,1700.0
2011-06-01,1700.0
2011-06-02,1700.0
2011-06-03,1700.0
2011-06-06,1681.0
2011-06-07,1681.0
2011-06-08,1700.0
2011-06-09,1703.0
2011-06-10,1703.0
2011-06-13,1796.0
2011-06-14,1796.0
2011-06-15,1786.0
2011-06-16,1665.0
2011-06-17,1566.0
2011-06-20,1566.0
2011-06-21,1566.0
2011-06-22,1566.0
2011-06-23,1630.0
2011-06-24,1550.0
2011-06-27,1570.0
2011-06-28,1570.0
2011-06-29,1570.0
2011-06-30,1570.0
2011-07-01,1570.0
2011-07-04,1570.0
2011-07-05,1570.0
2011-07-06,1570.0
2011-07-07,1570.0
2011-07-08,1570.0
2011-07-11,1570.0
2011-07-12,1570.0
2011-07-13,1571.0
2011-07-14,1599.0
2011-07-15,1571.0
2011-07-18,1571.0
2011-07-19,1523.0
2011-07-20,1523.0
2011-07-21,1525.0
2011-07-22,1525.0
2011-07-25,1525.0
2011-07-26,1525.0
2011-07-27,1525.0
2011-07-28,1525.0
2011-07-29,1525.0
2011-08-01,1525.0
2011-08-02,1525.0
2011-08-03,1525.0
2011-08-04,1525.0
2011-08-05,1529.0
2011-08-08,1523.0
2011-08-09,1570.0
2011-08-10,1600.0
2011-08-11,1600.0
2011-08-12,1600.0
2011-08-15,1600.0
2011-08-16,1600.0
2011-08-17,1600.0
2011-08-18,1600.0
2011-08-19,1600.0
2011-08-22,1600.0
2011-08-23,1600.0
2011-08-24,1600.0
2011-08-25,1600.0
2011-08-26,1600.0
2011-08-29,1600.0
2011-09-02,1600.0
2011-09-05,1600.0
2011-09-06,1600.0
2011-09-07,1600.0
2011-09-08,1546.0
2011-09-09,1638.0
2011-09-12,1638.0
2011-09-13,1638.0
2011-09-14,1638.0
2011-09-15,1638.0
2011-09-16,1638.0
2011-09-19,1638.0
2011-09-20,1638.0
2011-09-21,1610.0
2011-09-22,1610.0
2011-09-23,1600.0
2011-09-26,1600.0
2011-09-27,1600.0
2011-09-28,1620.0
2011-09-29,1620.0
2011-09-30,1620.0
2011-10-03,1620.0
2011-10-04,1620.0
2011-10-05,1606.0
2011-10-06,1606.0
2011-10-07,1620.0
2011-10-10,1713.0
2011-10-11,1713.0
2011-10-12,1713.0
2011-10-13,1713.0
2011-10-14,1713.0
2011-10-17,1713.0
2011-10-18,1713.0
2011-10-19,1713.0
2011-10-20,1709.0
2011-10-21,1712.0
2011-10-24,1750.0
2011-10-25,1800.0
2011-10-26,1800.0
2011-10-27,1725.0
2011-10-28,1725.0
2011-10-31,1725.0
