date,AFI
2025-01-23,301.0
2025-01-24,308.0
2025-01-27,305.0
2025-01-28,304.6
2025-01-29,306.5
2025-01-30,309.0
2025-01-31,305.55
2025-02-03,309.85
2025-02-04,310.0
2025-02-05,305.0
2025-02-06,310.0
2025-02-07,307.0
2025-02-10,306.0
2025-02-11,312.0
2025-02-12,305.0
2025-02-13,312.0
2025-02-14,311.85
2025-02-17,306.0
2025-02-18,305.5
2025-02-19,305.0
2025-02-20,303.2
2025-02-21,306.0
2025-02-24,309.0
2025-02-25,303.0
2025-02-26,304.0
2025-02-27,303.0
2025-02-28,303.0
2025-03-03,300.0
2025-03-04,300.0
2025-03-05,305.0
2025-03-06,335.0
2025-03-07,335.0
2025-03-10,332.8
2025-03-11,329.0
2025-03-12,317.05
2025-03-13,320.0
2025-03-14,324.0
2025-03-17,318.0
2025-03-18,326.4
2025-03-19,325.0
2025-03-20,319.0
2025-03-21,326.4
2025-03-24,339.0
2025-03-25,339.0
2025-03-26,338.5
2025-03-27,335.0
2025-03-28,334.95
2025-04-02,332.0
2025-04-03,326.0
2025-04-04,320.5
2025-04-07,315.0
2025-04-08,329.45
2025-04-09,318.0
2025-04-10,323.0
2025-04-11,320.0
2025-04-14,325.0
2025-04-15,325.0
2025-04-16,328.95
2025-04-17,322.1
2025-04-18,324.0
2025-04-21,328.0
2025-04-22,329.8
2025-04-23,327.0
2025-04-24,327.9
2025-04-25,329.4
2025-04-28,334.75
2025-04-29,334.9
2025-04-30,331.6
2025-05-02,334.8
2025-05-05,334.0
2025-05-06,334.95
2025-05-07,337.5
2025-05-08,335.1
2025-05-09,336.45
