date,GAZ
2015-09-03,1951.0
2015-09-04,2048.0
2015-09-07,2048.0
2015-09-08,2048.0
2015-09-09,2048.0
2015-09-10,2048.0
2015-09-11,2048.0
2015-09-14,2048.0
2015-09-15,2048.0
2015-09-16,2040.0
2015-09-17,2040.0
2015-09-18,2000.0
2015-09-21,2000.0
2015-09-22,2000.0
2015-09-23,2000.0
2015-09-28,2100.0
2015-09-29,2225.0
2015-09-30,2199.0
2015-10-01,2068.0
2015-10-02,2150.0
2015-10-05,2150.0
2015-10-06,2150.0
2015-10-07,2150.0
2015-10-08,2150.0
2015-10-09,2100.0
2015-10-12,2100.0
2015-10-14,2100.0
2015-10-16,2100.0
2015-10-19,2100.0
2015-10-20,2100.0
2015-10-21,2100.0
2015-10-22,2100.0
2015-10-23,2100.0
2015-10-26,2100.0
2015-10-27,2100.0
2015-10-28,2100.0
2015-10-29,2100.0
2015-10-30,2226.0
2015-11-02,2226.0
2015-11-03,2226.0
2015-11-04,2226.0
2015-11-05,2100.0
2015-11-09,2225.0
2015-11-10,2225.0
2015-11-11,2297.0
2015-11-12,2297.0
2015-11-13,2290.0
2015-11-16,2290.0
2015-11-17,2290.0
2015-11-19,2290.0
2015-11-20,2296.0
2015-11-23,2430.0
2015-11-24,2430.0
2015-11-25,2430.0
2015-11-26,2285.0
2015-11-27,2300.0
2015-11-30,2300.0
2015-12-01,2300.0
2015-12-02,2300.0
2015-12-03,2300.0
2015-12-04,2339.0
2015-12-07,2390.0
2015-12-08,2390.0
2015-12-09,2390.0
2015-12-10,2350.0
2015-12-11,2350.0
2015-12-14,2350.0
2015-12-15,2350.0
2015-12-16,2350.0
2015-12-17,2350.0
2015-12-18,2350.0
2015-12-21,2350.0
2015-12-22,2350.0
2015-12-23,2350.0
2015-12-28,2340.0
2015-12-29,2349.0
2015-12-30,2340.0
2015-12-31,2335.0
2016-01-04,2335.0
2016-01-05,2335.0
2016-01-06,2335.0
2016-01-07,2335.0
2016-01-08,2335.0
2016-01-12,2335.0
2016-01-13,2335.0
2016-01-14,2335.0
2016-01-15,2335.0
2016-01-18,2196.0
2016-01-19,2302.0
2016-01-20,2250.0
2016-01-21,2250.0
2016-01-22,2330.0
2016-01-25,2191.0
2016-01-26,2194.0
2016-01-27,2250.0
2016-01-28,2250.0
2016-01-29,2249.0
2016-02-01,2173.0
2016-02-02,2173.0
2016-02-03,2173.0
2016-02-04,2201.0
2016-02-05,2100.0
2016-02-08,2100.0
2016-02-09,2100.0
2016-02-10,2100.0
2016-02-11,2226.0
2016-02-12,2300.0
2016-02-15,2165.0
2016-02-16,2165.0
2016-02-17,2178.0
2016-02-18,2178.0
2016-02-19,2178.0
2016-02-22,2178.0
2016-02-23,2289.0
2016-02-24,2289.0
2016-02-25,2190.0
2016-02-26,2200.0
2016-02-29,2200.0
2016-03-01,2200.0
2016-03-02,2200.0
2016-03-03,2200.0
2016-03-04,2200.0
2016-03-07,2200.0
2016-03-08,2170.0
2016-03-09,2170.0
2016-03-10,2200.0
2016-03-11,2200.0
2016-03-14,2200.0
2016-03-15,2200.0
2016-03-16,2151.0
2016-03-17,2151.0
2016-03-18,2151.0
2016-03-21,2151.0
2016-03-22,2151.0
2016-03-23,2170.0
2016-03-24,2200.0
2016-03-25,2200.0
2016-03-28,2200.0
2016-03-29,2200.0
2016-03-30,2200.0
2016-03-31,2150.0
2016-04-01,2150.0
2016-04-04,2150.0
2016-04-05,2150.0
2016-04-06,2150.0
2016-04-07,2150.0
2016-04-08,1950.0
2016-04-11,1950.0
2016-04-12,1900.0
2016-04-13,1900.0
2016-04-14,1900.0
2016-04-15,1900.0
2016-04-18,1900.0
2016-04-19,1900.0
2016-04-20,1901.0
2016-04-21,1901.0
2016-04-22,1903.0
2016-04-25,1903.0
2016-04-26,1903.0
2016-04-27,1903.0
2016-04-28,1903.0
2016-04-29,2016.0
2016-05-02,1925.0
2016-05-03,1925.0
2016-05-04,2000.0
2016-05-05,2098.0
2016-05-06,2220.0
2016-05-09,2200.0
2016-05-10,2200.0
2016-05-11,2200.0
2016-05-12,2195.0
2016-05-13,2200.0
2016-05-16,2200.0
2016-05-17,2200.0
2016-05-18,2200.0
2016-05-19,2200.0
2016-05-20,2160.0
2016-05-23,2160.0
2016-05-24,2160.0
2016-05-25,2160.0
2016-05-26,2160.0
2016-05-27,2150.0
2016-05-30,2150.0
2016-05-31,2150.0
2016-06-01,2150.0
2016-06-02,2150.0
2016-06-03,2150.0
2016-06-06,2150.0
2016-06-07,2150.0
2016-06-08,2032.0
2016-06-09,2135.0
2016-06-10,2135.0
2016-06-13,2013.0
2016-06-14,2013.0
2016-06-15,2013.0
2016-06-16,2013.0
2016-06-17,2013.0
2016-06-20,2013.0
2016-06-21,2013.0
2016-06-22,2013.0
2016-06-23,2013.0
2016-06-24,2133.0
2016-06-27,2133.0
2016-06-28,2133.0
2016-06-29,2133.0
2016-06-30,2200.0
2016-07-01,2259.0
2016-07-04,2259.0
2016-07-05,2259.0
2016-07-11,2259.0
2016-07-12,2250.0
2016-07-13,2150.0
2016-07-14,2175.0
2016-07-15,2115.0
2016-07-18,2115.0
2016-07-19,2115.0
2016-07-20,2115.0
2016-07-21,2123.0
2016-07-22,2250.0
2016-07-25,2250.0
2016-07-26,2250.0
2016-07-27,2205.0
2016-07-28,2206.0
2016-07-29,2206.0
2016-08-01,2170.0
2016-08-02,2170.0
2016-08-03,2170.0
2016-08-04,2170.0
2016-08-05,2245.0
2016-08-08,2245.0
2016-08-09,2245.0
2016-08-10,2250.0
2016-08-11,2250.0
2016-08-12,2300.0
2016-08-15,2300.0
2016-08-16,2300.0
2016-08-17,2300.0
2016-08-18,2300.0
2016-08-19,2175.0
2016-08-22,2175.0
2016-08-23,2132.0
2016-08-24,2240.0
2016-08-25,2240.0
2016-08-26,2240.0
2016-08-29,2240.0
2016-08-30,2240.0
2016-08-31,2240.0
2016-09-01,2240.0
2016-09-02,2240.0
2016-09-05,2139.0
2016-09-06,2138.0
2016-09-07,2138.0
2016-09-08,2138.0
2016-09-09,2150.0
2016-09-14,2150.0
2016-09-15,2150.0
2016-09-16,2198.0
2016-09-19,2198.0
2016-09-20,2198.0
2016-09-21,2198.0
2016-09-22,2198.0
2016-09-23,2198.0
2016-09-26,2198.0
2016-09-27,2198.0
2016-09-28,2198.0
2016-09-29,2240.0
2016-09-30,2350.0
2016-10-04,2340.0
2016-10-05,2340.0
2016-10-06,2280.0
2016-10-07,2400.0
2016-10-10,2400.0
2016-10-11,2350.0
2016-10-12,2350.0
2016-10-13,2350.0
2016-10-14,2450.0
2016-10-17,2450.0
2016-10-18,2450.0
2016-10-19,2450.0
2016-10-20,2400.0
2016-10-21,2353.0
2016-10-24,2314.0
2016-10-25,2300.0
2016-10-26,2300.0
2016-10-27,2300.0
2016-10-28,2300.0
2016-10-31,2300.0
2016-11-01,2300.0
2016-11-02,2300.0
2016-11-03,2290.0
2016-11-04,2290.0
2016-11-07,2300.0
2016-11-08,2300.0
2016-11-09,2300.0
2016-11-10,2300.0
2016-11-11,2437.0
2016-11-14,2438.0
2016-11-15,2438.0
2016-11-16,2438.0
2016-11-17,2438.0
2016-11-21,2438.0
2016-11-22,2438.0
2016-11-23,2300.0
2016-11-24,2300.0
2016-11-25,2300.0
2016-11-28,2300.0
2016-11-29,2300.0
2016-11-30,2300.0
2016-12-01,2300.0
2016-12-02,2437.0
2016-12-05,2437.0
2016-12-06,2437.0
2016-12-07,2437.0
2016-12-08,2325.0
2016-12-09,2430.0
2016-12-14,2430.0
2016-12-15,2430.0
2016-12-16,2420.0
2016-12-19,2430.0
2016-12-20,2420.0
2016-12-21,2420.0
2016-12-22,2420.0
2016-12-23,2560.0
2016-12-26,2560.0
2016-12-27,2560.0
2016-12-28,2630.0
2016-12-29,2690.0
2016-12-30,2645.0
2017-01-02,2645.0
2017-01-03,2560.0
2017-01-04,2560.0
2017-01-05,2560.0
2017-01-06,2690.0
2017-01-09,2590.0
2017-01-10,2700.0
2017-01-12,2690.0
2017-01-13,2690.0
2017-01-16,2690.0
2017-01-17,2690.0
2017-01-18,2690.0
2017-01-19,2690.0
2017-01-20,2690.0
2017-01-23,2690.0
2017-01-24,2690.0
2017-01-25,2690.0
2017-01-26,2690.0
2017-01-27,2650.0
2017-01-30,2650.0
2017-01-31,2625.0
2017-02-01,2625.0
2017-02-02,2625.0
2017-02-03,2600.0
2017-02-06,2600.0
2017-02-07,2600.0
2017-02-08,2600.0
2017-02-09,2600.0
2017-02-10,2755.0
2017-02-13,2755.0
2017-02-14,2755.0
2017-02-15,2755.0
2017-02-16,2755.0
2017-02-17,2700.0
2017-02-20,2700.0
2017-02-21,2700.0
2017-02-22,2700.0
2017-02-23,2700.0
2017-02-24,2650.0
2017-02-27,2650.0
2017-02-28,2650.0
2017-03-01,2750.0
2017-03-02,2660.0
2017-03-03,2630.0
2017-03-06,2630.0
2017-03-07,2650.0
2017-03-08,2650.0
2017-03-09,2650.0
2017-03-10,2650.0
2017-03-13,2650.0
2017-03-14,2650.0
2017-03-15,2650.0
2017-03-16,2650.0
2017-03-17,2790.0
2017-03-20,2790.0
2017-03-21,2700.0
2017-03-22,2700.0
2017-03-23,2700.0
2017-03-24,2700.0
2017-03-27,2700.0
2017-03-28,2700.0
2017-03-29,2700.0
2017-03-30,2700.0
2017-03-31,2700.0
2017-04-03,2700.0
2017-04-04,2700.0
2017-04-05,2700.0
2017-04-06,2700.0
2017-04-07,2861.0
2017-04-10,2861.0
2017-04-11,2861.0
2017-04-12,2756.0
2017-04-13,2756.0
2017-04-14,2648.0
2017-04-17,2648.0
2017-04-18,2640.0
2017-04-19,2640.0
2017-04-20,2640.0
2017-04-21,2640.0
2017-04-24,2640.0
2017-04-25,2640.0
2017-04-26,2640.0
2017-04-27,2640.0
2017-04-28,2700.0
2017-05-02,2700.0
2017-05-03,2700.0
2017-05-04,2700.0
2017-05-05,2700.0
2017-05-08,2750.0
2017-05-09,2750.0
2017-05-10,2750.0
2017-05-11,2750.0
2017-05-12,2750.0
2017-05-15,2750.0
2017-05-16,2750.0
2017-05-17,2750.0
2017-05-18,2650.0
2017-05-19,2650.0
2017-05-22,2650.0
2017-05-23,2650.0
2017-05-24,2650.0
2017-05-25,2650.0
2017-05-26,2730.0
2017-05-29,2825.0
2017-05-30,2825.0
2017-05-31,2825.0
2017-06-01,2825.0
2017-06-02,2825.0
2017-06-05,2825.0
2017-06-06,2660.0
2017-06-07,2660.0
2017-06-08,2660.0
2017-06-09,2790.0
2017-06-12,2790.0
2017-06-13,2790.0
2017-06-14,2790.0
2017-06-15,2790.0
2017-06-16,2790.0
2017-06-19,2790.0
2017-06-20,2790.0
2017-06-21,2790.0
2017-06-22,2790.0
2017-06-23,2665.0
2017-06-28,2665.0
2017-06-29,2665.0
2017-06-30,2800.0
2017-07-03,2800.0
2017-07-04,2800.0
2017-07-05,2775.0
2017-07-06,2775.0
2017-07-07,2941.0
2017-07-10,3117.0
2017-07-11,3117.0
2017-07-12,3117.0
2017-07-13,3117.0
2017-07-14,3000.0
2017-07-17,3000.0
2017-07-18,3000.0
2017-07-19,3000.0
2017-07-20,2950.0
2017-07-21,2774.0
2017-07-24,2774.0
2017-07-25,2774.0
2017-07-26,2774.0
2017-07-27,2900.0
2017-07-28,3000.0
2017-07-31,3000.0
2017-08-01,3000.0
2017-08-02,2830.0
2017-08-03,2830.0
2017-08-04,2856.0
2017-08-07,2856.0
2017-08-08,2856.0
2017-08-09,2856.0
2017-08-10,2688.0
2017-08-11,2688.0
2017-08-15,2688.0
2017-08-16,2688.0
2017-08-17,2688.0
2017-08-18,2849.0
2017-08-22,2849.0
2017-08-23,2849.0
2017-08-24,2849.0
2017-08-25,2849.0
2017-08-28,2849.0
2017-08-29,2849.0
2017-08-30,2849.0
2017-08-31,2849.0
2017-09-04,3000.0
2017-09-05,2950.0
2017-09-06,2781.0
2017-09-07,2781.0
2017-09-08,2781.0
2017-09-11,2781.0
2017-09-12,2781.0
2017-09-13,2781.0
2017-09-14,2781.0
2017-09-15,2711.0
2017-09-18,2711.0
2017-09-19,2711.0
2017-09-20,2711.0
2017-09-21,2872.0
2017-09-25,2872.0
2017-09-26,2872.0
2017-09-27,2849.0
2017-09-28,2800.0
2017-09-29,2801.0
2017-10-02,2801.0
2017-10-03,2801.0
2017-10-04,2969.0
2017-10-05,2969.0
2017-10-06,2820.0
2017-10-09,2820.0
2017-10-10,2830.0
2017-10-11,2830.0
2017-10-12,2830.0
2017-10-13,2850.0
2017-10-16,2850.0
2017-10-17,2850.0
2017-10-18,2850.0
2017-10-19,2850.0
2017-10-20,2752.0
2017-10-23,2752.0
2017-10-24,2755.0
2017-10-25,2755.0
2017-10-26,2755.0
2017-10-27,2919.0
2017-10-30,2762.0
2017-10-31,2762.0
2017-11-01,2762.0
2017-11-02,2762.0
2017-11-03,2762.0
2017-11-07,2762.0
2017-11-08,2762.0
2017-11-09,2762.0
2017-11-10,2846.0
2017-11-13,2846.0
2017-11-14,2846.0
2017-11-15,2851.0
2017-11-16,2900.0
2017-11-17,2855.0
2017-11-20,2855.0
2017-11-21,2855.0
2017-11-22,2855.0
2017-11-23,2855.0
2017-11-24,2855.0
2017-11-27,2855.0
2017-11-28,2855.0
2017-11-29,2897.0
2017-11-30,2897.0
2017-12-04,2800.0
2017-12-05,2800.0
2017-12-06,2800.0
2017-12-07,2850.0
2017-12-08,2850.0
2017-12-11,2850.0
2017-12-12,2850.0
2017-12-13,2850.0
2017-12-14,2850.0
2017-12-15,2786.0
2017-12-18,2850.0
2017-12-19,2880.0
2017-12-20,2880.0
2017-12-21,2875.0
2017-12-22,2881.0
2017-12-25,2880.0
2017-12-26,2880.0
2017-12-27,2880.0
2017-12-28,2880.0
2017-12-29,2950.0
2018-01-02,2950.0
2018-01-03,2950.0
2018-01-04,2950.0
2018-01-05,3000.0
2018-01-08,3000.0
2018-01-09,3000.0
2018-01-10,3000.0
2018-01-12,3000.0
2018-01-15,3000.0
2018-01-16,3000.0
2018-01-17,3179.0
2018-01-18,3006.0
2018-01-19,3186.0
2018-01-22,3190.0
2018-01-23,3190.0
2018-01-24,3190.0
2018-01-25,3190.0
2018-01-26,3294.0
2018-01-29,3294.0
2018-01-30,3293.0
2018-01-31,3293.0
2018-02-01,3293.0
2018-02-02,3256.0
2018-02-05,3256.0
2018-02-06,3275.0
2018-02-07,3205.0
2018-02-08,3205.0
2018-02-09,3205.0
2018-02-12,3205.0
2018-02-13,3205.0
2018-02-14,3200.0
2018-02-15,3250.0
2018-02-16,3274.0
2018-02-19,3274.0
2018-02-20,3276.0
2018-02-21,3277.0
2018-02-22,3300.0
2018-02-23,3300.0
2018-02-26,3300.0
2018-02-27,3111.0
2018-02-28,3111.0
2018-03-01,3111.0
2018-03-02,3111.0
2018-03-05,3111.0
2018-03-06,3150.0
2018-03-07,3150.0
2018-03-08,3200.0
2018-03-09,3300.0
2018-03-12,3366.0
2018-03-13,3366.0
2018-03-14,3366.0
2018-03-15,3400.0
2018-03-16,3400.0
2018-03-19,3301.0
2018-03-20,3301.0
2018-03-21,3400.0
2018-03-22,3401.0
2018-03-23,3499.0
2018-03-26,3499.0
2018-03-27,3402.0
2018-03-28,3500.0
2018-03-29,3400.0
2018-03-30,3305.0
2018-04-02,3305.0
2018-04-03,3305.0
2018-04-04,3311.0
2018-04-05,3311.0
2018-04-06,3440.0
2018-04-09,3440.0
2018-04-10,3440.0
2018-04-11,3440.0
2018-04-12,3440.0
2018-04-13,3500.0
2018-04-16,3500.0
2018-04-17,3375.0
2018-04-18,3375.0
2018-04-19,3300.0
2018-04-20,3300.0
2018-04-23,3300.0
2018-04-24,3300.0
2018-04-25,3300.0
2018-04-26,3300.0
2018-04-27,3300.0
2018-04-30,3103.0
2018-05-02,3196.0
2018-05-03,3196.0
2018-05-04,3196.0
2018-05-07,3196.0
2018-05-08,3100.0
2018-05-09,3199.0
2018-05-10,3152.0
2018-05-11,3200.0
2018-05-14,3200.0
2018-05-15,3199.0
2018-05-16,3199.0
2018-05-17,3199.0
2018-05-18,3100.0
2018-05-21,3100.0
2018-05-22,3100.0
2018-05-23,3100.0
2018-05-24,3050.0
2018-05-25,3050.0
2018-05-28,3050.0
2018-05-29,3050.0
2018-05-30,3050.0
2018-05-31,3050.0
2018-06-01,3000.0
2018-06-04,3000.0
2018-06-05,3000.0
2018-06-06,3000.0
2018-06-07,3000.0
2018-06-08,3000.0
2018-06-11,2985.0
2018-06-12,2985.0
2018-06-13,2985.0
2018-06-14,2989.0
2018-06-18,2990.0
2018-06-19,2990.0
2018-06-20,2990.0
2018-06-21,2990.0
2018-06-22,2815.0
2018-06-25,2850.0
2018-06-26,2860.0
2018-06-27,2860.0
2018-06-28,2860.0
2018-06-29,2985.0
2018-07-02,2808.0
2018-07-03,2808.0
2018-07-04,2808.0
2018-07-05,2808.0
2018-07-06,2640.0
2018-07-09,2640.0
2018-07-10,2640.0
2018-07-11,2640.0
2018-07-12,2640.0
2018-07-13,2640.0
2018-07-16,2640.0
2018-07-17,2640.0
2018-07-18,2640.0
2018-07-19,2640.0
2018-07-20,2640.0
2018-07-23,2640.0
2018-07-24,2640.0
2018-07-25,2640.0
2018-07-26,2640.0
2018-07-27,2640.0
2018-07-31,2640.0
2018-08-01,2640.0
2018-08-02,2640.0
2018-08-03,2640.0
2018-08-06,2850.0
2018-08-07,2850.0
2018-08-08,2934.0
2018-08-09,2934.0
2018-08-10,2929.0
2018-08-13,2929.0
2018-08-15,2945.0
2018-08-16,2945.0
2018-08-17,2944.0
2018-08-24,2944.0
2018-08-27,2944.0
2018-08-28,2944.0
2018-08-29,2944.0
2018-08-30,2944.0
2018-08-31,2943.0
2018-09-03,2943.0
2018-09-04,2943.0
2018-09-05,2855.0
2018-09-06,2855.0
2018-09-07,2871.0
2018-09-10,2871.0
2018-09-12,2871.0
2018-09-13,2871.0
2018-09-14,2900.0
2018-09-17,2900.0
2018-09-18,2900.0
2018-09-19,2900.0
2018-09-20,2900.0
2018-09-21,2900.0
2018-09-24,2900.0
2018-09-25,2925.0
2018-09-26,2943.0
2018-09-27,2900.0
2018-09-28,3000.0
2018-10-01,3000.0
2018-10-02,3000.0
2018-10-03,3000.0
2018-10-04,3000.0
2018-10-05,2950.0
2018-10-08,3100.0
2018-10-09,3100.0
2018-10-10,3100.0
2018-10-11,3100.0
2018-10-12,3100.0
2018-10-15,3100.0
2018-10-16,3100.0
2018-10-17,2940.0
2018-10-18,2945.0
2018-10-19,2950.0
2018-10-22,2945.0
2018-10-23,2945.0
2018-10-24,2945.0
2018-10-25,2947.0
2018-10-26,2947.0
2018-10-29,2947.0
2018-10-30,2947.0
2018-10-31,2950.0
2018-11-01,2950.0
2018-11-02,2916.0
2018-11-05,2916.0
2018-11-07,2916.0
2018-11-08,2980.0
2018-11-09,2930.0
2018-11-12,2930.0
2018-11-13,2930.0
2018-11-14,3016.0
2018-11-15,3016.0
2018-11-16,2940.0
2018-11-19,2940.0
2018-11-22,2940.0
2018-11-23,2940.0
2018-11-26,2905.0
2018-11-27,2905.0
2018-11-28,2905.0
2018-11-29,2905.0
2018-11-30,2905.0
2018-12-03,2905.0
2018-12-04,2905.0
2018-12-05,2905.0
2018-12-06,3001.0
2018-12-07,3001.0
2018-12-10,3001.0
2018-12-11,3090.0
2018-12-12,3090.0
2018-12-13,3090.0
2018-12-14,3090.0
2018-12-17,2905.0
2018-12-18,2905.0
2018-12-19,2905.0
2018-12-20,2905.0
2018-12-21,2905.0
2018-12-24,2905.0
2018-12-25,2905.0
2018-12-26,3000.0
2018-12-27,3000.0
2018-12-28,3000.0
2018-12-31,3000.0
2019-01-02,3000.0
2019-01-03,2915.0
2019-01-04,2940.0
2019-01-07,2940.0
2019-01-08,3233.0
2019-01-09,3233.0
2019-01-10,3233.0
2019-01-14,3233.0
2019-01-15,3233.0
2019-01-16,3001.0
2019-01-17,3001.0
2019-01-18,3233.0
2019-01-21,3233.0
2019-01-22,3233.0
2019-01-23,3233.0
2019-01-24,3233.0
2019-01-25,3010.0
2019-01-28,3010.0
2019-01-29,3010.0
2019-01-30,3010.0
2019-01-31,3010.0
2019-02-01,3013.0
2019-02-04,3013.0
2019-02-05,3010.0
2019-02-06,3010.0
2019-02-07,3010.0
2019-02-08,3010.0
2019-02-11,3090.0
2019-02-12,3090.0
2019-02-13,3090.0
2019-02-14,3090.0
2019-02-15,3180.0
2019-02-18,3180.0
2019-02-19,3450.0
2019-02-20,3450.0
2019-02-21,3450.0
2019-02-22,3440.0
2019-02-25,3350.0
2019-02-26,3440.0
2019-02-27,3440.0
2019-02-28,3440.0
2019-03-01,3440.0
2019-03-04,3440.0
2019-03-05,3440.0
2019-03-06,3440.0
2019-03-07,3440.0
2019-03-08,3420.0
2019-03-11,3420.0
2019-03-12,3540.0
2019-03-13,3684.0
2019-03-14,3684.0
2019-03-15,3680.0
2019-03-18,3680.0
2019-03-19,3500.0
2019-03-20,3600.0
2019-03-21,3350.0
2019-03-22,3016.0
2019-03-25,3317.0
2019-03-26,3317.0
2019-03-27,3619.0
2019-03-28,3619.0
2019-03-29,3600.0
2019-04-01,3600.0
2019-04-02,3600.0
2019-04-03,3600.0
2019-04-04,3600.0
2019-04-05,3300.0
2019-04-08,3300.0
2019-04-09,3300.0
2019-04-10,3300.0
2019-04-11,3300.0
2019-04-12,3231.0
2019-04-15,3480.0
2019-04-16,3480.0
2019-04-17,3480.0
2019-04-18,3480.0
2019-04-19,3221.0
2019-04-22,3279.0
2019-04-23,3223.0
2019-04-24,3221.0
2019-04-25,3389.0
2019-04-26,3300.0
2019-04-29,3469.0
2019-04-30,3421.0
2019-05-02,3421.0
2019-05-03,3421.0
2019-05-06,3421.0
2019-05-07,3421.0
2019-05-08,3421.0
2019-05-09,3421.0
2019-05-10,3220.0
2019-05-13,3220.0
2019-05-14,3220.0
2019-05-15,3220.0
2019-05-16,3470.0
2019-05-17,3500.0
2019-05-20,3497.0
2019-05-21,3497.0
2019-05-22,3497.0
2019-05-23,3497.0
2019-05-24,3497.0
2019-05-27,3497.0
2019-05-28,3497.0
2019-05-29,3500.0
2019-05-30,3500.0
2019-05-31,3500.0
2019-06-03,3500.0
2019-06-04,3500.0
2019-06-10,3201.0
2019-06-11,3201.0
2019-06-12,3472.0
2019-06-13,3472.0
2019-06-14,3487.0
2019-06-17,3487.0
2019-06-18,3487.0
2019-06-19,3487.0
2019-06-20,3487.0
2019-06-21,3487.0
2019-06-24,3487.0
2019-06-25,3487.0
2019-06-26,3487.0
2019-06-27,3588.0
2019-06-28,3550.0
2019-07-01,3550.0
2019-07-02,3550.0
2019-07-03,3550.0
2019-07-04,3550.0
2019-07-05,3550.0
2019-07-08,3550.0
2019-07-09,3650.0
2019-07-10,3650.0
2019-07-11,3650.0
2019-07-12,3650.0
2019-07-15,3650.0
2019-07-16,3650.0
2019-07-17,3650.0
2019-07-18,3650.0
2019-07-19,3650.0
2019-07-22,3650.0
2019-07-23,3650.0
2019-07-24,3650.0
2019-07-25,3650.0
2019-07-26,3650.0
2019-07-29,3650.0
2019-07-31,3650.0
2019-08-01,3650.0
2019-08-02,3660.0
2019-08-05,3660.0
2019-08-06,3660.0
2019-08-07,3700.0
2019-08-08,3750.0
2019-08-09,3750.0
2019-08-15,3750.0
2019-08-16,3750.0
2019-08-19,3750.0
2019-08-22,3750.0
2019-08-23,3750.0
2019-08-26,3750.0
2019-08-27,3750.0
2019-08-28,3750.0
2019-08-29,3750.0
2019-08-30,3750.0
2019-09-02,3917.0
2019-09-03,3917.0
2019-09-04,3836.0
2019-09-05,3836.0
2019-09-06,3457.0
2019-09-09,3800.0
2019-09-10,3800.0
2019-09-11,3800.0
2019-09-12,3580.0
2019-09-13,3580.0
2019-09-16,3580.0
2019-09-17,3580.0
2019-09-18,3580.0
2019-09-19,3580.0
2019-09-20,3620.0
2019-09-23,3600.0
2019-09-24,3600.0
2019-09-25,3600.0
2019-09-26,3600.0
2019-09-27,3900.0
2019-09-30,3900.0
2019-10-01,3900.0
2019-10-02,3800.0
2019-10-03,3650.0
2019-10-04,3900.0
2019-10-07,3900.0
2019-10-08,3700.0
2019-10-09,3700.0
2019-10-10,3700.0
2019-10-11,3650.0
2019-10-14,3650.0
2019-10-15,3650.0
2019-10-16,3650.0
2019-10-17,3759.0
2019-10-18,4000.0
2019-10-21,4000.0
2019-10-22,4000.0
2019-10-23,4000.0
2019-10-24,4000.0
2019-10-25,4140.0
2019-10-28,4140.0
2019-10-29,4020.0
2019-10-30,4020.0
2019-10-31,4020.0
2019-11-01,4020.0
2019-11-04,4200.0
2019-11-05,4000.0
2019-11-07,4000.0
2019-11-08,4000.0
2019-11-12,4100.0
2019-11-13,4100.0
2019-11-14,4080.0
2019-11-15,4080.0
2019-11-19,4080.0
2019-11-20,4100.0
2019-11-21,4100.0
2019-11-22,4100.0
2019-11-25,4100.0
2019-11-26,4100.0
2019-11-27,4100.0
2019-11-28,4000.0
2019-11-29,3950.0
2019-12-02,3950.0
2019-12-03,3950.0
2019-12-04,3916.0
2019-12-05,3916.0
2019-12-06,3950.0
2019-12-09,3950.0
2019-12-10,4000.0
2019-12-11,4000.0
2019-12-12,4000.0
2019-12-13,4000.0
2019-12-16,4000.0
2019-12-17,4000.0
2019-12-18,4000.0
2019-12-19,4000.0
2019-12-20,3950.0
2019-12-23,3951.0
2019-12-24,4195.0
2019-12-25,4195.0
2019-12-26,3950.0
2019-12-27,4200.0
2019-12-30,4200.0
2019-12-31,3801.0
2020-01-02,3801.0
2020-01-03,3950.0
2020-01-06,3950.0
2020-01-07,3950.0
2020-01-08,4200.0
2020-01-09,4200.0
2020-01-10,4020.0
2020-01-13,4022.0
2020-01-14,4022.0
2020-01-15,4022.0
2020-01-16,4022.0
2020-01-17,4380.0
2020-01-20,4380.0
2020-01-21,4380.0
2020-01-22,4380.0
2020-01-23,4380.0
2020-01-24,4380.0
2020-01-27,4380.0
2020-01-28,4420.0
2020-01-29,4250.0
2020-01-30,4250.0
2020-01-31,4420.0
2020-02-03,4420.0
2020-02-04,4420.0
2020-02-05,4420.0
2020-02-06,4250.0
2020-02-07,4250.0
2020-02-10,4250.0
2020-02-11,4420.0
2020-02-12,4400.0
2020-02-13,4400.0
2020-02-14,4400.0
2020-02-17,4420.0
2020-02-18,4420.0
2020-02-19,4420.0
2020-02-20,4420.0
2020-02-21,4420.0
2020-02-24,4350.0
2020-02-25,4350.0
2020-02-26,4350.0
2020-02-27,4350.0
2020-02-28,4270.0
2020-03-02,4270.0
2020-03-03,4270.0
2020-03-04,4270.0
2020-03-05,4270.0
2020-03-06,3960.0
2020-03-09,3960.0
2020-03-10,4000.0
2020-03-11,3950.0
2020-03-12,3680.0
2020-03-13,3650.0
2020-03-16,3650.0
2020-03-17,3650.0
2020-03-18,3650.0
2020-03-19,3650.0
2020-03-20,3700.0
2020-03-23,3847.0
2020-03-24,3920.0
2020-03-25,3800.0
2020-03-26,3890.0
2020-03-27,3770.0
2020-03-30,3764.0
2020-03-31,3764.0
2020-04-01,3764.0
2020-04-02,3617.0
2020-04-03,3490.0
2020-04-06,3490.0
2020-04-07,3490.0
2020-04-08,3490.0
2020-04-09,3357.0
2020-04-10,3491.0
2020-04-13,3491.0
2020-04-14,3500.0
2020-04-15,3500.0
2020-04-16,3500.0
2020-04-17,3440.0
2020-04-20,3576.0
2020-04-21,3451.0
2020-04-22,3435.0
2020-04-23,3435.0
2020-04-24,3435.0
2020-04-27,3435.0
2020-04-28,3435.0
2020-04-29,3500.0
2020-04-30,3500.0
2020-05-04,3500.0
2020-05-05,3500.0
2020-05-06,3639.0
2020-05-07,3639.0
2020-05-08,3600.0
2020-05-11,3600.0
2020-05-12,3600.0
2020-05-13,3501.0
2020-05-14,3501.0
