date,SMI
2006-05-09,1138.0
2006-05-10,1121.0
2006-05-11,1130.0
2006-05-12,1128.0
2006-05-15,1130.0
2006-05-16,1063.0
2006-05-17,1118.0
2006-05-18,1120.0
2006-05-19,1055.0
2006-05-22,992.0
2006-05-23,933.0
2006-05-24,985.0
2006-05-25,935.0
2006-05-26,960.0
2006-05-29,920.0
2006-05-30,950.0
2006-06-01,945.0
2006-06-02,890.0
2006-06-05,890.0
2006-06-06,890.0
2006-06-07,940.0
2006-06-08,985.0
2006-06-12,980.0
2006-06-13,980.0
2006-06-14,980.0
2006-06-16,916.0
2006-06-19,960.0
2006-06-22,903.0
2006-06-29,957.0
2006-06-30,900.0
2006-07-04,940.0
2006-07-05,994.0
2006-07-07,940.0
2006-07-10,900.0
2006-07-11,954.0
2006-07-12,979.0
2006-07-13,945.0
2006-07-14,979.0
2006-07-17,925.0
2006-07-18,900.0
2006-07-20,876.0
2006-07-21,877.0
2006-07-25,901.0
2006-07-26,918.0
2006-07-28,870.0
2006-08-01,916.0
2006-08-02,900.0
2006-08-04,914.0
2006-08-08,914.0
2006-08-15,870.0
2006-08-16,910.0
2006-08-17,910.0
2006-08-22,922.0
2006-08-23,975.0
2006-08-24,920.0
2006-08-25,960.0
2006-08-28,972.0
2006-08-29,960.0
2006-08-30,960.0
2006-08-31,1000.0
2006-09-01,998.0
2006-09-04,1000.0
2006-09-05,998.0
2006-09-07,965.0
2006-09-08,968.0
2006-09-11,975.0
2006-09-12,930.0
2006-09-13,905.0
2006-09-14,851.0
2006-09-19,710.0
2006-09-20,710.0
2006-09-21,735.0
2006-09-22,715.0
2006-09-25,715.0
2006-09-26,730.0
2006-09-27,700.0
2006-09-28,690.0
2006-09-29,710.0
2006-10-02,700.0
2006-10-03,710.0
2006-10-04,700.0
2006-10-05,690.0
2006-10-06,690.0
2006-10-09,690.0
2006-10-10,690.0
2006-10-11,705.0
2006-10-12,709.0
2006-10-13,700.0
2006-10-16,694.0
2006-10-17,700.0
2006-10-18,685.0
2006-10-19,700.0
2006-10-20,709.0
2006-10-23,701.0
2006-10-26,725.0
2006-10-27,700.0
2006-10-30,735.0
2006-10-31,763.0
2006-11-01,789.0
2006-11-02,820.0
2006-11-03,805.0
2006-11-07,805.0
2006-11-08,802.0
2006-11-09,781.0
2006-11-10,770.0
2006-11-13,772.0
2006-11-14,765.0
2006-11-15,780.0
2006-11-16,770.0
2006-11-17,755.0
2006-11-20,751.0
2006-11-21,790.0
2006-11-22,750.0
2006-11-23,789.0
2006-11-24,760.0
2006-11-27,750.0
2006-11-28,740.0
2006-11-29,760.0
2006-11-30,746.0
2006-12-01,741.0
2006-12-04,750.0
2006-12-05,742.0
2006-12-06,735.0
2006-12-07,736.0
2006-12-08,740.0
2006-12-11,730.0
2006-12-12,730.0
2006-12-13,730.0
2006-12-14,728.0
2006-12-15,725.0
2006-12-18,722.0
2006-12-19,740.0
2006-12-20,740.0
2006-12-21,726.0
2006-12-22,718.0
2006-12-26,721.0
2006-12-27,722.0
2006-12-28,723.0
2006-12-29,720.0
2007-01-03,717.0
2007-01-04,700.0
2007-01-05,742.0
2007-01-08,775.0
2007-01-09,776.0
2007-01-10,767.0
2007-01-12,760.0
2007-01-15,762.0
2007-01-16,780.0
2007-01-17,780.0
2007-01-18,779.0
2007-01-19,770.0
2007-01-23,762.0
2007-01-26,740.0
2007-01-29,770.0
2007-01-30,740.0
2007-01-31,760.0
2007-02-01,760.0
2007-02-02,746.0
2007-02-05,759.0
2007-02-06,730.0
2007-02-07,735.0
2007-02-08,750.0
2007-02-09,790.0
2007-02-12,800.0
2007-02-13,801.0
2007-02-14,810.0
2007-02-15,814.0
2007-02-16,839.0
2007-02-19,845.0
2007-02-20,820.0
2007-02-21,827.0
2007-02-22,815.0
2007-02-23,834.0
2007-02-26,830.0
2007-02-27,800.0
2007-02-28,800.0
2007-03-01,800.0
2007-03-02,825.0
2007-03-05,819.0
2007-03-06,810.0
2007-03-07,829.0
2007-03-08,855.0
2007-03-09,850.0
2007-03-12,848.0
2007-03-13,855.0
2007-03-14,849.0
2007-03-15,821.0
2007-03-20,714.0
2007-03-21,726.0
2007-03-22,750.0
2007-03-23,756.0
2007-03-26,780.0
2007-03-27,786.0
2007-03-28,784.0
2007-03-29,802.0
2007-03-30,820.0
2007-04-03,771.0
2007-04-04,775.0
2007-04-05,777.0
2007-04-06,780.0
2007-04-09,790.0
2007-04-10,790.0
2007-04-11,790.0
2007-04-12,792.0
2007-04-13,779.0
2007-04-16,771.0
2007-04-17,776.0
2007-04-18,761.0
2007-04-19,780.0
2007-04-20,789.0
2007-04-24,780.0
2007-04-25,760.0
2007-04-26,750.0
2007-04-27,736.0
2007-04-30,740.0
2007-05-02,740.0
2007-05-03,740.0
2007-05-04,731.0
2007-05-07,750.0
2007-05-08,769.0
2007-05-09,730.0
2007-05-10,710.0
2007-05-11,710.0
2007-05-14,700.0
2007-05-15,700.0
2007-05-16,720.0
2007-05-17,721.0
2007-05-18,727.0
2007-05-21,759.0
2007-05-22,742.0
2007-05-23,731.0
2007-05-28,758.0
2007-05-29,730.0
2007-05-31,750.0
2007-06-01,750.0
2007-06-04,795.0
2007-06-05,795.0
2007-06-06,771.0
2007-06-07,775.0
2007-06-08,770.0
2007-06-11,768.0
2007-06-13,740.0
2007-06-14,732.0
2007-06-15,745.0
2007-06-18,760.0
2007-06-20,745.0
2007-06-21,765.0
2007-06-25,750.0
2007-06-26,750.0
2007-06-27,745.0
2007-06-28,738.0
2007-07-02,735.0
2007-07-03,735.0
2007-07-05,745.0
2007-07-06,750.0
2007-07-09,773.0
2007-07-10,735.0
2007-07-11,735.0
2007-07-12,731.0
2007-07-16,744.0
2007-07-18,750.0
2007-07-19,749.0
2007-07-20,749.0
2007-07-23,749.0
2007-07-24,749.0
2007-07-25,747.0
2007-07-26,745.0
2007-07-27,750.0
2007-07-31,768.0
2007-08-01,798.0
2007-08-02,798.0
2007-08-03,796.0
2007-08-06,795.0
2007-08-07,795.0
2007-08-08,795.0
2007-08-09,795.0
2007-08-10,795.0
2007-08-13,791.0
2007-08-15,792.0
2007-08-16,791.0
2007-08-17,785.0
2007-08-22,796.0
2007-08-23,788.0
2007-08-24,789.0
2007-08-27,788.0
2007-08-28,797.0
2007-08-29,798.0
2007-08-30,798.0
2007-08-31,797.0
2007-09-03,798.0
2007-09-04,797.0
2007-09-05,815.0
2007-09-06,800.0
2007-09-07,800.0
2007-09-10,800.0
2007-09-11,794.0
2007-09-13,765.0
2007-09-14,720.0
2007-09-17,721.0
2007-09-18,728.0
2007-09-19,740.0
2007-09-20,740.0
2007-09-24,725.0
2007-09-25,720.0
2007-09-26,715.0
2007-09-27,720.0
2007-09-28,721.0
2007-10-02,748.0
2007-10-03,720.0
2007-10-04,721.0
2007-10-05,706.0
2007-10-08,721.0
2007-10-09,723.0
2007-10-10,740.0
2007-10-12,720.0
2007-10-15,715.0
2007-10-16,724.0
2007-10-17,724.0
2007-10-18,720.0
2007-10-19,725.0
2007-10-22,720.0
2007-10-23,725.0
2007-10-24,725.0
2007-10-25,725.0
2007-10-26,725.0
2007-10-29,725.0
2007-10-30,725.0
2007-10-31,725.0
2007-11-01,725.0
2007-11-07,720.0
2007-11-08,720.0
2007-11-09,720.0
2007-11-12,707.0
2007-11-14,708.0
2007-11-16,705.0
2007-11-19,722.0
2007-11-20,705.0
2007-11-21,705.0
2007-11-22,700.0
2007-11-27,664.0
2007-11-28,660.0
2007-12-03,664.0
2007-12-04,660.0
2007-12-05,640.0
2007-12-06,640.0
2007-12-07,630.0
2007-12-10,601.0
2007-12-11,603.0
2007-12-12,603.0
2007-12-13,600.0
2007-12-14,602.0
2007-12-18,600.0
2007-12-19,591.0
2007-12-20,591.0
2007-12-24,593.0
2007-12-25,590.0
2007-12-26,590.0
2007-12-27,589.0
2007-12-28,591.0
2007-12-31,591.0
2008-01-02,592.0
2008-01-03,590.0
2008-01-04,590.0
2008-01-07,596.0
2008-01-08,602.0
2008-01-09,616.0
2008-01-14,624.0
2008-01-15,661.0
2008-01-16,670.0
2008-01-17,675.0
2008-01-21,651.0
2008-01-22,649.0
2008-01-23,651.0
2008-01-24,630.0
2008-01-25,636.0
2008-01-28,674.0
2008-01-29,674.0
2008-01-30,714.0
2008-01-31,709.0
2008-02-01,700.0
2008-02-04,700.0
2008-02-06,699.0
2008-02-08,665.0
2008-02-11,670.0
2008-02-12,680.0
2008-02-14,660.0
2008-02-15,660.0
2008-02-18,658.0
2008-02-20,678.0
2008-02-21,683.0
2008-02-22,682.0
2008-02-25,661.0
2008-02-26,661.0
2008-02-27,653.0
2008-02-28,662.0
2008-02-29,650.0
2008-03-03,640.0
2008-03-04,650.0
2008-03-05,611.0
2008-03-06,630.0
2008-03-07,610.0
2008-03-10,610.0
2008-03-11,605.0
2008-03-12,610.0
2008-03-13,574.0
2008-03-14,540.0
2008-03-17,508.0
2008-03-18,478.0
2008-03-19,460.0
2008-03-24,470.0
2008-03-25,498.2
2008-03-26,491.0
2008-03-27,496.0
2008-03-28,515.0
2008-03-31,501.0
2008-04-01,517.0
2008-04-02,501.0
2008-04-03,510.0
2008-04-04,510.0
2008-04-07,520.0
2008-04-08,551.0
2008-04-09,580.0
2008-04-10,586.0
2008-04-11,580.0
2008-04-14,580.0
2008-04-15,600.0
2008-04-16,612.0
2008-04-17,614.0
2008-04-18,614.0
2008-04-21,619.0
2008-04-22,619.0
2008-04-23,617.0
2008-04-24,617.0
2008-04-25,608.0
2008-04-28,608.0
2008-04-29,600.0
2008-04-30,600.0
2008-05-02,565.0
2008-05-05,570.0
2008-05-06,570.0
2008-05-07,570.0
2008-05-08,604.0
2008-05-09,607.0
2008-05-12,593.0
2008-05-13,605.0
2008-05-14,600.0
2008-05-15,580.0
2008-05-16,590.0
2008-05-19,590.0
2008-05-20,600.0
2008-05-21,600.0
2008-05-22,600.0
2008-05-23,604.0
2008-05-26,600.0
2008-05-27,605.0
2008-05-28,610.0
2008-05-29,615.0
2008-05-30,625.0
2008-06-02,662.0
2008-06-03,701.0
2008-06-04,719.0
2008-06-05,717.0
2008-06-06,705.0
2008-06-09,713.0
2008-06-10,713.0
2008-06-11,707.0
2008-06-12,698.0
2008-06-13,685.0
2008-06-16,694.0
2008-06-17,680.0
2008-06-18,640.0
2008-06-19,675.0
2008-06-20,687.0
2008-06-23,687.0
2008-06-24,680.0
2008-06-25,685.0
2008-06-26,650.0
2008-06-27,650.0
2008-06-30,650.0
2008-07-01,650.0
2008-07-02,650.0
2008-07-03,650.0
2008-07-04,650.0
2008-07-07,650.0
2008-07-08,650.0
2008-07-09,649.0
2008-07-10,620.0
2008-07-11,621.0
2008-07-14,642.0
2008-07-15,642.0
2008-07-16,639.0
2008-07-17,638.0
2008-07-18,600.0
2008-07-21,620.0
2008-07-22,600.0
2008-07-23,617.0
2008-07-24,600.0
2008-07-25,615.0
2008-07-28,618.0
2008-07-29,614.0
2008-07-31,615.0
2008-08-01,615.0
2008-08-04,615.0
2008-08-05,615.0
2008-08-06,591.0
2008-08-07,612.0
2008-08-08,605.0
2008-08-11,605.0
2008-08-12,605.0
2008-08-13,605.0
2008-08-15,605.0
2008-08-18,605.0
2008-08-19,605.0
2008-08-22,604.0
2008-08-25,604.0
2008-08-26,604.0
2008-08-27,604.0
2008-08-28,604.0
2008-08-29,605.0
2008-09-01,610.0
2008-09-02,610.0
2008-09-03,610.0
2008-09-04,600.0
2008-09-05,600.0
2008-09-08,600.0
2008-09-09,600.0
2008-09-10,600.0
2008-09-11,600.0
2008-09-12,599.0
2008-09-15,598.0
2008-09-16,598.0
2008-09-17,563.0
2008-09-18,560.0
2008-09-19,562.0
2008-09-22,595.0
2008-09-23,595.0
2008-09-24,599.0
2008-09-25,599.0
2008-09-26,567.0
2008-09-29,567.0
2008-09-30,567.0
2008-10-06,533.0
2008-10-07,502.0
2008-10-08,503.0
2008-10-09,503.0
2008-10-10,500.0
2008-10-13,510.0
2008-10-14,495.0
2008-10-15,499.0
2008-10-16,499.0
2008-10-17,510.0
2008-10-20,528.0
2008-10-21,539.0
2008-10-22,539.0
2008-10-23,539.0
2008-10-24,539.0
2008-10-27,539.0
2008-10-28,539.0
2008-10-29,539.0
2008-10-30,515.0
2008-10-31,530.0
2008-11-03,530.0
2008-11-04,524.0
2008-11-05,524.0
2008-11-07,515.0
2008-11-10,515.0
2008-11-11,515.0
2008-11-12,515.0
2008-11-13,540.0
2008-11-14,540.0
2008-11-17,540.0
2008-11-19,540.0
2008-11-20,530.0
2008-11-21,530.0
2008-11-24,498.2
2008-11-25,468.35
2008-11-26,440.25
2008-11-27,413.85
2008-11-28,438.6
2008-12-01,412.3
2008-12-02,412.3
2008-12-03,425.0
2008-12-04,400.0
2008-12-05,400.0
2008-12-08,420.0
2008-12-11,444.0
2008-12-12,450.0
2008-12-15,450.0
2008-12-16,468.0
2008-12-17,460.0
2008-12-18,460.0
2008-12-19,467.0
2008-12-22,467.0
2008-12-23,450.0
2008-12-24,449.0
2008-12-25,436.0
2008-12-26,436.0
2008-12-30,448.0
2008-12-31,445.0
2009-01-02,447.0
2009-01-05,454.0
2009-01-06,427.0
2009-01-07,452.6
2009-01-08,467.0
2009-01-09,489.95
2009-01-12,519.0
2009-01-13,550.0
2009-01-14,583.0
2009-01-15,617.0
2009-01-16,600.0
2009-01-19,600.0
2009-01-20,565.0
2009-01-21,584.0
2009-01-22,610.0
2009-01-23,580.0
2009-01-26,639.0
2009-01-27,640.0
2009-01-28,602.0
2009-01-29,630.0
2009-01-30,648.0
2009-02-02,660.0
2009-02-03,671.0
2009-02-04,678.0
2009-02-05,709.0
2009-02-06,705.0
2009-02-09,747.0
2009-02-10,734.0
2009-02-11,730.0
2009-02-12,735.0
2009-02-13,750.0
2009-02-16,779.0
2009-02-17,780.0
2009-02-18,734.0
2009-02-19,703.0
2009-02-20,700.0
2009-02-23,730.0
2009-02-24,703.0
2009-02-25,729.0
2009-02-26,705.0
2009-02-27,705.0
2009-03-02,705.0
2009-03-03,719.0
2009-03-04,725.0
2009-03-05,720.0
2009-03-06,720.0
2009-03-09,710.0
2009-03-12,719.0
2009-03-13,719.0
2009-03-16,725.0
2009-03-17,719.0
2009-03-18,691.0
2009-03-19,679.0
2009-03-20,645.0
2009-03-23,610.0
2009-03-24,646.0
2009-03-25,645.0
2009-03-26,644.0
2009-03-27,610.0
2009-03-30,620.0
2009-03-31,620.0
2009-04-01,620.0
2009-04-02,620.0
2009-04-03,620.0
2009-04-06,650.0
2009-04-07,650.0
2009-04-08,650.0
2009-04-09,686.0
2009-04-10,727.0
2009-04-13,727.0
2009-04-14,745.0
2009-04-15,789.0
2009-04-16,836.0
2009-04-17,810.0
2009-04-20,809.0
2009-04-21,810.0
2009-04-22,786.0
2009-04-23,786.0
2009-04-24,786.0
2009-04-27,786.0
2009-04-28,780.0
2009-04-29,780.0
2009-04-30,779.0
2009-05-04,779.0
2009-05-05,778.0
2009-05-06,780.0
2009-05-07,801.0
2009-05-08,849.0
2009-05-11,869.0
2009-05-12,840.0
2009-05-13,872.0
2009-05-14,892.0
2009-05-15,915.0
2009-05-18,891.0
2009-05-19,875.0
2009-05-20,918.0
2009-05-21,973.0
2009-05-22,1005.0
2009-05-25,1019.0
2009-05-26,1008.0
2009-05-27,960.0
2009-05-28,903.0
2009-05-29,957.0
2009-06-01,999.0
2009-06-02,985.0
2009-06-03,980.0
2009-06-04,968.0
2009-06-05,960.0
2009-06-08,920.0
2009-06-09,920.0
2009-06-10,900.0
2009-06-11,945.0
2009-06-12,985.0
2009-06-15,960.0
2009-06-16,970.0
2009-06-17,950.0
2009-06-18,940.0
2009-06-19,950.0
2009-06-22,893.0
2009-06-23,840.0
2009-06-24,790.0
2009-06-25,743.0
2009-06-26,750.0
2009-06-29,710.0
2009-06-30,716.0
2009-07-01,735.0
2009-07-02,715.0
2009-07-03,749.0
2009-07-06,743.0
2009-07-07,743.0
2009-07-08,737.0
2009-07-09,710.0
2009-07-10,719.0
2009-07-13,737.0
2009-07-14,716.0
2009-07-15,719.0
2009-07-16,719.0
2009-07-17,719.0
2009-07-20,738.0
2009-07-21,735.0
2009-07-22,737.0
2009-07-23,763.0
2009-07-24,750.0
2009-07-27,754.0
2009-07-28,752.0
2009-07-29,752.0
2009-07-31,752.0
2009-08-03,752.0
2009-08-04,752.0
2009-08-05,752.0
2009-08-06,752.0
2009-08-07,745.0
2009-08-10,735.0
2009-08-11,735.0
2009-08-12,725.0
2009-08-13,725.0
2009-08-17,740.0
2009-08-18,734.0
2009-08-19,739.0
2009-08-24,745.0
2009-08-25,739.0
2009-08-26,710.0
2009-08-27,714.0
2009-08-28,743.0
2009-08-31,725.0
2009-09-01,734.0
2009-09-02,715.0
2009-09-03,729.0
2009-09-04,727.0
2009-09-07,724.0
2009-09-08,722.0
2009-09-09,690.0
2009-09-10,714.0
2009-09-11,715.0
2009-09-14,715.0
2009-09-15,714.0
2009-09-16,714.0
2009-09-17,710.0
2009-09-18,710.0
2009-09-23,713.0
2009-09-24,713.0
2009-09-25,755.0
2009-09-28,748.0
2009-09-29,749.0
2009-09-30,730.0
2009-10-01,727.0
2009-10-02,739.0
2009-10-05,748.0
2009-10-06,739.0
2009-10-07,739.0
2009-10-08,746.0
2009-10-09,740.0
2009-10-12,748.0
2009-10-13,748.0
2009-10-14,740.0
2009-10-15,740.0
2009-10-16,740.0
2009-10-19,750.0
2009-10-20,744.0
2009-10-21,735.0
2009-10-22,735.0
2009-10-23,739.0
2009-10-26,739.0
2009-10-27,724.0
2009-10-28,737.0
2009-10-29,737.0
2009-10-30,737.0
2009-11-02,725.0
2009-11-03,745.0
2009-11-04,745.0
2009-11-05,740.0
2009-11-09,740.0
2009-11-10,734.0
2009-11-11,738.0
2009-11-12,739.0
2009-11-13,728.0
2009-11-16,731.0
2009-11-17,774.0
2009-11-19,810.0
2009-11-20,800.0
2009-11-23,785.0
2009-11-24,770.0
2009-11-25,790.0
2009-11-26,770.0
2009-11-27,779.0
2009-11-30,779.0
2009-12-01,779.0
2009-12-02,751.0
2009-12-03,751.0
2009-12-04,747.0
2009-12-07,748.0
2009-12-08,742.0
2009-12-09,750.0
2009-12-10,750.0
2009-12-11,765.0
2009-12-14,808.0
2009-12-15,808.0
2009-12-16,790.0
2009-12-17,798.0
2009-12-21,800.0
2009-12-22,809.0
2009-12-23,800.0
2009-12-24,800.0
2009-12-25,799.0
2009-12-28,800.0
2009-12-29,805.0
2009-12-30,820.0
2009-12-31,830.0
2010-01-04,849.0
2010-01-05,820.0
2010-01-06,835.0
2010-01-07,835.0
2010-01-08,836.0
2010-01-12,838.0
2010-01-13,835.0
2010-01-14,835.0
2010-01-15,841.0
2010-01-18,869.0
2010-01-19,909.0
2010-01-20,920.0
2010-01-21,942.0
2010-01-22,930.0
2010-01-25,919.0
2010-01-26,925.0
2010-01-27,922.0
2010-01-28,930.0
2010-01-29,937.0
2010-02-01,940.0
2010-02-02,960.0
2010-02-03,931.0
2010-02-04,965.0
2010-02-05,958.0
2010-02-08,966.0
2010-02-09,967.0
2010-02-10,1012.0
2010-02-11,1001.0
2010-02-12,1005.0
2010-02-15,1000.0
2010-02-16,1060.0
2010-02-17,1035.0
2010-02-18,1007.0
2010-02-19,1005.0
2010-02-22,1005.0
2010-02-23,1000.0
2010-02-24,1020.0
2010-02-25,1044.0
2010-02-26,1019.0
2010-03-01,1000.0
2010-03-02,1025.0
2010-03-03,980.0
2010-03-04,980.0
2010-03-05,983.0
2010-03-08,985.0
2010-03-09,980.0
2010-03-10,980.0
2010-03-11,971.0
2010-03-12,972.0
2010-03-15,972.0
2010-03-16,990.0
2010-03-17,1049.0
2010-03-18,1060.0
2010-03-19,1059.0
2010-03-22,1059.0
2010-03-23,1056.0
2010-03-24,1025.0
2010-03-25,1039.0
2010-03-26,1039.0
2010-03-29,1039.0
2010-03-30,1101.0
2010-03-31,1101.0
2010-04-01,1093.0
2010-04-02,1040.0
2010-04-05,1045.0
2010-04-06,1042.0
2010-04-07,1044.0
2010-04-08,1044.0
2010-04-09,1089.0
2010-04-12,1089.0
2010-04-13,1115.0
2010-04-14,1115.0
2010-04-15,1175.0
2010-04-16,1245.0
2010-04-19,1200.0
2010-04-20,1147.0
2010-04-21,1140.0
2010-04-22,1173.0
2010-04-23,1160.0
2010-04-26,1150.0
2010-04-27,1184.0
2010-04-28,1188.0
2010-04-29,1180.0
2010-04-30,1180.0
2010-05-03,1180.0
2010-05-04,1169.0
2010-05-05,1161.0
2010-05-06,1169.0
2010-05-07,1137.0
2010-05-10,1160.0
2010-05-11,1167.0
2010-05-12,1199.0
2010-05-13,1180.0
2010-05-14,1218.0
2010-05-17,1291.0
2010-05-18,1368.0
2010-05-19,1300.0
2010-05-20,1307.0
2010-05-21,1300.0
2010-05-24,1286.0
2010-05-25,1269.0
2010-05-26,1238.0
2010-05-27,1242.0
2010-05-28,1280.0
2010-05-31,1246.0
2010-06-01,1250.0
2010-06-02,1300.0
2010-06-03,1350.0
2010-06-04,1339.0
2010-06-07,1350.0
2010-06-08,1350.0
2010-06-09,1332.0
2010-06-10,1355.0
2010-06-11,1320.0
2010-06-14,1330.0
2010-06-15,1340.0
2010-06-16,1325.0
2010-06-17,1246.0
2010-06-18,1252.0
2010-06-21,1299.0
2010-06-22,1352.0
2010-06-23,1352.0
2010-06-24,1277.0
2010-06-25,1335.0
2010-06-29,1333.0
2010-06-30,1341.0
2010-07-01,1290.0
2010-07-02,1280.0
2010-07-05,1290.0
2010-07-06,1280.0
2010-07-07,1220.0
2010-07-08,1220.0
2010-07-09,1220.0
2010-07-12,1226.0
2010-07-13,1232.0
2010-07-14,1228.0
2010-07-15,1280.0
2010-07-16,1245.0
2010-07-19,1245.0
2010-07-20,1245.0
2010-07-21,1230.0
2010-07-22,1220.0
2010-07-23,1274.0
2010-07-26,1271.0
2010-07-27,1250.0
2010-07-28,1259.0
2010-07-29,1222.0
2010-08-02,1249.0
2010-08-03,1270.0
2010-08-04,1207.0
2010-08-05,1201.0
2010-08-06,1238.0
2010-08-09,1249.0
2010-08-10,1210.0
2010-08-11,1215.0
2010-08-12,1200.0
2010-08-13,1200.0
2010-08-16,1219.0
2010-08-17,1220.0
2010-08-18,1235.0
2010-08-19,1235.0
2010-08-23,1190.0
2010-08-24,1190.0
2010-08-25,1200.0
2010-08-26,1220.0
2010-08-27,1230.0
2010-08-30,1230.0
2010-08-31,1200.0
2010-09-01,1207.0
2010-09-02,1255.0
2010-09-03,1275.0
2010-09-06,1300.0
2010-09-07,1315.0
2010-09-08,1320.0
2010-09-09,1320.0
2010-09-13,1350.0
2010-09-14,1335.0
2010-09-15,1350.0
2010-09-16,1350.0
2010-09-17,1352.0
2010-09-20,1350.0
2010-09-21,1355.0
2010-09-22,1350.0
2010-09-23,1302.0
2010-09-24,1302.0
2010-09-27,1338.0
2010-09-28,1338.0
2010-09-29,1300.0
2010-09-30,1300.0
2010-10-01,1300.0
2010-10-04,1300.0
2010-10-05,1300.0
2010-10-06,1334.0
2010-10-07,1334.0
2010-10-08,1300.0
2010-10-11,1302.0
2010-10-12,1302.0
2010-10-13,1302.0
2010-10-14,1350.0
2010-10-15,1360.0
2010-10-18,1340.0
2010-10-19,1380.0
2010-10-20,1395.0
2010-10-21,1425.0
2010-10-22,1425.0
2010-10-25,1498.0
2010-10-26,1499.0
2010-10-27,1490.0
2010-10-28,1579.0
2010-10-29,1548.0
2010-11-01,1548.0
2010-11-02,1501.0
2010-11-03,1501.0
2010-11-04,1530.0
2010-11-05,1530.0
2010-11-08,1530.0
2010-11-09,1530.0
2010-11-10,1560.0
2010-11-11,1640.0
2010-11-12,1659.0
2010-11-15,1665.0
2010-11-16,1764.0
2010-11-19,1700.0
2010-11-22,1701.0
2010-11-23,1803.0
2010-11-24,1892.0
2010-11-25,1812.0
2010-11-26,1850.0
2010-11-29,1850.0
2010-11-30,1844.0
2010-12-01,1844.0
2010-12-02,1755.0
2010-12-03,1760.0
2010-12-06,1859.0
2010-12-08,1847.0
2010-12-09,1849.0
2010-12-10,1840.0
2010-12-13,1820.0
2010-12-14,1929.0
2010-12-15,1901.0
2010-12-16,1898.0
2010-12-17,1898.0
2010-12-20,1898.0
2010-12-21,1898.0
2010-12-22,1898.0
2010-12-23,1995.0
2010-12-24,1877.0
2010-12-27,1975.0
2010-12-28,1966.0
2010-12-29,1871.0
2010-12-30,1867.0
2010-12-31,1900.0
2011-01-03,1900.0
2011-01-04,1950.0
2011-01-05,1948.0
2011-01-06,1910.0
2011-01-07,1990.0
2011-01-10,1999.0
2011-01-12,2118.0
2011-01-13,2150.0
2011-01-14,2240.0
2011-01-17,2230.0
2011-01-18,2200.0
2011-01-19,2116.0
2011-01-20,2103.0
2011-01-21,2103.0
2011-01-24,2103.0
2011-01-25,2180.0
2011-01-26,2180.0
2011-01-27,2170.0
2011-01-28,2040.0
2011-01-31,2040.0
2011-02-01,2040.0
2011-02-02,2160.0
2011-02-03,2100.0
2011-02-04,2150.0
2011-02-07,2150.0
2011-02-08,2100.0
2011-02-09,2085.0
2011-02-10,2100.0
2011-02-11,2100.0
2011-02-14,2100.0
2011-02-15,2100.0
2011-02-18,2099.0
2011-02-21,2100.0
2011-02-22,2050.0
2011-02-23,2100.0
2011-02-24,2085.0
2011-02-25,2100.0
2011-02-28,2100.0
2011-03-01,2100.0
2011-03-02,2150.0
2011-03-03,2105.0
2011-03-04,2190.0
2011-03-07,2121.0
2011-03-08,2121.0
2011-03-09,2110.0
2011-03-10,2190.0
2011-03-11,2189.0
2011-03-14,2189.0
2011-03-15,2106.0
2011-03-16,2105.0
2011-03-17,2120.0
2011-03-18,2220.0
2011-03-21,2196.0
2011-03-22,2196.0
2011-03-23,2196.0
2011-03-24,2185.0
2011-03-25,2190.0
2011-03-28,2200.0
2011-03-29,2200.0
2011-03-30,2205.0
2011-03-31,2198.0
2011-04-01,2155.0
2011-04-04,2171.0
2011-04-05,2165.0
2011-04-06,2198.0
2011-04-07,2200.0
2011-04-08,2227.0
2011-04-11,2250.0
2011-04-12,2385.0
2011-04-13,2499.0
2011-04-14,2406.0
2011-04-15,2469.0
2011-04-18,2450.0
2011-04-19,2500.0
2011-04-20,2521.0
2011-04-21,2600.0
2011-04-22,2756.0
2011-04-25,2921.0
2011-04-26,3040.0
2011-04-27,3046.0
2011-04-28,2900.0
2011-04-29,2950.0
2011-05-02,2995.0
2011-05-03,3010.0
2011-05-04,2901.0
2011-05-05,2899.0
2011-05-06,2811.0
2011-05-09,2879.0
2011-05-10,2804.0
2011-05-11,2827.0
2011-05-12,2888.0
2011-05-13,2800.0
2011-05-16,2790.0
2011-05-17,2790.0
2011-05-18,2800.0
2011-05-19,2890.0
2011-05-20,2890.0
2011-05-23,2870.0
2011-05-24,2870.0
2011-05-25,2870.0
2011-05-26,2880.0
2011-05-27,2937.0
2011-05-30,2937.0
2011-05-31,2880.0
2011-06-01,2880.0
2011-06-02,2998.0
2011-06-03,2998.0
2011-06-06,2958.0
2011-06-07,2880.0
2011-06-08,2930.0
2011-06-09,2875.0
2011-06-10,2875.0
2011-06-13,2875.0
2011-06-14,2875.0
2011-06-15,2876.0
2011-06-16,2877.0
2011-06-17,2879.0
2011-06-20,2930.0
2011-06-21,2905.0
2011-06-22,2805.0
2011-06-23,2850.0
2011-06-24,2870.0
2011-06-27,2870.0
2011-06-28,2850.0
2011-06-29,2823.0
2011-06-30,2860.0
2011-07-01,2850.0
2011-07-04,2850.0
2011-07-05,2850.0
2011-07-06,2845.0
2011-07-07,2820.0
2011-07-08,2820.0
2011-07-11,2840.0
2011-07-12,2840.0
2011-07-13,2840.0
2011-07-14,2842.0
2011-07-15,2842.0
2011-07-18,2900.0
2011-07-19,2900.0
