date,COL
2016-04-15,44.25
2016-04-18,44.25
2016-04-19,44.25
2016-04-20,44.25
2016-04-21,44.25
2016-04-22,44.1
2016-04-25,44.25
2016-04-26,44.25
2016-04-27,44.213
2016-04-28,44.1
2016-04-29,44.025
2016-05-02,44.25
2016-05-03,43.59
2016-05-04,44.25
2016-05-05,44.213
2016-05-06,43.905
2016-05-09,44.25
2016-05-10,46.5
2016-05-11,45.225
2016-05-12,45.412
2016-05-13,45.09
2016-05-16,45.375
2016-05-17,44.25
2016-05-18,41.19
2016-05-19,40.995
2016-05-20,39.743
2016-05-23,40.5
2016-05-24,40.493
2016-05-25,40.493
2016-05-26,40.5
2016-05-27,40.5
2016-05-30,40.2
2016-05-31,40.425
2016-06-01,40.425
2016-06-02,39.832
2016-06-03,40.793
2016-06-06,40.838
2016-06-07,40.838
2016-06-08,40.838
2016-06-09,40.425
2016-06-10,39.84
2016-06-13,39.825
2016-06-14,37.44
2016-06-15,40.118
2016-06-16,40.125
2016-06-17,39.037
2016-06-20,40.088
2016-06-21,39.818
2016-06-22,39.0
2016-06-23,39.825
2016-06-24,39.0
2016-06-27,39.825
2016-06-28,39.825
2016-06-29,40.5
2016-06-30,40.875
2016-07-01,40.5
2016-07-04,40.793
2016-07-05,40.77
2016-07-11,40.493
2016-07-12,39.84
2016-07-13,40.125
2016-07-14,40.125
2016-07-15,39.75
2016-07-18,39.75
2016-07-19,37.5
2016-07-20,38.325
2016-07-21,39.0
2016-07-22,39.3
2016-07-25,39.0
2016-07-26,37.5
2016-07-27,37.5
2016-07-28,36.75
2016-07-29,37.5
2016-08-01,38.438
2016-08-02,38.4
2016-08-03,38.25
2016-08-04,38.25
2016-08-05,39.75
2016-08-08,39.75
2016-08-09,39.0
2016-08-10,39.0
2016-08-11,37.5
2016-08-12,38.925
2016-08-15,39.0
2016-08-16,38.993
2016-08-17,38.25
2016-08-18,39.0
2016-08-19,39.0
2016-08-22,37.875
2016-08-23,39.0
2016-08-24,39.0
2016-08-25,38.01
2016-08-26,37.5
2016-08-29,37.912
2016-08-30,38.993
2016-08-31,38.25
2016-09-01,38.25
2016-09-02,37.725
2016-09-05,38.775
2016-09-06,37.725
2016-09-07,38.775
2016-09-08,38.775
2016-09-09,38.88
2016-09-14,38.88
2016-09-15,38.88
2016-09-16,38.843
2016-09-19,38.843
2016-09-20,37.965
2016-09-21,38.813
2016-09-22,38.775
2016-09-23,38.73
2016-09-26,38.723
2016-09-27,37.875
2016-09-28,38.715
2016-09-29,38.723
2016-09-30,37.5
2016-10-04,37.5
2016-10-05,38.25
2016-10-06,37.875
2016-10-07,38.25
2016-10-10,38.25
2016-10-11,38.625
2016-10-12,37.875
2016-10-13,38.25
2016-10-14,38.25
2016-10-17,37.725
2016-10-18,37.658
2016-10-19,37.5
2016-10-20,37.5
2016-10-21,38.25
2016-10-24,38.25
2016-10-25,38.25
2016-10-26,37.515
2016-10-27,36.75
2016-10-28,38.175
2016-10-31,38.175
2016-11-01,38.025
2016-11-02,38.025
2016-11-03,38.25
2016-11-04,38.175
2016-11-07,38.22
2016-11-08,38.243
2016-11-09,37.575
2016-11-10,37.058
2016-11-11,37.058
2016-11-14,37.365
2016-11-15,38.1
2016-11-16,37.8
2016-11-17,37.388
2016-11-21,37.17
2016-11-22,37.875
2016-11-23,37.5
2016-11-24,38.235
2016-11-25,38.235
2016-11-28,38.25
2016-11-29,38.25
2016-11-30,38.25
2016-12-01,36.765
2016-12-02,38.213
2016-12-05,38.213
2016-12-06,38.213
2016-12-07,38.25
2016-12-08,38.25
2016-12-09,38.25
2016-12-14,38.625
2016-12-15,40.125
2016-12-16,40.928
2016-12-19,39.975
2016-12-20,39.75
2016-12-21,39.75
2016-12-22,39.75
2016-12-23,41.243
2016-12-26,40.125
2016-12-27,40.125
2016-12-28,40.125
2016-12-29,41.168
2016-12-30,40.493
2017-01-02,40.493
2017-01-03,40.95
2017-01-04,40.125
2017-01-05,41.025
2017-01-06,40.5
2017-01-09,40.14
2017-01-10,39.743
2017-01-12,40.5
2017-01-13,40.575
2017-01-16,42.15
2017-01-17,41.625
2017-01-18,43.478
2017-01-19,42.75
2017-01-20,41.7
2017-01-23,42.75
2017-01-24,41.775
2017-01-25,42.0
2017-01-26,42.75
2017-01-27,42.713
2017-01-30,42.0
2017-01-31,42.0
2017-02-01,41.25
2017-02-02,42.0
2017-02-03,42.0
2017-02-06,42.113
2017-02-07,42.075
2017-02-08,42.225
2017-02-09,42.0
2017-02-10,43.8
2017-02-13,43.8
2017-02-14,44.138
2017-02-15,43.485
2017-02-16,43.5
2017-02-17,43.125
2017-02-20,43.86
2017-02-21,43.86
2017-02-22,42.75
2017-02-23,42.743
2017-02-24,41.325
2017-02-27,42.0
2017-02-28,42.0
2017-03-01,43.485
2017-03-02,43.5
2017-03-03,43.875
2017-03-06,43.5
2017-03-07,43.83
2017-03-08,42.75
2017-03-09,42.75
2017-03-10,43.5
2017-03-13,43.35
2017-03-14,43.5
2017-03-15,43.5
2017-03-16,42.758
2017-03-17,43.5
2017-03-20,43.5
2017-03-21,42.75
2017-03-22,42.563
2017-03-23,43.118
2017-03-24,43.125
2017-03-27,43.125
2017-03-28,42.0
2017-03-29,42.75
2017-03-30,42.75
2017-03-31,42.75
2017-04-03,42.15
2017-04-04,43.5
2017-04-05,44.625
2017-04-06,44.993
2017-04-07,45.0
2017-04-10,45.0
2017-04-11,45.0
2017-04-12,44.625
2017-04-13,43.537
2017-04-14,44.993
2017-04-17,44.985
2017-04-18,44.25
2017-04-19,45.0
2017-04-20,45.0
2017-04-21,45.0
2017-04-24,44.985
2017-04-25,45.0
2017-04-26,45.0
2017-04-27,45.375
2017-04-28,45.75
2017-05-02,45.75
2017-05-03,46.11
2017-05-04,45.825
2017-05-05,47.258
2017-05-08,47.325
2017-05-09,46.5
2017-05-10,46.5
2017-05-11,46.575
2017-05-12,47.4
2017-05-15,47.4
2017-05-16,47.4
2017-05-17,47.588
2017-05-18,47.595
2017-05-19,47.588
2017-05-22,47.76
2017-05-23,47.543
2017-05-24,47.775
2017-05-25,47.662
2017-05-26,46.95
2017-05-29,46.103
2017-05-30,46.103
2017-05-31,46.103
2017-06-01,46.103
2017-06-02,46.103
2017-06-05,46.125
2017-06-06,46.125
2017-06-07,46.35
2017-06-08,46.35
2017-06-09,46.35
2017-06-12,46.35
2017-06-13,46.5
2017-06-14,46.5
2017-06-15,46.5
2017-06-16,48.75
2017-06-19,48.742
2017-06-20,46.5
2017-06-21,48.518
2017-06-22,48.518
2017-06-23,48.518
2017-06-28,46.5
2017-06-29,46.125
2017-06-30,48.375
2017-07-03,46.5
2017-07-04,46.5
2017-07-05,47.933
2017-07-06,47.25
2017-07-07,48.375
2017-07-10,48.375
2017-07-11,48.285
2017-07-12,52.463
2017-07-13,54.3
2017-07-14,53.25
2017-07-17,50.625
2017-07-18,50.625
2017-07-19,51.75
2017-07-20,51.75
2017-07-21,49.988
2017-07-24,51.338
2017-07-25,51.668
2017-07-26,51.668
2017-07-27,55.5
2017-07-28,53.325
2017-07-31,51.75
2017-08-01,52.56
2017-08-02,52.5
2017-08-03,52.492
2017-08-04,52.5
2017-08-07,50.273
2017-08-08,50.55
2017-08-09,50.4
2017-08-10,52.305
2017-08-11,53.25
2017-08-15,50.49
2017-08-16,52.492
2017-08-17,51.037
2017-08-18,51.75
2017-08-22,52.05
2017-08-23,53.25
2017-08-24,51.825
2017-08-25,54.75
2017-08-28,52.125
2017-08-29,53.925
2017-08-30,51.825
2017-08-31,51.45
2017-09-04,52.5
2017-09-05,52.5
2017-09-06,52.5
2017-09-07,52.5
2017-09-08,52.5
2017-09-11,52.5
2017-09-12,52.5
2017-09-13,52.5
2017-09-14,52.5
2017-09-15,52.5
2017-09-18,52.5
2017-09-19,52.5
2017-09-20,51.825
2017-09-21,52.5
2017-09-25,52.5
2017-09-26,52.575
2017-09-27,52.5
2017-09-28,52.5
2017-09-29,51.15
2017-10-02,51.15
2017-10-03,51.375
2017-10-04,51.375
2017-10-05,52.508
2017-10-06,52.5
2017-10-09,51.113
2017-10-10,52.5
2017-10-11,52.875
2017-10-12,53.25
2017-10-13,53.925
2017-10-16,53.925
2017-10-17,53.925
2017-10-18,52.5
2017-10-19,52.575
2017-10-20,53.287
2017-10-23,53.287
2017-10-24,53.25
2017-10-25,53.25
2017-10-26,53.25
2017-10-27,55.238
2017-10-30,55.298
2017-10-31,54.0
2017-11-01,54.0
2017-11-02,54.0
2017-11-03,56.242
2017-11-07,53.7
2017-11-08,54.0
2017-11-09,55.425
2017-11-10,60.953
2017-11-13,60.938
2017-11-14,61.5
2017-11-15,60.0
2017-11-16,60.0
2017-11-17,64.5
2017-11-20,61.613
2017-11-21,61.613
2017-11-22,61.613
2017-11-23,62.573
2017-11-24,64.343
2017-11-27,63.0
2017-11-28,63.0
2017-11-29,63.0
2017-11-30,63.0
2017-12-04,63.75
2017-12-05,62.25
2017-12-06,61.5
2017-12-07,61.5
2017-12-08,61.5
2017-12-11,62.25
2017-12-12,62.25
2017-12-13,63.075
2017-12-14,63.0
2017-12-15,63.75
2017-12-18,60.0
2017-12-19,58.238
2017-12-20,58.35
2017-12-21,58.358
2017-12-22,59.992
2017-12-25,60.0
2017-12-26,58.65
2017-12-27,60.473
2017-12-28,61.5
2017-12-29,61.448
2018-01-02,58.95
2018-01-03,60.742
2018-01-04,60.742
2018-01-05,60.75
2018-01-08,60.75
2018-01-09,60.75
2018-01-10,60.75
2018-01-12,62.925
2018-01-15,61.238
2018-01-16,61.35
2018-01-17,62.963
2018-01-18,62.25
2018-01-19,63.675
2018-01-22,65.85
2018-01-23,66.525
2018-01-24,69.0
2018-01-25,68.25
2018-01-26,68.25
2018-01-29,68.25
2018-01-30,67.5
2018-01-31,66.15
2018-02-01,66.75
2018-02-02,66.0
2018-02-05,65.325
2018-02-06,66.75
2018-02-07,66.0
2018-02-08,64.875
2018-02-09,65.25
2018-02-12,66.75
2018-02-13,64.875
2018-02-14,66.75
2018-02-15,64.575
2018-02-16,65.25
2018-02-19,65.25
2018-02-20,65.25
2018-02-21,66.75
2018-02-22,67.125
2018-02-23,67.268
2018-02-26,66.75
2018-02-27,65.475
2018-02-28,66.742
2018-03-01,65.25
2018-03-02,66.75
2018-03-05,65.363
2018-03-06,67.117
2018-03-07,65.363
2018-03-08,65.25
2018-03-09,66.742
2018-03-12,66.742
2018-03-13,67.065
2018-03-14,66.0
2018-03-15,66.675
2018-03-16,66.713
2018-03-19,66.713
2018-03-20,65.325
2018-03-21,66.0
2018-03-22,65.25
2018-03-23,66.675
2018-03-26,64.912
2018-03-27,66.188
2018-03-28,66.188
2018-03-29,66.188
2018-03-30,66.0
2018-04-02,66.0
2018-04-03,66.0
2018-04-04,64.5
2018-04-05,66.0
2018-04-06,65.813
2018-04-09,65.813
2018-04-10,65.325
2018-04-11,64.5
2018-04-12,64.575
2018-04-13,66.0
2018-04-16,66.6
2018-04-17,66.668
2018-04-18,64.5
2018-04-19,64.5
2018-04-20,66.0
2018-04-23,65.25
2018-04-24,65.25
2018-04-25,63.383
2018-04-26,63.383
2018-04-27,64.5
2018-04-30,64.5
2018-05-02,64.5
2018-05-03,64.5
2018-05-04,64.5
2018-05-07,65.25
2018-05-08,65.903
2018-05-09,65.903
2018-05-10,65.903
2018-05-11,65.25
2018-05-14,62.633
2018-05-15,62.633
2018-05-16,62.633
2018-05-17,63.0
2018-05-18,66.75
2018-05-21,66.675
2018-05-22,62.85
2018-05-23,63.037
2018-05-24,63.075
2018-05-25,66.66
2018-05-28,66.66
2018-05-29,66.75
2018-05-30,66.367
2018-05-31,66.0
2018-06-01,62.483
2018-06-04,62.325
2018-06-05,62.325
2018-06-06,62.325
2018-06-07,63.375
2018-06-08,64.5
2018-06-11,64.5
2018-06-12,64.125
2018-06-13,61.35
2018-06-14,60.75
2018-06-18,60.75
2018-06-19,60.75
2018-06-20,60.75
2018-06-21,60.75
2018-06-22,60.75
2018-06-25,60.0
2018-06-26,60.0
2018-06-27,60.0
2018-06-28,60.0
2018-06-29,58.5
2018-07-02,62.235
2018-07-03,61.387
2018-07-04,61.387
2018-07-05,61.387
2018-07-06,61.387
2018-07-09,61.387
2018-07-10,60.0
2018-07-11,60.0
2018-07-12,60.0
2018-07-13,60.0
2018-07-16,59.85
2018-07-17,58.425
2018-07-18,57.75
2018-07-19,58.35
2018-07-20,57.75
2018-07-23,58.35
2018-07-24,57.75
2018-07-25,59.1
2018-07-26,58.5
2018-07-27,58.5
2018-07-31,58.5
2018-08-01,58.5
2018-08-02,57.0
2018-08-03,54.75
2018-08-06,51.75
2018-08-07,51.75
2018-08-08,56.85
2018-08-09,52.875
2018-08-10,55.117
2018-08-13,55.125
2018-08-15,53.25
2018-08-16,53.25
2018-08-17,53.25
2018-08-24,53.25
2018-08-27,53.25
2018-08-28,53.25
2018-08-29,54.75
2018-08-30,55.125
2018-08-31,54.75
2018-09-03,49.875
2018-09-04,53.85
2018-09-05,53.85
2018-09-06,53.85
2018-09-07,53.805
2018-09-10,54.75
2018-09-12,57.75
2018-09-13,57.75
2018-09-14,57.75
2018-09-17,55.5
2018-09-18,55.117
2018-09-19,55.117
2018-09-20,52.5
2018-09-21,54.742
2018-09-24,52.5
2018-09-25,51.0
2018-09-26,51.008
2018-09-27,51.008
2018-09-28,54.75
2018-10-01,54.75
2018-10-02,54.75
2018-10-03,54.75
2018-10-04,54.75
2018-10-05,50.25
2018-10-08,51.75
2018-10-09,52.5
2018-10-10,52.5
2018-10-11,52.5
2018-10-12,52.5
2018-10-15,52.5
2018-10-16,51.0
2018-10-17,51.0
2018-10-18,50.25
2018-10-19,53.85
2018-10-22,53.85
2018-10-23,54.367
2018-10-24,54.367
2018-10-25,54.367
2018-10-26,54.367
2018-10-29,54.367
2018-10-30,50.265
2018-10-31,51.0
2018-11-01,52.5
2018-11-02,51.0
2018-11-05,51.0
2018-11-07,51.0
2018-11-08,51.0
2018-11-09,51.0
2018-11-12,51.0
2018-11-13,51.0
2018-11-14,51.0
2018-11-15,53.925
2018-11-16,52.5
2018-11-19,51.0
2018-11-22,50.25
2018-11-23,50.25
2018-11-26,47.7
2018-11-27,50.183
2018-11-28,50.175
2018-11-29,50.175
2018-11-30,45.923
2018-12-03,46.178
2018-12-04,46.875
2018-12-05,48.0
2018-12-06,47.993
2018-12-07,46.5
2018-12-10,46.508
2018-12-11,46.508
2018-12-12,46.508
2018-12-13,47.25
2018-12-14,46.125
2018-12-17,47.213
2018-12-18,47.213
2018-12-19,47.213
2018-12-20,47.213
2018-12-21,46.5
2018-12-24,46.875
2018-12-25,47.063
2018-12-26,47.063
2018-12-27,47.063
2018-12-28,45.488
2018-12-31,46.5
2019-01-02,47.16
2019-01-03,47.025
2019-01-04,45.0
2019-01-07,45.0
2019-01-08,45.975
2019-01-09,46.125
2019-01-10,45.0
2019-01-14,45.375
2019-01-15,45.75
2019-01-16,45.9
2019-01-17,45.75
2019-01-18,45.375
2019-01-21,46.875
2019-01-22,46.875
2019-01-23,46.838
2019-01-24,46.838
2019-01-25,45.75
2019-01-28,45.75
2019-01-29,46.725
2019-01-30,46.125
2019-01-31,45.488
2019-02-01,45.0
2019-02-04,48.735
2019-02-05,45.037
2019-02-06,45.082
2019-02-07,45.128
2019-02-08,46.425
2019-02-11,45.75
2019-02-12,45.787
2019-02-13,46.5
2019-02-14,46.5
2019-02-15,46.725
2019-02-18,47.25
2019-02-19,47.25
2019-02-20,47.625
2019-02-21,47.25
2019-02-22,47.775
2019-02-25,47.25
2019-02-26,47.775
2019-02-27,47.775
2019-02-28,47.775
2019-03-01,45.75
2019-03-04,45.75
2019-03-05,47.25
2019-03-06,47.25
2019-03-07,47.588
2019-03-08,47.25
2019-03-11,47.775
2019-03-12,48.0
2019-03-13,48.0
2019-03-14,48.0
2019-03-15,48.0
2019-03-18,48.0
2019-03-19,47.1
2019-03-20,46.5
2019-03-21,46.5
2019-03-22,45.75
2019-03-25,48.0
2019-03-26,48.0
2019-03-27,47.993
2019-03-28,45.758
2019-03-29,47.25
2019-04-01,47.25
2019-04-02,47.25
2019-04-03,47.25
2019-04-04,47.25
2019-04-05,47.25
2019-04-08,46.5
2019-04-09,45.758
2019-04-10,45.758
2019-04-11,45.75
2019-04-12,45.412
2019-04-15,45.398
2019-04-16,45.39
2019-04-17,47.205
2019-04-18,47.205
2019-04-19,45.0
2019-04-22,45.375
2019-04-23,45.0
2019-04-24,46.455
2019-04-25,46.455
2019-04-26,46.455
2019-04-29,46.41
2019-04-30,46.328
2019-05-02,46.305
2019-05-03,46.313
2019-05-06,46.268
2019-05-07,46.253
2019-05-08,46.253
2019-05-09,46.253
2019-05-10,46.253
2019-05-13,46.125
2019-05-14,45.975
2019-05-15,45.975
2019-05-16,45.975
2019-05-17,45.975
2019-05-20,45.975
2019-05-21,47.25
2019-05-22,47.25
2019-05-23,47.25
2019-05-24,46.125
2019-05-27,46.125
2019-05-28,46.125
2019-05-29,46.125
2019-05-30,50.175
2019-05-31,46.125
2019-06-03,48.75
2019-06-04,46.125
2019-06-10,48.6
2019-06-11,45.263
2019-06-12,48.525
2019-06-13,48.525
2019-06-14,48.518
2019-06-17,48.518
2019-06-18,44.625
2019-06-19,44.625
2019-06-20,44.625
2019-06-21,48.518
2019-06-24,48.375
2019-06-25,48.375
2019-06-26,48.375
2019-06-27,45.503
2019-06-28,41.25
2019-07-01,41.25
2019-07-02,45.0
2019-07-03,45.0
2019-07-04,45.0
2019-07-05,45.0
2019-07-08,45.0
2019-07-09,47.243
2019-07-10,47.243
2019-07-11,47.243
2019-07-12,44.7
2019-07-15,47.175
2019-07-16,47.175
2019-07-17,45.0
2019-07-18,45.0
2019-07-19,46.343
2019-07-22,43.912
2019-07-23,46.298
2019-07-24,46.26
2019-07-25,46.23
2019-07-26,46.23
2019-07-29,46.23
2019-07-31,45.0
2019-08-01,45.0
2019-08-02,45.0
2019-08-05,45.0
2019-08-06,45.75
2019-08-07,45.825
2019-08-08,46.5
2019-08-09,46.5
2019-08-15,46.5
2019-08-16,46.5
2019-08-19,46.5
2019-08-22,46.5
2019-08-23,46.5
2019-08-26,46.5
2019-08-27,46.425
2019-08-28,45.0
2019-08-29,45.0
2019-08-30,43.613
2019-09-02,45.75
2019-09-03,45.75
2019-09-04,45.75
2019-09-05,45.75
2019-09-06,45.75
2019-09-09,45.75
2019-09-10,45.75
2019-09-11,45.75
2019-09-12,45.75
2019-09-13,45.75
2019-09-16,46.2
2019-09-17,46.2
2019-09-18,45.75
2019-09-19,45.75
2019-09-20,43.5
2019-09-23,46.268
2019-09-24,46.268
2019-09-25,45.0
2019-09-26,45.0
2019-09-27,45.0
2019-09-30,43.912
2019-10-01,46.193
2019-10-02,44.813
2019-10-03,43.912
2019-10-04,39.525
2019-10-07,39.75
2019-10-08,43.118
2019-10-09,43.118
2019-10-10,43.118
2019-10-11,38.813
2019-10-14,41.25
2019-10-15,41.258
2019-10-16,41.325
2019-10-17,42.0
2019-10-18,42.188
2019-10-21,45.0
2019-10-22,45.0
2019-10-23,45.0
2019-10-24,45.0
2019-10-25,42.075
2019-10-28,42.075
2019-10-29,42.75
2019-10-30,42.75
2019-10-31,42.75
2019-11-01,43.5
2019-11-04,43.5
2019-11-05,42.195
2019-11-07,41.25
2019-11-08,41.25
2019-11-12,41.25
2019-11-13,41.25
2019-11-14,41.25
2019-11-15,41.25
2019-11-19,41.25
2019-11-20,41.4
2019-11-21,41.625
2019-11-22,41.625
2019-11-25,41.475
2019-11-26,42.525
2019-11-27,42.518
2019-11-28,42.518
2019-11-29,41.325
2019-12-02,41.25
2019-12-03,39.9
2019-12-04,40.5
2019-12-05,41.25
2019-12-06,44.25
2019-12-09,44.25
2019-12-10,43.388
2019-12-11,43.388
2019-12-12,42.0
2019-12-13,42.75
2019-12-16,43.463
2019-12-17,43.493
2019-12-18,43.493
2019-12-19,43.463
2019-12-20,43.463
2019-12-23,43.125
2019-12-24,42.75
2019-12-25,42.75
2019-12-26,43.125
2019-12-27,42.57
2019-12-30,42.57
2019-12-31,41.925
2020-01-02,43.485
2020-01-03,43.5
2020-01-06,43.5
2020-01-07,44.25
2020-01-08,44.25
2020-01-09,44.25
2020-01-10,44.25
2020-01-13,44.993
2020-01-14,42.87
2020-01-15,42.87
2020-01-16,44.985
2020-01-17,44.985
2020-01-20,44.985
2020-01-21,44.985
2020-01-22,43.125
2020-01-23,43.088
2020-01-24,44.25
2020-01-27,44.25
2020-01-28,44.25
2020-01-29,44.25
2020-01-30,43.425
2020-01-31,43.425
2020-02-03,43.425
2020-02-04,43.425
2020-02-05,43.125
2020-02-06,43.125
2020-02-07,43.125
2020-02-10,43.5
2020-02-11,43.5
2020-02-12,41.662
2020-02-13,41.685
2020-02-14,43.125
2020-02-17,43.125
2020-02-18,43.425
2020-02-19,43.425
2020-02-20,43.425
2020-02-21,43.425
2020-02-24,42.75
2020-02-25,42.75
2020-02-26,42.75
2020-02-27,42.75
2020-02-28,42.75
2020-03-02,43.35
2020-03-03,41.625
2020-03-04,41.287
2020-03-05,43.343
2020-03-06,43.343
2020-03-09,40.5
2020-03-10,40.5
2020-03-11,40.5
2020-03-12,40.5
2020-03-13,37.5
2020-03-16,36.75
2020-03-17,36.0
2020-03-18,34.575
2020-03-19,33.195
2020-03-20,33.975
2020-03-23,35.325
2020-03-24,36.735
2020-03-25,35.625
2020-03-26,36.728
2020-03-27,36.728
2020-03-30,36.728
2020-03-31,36.728
2020-04-01,37.455
2020-04-02,37.455
2020-04-03,37.455
2020-04-06,36.0
2020-04-07,36.0
2020-04-08,34.568
2020-04-09,35.843
2020-04-10,36.675
2020-04-13,36.675
2020-04-14,36.675
2020-04-15,36.675
2020-04-16,35.993
2020-04-17,35.25
2020-04-20,35.25
2020-04-21,35.25
2020-04-22,35.25
2020-04-23,35.25
2020-04-24,34.5
2020-04-27,34.5
2020-04-28,34.5
2020-04-29,34.5
2020-04-30,34.5
2020-05-04,34.5
2020-05-05,33.75
2020-05-06,33.75
2020-05-07,33.75
2020-05-08,33.75
2020-05-11,33.75
2020-05-12,33.75
2020-05-13,34.418
2020-05-14,35.243
2020-05-15,33.9
2020-05-18,33.9
2020-05-19,33.75
2020-05-20,33.75
2020-05-21,33.75
2020-05-22,34.5
2020-05-26,35.873
2020-05-27,37.305
2020-05-28,37.305
2020-05-29,38.168
2020-06-01,39.69
2020-06-02,41.175
2020-06-03,41.25
2020-06-04,40.875
2020-06-05,40.875
2020-06-08,40.875
2020-06-09,40.875
2020-06-10,40.875
2020-06-11,42.375
2020-06-12,42.375
2020-06-15,42.375
2020-06-16,42.375
2020-06-17,40.688
2020-06-18,39.075
2020-06-19,39.0
2020-06-22,40.463
2020-06-23,40.463
2020-06-24,40.463
2020-06-25,40.463
2020-06-26,40.463
2020-06-29,40.463
2020-06-30,40.463
2020-07-01,40.463
2020-07-02,39.0
2020-07-03,40.05
2020-07-06,40.05
2020-07-07,39.0
2020-07-08,39.0
2020-07-09,40.5
2020-07-10,38.888
2020-07-13,40.35
2020-07-14,40.35
2020-07-15,40.35
2020-07-16,38.888
2020-07-17,38.888
2020-07-20,37.5
2020-07-21,37.5
2020-07-22,37.5
2020-07-23,38.993
2020-07-24,39.69
2020-07-27,39.668
2020-07-28,39.668
2020-07-29,38.085
2020-08-03,37.5
2020-08-04,37.5
2020-08-05,37.5
2020-08-06,37.5
2020-08-07,37.493
2020-08-10,37.493
2020-08-11,37.125
2020-08-12,37.125
2020-08-13,35.648
2020-08-17,37.073
2020-08-18,37.073
2020-08-19,37.073
2020-08-24,36.893
2020-08-25,36.893
2020-08-26,35.423
2020-08-27,34.5
2020-08-28,35.873
2020-08-31,37.283
2020-09-01,37.283
2020-09-02,37.275
2020-09-03,37.275
2020-09-04,37.283
2020-09-07,37.283
2020-09-08,37.283
2020-09-09,37.283
2020-09-10,37.283
2020-09-11,37.283
2020-09-14,37.275
2020-09-15,37.275
2020-09-16,37.275
2020-09-17,37.275
2020-09-18,37.275
2020-09-21,35.805
2020-09-22,37.2
2020-09-23,37.2
2020-09-24,36.75
2020-09-25,36.75
2020-09-28,36.743
2020-09-29,36.743
2020-09-30,37.162
2020-10-01,37.162
2020-10-02,37.162
2020-10-05,35.7
2020-10-06,34.988
2020-10-07,35.843
2020-10-08,35.843
2020-10-09,35.625
2020-10-12,35.625
2020-10-13,35.625
2020-10-14,36.368
2020-10-15,35.258
2020-10-16,35.633
2020-10-19,35.265
2020-10-20,35.265
2020-10-21,36.0
2020-10-22,36.0
2020-10-23,36.0
2020-10-26,34.59
2020-10-27,35.963
2020-10-28,35.963
2020-11-02,35.963
2020-11-03,34.53
2020-11-04,34.53
2020-11-05,35.91
2020-11-09,36.218
2020-11-10,36.188
2020-11-11,36.15
2020-11-12,34.875
2020-11-13,36.0
2020-11-16,36.218
2020-11-17,36.188
2020-11-19,37.388
2020-11-20,37.388
2020-11-23,37.14
2020-11-24,36.15
2020-11-25,36.225
2020-11-26,36.75
2020-11-27,36.0
2020-11-30,36.0
2020-12-01,35.625
2020-12-02,35.633
2020-12-03,35.633
2020-12-04,35.775
2020-12-07,36.375
2020-12-08,36.75
2020-12-09,36.675
2020-12-10,36.743
2020-12-11,36.0
2020-12-14,36.0
2020-12-15,36.6
2020-12-16,35.775
2020-12-17,35.813
2020-12-18,36.375
2020-12-21,35.25
2020-12-22,36.518
2020-12-23,36.518
2020-12-24,37.043
2020-12-25,37.035
2020-12-28,37.035
2020-12-29,37.035
2020-12-30,36.968
2020-12-31,36.368
2021-01-04,35.633
2021-01-05,36.368
2021-01-06,36.368
2021-01-07,36.3
2021-01-08,36.3
2021-01-12,36.3
2021-01-13,36.368
2021-01-14,35.025
2021-01-15,34.508
2021-01-18,34.898
2021-01-19,35.468
2021-01-20,35.235
2021-01-21,35.423
2021-01-22,35.25
2021-01-25,35.25
2021-01-26,35.543
2021-01-27,35.513
2021-01-28,35.55
2021-01-29,34.2
2021-02-01,35.25
2021-02-02,35.175
2021-02-03,34.875
2021-02-04,35.138
2021-02-05,35.543
2021-02-08,36.0
2021-02-09,35.918
2021-02-10,35.91
2021-02-11,35.88
2021-02-12,35.805
2021-02-15,36.375
2021-02-16,36.3
2021-02-17,36.3
2021-02-18,35.287
2021-02-19,36.053
2021-02-22,35.25
2021-02-23,35.902
2021-02-24,35.25
2021-02-25,35.843
2021-02-26,36.75
2021-03-01,36.758
2021-03-02,36.743
2021-03-03,36.0
2021-03-04,36.743
2021-03-05,36.0
2021-03-08,36.72
2021-03-09,36.412
2021-03-10,36.412
2021-03-11,36.412
2021-03-12,36.0
2021-03-15,36.728
2021-03-16,36.728
2021-03-17,36.728
2021-03-18,36.728
2021-03-19,38.19
2021-03-22,39.713
2021-03-23,41.295
2021-03-24,42.75
2021-03-25,42.075
2021-03-26,42.57
2021-03-29,42.375
2021-03-30,42.75
2021-03-31,42.75
2021-04-01,43.425
2021-04-02,42.533
2021-04-05,42.0
2021-04-06,42.75
2021-04-07,42.75
2021-04-08,43.02
2021-04-09,43.095
2021-04-12,42.0
2021-04-13,41.775
2021-04-14,41.805
2021-04-15,41.52
2021-04-16,41.625
2021-04-19,41.625
2021-04-20,41.7
2021-04-21,41.775
2021-04-22,41.475
2021-04-23,42.375
2021-04-26,42.375
2021-04-27,42.375
2021-04-28,43.5
2021-04-29,43.275
2021-04-30,43.26
2021-05-03,44.625
2021-05-04,44.55
2021-05-05,44.093
2021-05-06,43.83
2021-05-07,45.578
2021-05-10,47.175
2021-05-11,47.58
2021-05-12,47.265
2021-05-17,47.175
2021-05-18,44.25
2021-05-19,43.845
2021-05-20,42.945
2021-05-21,43.56
2021-05-24,43.493
2021-05-25,42.75
2021-05-26,43.425
2021-05-27,43.425
2021-05-28,43.125
