date,IMO
2023-05-23,96.98
2023-05-24,96.4
2023-05-25,96.0
2023-05-26,96.0
2023-05-29,96.8
2023-05-30,96.45
2023-05-31,96.4
2023-06-01,96.4
2023-06-02,96.5
2023-06-05,96.5
2023-06-06,96.5
2023-06-07,96.01
2023-06-08,96.01
2023-06-09,96.0
2023-06-12,96.9
2023-06-13,96.9
2023-06-14,96.9
2023-06-15,96.9
2023-06-16,98.5
2023-06-19,94.03
2023-06-20,98.0
2023-06-21,97.99
2023-06-22,95.3
2023-06-23,96.0
2023-06-26,97.3
2023-06-27,97.0
2023-06-28,97.0
2023-07-03,96.0
2023-07-04,97.2
2023-07-05,96.0
2023-07-06,96.0
2023-07-07,95.8
2023-07-10,95.2
2023-07-11,96.0
2023-07-12,96.0
2023-07-13,95.5
2023-07-14,96.0
2023-07-17,96.5
2023-07-18,94.0
2023-07-20,95.5
2023-07-21,96.0
2023-07-24,96.39
2023-07-25,96.0
2023-07-26,96.5
2023-07-27,96.49
2023-07-28,96.5
2023-07-31,96.5
2023-08-01,97.25
2023-08-02,97.35
2023-08-03,96.0
2023-08-04,96.5
2023-08-07,97.0
2023-08-08,96.5
2023-08-09,96.4
2023-08-10,96.49
2023-08-11,96.0
2023-08-15,96.0
2023-08-16,96.0
2023-08-17,96.0
2023-08-18,94.9
2023-08-22,94.9
2023-08-23,96.0
2023-08-24,96.0
2023-08-25,95.05
2023-08-28,95.99
2023-08-29,96.0
2023-08-30,95.5
2023-08-31,95.5
2023-09-01,95.5
2023-09-04,95.51
2023-09-05,95.99
2023-09-06,95.98
2023-09-07,96.0
2023-09-08,96.0
2023-09-11,95.7
2023-09-12,96.0
2023-09-13,95.5
2023-09-14,95.9
2023-09-15,95.95
2023-09-18,96.0
2023-09-19,95.0
2023-09-20,96.1
2023-09-21,98.0
2023-09-22,95.1
2023-09-25,95.01
2023-09-26,95.32
2023-09-27,96.8
2023-10-02,97.0
2023-10-03,95.0
2023-10-04,97.0
2023-10-05,97.4
2023-10-06,97.5
2023-10-09,97.5
2023-10-10,96.5
2023-10-11,97.5
2023-10-12,97.39
2023-10-13,96.15
2023-10-16,96.16
2023-10-17,95.4
2023-10-18,95.4
2023-10-19,96.43
2023-10-20,95.5
2023-10-23,96.0
2023-10-24,97.0
2023-10-25,97.9
2023-10-26,97.93
2023-10-27,97.49
2023-10-30,96.5
2023-10-31,96.5
2023-11-01,95.5
2023-11-02,95.5
2023-11-03,95.45
2023-11-07,95.35
2023-11-08,95.4
2023-11-09,96.99
2023-11-10,95.25
2023-11-13,95.25
2023-11-14,95.1
2023-11-15,95.5
2023-11-16,95.0
2023-11-17,95.0
2023-11-20,95.1
2023-11-21,95.0
2023-11-22,95.0
2023-11-23,95.0
2023-11-24,95.0
2023-11-27,95.0
2023-11-28,95.9
2023-11-29,95.2
2023-11-30,95.0
2023-12-01,95.0
2023-12-04,95.0
2023-12-05,95.0
2023-12-06,97.0
2023-12-07,97.0
2023-12-08,95.21
2023-12-11,96.5
2023-12-12,95.0
2023-12-13,96.9
2023-12-14,96.45
2023-12-15,95.0
2023-12-18,96.89
2023-12-19,97.0
2023-12-20,96.88
2023-12-21,96.88
2023-12-22,96.89
2023-12-25,94.87
2023-12-26,95.0
2023-12-27,95.0
2023-12-28,94.5
2023-12-29,93.0
2024-01-02,94.8
2024-01-03,95.5
2024-01-04,95.12
2024-01-05,95.0
2024-01-08,95.0
2024-01-09,95.0
2024-01-10,95.0
2024-01-12,95.49
2024-01-15,96.69
2024-01-16,95.0
2024-01-17,94.0
2024-01-18,94.8
2024-01-19,95.0
2024-01-22,96.0
2024-01-23,95.0
2024-01-24,94.51
2024-01-25,94.0
2024-01-26,94.0
2024-01-29,94.0
2024-01-30,94.0
2024-01-31,94.0
2024-02-01,93.0
2024-02-02,93.0
2024-02-05,93.8
2024-02-06,93.75
2024-02-07,93.01
2024-02-08,93.0
2024-02-09,92.87
2024-02-12,93.0
2024-02-13,93.0
2024-02-14,93.0
2024-02-15,92.1
2024-02-16,93.0
2024-02-19,91.0
2024-02-20,91.0
2024-02-21,91.0
2024-02-22,91.2
2024-02-23,91.3
2024-02-26,93.0
2024-02-27,93.85
2024-02-28,95.85
2024-02-29,95.8
2024-03-01,95.7
2024-03-04,93.15
2024-03-05,93.52
2024-03-06,94.0
2024-03-07,95.29
2024-03-08,95.7
2024-03-11,93.54
2024-03-12,93.0
2024-03-13,95.74
2024-03-14,95.0
2024-03-15,95.0
2024-03-18,94.05
2024-03-19,94.0
2024-03-20,94.0
2024-03-21,95.0
2024-03-22,93.3
2024-03-25,94.5
2024-03-26,93.5
2024-03-27,94.99
2024-03-28,93.5
2024-03-29,93.3
2024-04-01,94.8
2024-04-02,94.98
2024-04-03,94.5
2024-04-04,94.94
2024-04-05,94.5
2024-04-08,93.0
2024-04-09,93.0
2024-04-15,93.0
2024-04-16,93.0
2024-04-17,94.5
2024-04-18,93.42
2024-04-19,94.99
2024-04-22,94.79
2024-04-23,93.7
2024-04-24,94.97
2024-04-25,94.0
2024-04-26,93.7
2024-04-29,93.9
2024-04-30,92.0
2024-05-02,92.7
2024-05-03,92.66
2024-05-06,93.3
2024-05-07,94.88
2024-05-08,94.85
2024-05-09,94.75
2024-05-10,94.75
2024-05-13,94.89
2024-05-14,94.0
2024-05-15,94.55
2024-05-16,93.5
2024-05-17,94.7
2024-05-20,94.65
2024-05-21,95.0
2024-05-22,95.45
2024-05-23,93.61
2024-05-24,94.9
2024-05-27,94.9
2024-05-28,96.0
2024-05-29,95.89
2024-05-30,95.88
2024-05-31,95.99
2024-06-03,95.48
2024-06-04,94.6
2024-06-05,94.6
2024-06-06,94.95
2024-06-07,94.99
2024-06-10,95.0
2024-06-11,93.5
2024-06-12,93.0
2024-06-13,93.0
2024-06-14,93.1
2024-06-19,93.5
2024-06-20,93.0
2024-06-21,93.0
2024-06-24,93.49
2024-06-25,93.0
2024-06-26,93.89
2024-06-27,93.0
2024-06-28,92.6
2024-07-01,92.6
2024-07-02,93.5
2024-07-03,93.2
2024-07-04,92.2
2024-07-05,92.0
2024-07-08,93.2
2024-07-09,93.0
2024-07-10,93.2
2024-07-11,93.0
2024-07-12,92.5
2024-07-15,92.4
2024-07-16,93.0
2024-07-17,92.99
2024-07-18,92.95
2024-07-19,92.99
2024-07-22,92.95
2024-07-23,93.0
2024-07-24,93.0
2024-07-25,91.0
2024-07-26,91.0
2024-07-29,92.98
2024-07-31,92.96
2024-08-01,92.88
2024-08-02,91.0
2024-08-05,92.89
2024-08-06,92.5
2024-08-07,92.8
2024-08-08,92.1
2024-08-09,92.0
2024-08-12,92.0
2024-08-13,92.9
2024-08-15,92.89
2024-08-16,91.9
2024-08-19,92.95
2024-08-22,91.0
2024-08-23,91.2
2024-08-26,91.51
2024-08-27,93.0
2024-08-28,93.0
2024-08-29,93.01
2024-08-30,92.3
2024-09-02,92.0
2024-09-03,93.8
2024-09-04,93.0
2024-09-05,93.0
2024-09-06,92.0
2024-09-09,92.0
2024-09-10,91.0
2024-09-11,92.0
2024-09-12,92.03
2024-09-13,93.0
2024-09-18,93.6
2024-09-19,91.0
2024-09-20,91.0
2024-09-23,91.0
2024-09-24,91.0
2024-09-25,92.93
2024-09-26,91.0
2024-09-27,92.5
2024-09-30,91.9
2024-10-01,92.5
2024-10-02,91.8
2024-10-03,92.0
2024-10-04,91.99
2024-10-07,91.1
2024-10-08,90.9
2024-10-09,91.48
2024-10-10,91.0
2024-10-11,91.05
2024-10-14,91.0
2024-10-15,91.3
2024-10-16,90.95
2024-10-17,91.45
2024-10-18,91.3
2024-10-21,90.5
2024-10-22,91.0
2024-10-23,90.33
2024-10-24,90.42
2024-10-25,90.45
2024-10-28,90.69
2024-10-29,90.89
2024-10-30,90.25
2024-10-31,90.03
2024-11-01,90.25
2024-11-04,90.85
2024-11-05,90.85
2024-11-07,90.92
2024-11-08,90.77
2024-11-11,90.5
2024-11-12,90.94
2024-11-13,90.35
2024-11-14,90.5
2024-11-15,90.5
2024-11-19,90.78
2024-11-20,90.15
2024-11-21,89.5
2024-11-22,89.52
2024-11-25,90.0
2024-11-26,89.9
2024-11-27,89.98
2024-11-28,89.6
2024-11-29,89.0
2024-12-02,89.4
2024-12-03,89.99
2024-12-04,89.99
2024-12-05,89.99
2024-12-06,89.98
2024-12-09,90.0
2024-12-10,90.0
2024-12-11,89.99
2024-12-12,89.99
2024-12-13,89.99
2024-12-16,89.99
2024-12-17,90.0
2024-12-18,90.0
2024-12-19,90.0
2024-12-20,89.8
2024-12-23,91.0
2024-12-24,92.0
2024-12-25,91.99
2024-12-26,90.0
2024-12-27,88.51
2024-12-30,91.0
2024-12-31,90.0
2025-01-02,90.0
2025-01-03,90.0
2025-01-06,90.9
2025-01-07,90.0
2025-01-08,90.1
2025-01-09,90.1
2025-01-10,89.8
2025-01-13,89.71
2025-01-15,90.4
2025-01-16,90.0
2025-01-17,90.0
2025-01-20,89.6
2025-01-21,90.0
2025-01-22,90.0
2025-01-23,90.0
2025-01-24,90.0
2025-01-27,89.95
2025-01-28,89.95
2025-01-29,89.95
2025-01-30,90.0
2025-01-31,89.76
2025-02-03,89.9
2025-02-04,89.9
2025-02-05,89.7
2025-02-06,89.9
2025-02-07,88.5
2025-02-10,89.69
2025-02-11,89.22
2025-02-12,89.3
2025-02-13,89.5
2025-02-14,89.5
2025-02-17,89.1
2025-02-18,90.48
2025-02-19,91.0
2025-02-20,92.0
2025-02-21,92.0
2025-02-24,92.1
2025-02-25,92.35
2025-02-26,92.0
2025-02-27,91.29
2025-02-28,90.82
2025-03-03,91.29
2025-03-04,91.2
2025-03-05,91.0
2025-03-06,91.0
2025-03-07,90.5
2025-03-10,90.99
2025-03-11,90.0
2025-03-12,90.0
2025-03-13,91.0
2025-03-14,90.0
2025-03-17,89.5
2025-03-18,91.3
2025-03-19,92.0
2025-03-20,90.41
2025-03-21,91.99
2025-03-24,90.4
2025-03-25,90.99
2025-03-26,90.52
2025-03-27,90.1
2025-03-28,91.9
2025-04-02,91.98
2025-04-03,90.0
2025-04-04,89.93
2025-04-07,89.25
2025-04-08,89.0
2025-04-09,88.53
2025-04-10,89.75
2025-04-11,88.0
2025-04-14,90.0
2025-04-15,90.2
2025-04-16,92.0
2025-04-17,91.89
2025-04-18,90.0
2025-04-21,90.0
2025-04-22,89.9
2025-04-23,90.0
2025-04-24,90.5
2025-04-25,90.49
2025-04-28,90.0
2025-04-29,89.9
2025-04-30,90.1
2025-05-02,89.9
2025-05-05,90.2
2025-05-06,90.2
2025-05-07,90.2
2025-05-08,90.2
2025-05-09,90.4
