date,S2M
2011-12-26,325.0
2011-12-27,330.0
2011-12-28,323.0
2011-12-29,307.05
2011-12-30,320.0
2012-01-02,300.0
2012-01-03,296.0
2012-01-04,300.0
2012-01-05,306.0
2012-01-06,300.2
2012-01-09,300.0
2012-01-10,300.25
2012-01-12,297.95
2012-01-13,294.0
2012-01-16,299.0
2012-01-17,300.0
2012-01-18,294.05
2012-01-19,294.1
2012-01-20,294.1
2012-01-23,294.0
2012-01-24,294.0
2012-01-25,291.1
2012-01-26,287.05
2012-01-27,287.3
2012-01-30,282.05
2012-01-31,280.0
2012-02-01,273.0
2012-02-02,284.0
2012-02-03,290.95
2012-02-07,294.0
2012-02-08,290.0
2012-02-09,291.0
2012-02-10,288.65
2012-02-13,289.1
2012-02-14,290.2
2012-02-15,285.3
2012-02-16,286.6
2012-02-17,290.0
2012-02-20,290.9
2012-02-21,297.8
2012-02-22,299.0
2012-02-23,295.0
2012-02-24,293.0
2012-02-27,291.05
2012-02-28,292.1
2012-02-29,291.1
2012-03-01,296.0
2012-03-02,291.0
2012-03-05,290.7
2012-03-06,298.8
2012-03-07,294.0
2012-03-08,299.9
2012-03-09,299.0
2012-03-12,311.0
2012-03-13,307.5
2012-03-14,313.0
2012-03-15,307.15
2012-03-16,301.0
2012-03-19,303.5
2012-03-20,265.0
2012-03-21,270.0
2012-03-22,261.05
2012-03-23,270.0
2012-03-26,266.0
2012-03-27,273.0
2012-03-28,273.0
2012-03-29,272.85
2012-03-30,258.0
2012-04-02,256.5
2012-04-03,250.0
2012-04-04,244.0
2012-04-05,240.0
2012-04-06,228.0
2012-04-09,235.0
2012-04-10,229.0
2012-04-11,231.0
2012-04-12,234.0
2012-04-13,220.0
2012-04-16,220.0
2012-04-17,224.0
2012-04-18,225.0
2012-04-19,220.0
2012-04-20,222.0
2012-04-23,222.0
2012-04-24,220.0
2012-04-25,220.0
2012-04-26,218.0
2012-04-27,215.0
2012-04-30,215.0
2012-05-02,207.25
2012-05-03,205.6
2012-05-04,210.0
2012-05-07,215.0
2012-05-08,226.4
2012-05-09,226.5
2012-05-10,223.8
2012-05-11,219.8
2012-05-14,209.0
2012-05-15,210.1
2012-05-16,207.0
2012-05-17,210.0
2012-05-18,208.05
2012-05-21,209.5
2012-05-22,209.0
2012-05-23,209.5
2012-05-24,210.0
2012-05-25,213.4
2012-05-28,218.0
2012-05-29,216.0
2012-05-30,228.0
2012-05-31,220.3
2012-06-01,226.9
2012-06-04,226.0
2012-06-05,224.0
2012-06-06,218.3
2012-06-07,218.0
2012-06-08,219.0
2012-06-11,224.0
2012-06-12,223.9
2012-06-13,220.9
2012-06-14,219.9
2012-06-15,218.6
2012-06-18,220.0
2012-06-19,220.0
2012-06-20,220.0
2012-06-21,220.0
2012-06-22,221.0
2012-06-25,226.0
2012-06-26,223.0
2012-06-27,223.0
2012-06-28,228.6
2012-06-29,229.0
2012-07-02,229.0
2012-07-03,228.5
2012-07-04,229.0
2012-07-05,230.0
2012-07-06,229.0
2012-07-09,224.0
2012-07-10,222.0
2012-07-11,220.5
2012-07-12,220.5
2012-07-13,227.0
2012-07-16,225.0
2012-07-17,223.05
2012-07-18,225.1
2012-07-19,225.25
2012-07-20,225.2
2012-07-23,225.2
2012-07-24,225.0
2012-07-25,225.0
2012-07-26,223.0
2012-07-27,225.0
2012-07-31,223.05
2012-08-01,223.0
2012-08-02,220.0
2012-08-03,222.0
2012-08-06,223.0
2012-08-07,229.85
2012-08-08,225.0
2012-08-09,225.0
2012-08-10,225.0
2012-08-13,225.0
2012-08-15,223.0
2012-08-16,221.0
2012-08-17,222.0
2012-08-22,220.05
2012-08-23,223.5
2012-08-24,220.05
2012-08-27,221.0
2012-08-28,221.0
2012-08-29,221.0
2012-08-30,220.15
2012-08-31,219.55
2012-09-03,219.5
2012-09-04,219.5
2012-09-05,219.0
2012-09-06,218.0
2012-09-07,216.0
2012-09-10,218.0
2012-09-11,231.0
2012-09-12,220.0
2012-09-13,231.95
2012-09-14,220.35
2012-09-17,220.05
2012-09-18,208.0
2012-09-19,208.0
2012-09-20,209.95
2012-09-21,198.1
2012-09-24,204.5
2012-09-25,198.0
2012-09-26,196.95
2012-09-27,195.0
2012-09-28,194.0
2012-10-01,203.9
2012-10-02,194.0
2012-10-03,189.0
2012-10-04,184.0
2012-10-05,182.0
2012-10-08,191.0
2012-10-09,179.55
2012-10-10,180.0
2012-10-11,174.2
2012-10-12,174.45
2012-10-15,179.0
2012-10-16,177.0
2012-10-17,176.0
2012-10-18,174.0
2012-10-19,167.0
2012-10-22,165.1
2012-10-23,170.0
2012-10-24,165.0
2012-10-25,166.1
2012-10-29,166.0
2012-10-30,167.0
2012-10-31,172.0
2012-11-01,174.95
2012-11-02,174.0
2012-11-05,176.2
2012-11-07,176.2
2012-11-08,177.0
2012-11-09,177.0
2012-11-12,176.0
2012-11-13,178.0
2012-11-14,176.0
2012-11-15,177.0
2012-11-19,175.1
2012-11-20,176.0
2012-11-21,175.9
2012-11-22,178.0
2012-11-23,177.0
2012-11-26,180.0
2012-11-27,180.0
2012-11-28,178.0
2012-11-29,181.5
2012-11-30,180.0
2012-12-03,180.0
2012-12-04,178.0
2012-12-05,180.0
2012-12-06,182.0
2012-12-07,185.0
2012-12-10,189.0
2012-12-11,192.0
2012-12-12,190.0
2012-12-13,190.0
2012-12-14,188.0
2012-12-17,190.0
2012-12-18,180.1
2012-12-19,181.95
2012-12-20,179.0
2012-12-21,172.65
2012-12-24,178.0
2012-12-25,170.0
2012-12-26,170.0
2012-12-27,170.0
2012-12-28,168.05
2012-12-31,168.05
2013-01-02,178.1
2013-01-03,188.0
2013-01-04,180.0
2013-01-07,185.9
2013-01-08,180.0
2013-01-09,169.2
2013-01-10,168.0
2013-01-14,168.0
2013-01-15,168.0
2013-01-16,168.0
2013-01-17,165.05
2013-01-18,165.05
2013-01-21,165.05
2013-01-22,165.5
2013-01-23,165.5
2013-01-28,165.0
2013-01-29,166.0
2013-01-30,166.0
2013-01-31,165.1
2013-02-01,165.5
2013-02-04,170.0
2013-02-05,169.0
2013-02-06,169.0
2013-02-07,166.5
2013-02-08,165.1
2013-02-11,165.15
2013-02-12,165.0
2013-02-13,165.0
2013-02-14,172.0
2013-02-15,165.0
2013-02-18,165.0
2013-02-19,170.9
2013-02-20,165.05
2013-02-21,174.95
2013-02-22,165.05
2013-02-25,170.0
2013-02-26,169.75
2013-02-27,169.75
2013-02-28,169.25
2013-03-01,159.1
2013-03-04,167.5
2013-03-05,167.0
2013-03-06,167.0
2013-03-07,167.0
2013-03-08,166.0
2013-03-11,166.95
2013-03-12,167.0
2013-03-13,167.0
2013-03-14,168.5
2013-03-15,160.0
2013-03-18,168.75
2013-03-19,168.0
2013-03-20,170.0
2013-03-21,169.95
2013-03-22,169.0
2013-03-25,170.0
2013-03-26,162.8
2013-03-27,162.8
2013-03-28,160.0
2013-03-29,150.4
2013-04-01,159.4
2013-04-02,166.95
2013-04-03,176.95
2013-04-04,180.5
2013-04-05,180.0
2013-04-08,185.0
2013-04-09,190.0
2013-04-10,197.7
2013-04-11,192.0
2013-04-12,190.5
2013-04-15,188.2
2013-04-16,190.1
2013-04-17,189.1
2013-04-18,189.0
2013-04-19,188.2
2013-04-22,187.5
2013-04-23,187.5
2013-04-24,187.5
2013-04-25,187.6
2013-04-26,187.5
2013-04-29,187.2
2013-04-30,189.0
2013-05-02,187.5
2013-05-03,193.0
2013-05-06,193.0
2013-05-07,187.5
2013-05-08,187.5
2013-05-09,188.1
2013-05-10,193.0
2013-05-13,194.0
2013-05-14,194.0
2013-05-15,194.0
2013-05-16,187.55
2013-05-17,188.05
2013-05-20,188.15
2013-05-21,189.0
2013-05-22,189.0
2013-05-23,189.25
2013-05-24,189.25
2013-05-27,189.25
2013-05-28,189.5
2013-05-29,192.45
2013-05-30,192.75
2013-05-31,192.0
2013-06-03,192.5
2013-06-04,190.0
2013-06-05,194.0
2013-06-06,195.0
2013-06-07,190.05
2013-06-10,195.0
2013-06-11,194.0
2013-06-12,194.0
2013-06-13,194.0
2013-06-14,190.1
2013-06-17,190.1
2013-06-18,190.0
2013-06-19,188.0
2013-06-20,190.0
2013-06-21,190.0
2013-06-24,190.0
2013-06-25,190.0
2013-06-26,190.0
2013-06-27,190.0
2013-06-28,191.0
2013-07-01,191.15
2013-07-02,200.0
2013-07-03,200.1
2013-07-04,210.0
2013-07-05,205.0
2013-07-08,205.0
2013-07-09,192.8
2013-07-10,203.5
2013-07-11,196.0
2013-07-12,195.0
2013-07-15,195.0
2013-07-16,195.0
2013-07-17,195.2
2013-07-18,196.0
2013-07-19,196.0
2013-07-22,197.0
2013-07-23,203.5
2013-07-24,203.5
2013-07-25,203.0
2013-07-26,203.0
2013-07-29,196.55
2013-07-31,197.0
2013-08-01,197.0
2013-08-02,197.0
2013-08-05,197.0
2013-08-06,197.0
2013-08-08,197.0
2013-08-12,197.0
2013-08-13,206.0
2013-08-15,206.0
2013-08-16,207.0
2013-08-19,204.0
2013-08-22,207.0
2013-08-23,218.0
2013-08-26,212.0
2013-08-27,211.9
2013-08-28,211.8
2013-08-29,211.8
2013-08-30,211.45
2013-09-02,207.5
2013-09-03,203.0
2013-09-04,203.0
2013-09-05,209.8
2013-09-06,208.0
2013-09-09,207.0
2013-09-10,206.5
2013-09-11,205.05
2013-09-12,203.1
2013-09-13,203.05
2013-09-16,175.5
2013-09-17,186.0
2013-09-18,186.0
2013-09-19,186.0
2013-09-20,193.85
2013-09-23,183.0
2013-09-24,183.0
2013-09-25,177.0
2013-09-26,179.0
2013-09-27,187.95
2013-09-30,178.0
2013-10-01,180.0
2013-10-02,178.0
2013-10-03,178.25
2013-10-04,179.1
2013-10-07,174.05
2013-10-08,178.0
2013-10-09,175.0
2013-10-10,175.0
2013-10-11,175.0
2013-10-14,175.0
2013-10-15,171.1
2013-10-21,180.0
2013-10-22,180.0
2013-10-23,178.95
2013-10-24,178.95
2013-10-25,172.5
2013-10-28,180.0
2013-10-29,184.0
2013-10-30,173.0
2013-10-31,176.0
2013-11-01,173.5
2013-11-04,177.0
2013-11-07,179.0
2013-11-08,179.0
2013-11-11,175.0
2013-11-12,176.0
2013-11-13,172.0
2013-11-14,172.0
2013-11-15,173.05
2013-11-19,173.05
2013-11-20,173.15
2013-11-21,173.15
2013-11-22,173.1
2013-11-25,173.1
2013-11-26,175.0
2013-11-27,175.0
2013-11-28,171.3
2013-11-29,176.0
2013-12-02,177.95
2013-12-03,177.0
2013-12-04,174.0
2013-12-05,174.0
2013-12-06,174.0
2013-12-09,167.0
2013-12-10,174.0
2013-12-11,172.1
2013-12-12,172.5
2013-12-13,172.5
2013-12-16,179.5
2013-12-17,179.5
2013-12-18,179.5
2013-12-19,172.8
2013-12-20,177.0
2013-12-23,177.0
2013-12-24,178.0
2013-12-25,178.0
2013-12-26,178.0
2013-12-27,176.0
2013-12-30,175.0
2013-12-31,172.0
2014-01-02,172.0
2014-01-03,171.0
2014-01-06,171.05
2014-01-07,171.05
2014-01-08,175.0
2014-01-09,172.1
2014-01-10,168.05
2014-01-13,174.95
2014-01-16,174.95
2014-01-17,172.0
2014-01-20,165.65
2014-01-21,166.7
2014-01-22,165.7
2014-01-23,173.8
2014-01-24,167.0
2014-01-27,170.0
2014-01-28,173.45
2014-01-29,173.5
2014-01-30,170.3
2014-01-31,177.0
2014-02-03,170.0
2014-02-04,173.35
2014-02-05,182.0
2014-02-06,174.45
2014-02-07,173.1
2014-02-10,173.5
2014-02-11,171.6
2014-02-12,178.4
2014-02-13,178.4
2014-02-14,179.0
2014-02-17,189.45
2014-02-18,178.1
2014-02-19,182.0
2014-02-20,173.0
2014-02-21,173.0
2014-02-24,173.4
2014-02-25,179.0
2014-02-26,179.0
2014-02-27,179.0
2014-02-28,179.0
2014-03-03,179.0
2014-03-04,180.0
2014-03-05,176.1
2014-03-06,179.95
2014-03-07,176.5
2014-03-10,180.0
2014-03-11,180.0
2014-03-12,184.0
2014-03-13,186.5
2014-03-14,180.35
2014-03-17,185.0
2014-03-18,183.15
2014-03-19,182.0
2014-03-20,192.0
2014-03-21,191.0
2014-03-24,183.0
2014-03-25,184.5
2014-03-26,184.5
2014-03-27,187.0
2014-03-28,183.3
2014-03-31,188.0
2014-04-01,180.1
2014-04-02,180.0
2014-04-03,184.9
2014-04-04,180.25
2014-04-07,178.0
2014-04-08,178.0
2014-04-09,178.0
2014-04-10,180.0
2014-04-11,184.8
2014-04-14,184.8
2014-04-15,180.0
2014-04-16,180.0
2014-04-17,182.0
2014-04-18,184.0
2014-04-21,184.0
2014-04-22,183.0
2014-04-23,183.0
2014-04-24,183.0
2014-04-25,180.0
2014-04-28,183.0
2014-04-29,178.15
2014-04-30,182.0
2014-05-02,182.0
2014-05-05,182.0
2014-05-06,182.0
2014-05-07,178.7
2014-05-08,178.7
2014-05-09,180.0
2014-05-12,180.0
2014-05-13,183.95
2014-05-14,183.95
2014-05-15,179.0
2014-05-16,183.0
2014-05-19,180.0
2014-05-20,180.0
2014-05-21,180.0
2014-05-22,179.0
2014-05-23,179.0
2014-05-26,179.1
2014-05-27,183.9
2014-05-28,179.15
2014-05-29,179.1
2014-05-30,179.1
2014-06-02,183.0
2014-06-03,183.0
2014-06-04,183.85
2014-06-05,183.0
2014-06-06,179.15
2014-06-09,179.15
2014-06-10,179.15
2014-06-11,183.0
2014-06-12,184.0
2014-06-13,180.0
2014-06-16,184.0
2014-06-17,184.5
2014-06-18,184.5
2014-06-19,184.5
2014-06-20,178.5
2014-06-23,178.5
2014-06-24,183.9
2014-06-25,180.0
2014-06-26,180.0
2014-06-27,176.2
2014-06-30,178.7
2014-07-01,178.7
2014-07-02,178.7
2014-07-03,178.7
2014-07-04,178.7
2014-07-07,178.7
2014-07-08,178.7
2014-07-09,178.7
2014-07-10,178.7
2014-07-11,178.7
2014-07-14,178.7
2014-07-15,178.7
2014-07-16,177.05
2014-07-17,178.0
2014-07-18,178.0
2014-07-21,178.1
2014-07-22,179.5
2014-07-23,179.5
2014-07-24,178.15
2014-07-25,175.0
2014-07-31,175.0
2014-08-01,175.0
2014-08-04,175.0
2014-08-05,175.0
2014-08-06,175.0
2014-08-07,180.0
2014-08-08,180.0
2014-08-11,175.0
2014-08-12,175.0
2014-08-13,175.0
2014-08-15,175.0
2014-08-18,175.0
2014-08-19,175.0
2014-08-22,185.4
2014-08-25,175.0
2014-08-26,175.0
2014-08-27,175.0
2014-08-28,175.0
2014-08-29,183.9
2014-09-01,183.9
2014-09-02,183.9
2014-09-03,183.9
2014-09-04,183.9
2014-09-05,183.9
2014-09-08,183.9
2014-09-09,183.9
2014-09-10,178.0
2014-09-11,180.0
2014-09-12,182.05
2014-09-15,173.0
2014-09-16,174.5
2014-09-17,173.5
2014-09-18,173.6
2014-09-19,174.0
2014-09-22,170.25
2014-09-23,174.95
2014-09-24,174.95
2014-09-25,174.9
2014-09-26,171.0
2014-09-29,171.0
2014-09-30,174.4
2014-10-01,174.4
2014-10-02,172.0
2014-10-03,173.95
2014-10-07,172.0
2014-10-08,172.0
2014-10-09,172.0
2014-10-10,170.0
2014-10-13,173.5
2014-10-14,170.0
2014-10-15,173.45
2014-10-16,173.45
2014-10-17,174.0
2014-10-20,175.0
2014-10-21,170.05
2014-10-22,170.05
2014-10-23,170.05
2014-10-24,174.75
2014-10-27,174.75
2014-10-28,174.0
2014-10-29,170.1
2014-10-30,170.1
2014-10-31,170.1
2014-11-03,170.05
2014-11-04,173.0
2014-11-05,170.05
2014-11-07,170.1
2014-11-10,170.1
2014-11-11,170.0
2014-11-12,170.0
2014-11-13,170.0
2014-11-14,170.0
2014-11-17,170.0
2014-11-19,166.1
2014-11-20,166.1
2014-11-21,166.1
2014-11-24,169.0
2014-11-25,168.0
2014-11-26,168.0
2014-11-27,168.0
2014-11-28,168.0
2014-12-01,166.0
2014-12-02,168.0
2014-12-03,167.0
2014-12-04,167.0
2014-12-05,165.0
2014-12-08,170.0
2014-12-09,170.0
2014-12-10,170.0
2014-12-11,169.0
2014-12-12,169.0
2014-12-15,160.4
2014-12-16,167.45
2014-12-17,166.95
2014-12-18,161.0
2014-12-19,159.3
2014-12-22,159.3
2014-12-23,155.15
2014-12-24,163.95
2014-12-25,167.25
2014-12-26,158.0
2014-12-29,160.0
2014-12-30,155.05
2014-12-31,159.0
2015-01-02,163.95
2015-01-06,158.0
2015-01-07,158.0
2015-01-08,161.0
2015-01-09,161.0
2015-01-12,161.0
2015-01-13,161.0
2015-01-14,161.0
2015-01-15,161.0
2015-01-16,161.0
2015-01-19,158.05
2015-01-20,158.0
2015-01-21,158.0
2015-01-22,160.0
2015-01-23,158.0
2015-01-26,158.0
2015-01-27,158.0
2015-01-28,164.95
2015-01-29,163.0
2015-01-30,151.5
2015-02-02,153.0
2015-02-03,154.0
2015-02-04,156.0
2015-02-05,161.85
2015-02-06,161.9
2015-02-09,156.0
2015-02-10,164.8
2015-02-11,156.5
2015-02-12,164.8
2015-02-13,156.1
2015-02-16,156.1
2015-02-17,146.8
2015-02-18,148.05
2015-02-19,156.85
2015-02-20,147.45
2015-02-23,155.9
2015-02-24,155.9
2015-02-25,155.0
2015-02-26,150.0
2015-02-27,155.95
2015-03-02,158.0
2015-03-03,151.0
2015-03-04,157.9
2015-03-05,157.9
2015-03-06,151.0
2015-03-09,153.0
2015-03-10,153.0
2015-03-11,153.0
2015-03-12,153.0
2015-03-13,150.0
2015-03-16,150.0
2015-03-17,150.0
2015-03-18,150.0
2015-03-19,150.0
2015-03-20,165.0
2015-03-23,179.05
2015-03-24,179.0
2015-03-25,180.0
2015-03-26,180.0
2015-03-27,176.4
2015-03-30,175.0
2015-03-31,175.1
2015-04-01,180.0
2015-04-02,180.0
2015-04-03,175.0
2015-04-06,166.0
2015-04-07,175.0
2015-04-08,175.0
2015-04-09,176.95
2015-04-10,170.3
2015-04-13,170.3
2015-04-14,175.0
2015-04-15,175.0
2015-04-16,175.0
2015-04-17,175.0
2015-04-20,173.0
2015-04-21,178.0
2015-04-22,178.0
2015-04-23,175.0
2015-04-24,177.0
2015-04-27,175.1
2015-04-28,175.1
2015-04-29,176.0
2015-04-30,178.7
2015-05-04,178.7
2015-05-05,179.8
2015-05-06,184.0
2015-05-07,180.0
2015-05-08,180.0
2015-05-11,180.0
2015-05-12,180.0
2015-05-13,180.0
2015-05-14,180.0
2015-05-15,180.0
2015-05-18,184.95
2015-05-19,187.95
2015-05-20,187.9
2015-05-21,180.0
2015-05-22,177.0
2015-05-25,177.0
2015-05-26,175.5
2015-05-27,172.0
2015-05-28,172.0
2015-05-29,172.0
2015-06-01,172.0
2015-06-02,174.3
2015-06-03,174.3
2015-06-04,175.0
2015-06-05,185.5
2015-06-08,190.0
2015-06-09,190.0
2015-06-10,181.5
2015-06-11,181.5
2015-06-12,181.5
2015-06-15,181.5
2015-06-16,182.75
2015-06-17,183.05
2015-06-18,183.5
2015-06-19,187.0
2015-06-22,187.0
2015-06-23,189.0
2015-06-24,189.0
2015-06-25,189.0
2015-06-26,189.0
2015-06-29,190.0
2015-06-30,190.0
2015-07-01,190.0
2015-07-02,190.0
2015-07-03,190.0
2015-07-06,190.0
2015-07-07,190.0
2015-07-08,186.0
2015-07-09,193.0
2015-07-10,189.0
2015-07-13,191.0
2015-07-14,191.0
2015-07-15,192.75
2015-07-16,193.7
2015-07-20,192.0
2015-07-21,192.0
2015-07-22,195.0
2015-07-23,195.0
2015-07-24,201.9
2015-07-27,209.95
2015-07-28,206.0
2015-07-29,212.0
2015-07-31,214.0
2015-08-03,216.0
2015-08-04,212.95
2015-08-05,209.0
2015-08-06,206.3
2015-08-07,209.0
2015-08-10,205.05
2015-08-11,203.0
2015-08-12,202.0
2015-08-13,202.8
2015-08-17,202.5
2015-08-18,204.0
2015-08-19,210.0
2015-08-24,209.0
2015-08-25,209.9
2015-08-26,208.0
2015-08-27,207.0
2015-08-28,208.0
2015-08-31,205.0
2015-09-01,200.0
2015-09-02,201.8
2015-09-03,200.0
2015-09-04,197.1
2015-09-07,201.0
2015-09-08,197.0
2015-09-09,199.0
2015-09-10,200.0
2015-09-11,202.0
2015-09-14,205.0
2015-09-15,195.0
2015-09-16,186.0
2015-09-17,178.0
2015-09-18,181.0
2015-09-21,191.85
2015-09-22,195.0
2015-09-23,189.0
2015-09-28,190.0
2015-09-29,183.05
2015-09-30,194.0
2015-10-01,205.0
2015-10-02,192.7
2015-10-05,190.0
2015-10-06,198.5
2015-10-07,198.0
2015-10-08,198.0
2015-10-09,186.15
2015-10-12,192.8
2015-10-13,189.95
2015-10-14,184.0
2015-10-16,185.0
2015-10-19,184.0
2015-10-20,180.0
2015-10-21,183.5
2015-10-22,181.8
2015-10-23,180.0
2015-10-26,189.0
2015-10-27,188.0
2015-10-28,186.75
2015-10-29,196.5
2015-10-30,190.5
2015-11-02,196.1
2015-11-03,194.7
2015-11-04,183.5
2015-11-05,182.0
2015-11-09,181.6
2015-11-10,182.0
2015-11-11,180.2
2015-11-12,180.2
2015-11-13,180.0
2015-11-16,180.0
2015-11-17,182.0
2015-11-19,184.8
2015-11-20,183.9
2015-11-23,183.0
2015-11-24,183.0
2015-11-25,182.0
2015-11-26,180.5
2015-11-27,180.7
2015-11-30,177.0
2015-12-01,178.0
2015-12-02,178.0
2015-12-03,176.5
2015-12-04,181.95
2015-12-07,178.0
2015-12-08,181.5
2015-12-09,175.0
2015-12-10,172.0
2015-12-11,181.0
2015-12-14,180.0
2015-12-15,177.0
2015-12-16,171.0
2015-12-17,181.0
2015-12-18,181.8
2015-12-21,179.9
2015-12-22,171.2
2015-12-23,181.0
2015-12-28,180.0
2015-12-29,175.0
2015-12-30,175.0
2015-12-31,180.0
2016-01-04,180.0
2016-01-05,180.0
2016-01-06,179.9
2016-01-07,180.0
2016-01-08,180.0
2016-01-12,176.8
2016-01-13,176.8
2016-01-14,187.4
2016-01-15,177.0
2016-01-18,180.5
2016-01-19,183.8
2016-01-20,184.0
2016-01-21,182.1
2016-01-22,182.0
2016-01-25,182.9
2016-01-26,183.0
2016-01-27,185.0
2016-01-28,185.0
2016-01-29,186.9
2016-02-01,187.0
2016-02-02,188.75
2016-02-03,200.0
2016-02-04,200.0
2016-02-05,195.0
2016-02-08,195.0
2016-02-09,190.0
2016-02-10,190.0
2016-02-11,191.8
2016-02-12,191.0
2016-02-15,188.1
2016-02-16,198.95
2016-02-17,199.8
2016-02-18,210.0
2016-02-19,199.1
2016-02-22,200.0
2016-02-23,201.0
2016-02-24,199.0
2016-02-25,201.0
2016-02-26,191.1
2016-02-29,200.0
2016-03-01,204.0
2016-03-02,208.0
2016-03-03,208.0
2016-03-04,209.0
2016-03-07,210.0
2016-03-08,210.0
2016-03-09,213.0
2016-03-10,210.0
2016-03-11,212.0
2016-03-14,210.0
2016-03-15,214.5
2016-03-16,210.0
2016-03-17,212.0
2016-03-18,211.0
2016-03-21,211.0
2016-03-22,219.0
2016-03-23,224.5
2016-03-24,230.0
2016-03-25,224.0
2016-03-28,226.0
2016-03-29,224.0
2016-03-30,237.4
2016-03-31,224.6
2016-04-01,224.6
2016-04-04,224.0
2016-04-05,220.0
2016-04-06,221.0
2016-04-07,221.0
2016-04-08,232.0
2016-04-11,220.1
2016-04-12,221.0
2016-04-13,229.5
2016-04-14,227.0
2016-04-15,230.0
2016-04-18,221.1
2016-04-19,223.0
2016-04-20,219.2
2016-04-21,220.8
2016-04-22,229.0
2016-04-25,217.0
2016-04-26,218.0
2016-04-27,221.0
2016-04-28,229.0
2016-04-29,230.0
2016-05-02,227.0
2016-05-03,225.0
2016-05-04,222.0
2016-05-05,223.0
2016-05-06,224.0
2016-05-09,217.2
2016-05-10,227.9
2016-05-11,227.0
2016-05-12,222.0
2016-05-13,226.85
2016-05-16,224.0
2016-05-17,222.0
2016-05-18,221.0
2016-05-19,222.0
2016-05-20,222.0
2016-05-23,221.0
2016-05-24,220.1
2016-05-25,219.0
2016-05-26,223.0
2016-05-27,220.0
2016-05-30,221.0
2016-05-31,220.0
2016-06-01,219.0
2016-06-02,220.0
2016-06-03,225.0
2016-06-06,217.0
2016-06-07,219.0
2016-06-08,220.0
2016-06-09,219.95
2016-06-10,224.0
2016-06-13,221.0
2016-06-14,221.0
2016-06-15,221.0
2016-06-16,224.0
2016-06-17,228.0
2016-06-20,226.0
2016-06-21,224.0
2016-06-22,225.0
2016-06-23,224.0
2016-06-24,228.0
2016-06-27,226.0
2016-06-28,227.0
2016-06-29,227.0
2016-06-30,225.0
2016-07-01,223.0
2016-07-04,225.0
2016-07-05,225.0
2016-07-11,229.95
2016-07-12,215.0
2016-07-13,212.0
2016-07-14,212.0
2016-07-15,212.0
2016-07-18,212.0
2016-07-19,212.0
2016-07-20,212.0
2016-07-21,212.0
2016-07-22,212.0
2016-07-25,212.0
2016-07-26,201.0
2016-07-27,199.0
2016-07-28,210.0
2016-07-29,210.0
2016-08-01,210.0
2016-08-02,210.0
2016-08-03,214.4
2016-08-04,210.0
2016-08-05,205.0
2016-08-08,205.0
2016-08-09,207.0
2016-08-10,205.0
2016-08-11,207.0
2016-08-12,209.0
2016-08-15,209.0
2016-08-16,209.0
2016-08-17,209.0
2016-08-18,209.0
2016-08-19,209.0
2016-08-22,209.0
2016-08-23,209.0
2016-08-24,209.0
2016-08-25,208.0
2016-08-26,208.9
2016-08-29,208.9
2016-08-30,208.9
2016-08-31,202.05
2016-09-01,208.8
2016-09-02,208.8
2016-09-05,208.8
2016-09-06,208.8
2016-09-07,208.8
2016-09-08,208.8
2016-09-09,207.95
2016-09-14,207.95
2016-09-15,208.0
2016-09-16,208.0
2016-09-19,208.0
2016-09-20,208.0
2016-09-21,209.0
2016-09-22,205.2
2016-09-23,210.0
2016-09-26,210.0
2016-09-27,208.55
2016-09-28,208.1
2016-09-29,207.1
2016-09-30,201.0
2016-10-04,204.0
2016-10-05,199.0
2016-10-06,199.0
2016-10-07,199.0
2016-10-10,201.0
2016-10-11,197.0
2016-10-12,197.0
2016-10-13,195.0
2016-10-14,195.0
2016-10-17,195.0
2016-10-18,193.5
2016-10-19,194.0
2016-10-20,190.0
2016-10-21,190.0
2016-10-24,190.0
2016-10-25,190.0
2016-10-26,193.5
2016-10-27,193.5
2016-10-28,188.05
2016-10-31,193.6
2016-11-01,199.9
2016-11-02,195.0
2016-11-03,195.0
2016-11-04,197.7
2016-11-07,197.7
2016-11-08,195.0
2016-11-09,195.0
2016-11-10,195.0
2016-11-11,199.5
2016-11-14,199.5
2016-11-15,193.8
2016-11-16,199.2
2016-11-17,193.2
2016-11-21,199.35
2016-11-22,199.65
2016-11-23,198.0
2016-11-24,203.5
2016-11-25,202.1
2016-11-28,202.05
2016-11-29,201.6
2016-11-30,201.6
2016-12-01,216.9
2016-12-02,219.5
