date,TMA
2020-12-25,1220.0
2020-12-28,1178.0
2020-12-29,1191.0
2020-12-30,1200.0
2020-12-31,1200.0
2021-01-04,1220.0
2021-01-05,1220.0
2021-01-06,1230.0
2021-01-07,1215.0
2021-01-08,1218.0
2021-01-12,1211.0
2021-01-13,1234.0
2021-01-14,1235.0
2021-01-15,1227.0
2021-01-18,1237.0
2021-01-19,1242.0
2021-01-20,1230.0
2021-01-21,1235.0
2021-01-22,1250.0
2021-01-25,1230.0
2021-01-26,1260.0
2021-01-27,1236.0
2021-01-28,1250.0
2021-01-29,1250.0
2021-02-01,1250.0
2021-02-02,1250.0
2021-02-03,1260.0
2021-02-04,1295.0
2021-02-05,1270.0
2021-02-08,1295.0
2021-02-09,1295.0
2021-02-10,1280.0
2021-02-11,1274.0
2021-02-12,1280.0
2021-02-15,1280.0
2021-02-16,1280.0
2021-02-17,1255.0
2021-02-18,1256.0
2021-02-19,1270.0
2021-02-22,1278.0
2021-02-23,1254.0
2021-02-24,1270.0
2021-02-25,1290.0
2021-02-26,1290.0
2021-03-01,1290.0
2021-03-02,1289.0
2021-03-03,1270.0
2021-03-04,1290.0
2021-03-05,1291.0
2021-03-08,1291.0
2021-03-09,1290.0
2021-03-10,1294.0
2021-03-11,1294.0
2021-03-12,1295.0
2021-03-15,1285.0
2021-03-16,1271.0
2021-03-17,1288.0
2021-03-18,1288.0
2021-03-19,1263.0
2021-03-22,1264.0
2021-03-23,1272.0
2021-03-24,1262.0
2021-03-25,1261.0
2021-03-26,1261.0
2021-03-29,1279.0
2021-03-30,1263.0
2021-03-31,1266.0
2021-04-01,1238.0
2021-04-02,1245.0
2021-04-05,1260.0
2021-04-06,1258.0
2021-04-07,1269.0
2021-04-08,1244.0
2021-04-09,1244.0
2021-04-12,1244.0
2021-04-13,1244.0
2021-04-14,1244.0
2021-04-15,1260.0
2021-04-16,1260.0
2021-04-19,1260.0
2021-04-20,1260.0
2021-04-21,1260.0
2021-04-22,1255.0
2021-04-23,1274.0
2021-04-26,1280.0
2021-04-27,1330.0
2021-04-28,1375.0
2021-04-29,1363.0
2021-04-30,1360.0
2021-05-03,1385.0
2021-05-04,1400.0
2021-05-05,1400.0
2021-05-06,1420.0
2021-05-07,1430.0
2021-05-10,1452.0
2021-05-11,1460.0
2021-05-12,1430.0
2021-05-17,1480.0
2021-05-18,1450.0
2021-05-19,1444.0
2021-05-20,1450.0
2021-05-21,1450.0
2021-05-24,1460.0
2021-05-25,1460.0
2021-05-26,1452.0
2021-05-27,1460.0
2021-05-28,1446.0
2021-05-31,1435.0
2021-06-01,1438.0
2021-06-02,1445.0
2021-06-03,1460.0
2021-06-04,1470.0
2021-06-07,1487.0
2021-06-08,1480.0
2021-06-09,1479.0
2021-06-10,1490.0
2021-06-11,1490.0
2021-06-14,1475.0
2021-06-15,1475.0
2021-06-16,1475.0
2021-06-17,1480.0
2021-06-18,1486.0
2021-06-21,1490.0
2021-06-22,1515.0
2021-06-23,1515.0
2021-06-24,1505.0
2021-06-25,1510.0
2021-06-28,1510.0
2021-06-29,1460.0
2021-06-30,1460.0
2021-07-01,1471.0
2021-07-02,1505.0
2021-07-05,1510.0
2021-07-06,1505.0
2021-07-07,1515.0
2021-07-08,1510.0
2021-07-09,1520.0
2021-07-12,1490.0
2021-07-13,1490.0
2021-07-14,1535.0
2021-07-15,1480.0
2021-07-16,1480.0
2021-07-19,1500.0
2021-07-20,1500.0
2021-07-23,1490.0
2021-07-26,1500.0
2021-07-27,1500.0
2021-07-28,1529.0
2021-07-29,1529.0
2021-08-02,1529.0
2021-08-03,1515.0
2021-08-04,1530.0
2021-08-05,1520.0
2021-08-06,1520.0
2021-08-09,1528.0
2021-08-11,1530.0
2021-08-12,1530.0
2021-08-13,1530.0
2021-08-16,1510.0
2021-08-17,1525.0
2021-08-18,1530.0
2021-08-19,1515.0
2021-08-23,1520.0
2021-08-24,1535.0
2021-08-25,1516.0
2021-08-26,1530.0
2021-08-27,1521.0
2021-08-30,1530.0
2021-08-31,1535.0
2021-09-01,1535.0
2021-09-02,1520.0
2021-09-03,1525.0
2021-09-06,1535.0
2021-09-07,1535.0
2021-09-08,1540.0
2021-09-09,1600.0
2021-09-10,1598.0
2021-09-13,1599.0
2021-09-14,1555.0
2021-09-15,1555.0
2021-09-16,1559.0
2021-09-17,1602.0
2021-09-20,1602.0
2021-09-21,1602.0
2021-09-22,1602.0
2021-09-23,1634.0
2021-09-24,1634.0
2021-09-27,1649.0
2021-09-28,1699.0
2021-09-29,1699.0
2021-09-30,1693.0
2021-10-01,1715.0
2021-10-04,1715.0
2021-10-05,1750.0
2021-10-06,1760.0
2021-10-07,1756.0
2021-10-08,1731.0
2021-10-11,1750.0
2021-10-12,1730.0
2021-10-13,1732.0
2021-10-14,1800.0
2021-10-15,1800.0
2021-10-18,1780.0
2021-10-21,1780.0
2021-10-22,1780.0
2021-10-25,1711.0
2021-10-26,1790.0
2021-10-27,1797.0
2021-10-28,1790.0
2021-10-29,1754.0
2021-11-01,1770.0
2021-11-02,1775.0
2021-11-03,1775.0
2021-11-04,1751.0
2021-11-05,1700.0
2021-11-08,1700.0
2021-11-09,1700.0
2021-11-10,1750.0
2021-11-11,1700.0
2021-11-12,1730.0
2021-11-15,1700.0
2021-11-16,1710.0
2021-11-17,1710.0
2021-11-19,1710.0
2021-11-22,1710.0
2021-11-23,1710.0
2021-11-24,1710.0
2021-11-25,1711.0
2021-11-26,1705.0
2021-11-29,1700.0
2021-11-30,1701.0
2021-12-01,1701.0
2021-12-02,1700.0
2021-12-03,1700.0
2021-12-06,1700.0
2021-12-07,1710.0
2021-12-08,1711.0
2021-12-09,1740.0
2021-12-10,1750.0
2021-12-13,1720.0
2021-12-14,1710.0
2021-12-15,1750.0
2021-12-16,1750.0
2021-12-17,1750.0
2021-12-20,1760.0
2021-12-21,1710.0
2021-12-22,1710.0
2021-12-23,1710.0
2021-12-24,1710.0
2021-12-27,1750.0
2021-12-28,1770.0
2021-12-29,1785.0
2021-12-30,1795.0
2021-12-31,1720.0
2022-01-03,1720.0
2022-01-04,1720.0
2022-01-05,1731.0
2022-01-06,1734.0
2022-01-07,1735.0
2022-01-10,1750.0
2022-01-12,1750.0
2022-01-13,1770.0
2022-01-14,1805.0
2022-01-17,1800.0
2022-01-18,1780.0
2022-01-19,1810.0
2022-01-20,1800.0
2022-01-21,1800.0
2022-01-24,1780.0
2022-01-25,1775.0
2022-01-26,1775.0
2022-01-27,1810.0
2022-01-28,1785.0
2022-01-31,1775.0
2022-02-01,1781.0
2022-02-02,1810.0
2022-02-03,1825.0
2022-02-04,1845.0
2022-02-07,1825.0
2022-02-08,1830.0
2022-02-09,1825.0
2022-02-10,1850.0
2022-02-11,1845.0
2022-02-14,1820.0
2022-02-15,1785.0
2022-02-16,1795.0
2022-02-17,1790.0
2022-02-18,1790.0
2022-02-21,1780.0
2022-02-22,1780.0
2022-02-23,1776.0
2022-02-24,1670.0
2022-02-25,1675.0
2022-02-28,1580.0
2022-03-01,1607.0
2022-03-02,1600.0
2022-03-03,1600.0
2022-03-04,1551.0
2022-03-07,1550.0
2022-03-08,1600.0
2022-03-09,1603.0
2022-03-10,1600.0
2022-03-11,1511.0
2022-03-14,1599.0
2022-03-15,1625.0
2022-03-16,1675.0
2022-03-17,1690.0
2022-03-18,1675.0
2022-03-21,1680.0
2022-03-22,1680.0
2022-03-23,1680.0
2022-03-24,1669.0
2022-03-25,1675.0
2022-03-28,1675.0
2022-03-29,1675.0
2022-03-30,1675.0
2022-03-31,1690.0
2022-04-01,1690.0
2022-04-04,1690.0
2022-04-05,1690.0
2022-04-06,1690.0
2022-04-07,1700.0
2022-04-08,1650.0
2022-04-11,1652.0
2022-04-12,1680.0
2022-04-13,1654.0
2022-04-14,1699.0
2022-04-15,1700.0
2022-04-18,1700.0
2022-04-19,1700.0
2022-04-20,1699.0
2022-04-21,1700.0
2022-04-22,1750.0
2022-04-25,1750.0
2022-04-26,1790.0
2022-04-27,1825.0
2022-04-28,1750.0
2022-04-29,1750.0
2022-05-04,1750.0
2022-05-05,1750.0
2022-05-06,1750.0
2022-05-09,1750.0
2022-05-10,1690.0
2022-05-11,1700.0
2022-05-12,1700.0
2022-05-13,1720.0
2022-05-16,1745.0
2022-05-17,1745.0
2022-05-18,1745.0
2022-05-19,1745.0
2022-05-20,1745.0
2022-05-23,1745.0
2022-05-24,1745.0
2022-05-25,1700.0
2022-05-26,1670.0
2022-05-27,1669.0
2022-05-30,1723.0
2022-05-31,1700.0
2022-06-01,1710.0
2022-06-02,1735.0
2022-06-03,1735.0
2022-06-06,1765.0
2022-06-07,1750.0
2022-06-08,1760.0
2022-06-09,1740.0
2022-06-10,1751.0
2022-06-13,1755.0
2022-06-14,1750.0
2022-06-15,1720.0
2022-06-16,1720.0
2022-06-17,1720.0
2022-06-20,1720.0
2022-06-21,1750.0
2022-06-22,1750.0
2022-06-23,1733.0
2022-06-24,1750.0
2022-06-27,1750.0
2022-06-28,1750.0
2022-06-29,1800.0
2022-06-30,1790.0
2022-07-01,1690.0
2022-07-04,1690.0
2022-07-05,1660.0
2022-07-06,1617.0
2022-07-07,1640.0
2022-07-08,1640.0
2022-07-12,1640.0
2022-07-13,1640.0
2022-07-14,1641.0
2022-07-15,1660.0
2022-07-18,1660.0
2022-07-19,1635.0
2022-07-20,1601.0
2022-07-21,1601.0
2022-07-22,1601.0
2022-07-25,1601.0
2022-07-26,1601.0
2022-07-27,1601.0
2022-07-28,1605.0
2022-07-29,1600.0
2022-08-01,1600.0
2022-08-02,1602.0
2022-08-03,1600.0
2022-08-04,1570.0
2022-08-05,1580.0
2022-08-08,1580.0
2022-08-09,1600.0
2022-08-10,1578.0
2022-08-11,1630.0
2022-08-12,1616.0
2022-08-15,1620.0
2022-08-16,1620.0
2022-08-17,1620.0
2022-08-18,1627.0
2022-08-19,1620.0
2022-08-22,1640.0
2022-08-23,1640.0
2022-08-24,1640.0
2022-08-25,1640.0
2022-08-26,1640.0
2022-08-29,1640.0
2022-08-30,1640.0
2022-08-31,1640.0
2022-09-01,1620.0
2022-09-02,1625.0
2022-09-05,1625.0
2022-09-06,1600.0
2022-09-07,1620.0
2022-09-08,1600.0
2022-09-09,1575.0
2022-09-12,1620.0
2022-09-13,1565.0
2022-09-14,1611.0
2022-09-15,1570.0
2022-09-16,1550.0
2022-09-19,1580.0
2022-09-20,1580.0
2022-09-21,1610.0
2022-09-22,1552.0
2022-09-23,1610.0
2022-09-26,1600.0
2022-09-27,1600.0
2022-09-28,1540.0
2022-09-29,1540.0
2022-09-30,1460.0
2022-10-03,1460.0
2022-10-04,1460.0
2022-10-05,1449.0
2022-10-06,1450.0
2022-10-07,1470.0
2022-10-11,1470.0
2022-10-12,1475.0
2022-10-13,1426.0
2022-10-14,1400.0
2022-10-17,1350.0
2022-10-18,1360.0
2022-10-19,1370.0
2022-10-20,1350.0
2022-10-21,1350.0
2022-10-24,1350.0
2022-10-25,1360.0
2022-10-26,1350.0
2022-10-27,1350.0
2022-10-28,1380.0
2022-10-31,1380.0
2022-11-01,1366.0
2022-11-02,1390.0
2022-11-03,1390.0
2022-11-04,1307.0
2022-11-07,1307.0
2022-11-08,1269.0
2022-11-09,1269.0
2022-11-10,1220.0
2022-11-11,1240.0
2022-11-14,1240.0
2022-11-15,1239.0
2022-11-16,1239.0
2022-11-17,1247.0
2022-11-21,1210.0
2022-11-22,1214.0
2022-11-23,1215.0
2022-11-24,1215.0
2022-11-25,1220.0
2022-11-28,1220.0
2022-11-29,1230.0
2022-11-30,1300.0
2022-12-01,1245.0
2022-12-02,1247.0
2022-12-05,1237.0
2022-12-06,1235.0
2022-12-07,1280.0
2022-12-08,1330.0
2022-12-09,1377.0
2022-12-12,1380.0
2022-12-13,1380.0
2022-12-14,1380.0
2022-12-15,1380.0
2022-12-16,1380.0
2022-12-19,1380.0
2022-12-20,1380.0
2022-12-21,1380.0
2022-12-22,1380.0
2022-12-23,1380.0
2022-12-26,1395.0
2022-12-27,1380.0
2022-12-28,1420.0
2022-12-29,1380.0
2022-12-30,1298.0
2023-01-02,1298.0
2023-01-03,1280.0
2023-01-04,1250.0
2023-01-05,1200.0
2023-01-06,1130.0
2023-01-09,1115.0
2023-01-10,1100.0
2023-01-12,1160.0
2023-01-13,1198.0
2023-01-16,1200.0
2023-01-17,1160.0
2023-01-18,1130.0
2023-01-19,1120.0
2023-01-20,1110.0
2023-01-23,1110.0
2023-01-24,1120.0
2023-01-25,1180.0
2023-01-26,1121.0
2023-01-27,1137.0
2023-01-30,1180.0
2023-01-31,1180.0
2023-02-01,1180.0
2023-02-02,1195.0
2023-02-03,1201.0
2023-02-06,1180.0
2023-02-07,1200.0
2023-02-08,1200.0
2023-02-09,1217.0
2023-02-10,1238.0
2023-02-13,1238.0
2023-02-14,1220.0
2023-02-15,1250.0
2023-02-16,1250.0
2023-02-17,1215.0
2023-02-20,1220.0
2023-02-21,1220.0
2023-02-22,1211.0
2023-02-23,1210.0
2023-02-24,1215.0
2023-02-27,1215.0
2023-02-28,1215.0
2023-03-01,1217.0
2023-03-02,1217.0
2023-03-03,1217.0
2023-03-06,1249.0
2023-03-07,1210.0
2023-03-08,1210.0
2023-03-09,1200.0
2023-03-10,1212.0
2023-03-13,1212.0
2023-03-14,1212.0
2023-03-15,1220.0
2023-03-16,1220.0
2023-03-17,1230.0
2023-03-20,1200.0
2023-03-21,1180.0
2023-03-22,1199.0
2023-03-23,1249.0
2023-03-24,1251.0
2023-03-27,1255.0
2023-03-28,1276.0
2023-03-29,1276.0
2023-03-30,1290.0
2023-03-31,1300.0
2023-04-03,1300.0
2023-04-04,1300.0
2023-04-05,1300.0
2023-04-06,1262.0
2023-04-07,1310.0
2023-04-10,1301.0
2023-04-11,1301.0
2023-04-12,1300.0
2023-04-13,1300.0
2023-04-14,1238.0
2023-04-17,1250.0
2023-04-18,1250.0
2023-04-19,1299.0
2023-04-20,1230.0
2023-04-21,1260.0
2023-04-25,1265.0
2023-04-26,1265.0
2023-04-27,1245.0
2023-04-28,1218.0
2023-05-02,1218.0
2023-05-03,1218.0
2023-05-04,1251.0
2023-05-05,1256.0
2023-05-08,1256.0
2023-05-09,1257.0
2023-05-10,1280.0
2023-05-11,1280.0
2023-05-12,1284.0
2023-05-15,1223.0
2023-05-16,1249.0
2023-05-17,1249.0
2023-05-18,1260.0
2023-05-19,1270.0
2023-05-22,1270.0
2023-05-23,1270.0
2023-05-24,1270.0
2023-05-25,1270.0
2023-05-26,1320.0
2023-05-29,1350.0
2023-05-30,1350.0
2023-05-31,1330.0
2023-06-01,1350.0
2023-06-02,1350.0
2023-06-05,1338.0
2023-06-06,1325.0
2023-06-07,1246.0
2023-06-08,1223.0
2023-06-09,1220.0
2023-06-12,1221.0
2023-06-13,1220.0
2023-06-14,1285.0
2023-06-15,1253.0
2023-06-16,1310.0
2023-06-19,1254.0
2023-06-20,1250.0
2023-06-21,1324.0
2023-06-22,1250.0
2023-06-23,1230.0
2023-06-26,1260.0
2023-06-27,1274.0
2023-06-28,1300.0
2023-07-03,1235.0
2023-07-04,1300.0
2023-07-05,1300.0
2023-07-06,1295.0
2023-07-07,1265.0
2023-07-10,1230.0
2023-07-11,1230.0
2023-07-12,1240.0
2023-07-13,1240.0
2023-07-14,1250.0
2023-07-17,1255.0
2023-07-18,1290.0
2023-07-20,1288.0
2023-07-21,1280.0
2023-07-24,1297.0
2023-07-25,1246.0
2023-07-26,1226.0
2023-07-27,1226.0
2023-07-28,1232.0
2023-07-31,1232.0
2023-08-01,1282.0
2023-08-02,1260.0
2023-08-03,1250.0
2023-08-04,1251.0
2023-08-07,1251.0
2023-08-08,1241.0
2023-08-09,1242.0
2023-08-10,1242.0
2023-08-11,1260.0
2023-08-15,1260.0
2023-08-16,1260.0
2023-08-17,1260.0
2023-08-18,1250.0
2023-08-22,1239.0
2023-08-23,1235.0
2023-08-24,1255.0
2023-08-25,1270.0
2023-08-28,1270.0
2023-08-29,1270.0
2023-08-30,1238.0
2023-08-31,1200.0
2023-09-01,1198.0
2023-09-04,1172.0
2023-09-05,1172.0
2023-09-06,1166.0
2023-09-07,1166.0
2023-09-08,1100.0
2023-09-11,1100.0
2023-09-12,1119.0
2023-09-13,1186.0
2023-09-14,1115.0
2023-09-15,1090.0
2023-09-18,1139.0
2023-09-19,1150.0
2023-09-20,1144.0
2023-09-21,1104.0
2023-09-22,1105.0
2023-09-25,1105.0
2023-09-26,1150.0
2023-09-27,1150.0
2023-10-02,1100.0
2023-10-03,1135.0
2023-10-04,1116.0
2023-10-05,1150.0
2023-10-06,1125.0
2023-10-09,1149.0
2023-10-10,1149.0
2023-10-11,1120.0
2023-10-12,1120.0
2023-10-13,1120.0
2023-10-16,1120.0
2023-10-17,1106.0
2023-10-18,1109.0
2023-10-19,1105.0
2023-10-20,1101.0
2023-10-23,1105.0
2023-10-24,1050.0
2023-10-25,1056.0
2023-10-26,1060.0
2023-10-27,1051.0
2023-10-30,1053.0
2023-10-31,1060.0
2023-11-01,1066.0
2023-11-02,1083.0
2023-11-03,1080.0
2023-11-07,1085.0
2023-11-08,1118.0
2023-11-09,1120.0
2023-11-10,1080.0
2023-11-13,1100.0
2023-11-14,1090.0
2023-11-15,1090.0
2023-11-16,1100.0
2023-11-17,1095.0
2023-11-20,1100.0
2023-11-21,1120.0
2023-11-22,1120.0
2023-11-23,1125.0
2023-11-24,1100.0
2023-11-27,1100.0
2023-11-28,1100.0
2023-11-29,1100.0
2023-11-30,1091.0
2023-12-01,1100.0
2023-12-04,1100.0
2023-12-05,1100.0
2023-12-06,1090.0
2023-12-07,1101.0
2023-12-08,1100.0
2023-12-11,1071.0
2023-12-12,1071.0
2023-12-13,1121.0
2023-12-14,1122.0
2023-12-15,1105.0
2023-12-18,1118.0
2023-12-19,1180.0
2023-12-20,1160.0
2023-12-21,1160.0
2023-12-22,1135.0
2023-12-25,1135.0
2023-12-26,1140.0
2023-12-27,1140.0
2023-12-28,1155.0
2023-12-29,1160.0
2024-01-02,1170.0
2024-01-03,1175.0
2024-01-04,1175.0
2024-01-05,1180.0
2024-01-08,1180.0
2024-01-09,1180.0
2024-01-10,1180.0
2024-01-12,1180.0
2024-01-15,1180.0
2024-01-16,1195.0
2024-01-17,1186.0
2024-01-18,1196.0
2024-01-19,1209.0
2024-01-22,1210.0
2024-01-23,1210.0
2024-01-24,1228.0
2024-01-25,1228.0
2024-01-26,1256.0
2024-01-29,1250.0
2024-01-30,1250.0
2024-01-31,1350.0
2024-02-01,1350.0
2024-02-02,1330.0
2024-02-05,1333.0
2024-02-06,1330.0
2024-02-07,1350.0
2024-02-08,1350.0
2024-02-09,1350.0
2024-02-12,1355.0
2024-02-13,1403.0
2024-02-14,1463.0
2024-02-15,1463.0
2024-02-16,1400.0
2024-02-19,1416.0
2024-02-20,1411.0
2024-02-21,1440.0
2024-02-22,1440.0
2024-02-23,1455.0
2024-02-26,1457.0
2024-02-27,1440.0
2024-02-28,1428.0
2024-02-29,1428.0
2024-03-01,1410.0
2024-03-04,1420.0
2024-03-05,1430.0
2024-03-06,1430.0
2024-03-07,1430.0
2024-03-08,1400.0
2024-03-11,1392.0
2024-03-12,1388.0
2024-03-13,1351.0
2024-03-14,1345.0
2024-03-15,1380.0
2024-03-18,1379.0
2024-03-19,1332.0
2024-03-20,1300.0
2024-03-21,1358.0
2024-03-22,1358.0
2024-03-25,1291.0
2024-03-26,1300.0
2024-03-27,1360.0
2024-03-28,1400.0
2024-03-29,1401.0
2024-04-01,1399.0
2024-04-02,1398.0
2024-04-03,1400.0
2024-04-04,1394.0
2024-04-05,1400.0
2024-04-08,1336.0
2024-04-09,1350.0
2024-04-15,1379.0
2024-04-16,1352.0
2024-04-17,1350.0
2024-04-18,1350.0
2024-04-19,1350.0
2024-04-22,1350.0
2024-04-23,1367.0
2024-04-24,1367.0
2024-04-25,1375.0
2024-04-26,1375.0
2024-04-29,1375.0
2024-04-30,1410.0
2024-05-02,1400.0
2024-05-03,1400.0
2024-05-06,1400.0
2024-05-07,1366.0
2024-05-08,1400.0
2024-05-09,1400.0
2024-05-10,1400.0
2024-05-13,1408.0
2024-05-14,1408.0
2024-05-15,1408.0
2024-05-16,1407.0
2024-05-17,1400.0
2024-05-20,1385.0
2024-05-21,1403.0
2024-05-22,1365.0
2024-05-23,1365.0
2024-05-24,1369.0
2024-05-27,1370.0
2024-05-28,1345.0
2024-05-29,1370.0
2024-05-30,1370.0
2024-05-31,1380.0
2024-06-03,1380.0
2024-06-04,1360.0
2024-06-05,1349.0
2024-06-06,1350.0
2024-06-07,1315.0
2024-06-10,1317.0
2024-06-11,1375.0
2024-06-12,1375.0
2024-06-13,1370.0
2024-06-14,1370.0
2024-06-19,1350.0
2024-06-20,1330.0
2024-06-21,1330.0
2024-06-24,1360.0
2024-06-25,1400.0
2024-06-26,1380.0
2024-06-27,1380.0
2024-06-28,1379.0
2024-07-01,1379.0
2024-07-02,1418.0
2024-07-03,1389.0
2024-07-04,1389.0
2024-07-05,1389.0
2024-07-08,1389.0
2024-07-09,1389.0
2024-07-10,1388.0
2024-07-11,1388.0
2024-07-12,1365.0
2024-07-15,1360.0
2024-07-16,1360.0
2024-07-17,1333.0
2024-07-18,1371.0
2024-07-19,1371.0
2024-07-22,1329.0
2024-07-23,1420.0
2024-07-24,1420.0
2024-07-25,1421.0
2024-07-26,1421.0
2024-07-29,1431.0
2024-07-31,1445.0
2024-08-01,1445.0
2024-08-02,1445.0
2024-08-05,1458.0
2024-08-06,1458.0
2024-08-07,1437.0
2024-08-08,1437.0
2024-08-09,1437.0
2024-08-12,1437.0
2024-08-13,1450.0
2024-08-15,1450.0
2024-08-16,1450.0
2024-08-19,1450.0
2024-08-22,1450.0
2024-08-23,1460.0
2024-08-26,1460.0
2024-08-27,1460.0
2024-08-28,1450.0
2024-08-29,1450.0
2024-08-30,1460.0
2024-09-02,1450.0
2024-09-03,1450.0
2024-09-04,1460.0
2024-09-05,1459.0
2024-09-06,1449.0
2024-09-09,1445.0
2024-09-10,1430.0
2024-09-11,1450.0
2024-09-12,1460.0
2024-09-13,1460.0
2024-09-18,1464.0
2024-09-19,1490.0
2024-09-20,1500.0
2024-09-23,1600.0
2024-09-24,1600.0
2024-09-25,1640.0
2024-09-26,1649.0
2024-09-27,1650.0
2024-09-30,1740.0
2024-10-01,1700.0
2024-10-02,1595.0
2024-10-03,1605.0
2024-10-04,1595.0
2024-10-07,1630.0
2024-10-08,1600.0
2024-10-09,1600.0
2024-10-10,1580.0
2024-10-11,1580.0
2024-10-14,1560.0
2024-10-15,1500.0
2024-10-16,1540.0
2024-10-17,1570.0
2024-10-18,1510.0
2024-10-21,1559.0
2024-10-22,1530.0
2024-10-23,1530.0
2024-10-24,1530.0
2024-10-25,1568.0
2024-10-28,1550.0
2024-10-29,1550.0
2024-10-30,1505.0
2024-10-31,1520.0
2024-11-01,1480.0
2024-11-04,1459.0
2024-11-05,1545.0
2024-11-07,1550.0
2024-11-08,1570.0
2024-11-11,1576.0
2024-11-12,1597.0
2024-11-13,1598.0
2024-11-14,1595.0
2024-11-15,1580.0
2024-11-19,1550.0
2024-11-20,1580.0
2024-11-21,1570.0
2024-11-22,1570.0
2024-11-25,1550.0
2024-11-26,1550.0
2024-11-27,1540.0
2024-11-28,1579.0
2024-11-29,1519.0
2024-12-02,1520.0
2024-12-03,1560.0
2024-12-04,1510.0
2024-12-05,1530.0
2024-12-06,1520.0
2024-12-09,1549.0
2024-12-10,1549.0
2024-12-11,1500.0
2024-12-12,1499.0
2024-12-13,1490.0
2024-12-16,1468.0
2024-12-17,1498.0
2024-12-18,1498.0
2024-12-19,1500.0
2024-12-20,1500.0
2024-12-23,1470.0
2024-12-24,1500.0
2024-12-25,1519.0
2024-12-26,1500.0
2024-12-27,1530.0
2024-12-30,1529.0
2024-12-31,1500.0
2025-01-02,1526.0
2025-01-03,1529.0
2025-01-06,1529.0
2025-01-07,1505.0
2025-01-08,1528.0
2025-01-09,1518.0
2025-01-10,1529.0
2025-01-13,1500.0
2025-01-15,1535.0
2025-01-16,1570.0
2025-01-17,1570.0
2025-01-20,1560.0
2025-01-21,1589.0
2025-01-22,1531.0
2025-01-23,1590.0
2025-01-24,1598.0
2025-01-27,1610.0
2025-01-28,1590.0
2025-01-29,1589.0
2025-01-30,1600.0
2025-01-31,1554.0
2025-02-03,1559.0
2025-02-04,1536.0
2025-02-05,1540.0
2025-02-06,1581.0
2025-02-07,1590.0
2025-02-10,1590.0
2025-02-11,1590.0
2025-02-12,1590.0
2025-02-13,1570.0
2025-02-14,1570.0
2025-02-17,1580.0
2025-02-18,1580.0
2025-02-19,1586.0
2025-02-20,1600.0
2025-02-21,1580.0
2025-02-24,1600.0
2025-02-25,1609.0
2025-02-26,1639.0
2025-02-27,1625.0
2025-02-28,1600.0
2025-03-03,1600.0
2025-03-04,1600.0
2025-03-05,1597.0
2025-03-06,1597.0
2025-03-07,1569.0
2025-03-10,1560.0
2025-03-11,1560.0
2025-03-12,1560.0
2025-03-13,1560.0
2025-03-14,1550.0
2025-03-17,1560.0
2025-03-18,1600.0
2025-03-19,1580.0
2025-03-20,1590.0
2025-03-21,1600.0
2025-03-24,1640.0
2025-03-25,1723.0
2025-03-26,1740.0
2025-03-27,1720.0
2025-03-28,1849.0
2025-04-02,1820.0
2025-04-03,1821.0
2025-04-04,1800.0
2025-04-07,1705.0
2025-04-08,1710.0
2025-04-09,1600.0
2025-04-10,1700.0
2025-04-11,1600.0
2025-04-14,1700.0
2025-04-15,1751.0
2025-04-16,1801.0
2025-04-17,1866.0
2025-04-18,1910.0
2025-04-21,1910.0
2025-04-22,1879.0
2025-04-23,1890.0
2025-04-24,1880.0
2025-04-25,1811.0
2025-04-28,1831.0
2025-04-29,1878.0
2025-04-30,1873.0
2025-05-02,1875.0
2025-05-05,1874.0
2025-05-06,1875.0
2025-05-07,1957.0
2025-05-08,1941.0
